,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Moonkiszt's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ember Stone        (The Last Firehawk, #1)","Charman, Katrina*",1338122134,9781338122138,1338122134,96        pp,4.28,"1,504",unknown,"Sep 26, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Featured in chapter book reading sessions. . .Book #1 of The Last Firehawk series. . .reading practice material with great characters and questing oppFeatured in chapter book reading sessions. . .Book #1 of The Last Firehawk series. . .reading practice material with great characters and questing opportunities. Tag, a young owl trying to prove himself has buddied up with a smart, nimble squirrel. In their adventures together they discover an egg that will bring them excitement, purpose and plenty of chances to show what they are made of as the fantastic creature within the egg is given into their care and keeping by Grey, the Elder Owl. And so it begins! We might have 3 states between us, but we can still read a couple of mornings each week, and we are loving it!...more",Notes are private!,0,0,1,"Sep 25, 2023","Nov 30, 2023","Nov 30, 2023",,Paperback,view (with text),/book/show/34334480-the-ember-stone
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marley,"Clinch, Jon*",1982129700,9781982129705,1982129700,288        pp,3.77,"1,840","Oct 08, 2019","Oct 08, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Having read a number of books reimaging Dickens' character Jacob Marley from A Christmas Carol, this has to be the darkest yet. . .brrr.A very compellHaving read a number of books reimaging Dickens' character Jacob Marley from A Christmas Carol, this has to be the darkest yet. . .brrr.A very compelling tale, but I'm not 100% persuaded to Mr. Clinch's dark side. Worth the read, during the season - during the week between Christmas and New Year's. . .when one can bear a little darkness to balance all that sweet. . ....more",Notes are private!,0,4,1,"Nov 30, 2023","Jan 05, 2024","Nov 30, 2023",,Hardcover,view (with text),/book/show/43822323-marley
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Portland in Three Centuries: The Place and the People,"Abbott, Carl*",087071208X,9780870712081,B0BB87C58X,216        pp,3.64,88,"Oct 01, 2011","Jun 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An informative book about my home town, always an interest of mine - especially the past, that equation that brings us to the present moment: the sum An informative book about my home town, always an interest of mine - especially the past, that equation that brings us to the present moment: the sum of all parts.Carl Abbott provides a well-organized chronological look at the piece of earth we now call Portland, situated in the county of Multnomah (as in the territory in which the Multnomah native peoples lived prior to the take over by incoming mixed populations), in the state of Oregon. It is fascinating to drive over land, through communities and compare writings, photographs, and changes over hundreds of years. The land hangs in, suffers us to stay (mostly) and in most cases simply carries on, its myriad citizens (human and animal) reshaping it with every wave of migration, settlement, abandonment and then recycle. We worry about our own times, and all the details of them, and yet the land underneath us is as ancient as ancient is. Blows my mind.Robust endpapers referred me to Jewel Lansing's book on the same topic, so more to come....more",Notes are private!,0,4,1,"Nov 29, 2023","Feb 08, 2024","Nov 29, 2023",,Kindle Edition,view (with text),/book/show/67992670-portland-in-three-centuries
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Swann in Love, Deluxe Edition: The witty novella that's the perfect introduction to Proust","Proust, Marcel",1782278117,,B09PQSDF8V,256        pp,2.76,25,unknown,"Oct 04, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A lovely translation of a story that wearied me. . . if Charles Swann was a tree, he's a willow in the wind, dithering this way and that. Ego-centric A lovely translation of a story that wearied me. . . if Charles Swann was a tree, he's a willow in the wind, dithering this way and that. Ego-centric and all about him, Odette de Crecy is of his ilk but they are not on the same wave-length. Oh, so many mixed metaphors. My apologies. Last of all. . .I was unaware how very needful paragraphs are in giving this Reader a sense of progress and organization of ideation. *A sincere thank you to M. Proust, Pushkin Press and NetGalley for an ARC to read and independently .* #SwanninLovDeluxeEdition #NetGalley...more",Notes are private!,0,0,1,"Nov 10, 2023","Nov 27, 2023","Nov 27, 2023",,Kindle Edition,view (with text),/book/show/63119647-swann-in-love-deluxe-edition
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fox Wife,"Choo, Yangsze*",1250266017,9781250266019,1250266017,390        pp,4.05,"4,831","Feb 13, 2024","Feb 13, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A lush read, full of foxes, legends and bad weather. Here a reader will encounter mysteries within mysteries, murders, shapeshifting, flirting with inA lush read, full of foxes, legends and bad weather. Here a reader will encounter mysteries within mysteries, murders, shapeshifting, flirting with intent, beautiful women, men, sexy foxes (worth a second mention), as well as many dinners and lots of tea, often with vaguely threatening digressions by the dinner guests, and occasional objects thrown. I recommend you stay jacketed, or have a warm covering and a cup of hot tea nearby as you read. And . . . have something fluffy available to pet, as well.*A sincere thank you to Yangsze Choo, Henry Holt & Company, Macmillan Audio, and NetGalley for and ARC to read and independently .* #TheFoxWife #NetGalley...more",Notes are private!,0,9,1,"Jan 13, 2024","Feb 20, 2024","Nov 27, 2023",,Hardcover,view (with text),/book/show/127278666-the-fox-wife
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Regrets of Clover,"Brammer, Mikki*",1250284392,9781250284396,,320        pp,4.18,"56,201","May 09, 2023","May 09, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Can you imagine being a kindergartener involved in the wild ride that is Peter Rabbit and having your teacher topple over, to die in the middle of theCan you imagine being a kindergartener involved in the wild ride that is Peter Rabbit and having your teacher topple over, to die in the middle of the reading circle? I'm not sure I'd be the one to reach out a comforting hand and quietly wait it out. I'd be the one screaming for help, and spend the rest of my life talking about it.Clover Brooks - of whose all responsible guardians have left the planet - save one, is not your normal woman. She's quiet, risk adverse, yet comforting deaths are her job. She's a death doula.I'll go no further, except to say, this is one of my favorite books 2023 - all the stars, and a message to carry forward through the end of my days.*A sincere thank you to Mikki Brammer, St. Martin's Press, and NetGalley for an ARC to read and independently .* ...more",Notes are private!,2,7,1,"Nov 27, 2023","Nov 28, 2023","Nov 27, 2023",,Hardcover,view (with text),/book/show/61214136-the-collected-regrets-of-clover
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There's a Mystery There: The Primal Vision of Maurice Sendak,"Cott, Jonathan",0385540434,9780385540438,0385540434,256        pp,3.81,211,2017,"May 16, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An unexpected journey with the author through Maurice Sendak's life, his motivations and his exquisite artwork.Kindle notes attached.An unexpected journey with the author through Maurice Sendak's life, his motivations and his exquisite artwork.Kindle notes attached....more",Notes are private!,0,0,1,"Nov 26, 2023","Dec 03, 2023","Nov 26, 2023",,Hardcover,view (with text),/book/show/31752151-there-s-a-mystery-there
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Room with a View,"Forster, E.M.",,,B07D1CMNSJ,unknown,3.90,"183,923",1908,"Jul 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Audible Audio,view,/book/show/41440871-a-room-with-a-view
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rogue Justice,"Abrams, Stacey",,,B0C3DFXGSZ,unknown,4.03,"6,962","May 23, 2023","Jun 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Audible Audio,view,/book/show/199695682-rogue-justice
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pearl,"Hughes, Siân",,,B0C411C3FP,212        pp,3.93,"2,997",2023,"May 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Kindle Edition,view,/book/show/145937508-pearl
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Christmas Appeal        (The Appeal, #1.5)","Hallett, Janice",166803588X,9781668035887,166803588X,208        pp,3.64,"11,206","Oct 24, 2023","Oct 24, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reader: Your Assignment, should you accept it, is to read through this file of documents including loose notes, emails, texts etc., reports, discoveryReader: Your Assignment, should you accept it, is to read through this file of documents including loose notes, emails, texts etc., reports, discovery production and all that entails, and come up with your solution of what exactly happened to the dead Santa, in the middle of a play.We wish you luck! this  will self-destruct in . . . oh! wait! Different story. Altogether. But, very funny and sassy - completely different than your usual Christmas read.*A sincere thank you to Janice Hallett, Atria Books and NetGalley for an ARC to read and independently .*...more",Notes are private!,0,1,1,"Nov 24, 2023","Nov 30, 2023","Nov 24, 2023",,Hardcover,view (with text),/book/show/124949815-the-christmas-appeal
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dust Child,Nguyễn Phan Quế Mai *,1643752758,9781643752754,1643752758,352        pp,4.25,"9,174","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2023",,Hardcover,view,/book/show/60831918-dust-child
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Clitso Dedman, Navajo Carver: His Art and His World","Valette, Rebecca M.",1496235819,9781496235817,1496235819,288        pp,4.33,3,unknown,"Dec 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first white girl experience with kachina dancers was being a toddler, watching Gumby (my hero) on our black and white TV. There were a number of epMy first white girl experience with kachina dancers was being a toddler, watching Gumby (my hero) on our black and white TV. There were a number of episodes featuring these beautiful images and figures and I've been intrigued all my life. To find a book such as Rebecca M. Valette has written and provided to further educate people on them, from a Navajo perspective and artist was irresistible for this reader.Clitso Dedman, is not this artist's birth name. It is the name Americans used as his uniqueness and various successes as one who was willing to learn white ways created a conspicuousness that stayed with him throughout his life. He could explain and translate for whites talking to native peoples, and could go the other direction just as nimbly. The author explores his origins in his clans, and the experiences he and his family had when Indian School attendance was imposed on his people. She provides her deeply researched information and obvious passion in Clitso's abilities and the ways he found to thrive in a system and environment where many did not. His exceptionalism is not portrayed at the expense of his fellows, but rather to show the unusualness of his spirit. Along with his personal experiences, the author provides context in both place, nation (Navajo / USA), and is very clear that the diversity of the first nations was thoroughly quashed by the imposition of America and other nations to constantly regard all first nations into one homogenous tribe. Although Ms. Valette's focus is on the Navajo culture and peoples generally, and on Mr. Dedman particularly, she shows in her endpapers the many different versions, tribes, clans and people who also engaged in making images of these dancing gods. . . the figures I called (and loved): kachina dolls.It is a welcome addition to our world that this book was written, recognizing missteps, and casting a long glance at the histories we've been taught. In that process we are sure to find others who need recognition and proper attribution for their labors, art and sacrifice. A celebration of Clitso Dedman and his work has been a long time landing on our book shelves!*A sincere thank you to Rebecca M. Valette, University of Nebraska Press, and NetGalley for an ARC to read and independently .* #ClitsoDedmanNavajoCarver #NetGalley...more",Notes are private!,0,4,1,"Nov 21, 2023",Dec 2023,"Nov 21, 2023",,Hardcover,view (with text),/book/show/63831613-clitso-dedman-navajo-carver
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trail of the Lost: The Relentless Search to Bring Home the Missing Hikers of the Pacific Crest Trail,"Lankford, Andrea*",0306831953,9780306831959,0306831953,352        pp,3.79,"7,213","Aug 22, 2023","Aug 22, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After reading this book, I'm feeling I've dodged a bullet. I have a son who hiked the entire PCT on his own before he was 19, right out of high schoolAfter reading this book, I'm feeling I've dodged a bullet. I have a son who hiked the entire PCT on his own before he was 19, right out of high school. We sent his packages on his schedule, and it stretched my patience to paper thin brittle. That was years ago. Reading this, and all the families who didn't get their people back. . .Hmm. I dodged a bullet and am thankful. Still, he counts it as one of his best experiences in life, and while he doesn't hold with religion as a ""thing,"" he does hold nature as the closest he recognizes as sacred space.A read that started as entertainment, but ended as a cautionary tale for this reader.52:38...more",Notes are private!,0,3,1,"Apr 04, 2024","Apr 04, 2024","Nov 20, 2023",,Hardcover,view (with text),/book/show/64000414-trail-of-the-lost
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Stitch in Time,"Kingston, Beryl",,,B07K8VY3K7,492        pp,4.20,117,"Feb 13, 1995","Nov 22, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2023",,ebook,view,/book/show/42761345-a-stitch-in-time
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Extremis: The Life and Death of the War Correspondent Marie Colvin,"Hilsum, Lindsey*",1250223652,9781250223654,1250223652,unknown,4.42,"4,472","Nov 01, 2018","Nov 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2023",,Audiobook,view,/book/show/41755140-in-extremis
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow Goose,"Gallico, Paul",0900806680,9780900806681,0900806680,44        pp,4.16,"4,960",1941,"Aug 31, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2023",,Hardcover,view,/book/show/40673634-snow-goose
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Berry Pickers,"Peters, Amanda*",1646221958,9781646221950,1646221958,307        pp,4.18,"49,004","Apr 04, 2023","Oct 31, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A compelling story about the stories our families tell us about our origins and histories. We are at their absolute mercies (or lack thereof)! Ruthie A compelling story about the stories our families tell us about our origins and histories. We are at their absolute mercies (or lack thereof)! Ruthie and Norma's story, and the parents of each are the POVs that switch back and forth in this read. It was well woven around how families deal with devastating crises, with the silky threads of culture, class and motivation. I especially loved the power of siblings in the support of their parents, each other and faith in final outcomes.Highly recommended, all the stars, and am looking forward to more from this new author!*A sincere thank you to Amanda Peters, RB Media, and NetGalley for an ARC to read and independently .* #TheBerryPickers #NetGalley...more",Notes are private!,0,11,1,"Nov 19, 2023",Dec 2023,"Nov 19, 2023",,Hardcover,view (with text),/book/show/123036004-the-berry-pickers
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storyteller's Death,"Cardinal, Ann Dávila*",1728250773,9781728250779,1728250773,315        pp,3.82,"2,007","Oct 04, 2022","Oct 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The death of loved ones is not just a loss to Isla Sanchez, but the trigger for some other bad or undesirable circumstance. As loved ones die in her lThe death of loved ones is not just a loss to Isla Sanchez, but the trigger for some other bad or undesirable circumstance. As loved ones die in her life, she braces herself for whatever terrible thing is coming next. . .an expectation that makes one rather jumpy.Since her father's death in her childhood in New Jersey, Isla has been trundled off to Puerto Rico where her mother's people live. She stays with relatives every summer while her mother returns to her job and ""freedom"" from being a mother. Resentment against her less than maternal mother grows within Isla as her bonds with her culture and extended family members grow, creating a rift that seems wider with every year. By age 18 she's sure that reach is unfixable. . .and then the ""Storyteller"" - her grandmother (abuela) dies.This is where Isla's gift is received, and the story truly begins.An enjoyable read, which fell into line with my own beliefs of stories that pass down from ancestors - memories that live in our dna and genes and shape who ""we"" were, are and will be, unless we do something about it. Intentionally.*A sincere thank you to Ana Davila Cardinal, Sourcebooks Landmark, and NetGalley for an ARC to read and independently .*...more",Notes are private!,0,1,1,"Nov 19, 2023","Nov 24, 2023","Nov 19, 2023",,Paperback,view (with text),/book/show/57695734-the-storyteller-s-death
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Walk to Water,"Park, Linda Sue",0547251270,9780547251271,0547251270,128        pp,4.26,"88,075","Nov 15, 2010","Nov 15, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2023",,Hardcover,view,/book/show/7981456-a-long-walk-to-water
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Astor: The Rise and Fall of an American Fortune,"Cooper, Anderson",0062964704,9780062964700,0062964704,322        pp,3.79,"9,959","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/112975117-astor
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Travels with Charley: In Search of America,"Steinbeck, John",0142000701,9780142000700,0142000701,214        pp,4.08,"94,540",1961,"Feb 05, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love roadtrip books. I was thrilled to discover that is exactly what this book is. . .John S. deciding to go out on one last big adventure to see thI love roadtrip books. I was thrilled to discover that is exactly what this book is. . .John S. deciding to go out on one last big adventure to see the places he'd been writing about, how they'd fared over the years and if one really can visit the past. . .His traveling pal, as the title says, is his wife's dog, Charley. Charley has big opinions and those are very carefully noted and included in the report to John S's readers, along with commentary from himself. The author is truly himself in his writing, comfortable and free in his expression, and it was from this that I was pleased to have in the back of my mind a shelf of characters from the books of his I've read. It was a guilty pleasure to compare this comfortable, full of opinion and wonder and love and worry and concern man with the characters he'd created, and to recognize no small part of him in their presented beings. Like meeting the children of family and friends for the first time and in the back of your mind cataloging whether they are more like their mom's family or their dad's. . .what traits do they carry on into the future. This read confirmed to me that John Steinbeck's essential self can be found in bits and pieces in his writing.It's not a long read, good during any season, and I would think even more exciting if it were done along his path, touring any of the places he visited with Charley and Rosinante (his truck).I know it's not his time, but Kansas's Carry on, Wayward Son seems to be totally appropriate as I fade out of this . . . . ....more",Notes are private!,0,8,1,"Nov 15, 2023","Dec 03, 2023","Nov 15, 2023",,Paperback,view (with text),/book/show/5306.Travels_with_Charley
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hunting the Falcon: Henry VIII, Anne Boleyn, and the Marriage That Shook Europe","Guy, John",0063073447,9780063073449,0063073447,624        pp,4.16,785,"Sep 14, 2023","Oct 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An intriguing read that filled me in on much I didn't know about Anne Boleyn and her unfortunate choice of spouse. It was a collaborate effort, so proAn intriguing read that filled me in on much I didn't know about Anne Boleyn and her unfortunate choice of spouse. It was a collaborate effort, so provided the result of two heads on this subject and the end papers prove it! Anne was sassy and forthright, and for a while, Henry was into that, until he wasn't, and had ears to hear only what the nay-sayers were nay-saying.I learned much about Anne's life, to wit: * her ordinary destiny changing markedly after spending time in France (note to self: spend more time in France). It was after she'd been France'd that Henry paid her any mind - and when he did it was Significant; * why falcons? (It's was a heraldry thing, and in her ancestry. When Henry booted her up to a marquis she chose the white falcon as her symbol, so Falcons all around was the hue and cry!); and  * how she changed English/Western culture from Catholic religious foundations to a Protestant track. . .and that came from Anne's influence on Henry. News to me! After Henry, it went back to Catholic, but because of her mother, when Elizabeth I gained the crown, she quickly showed her allegiance to her beheaded mother by dismantling all the fence mending her siblings had done during their short reigns with the Catholic establishments of the day. Overall, it seems the biggest legacy Anne B gave the world was Elizabeth I.Intriguing and well-worth the time reading.*A sincere thank you to John Guy, Julia Fox, Harper, and NetGalley for an ARC to read and independently .* #HuntingtheFalcon #NetGalley...more",Notes are private!,0,1,1,"Nov 15, 2023","Dec 02, 2023","Nov 15, 2023",,Hardcover,view (with text),/book/show/83814831-hunting-the-falcon
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Iron Flame        (The Empyrean, #2)","Yarros, Rebecca*",1649374178,9781649374172,1649374178,640        pp,4.35,"919,428","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Hardcover,view,/book/show/90202302-iron-flame
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kinfolk,"Dietrich, Sean",,,B0BZWJZXLF,unknown,4.52,"1,057",unknown,"Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Audiobook,view,/book/show/197515016-kinfolk
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shakespeare's Sisters: How Women Wrote the Renaissance,"Targoff, Ramie*",0525658041,9780525658047,B0C7TNJSQH,449        pp,4.00,90,"Mar 12, 2024","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Kindle Edition,view,/book/show/177185751-shakespeare-s-sisters
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer Crossing,"Capote, Truman",0812975936,9780812975932,0812975936,142        pp,3.42,"9,959","Oct 25, 2005","Jun 27, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a story Truman Capote threw away. In the trash. He didn't like it, and felt it ""was thin, clever, unfelt."" I'm with him on that, a little. StThis was a story Truman Capote threw away. In the trash. He didn't like it, and felt it ""was thin, clever, unfelt."" I'm with him on that, a little. Still, brass from TC is still something close to gold. That kept me in. . .Wikipedia does a good job filling in the story on how it was found, and why it took until 2005 to be published. . . .long after TC shuffled off this mortal coil. . . .This writing is some of Truman's first work in the direction of a novel. . .and he's writing about a small family in New York, while he's living in New York, so it soaks up his day-to-day, and has a very New Yorky feel (to this person who has NEVER been to NY). Mom and Dad McNeil are heading to France and want to take daughter, Grady, with them, like they do every year. She's not having it. . .a bit of a brat, she is.So this is tale of Grady McNeil playing house, the grown-up, in her very own home (with all expenses paid by Dad's accountants), experiencing freedoms of all kinds. She's young, beautiful (think Truman Capote beautiful - his women always are), inexperienced and gullible, with a large splash of blink-my-side-eyes confidence. Add two beaus, one Jewish, and one blue-eyed blonde, each from different economic strata. So goes the top of the slippery slope. Grady's Summer Crossing into adulthood. . . .it's youthful breezy and easy. Until it ain't....more",Notes are private!,0,2,1,"Nov 10, 2023","Nov 12, 2023","Nov 13, 2023",,Paperback,view (with text),/book/show/9922.Summer_Crossing
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Caretaker,"Rash, Ron*",0385544278,9780385544276,0385544278,252        pp,4.23,"4,618","Sep 26, 2023","Sep 26, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Blackburn Gant is a man who keeps his promise. It seems as if hardly anyone kept promises to him throughout his life, but he has wrapped himself arounBlackburn Gant is a man who keeps his promise. It seems as if hardly anyone kept promises to him throughout his life, but he has wrapped himself around the commitments he makes as a standard and measure of his purpose. Prior to leaving for his tour of duty in Korea, his best friend Jacob Hampton asked Blackburn to watch over his new wife, Naomi, and the affirming promise went deep. She definitely needed protection as she was from the other side of the tracks, and Jacob was from people who had fought hard against their marriage. In fact, Jacob and Naomi had eloped to make it so. Jacob trusted Blackburn - a man who'd fought many battles (not of his own making) and had found a way through.From there an abundance of supporting characters who change the lives of these three people in ways a reader can barely believe, but who will continue reading on because they know the most terrible things done to people (and sympathetic characters) are most often done by the very ones who are closest to them. Don't believe everything you are told, even from the ones who love you most. Questions that niggle in the back of your head need to be investigated. Never forget that!The adrenaline on this read kicks in pretty hard about 75% in, so plan on reading in place once you get there! This is definitely one of my top 10 of 2023!*A sincere thank you to Ron Rash, Doubleday Books, and NetGalley for an ARC to read and independently .* #TheCaretaker #NetGalley...more",Notes are private!,0,8,1,"Nov 12, 2023","Dec 09, 2023","Nov 12, 2023",,Hardcover,view (with text),/book/show/75500179-the-caretaker
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Followed by the Lark,"Humphreys, Helen",0374611491,9780374611491,0374611491,240        pp,4.16,122,unknown,"Feb 13, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Followed by the Lark is a gentle, quiet retelling of Henry David Thoreau's life, from the first bluebird to the last. Whether he's close by WaldenFollowed by the Lark is a gentle, quiet retelling of Henry David Thoreau's life, from the first bluebird to the last. Whether he's close by Walden or tramping the hills, he is filled with wonders, yearnings, and his calculations, lists and catalogs; he makes notations, compares each year with the next and the past, keeps track of each sunrise, season and star path. There in his world, using his journal and notes, Helen Humphreys weaves in his poetry, tied to thoughts, tied to the whens and wheres, the whos crossing his path, or footprints left in the snow or grass, wrapped with songs sounding from afar.A very zen-full read, one to keep close by.*A sincere thank you to Helen Humphreys, Farrar, Straus and Giroux, and NetGalley for an ARC to read and independently .*...more",Notes are private!,1,7,1,"Nov 12, 2023","Mar 14, 2024","Nov 12, 2023",,Hardcover,view (with text),/book/show/127282671-followed-by-the-lark
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Daughter of Fair Verona,"Dodd, Christina*",1496750187,9781496750181,B0CK5DXYPR,295        pp,3.68,57,"Jun 25, 2024","Jun 25, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2023",,Kindle Edition,view,/book/show/199341323-a-daughter-of-fair-verona
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Class: A Memoir of Motherhood, Hunger, and Higher Education","Land, Stephanie*",1982151390,9781982151393,B0BTZBJ26H,285        pp,3.64,"7,750","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2023",,Hardcover,view,/book/show/101160309-class
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The General and Julia,"Clinch, Jon*",1668009781,9781668009789,B0BTZ9176S,269        pp,3.88,759,"Nov 14, 2023","Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2023",,Hardcover,view,/book/show/101144733-the-general-and-julia
