,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Perri's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster,"Keegan, Claire",0571255655,9780571255658,0571255655,89        pp,4.33,"80,796",Feb 2010,"Feb 10, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Paperback,view,/book/show/8143909-foster
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Birthday of the World and Other Stories,"Le Guin, Ursula K.",0060509066,9780060509064,0060509066,362        pp,4.32,"5,574","Mar 05, 2002","Mar 04, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I gave this five brilliant stars and this is coming from a person 1. Who doesn’t like Sci Fi and2. Doesn’t like short stories. She addresses many of tI gave this five brilliant stars and this is coming from a person 1. Who doesn’t like Sci Fi and2. Doesn’t like short stories. She addresses many of the themes from her subliminal work The Left Hand of Darkness, but goes further. I’ve already located another of her short story collections, The Unreal and the Real, and hope it’s as good. Of course it will be. It’s Ursula freaK.in Le Guin. She was a genius and her books will surely stand the test of time with their authenticity and relevancy...more",Notes are private!,0,5,1,"Aug 14, 2023","Aug 22, 2023","Aug 14, 2023",,Paperback,view (with text),/book/show/68021.The_Birthday_of_the_World_and_Other_Stories
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,290","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Hardcover,view,/book/show/63241104-tom-lake
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like the Appearance of Horses,"Krivak, Andrew",1954276133,9781954276130,1954276133,288        pp,4.09,127,unknown,"May 09, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For me, this was the most challenging read in the trilogy. The threads would be dropped and picked up in unexpected ways-both very frustrating and verFor me, this was the most challenging read in the trilogy. The threads would be dropped and picked up in unexpected ways-both very frustrating and very satisfying. I can’t imagine being able to follow it without having recently read the first two. And I can’t imagine it wrapping up in any other way. What a writer!...more",Notes are private!,0,3,1,"Sep 12, 2023","Sep 18, 2023","Aug 07, 2023",,Hardcover,view (with text),/book/show/122448763-like-the-appearance-of-horses
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sojourn,"Krivak, Andrew",1934137340,9781934137345,1934137340,192        pp,3.83,"2,965","Apr 19, 2011","Apr 19, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,To explain to someone what this story is about makes it sound so dull. The writing is what pulled me in and kept me. I’ve already checked out Krivak’sTo explain to someone what this story is about makes it sound so dull. The writing is what pulled me in and kept me. I’ve already checked out Krivak’s next.Lit Fic...more,Notes are private!,0,1,1,"Aug 07, 2023","Aug 14, 2023","Aug 07, 2023",,Paperback,view (with text),/book/show/9501104-the-sojourn
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Mercies,"Lehane, Dennis*",0062129481,9780062129482,0062129481,303        pp,4.31,"43,551","Apr 25, 2023","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,Hardcover,view,/book/show/61812308-small-mercies
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Matters More: How Fighting to Be Right Keeps Us from Loving Like Jesus,"Byas, Jared*",,,B081MZ1XKF,224        pp,4.47,754,unknown,"Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,Kindle Edition,view,/book/show/54545470-love-matters-more
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shiver,"Reynolds, Allie*",147227024X,9781472270245,147227024X,432        pp,3.79,"21,318","Oct 27, 2020","Jan 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2023",,Hardcover,view,/book/show/55707640-shiver
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Lies in a Small Town,"Chamberlain, Diane*",1250087333,9781250087331,1250087333,391        pp,4.14,"91,199","Jan 14, 2020","Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2023",,Hardcover,view,/book/show/45046808-big-lies-in-a-small-town
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Buzz in the Meadow: The Natural History of a French Farm,"Goulson, Dave",1250065887,9781250065889,1250065887,288        pp,4.24,"1,524","Sep 04, 2014","Apr 28, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Since I’ve read A Sting in the Tale I’ve become an even more passionate supporter of pollinators. Goulson does an amazing job of advocating for all anSince I’ve read A Sting in the Tale I’ve become an even more passionate supporter of pollinators. Goulson does an amazing job of advocating for all animal and insect life showing the importance of interconnectedness in the environment. I enjoyed the spotlight on various species and appreciated how he made science and biology easily understood and assessable. Lastly, although statistics and environmental degradation are even worse than when this book was published, Goulson has an infectious optimism. The book has inspired me to look at my small property in a new light and to do my part to make it wildlife friendly....more",Notes are private!,0,3,1,"Jul 20, 2023","Aug 06, 2023","Jul 20, 2023",,Hardcover,view (with text),/book/show/22857252-a-buzz-in-the-meadow
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"No Plan B        (Jack Reacher, #27)","Child, Lee*",,,B09PMZ93DT,336        pp,3.99,"52,297","Nov 25, 2022","Oct 25, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Based on low ratings and s, I skipped the #27, Better Off Dead, the first writing credit with Andrew Child. This one (#28) was rated higher so tBased on low ratings and s, I skipped the #27, Better Off Dead, the first writing credit with Andrew Child. This one (#28) was rated higher so thought I’d give it a try. Reacher seemed a pale version of his former self -a Plan B, if you will. I recognized a lot of the Reacherisims, but they just planted with no regard to authenticity. I shame since this used to be one of my favorite series. Waiting impatiently for Mick Herron’s Next Slough Horses installment. Thriller...more",Notes are private!,0,1,1,"Jul 19, 2023","Jul 26, 2023","Jul 19, 2023",,Kindle Edition,view (with text),/book/show/60048804-no-plan-b
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Story,"Straub, Peter",0671685635,9780671685638,0671685635,567        pp,3.93,"78,462","Jan 01, 1979","Sep 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2023",,Mass Market Paperback,view,/book/show/19581.Ghost_Story
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Christmas Guest,"Swanson, Peter*",0063297450,9780063297456,0063297450,96        pp,3.64,"19,169","Sep 28, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2023",,Hardcover,view,/book/show/83814905-the-christmas-guest
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sherwood Ring,"Pope, Elizabeth Marie",0618150749,9780618150748,0618150749,272        pp,4.13,"4,181",1958,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2023",,Paperback,view,/book/show/420427.The_Sherwood_Ring
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Stone,"Bowden, Mark",,,,352        pp,3.71,"4,816","Apr 02, 2019","Apr 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Written with the same exacting attention to detail as Blackhawk Down, we follow detectives on a last chance effort to find out what happened to two miWritten with the same exacting attention to detail as Blackhawk Down, we follow detectives on a last chance effort to find out what happened to two missing young girls, decades after their disappearance. I wish I hadn’t found out. The investigation is horrifying, as we learn more details through gradual breakthrough. And mind dumbing tedium reading of long repetitive interviews. That probably reflects accurately detective work… the hours, weeks, years of investigation. (view spoiler)[ Also like real life there’s no real satisfaction of closure, we never know exactly what happened and no bodies are recovered. It’s heart breaking and I can’t imagine the parents experience  (hide spoiler)]True Crime...more",Notes are private!,0,1,1,"Jul 06, 2023","Jul 12, 2023","Jul 06, 2023",,,view (with text),/book/show/42188630-the-last-stone
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bridge,"Konigsberg, Bill*",1338325035,9781338325034,1338325035,388        pp,4.00,"2,660","Sep 01, 2020","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An interesting premise: four stories with two suicidal teens on a bridge, one jumps, the other jumps, they both jump and neither jumps. The different An interesting premise: four stories with two suicidal teens on a bridge, one jumps, the other jumps, they both jump and neither jumps. The different permeations of what happen resonate. I liked how it explored the effect on the survivors, the parents of course, but also the siblings and friends.YA...more",Notes are private!,0,5,1,"Jul 02, 2023","Jul 03, 2023","Jul 02, 2023",,Hardcover,view (with text),/book/show/49090522-the-bridge
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Violence Project: How to Stop a Mass Shooting Epidemic,"Peterson, Jillian",1419752952,9781419752957,1419752952,240        pp,4.49,"1,081","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Hardcover,view,/book/show/56969516-the-violence-project
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Release,"Ness, Patrick",0062403206,9780062403209,0062403206,304        pp,3.65,"18,638","May 04, 2017","Sep 04, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wasn't impressed with this book. The modern day story about a young man's issues with family, friends, and lovers was fine if not really new or in dI wasn't impressed with this book. The modern day story about a young man's issues with family, friends, and lovers was fine if not really new or in depth exploration. I really didn't understand the entwining Queen and Faun story. I did like the cover. Ness says in his acknowledgments that the spirit of Virginia Wolf's Mrs Dalloway and Judy Blume's Forever suffuse Release, and he encourages the reader to read both to see where he's fallen short. Challenge acceptedYA...more",Notes are private!,0,1,1,"Jun 25, 2023","Jun 27, 2023","Jun 25, 2023",,Paperback,view (with text),/book/show/37564724-release
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Much Land Does a Man Need?,"Tolstoy, Leo",,,B00EVJKQZ0,66        pp,4.11,"12,690",1886,"Aug 29, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2023",,Kindle Edition,view,/book/show/21206786-how-much-land-does-a-man-need
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pale Winter Sun,"Collins, Michael R.*",,,B01KM83DD0,215        pp,4.06,18,unknown,"Aug 17, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2023",,Kindle Edition,view,/book/show/31555664-pale-winter-sun
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Escape Artist: The Man Who Broke Out of Auschwitz to Warn the World,"Freedland, Jonathan",0063112337,9780063112339,0063112337,416        pp,4.38,"17,996","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2023",,Hardcover,view,/book/show/60194141-the-escape-artist
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder, Motherhood, and Miraculous Grace: A True Story","Moerke, Debra",1496433335,9781496433336,B07PGCD2MS,326        pp,4.38,"1,003",unknown,"Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2023",,Kindle Edition,view,/book/show/51260755-murder-motherhood-and-miraculous-grace
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Real Queer America: LGBT Stories from Red States,"Allen, Samantha*",0316516015,,B07DC2X58S,321        pp,4.10,"3,610","Mar 05, 2019","Mar 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Real Queer America caught my interest because exactly why WOULD anyone from the LGBT community live in an unwelcoming place by choice. Allen makes somReal Queer America caught my interest because exactly why WOULD anyone from the LGBT community live in an unwelcoming place by choice. Allen makes some good arguments I hadn't thought about before. I should know better having lived years in one of the featured red states, and I appreciated her hope- filled stories. But it felt a bit padded to me. Maybe this would have made a better essay than a book? I liked it- that's three starsTravel Memoir...more",Notes are private!,0,0,1,"Jun 13, 2023","Jun 25, 2023","Jun 13, 2023",,Kindle Edition,view (with text),/book/show/40274696-real-queer-america
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come Away From Her,"Gailey, Samuel W.*",1956851321,9781956851328,1956851321,312        pp,4.17,53,unknown,"Jan 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A new- to- me author with a terrific story. The little town of Black Walnut is filled with characters we know: the busy bodies, bullies, hypocrites, dA new- to- me author with a terrific story. The little town of Black Walnut is filled with characters we know: the busy bodies, bullies, hypocrites, do-gooders... What makes this so interesting is that Gailey shows us the pain of their inner lives and the complexity which comes with being human. There are some twists and shocking revelations, but it was the sense of community I most enjoyed reading. Come Away From Her should be more widely read!...more",Notes are private!,3,1,1,"Jan 08, 2024","Jan 12, 2024","Jun 13, 2023",,Paperback,view (with text),/book/show/63250460-come-away-from-her
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color of Lightning,"Jiles, Paulette*",,,,369        pp,4.11,"5,791",2009,"Oct 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2023",,Kindle Edition,view,/book/show/6573377-the-color-of-lightning
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Was Told to Come Alone: My Journey Behind the Lines of Jihad,"Mekhennet, Souad*",1627798978,9781627798976,1627798978,368        pp,4.43,"4,566","Jun 13, 2017","Jun 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was an uncomforabtle but valuable read. I felt like I need to acknowledge why so many Muslim countries are angry with Western countries and the UThis was an uncomforabtle but valuable read. I felt like I need to acknowledge why so many Muslim countries are angry with Western countries and the USA in particular for our arrogance in dictating what is best in countries much older than ours with different cultures and values. I have to applaud Mekhmennet and really all journalists who choose to put themselves in harm's way to bring us the information we need to inform and educate us. That takes a special kind of courageBiography...more,Notes are private!,0,2,1,"Jul 21, 2023","Aug 12, 2023","Jun 13, 2023",,Hardcover,view (with text),/book/show/31848282-i-was-told-to-come-alone
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hollow Kingdom        (Hollow Kingdom, #1)","Buxton, Kira Jane*",1538745828,9781538745823,1538745828,308        pp,3.84,"21,426","Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2023",,Hardcover,view,/book/show/42839296-hollow-kingdom
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blackhawk Down,"Bowden, Mark",,9780802114473,,unknown,4.30,"64,396","Feb 10, 1999",1999,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Knowing the title, but very little about the actual event, this book was a revelation to me. Bowden deftly handles the many different perspectives andKnowing the title, but very little about the actual event, this book was a revelation to me. Bowden deftly handles the many different perspectives and timelines. We get a sense of the confusion and chaos of the unfolding events, and the terror and courage of the soldiers. I was especially impressed by how Bowden conveys the Somalians’ point of view and the difficult decisions made under extreme stress. The futility of the war to make a difference and the politics behind it are acknowledged, while above all respecting and honoring the soldiers. As should we all.NF History...more",Notes are private!,0,7,1,"Jun 07, 2023","Jun 11, 2023","Jun 07, 2023",,Mass Market Paperback,view (with text),/book/show/15760868-blackhawk-down
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ishmael        (Ishmael, #1)","Quinn, Daniel",,,B000SEFH6A,338        pp,4.01,"97,439",1992,"Dec 16, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Written in 1992 and if anything even MORE relevant today. Uncomfortable, but hopeful examination about what makes us human and our perilous relationshWritten in 1992 and if anything even MORE relevant today. Uncomfortable, but hopeful examination about what makes us human and our perilous relationship to the Earth. Would make a terrific book club discussion.Philosophy...more",Notes are private!,0,0,1,"Jun 05, 2023","Jun 19, 2023","Jun 05, 2023",,Kindle Edition,view (with text),/book/show/40611328-ishmael
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The September House,"Orlando, Carissa",0593548612,9780593548615,0593548612,344        pp,3.94,"27,756","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2023",,Hardcover,view,/book/show/64623481-the-september-house
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Mountains: Survival and Reckoning After a Climb Gone Wrong,"Wejchert, Michael",0063085526,9780063085527,0063085526,256        pp,3.99,853,unknown,"Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2023",,Hardcover,view,/book/show/60879770-hidden-mountains
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wishing Game,"Shaffer, Meg*",,,B0BHD79NZ9,320        pp,4.13,"103,422","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2023",,Kindle Edition,view,/book/show/60864829-the-wishing-game
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nation,"Pratchett, Terry",0385613709,9780385613705,0385613709,410        pp,4.10,"36,060",2008,2008,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book started out strong, but lost steam along the way. I thought Pratchett was a bit too tickled exploring the ways of culture and the makings o This book started out strong, but lost steam along the way. I thought Pratchett was a bit too tickled exploring the ways of culture and the makings of a nation. Towards the end, I was just skimming. Pratchett has a legion of fans, so he doesn’t need me on his band wagon. I see there are 5% of us who gave this 2 stars or one, so we're a lonely, misunderstood bunch ;)YA...more",Notes are private!,0,0,1,"May 29, 2023","Jun 19, 2023","May 29, 2023",,Hardcover,view (with text),/book/show/2424593.Nation
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I'm Wearing Tunics Now: On Growing Older, Better, and a Hell of a Lot Louder","Aarons, Wendi*",152487373X,9781524873738,152487373X,256        pp,3.81,851,unknown,"Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2023",,Hardcover,view,/book/show/60320147-i-m-wearing-tunics-now
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl with the Louding Voice,"Daré, Abi",1524746029,9781524746025,1524746029,371        pp,4.44,"149,199","Feb 04, 2020","Feb 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2023",,Hardcover,view,/book/show/50214741-the-girl-with-the-louding-voice
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Lady,"Winspear, Jacqueline*",0062867989,9780062867988,0062867989,321        pp,4.06,"14,884","Mar 21, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2023",,Hardcover,view,/book/show/61346151-the-white-lady
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are the Light,"Quick, Matthew*",1668005425,9781668005422,1668005425,256        pp,3.79,"18,304","Nov 01, 2022","Nov 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I mostly liked this book until I didn't. The epistolary structure added a great story telling element. I felt a slow buildup of tension that maybe theI mostly liked this book until I didn't. The epistolary structure added a great story telling element. I felt a slow buildup of tension that maybe the author didn't intend because the story veered in a very different direction then I expected. I did appreciate the author's note at the end and applaud sharing the pain of his emotional pain and past substance abuse. ...more,Notes are private!,0,1,1,"May 18, 2023","May 27, 2023","May 18, 2023",,Hardcover,view (with text),/book/show/60321061-we-are-the-light
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Botany of Desire: A Plant's-Eye View of the World,"Pollan, Michael*",0375760393,9780375760396,0375760393,297        pp,4.06,"56,340",2002,"May 28, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2023",,Paperback,view,/book/show/13839.The_Botany_of_Desire
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Leviathan Wakes        (The Expanse, #1)","Corey, James S.A.*",1841499889,9781841499888,1841499889,592        pp,4.30,"267,258","Jun 02, 2011","Jun 02, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a fun, rollicking read. The fact I powered through this in 600 page book while reading other book in six days says a lot. I’m not a big Sci Fi faWhat a fun, rollicking read. The fact I powered through this in 600 page book while reading other book in six days says a lot. I’m not a big Sci Fi fan but the drama and characters kept me engaged. Enough to invest the time and arm strength reading and holding eight more door- stop books?? I’m not sure, but I sure enjoyed this one....more",Notes are private!,1,3,1,"Feb 27, 2024","Mar 05, 2024","May 18, 2023",,Paperback,view (with text),/book/show/8855321-leviathan-wakes
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wager: A Tale of Shipwreck, Mutiny and Murder","Grann, David*",0385534264,9780385534260,0385534264,354        pp,4.21,"96,359","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2023",,Hardcover,view,/book/show/61714633-the-wager
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Lonely People,"Gayle, Mike*",1473687403,,B084QC7T13,385        pp,4.18,"26,467","Jul 23, 2020","Jul 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2023",,Kindle Edition,view,/book/show/51642969-all-the-lonely-people
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Way Station,"Simak, Clifford D.",0020248717,9780020248712,0020248717,210        pp,4.03,"27,409",Jun 1963,1992,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Way Station is a transfer holding place for aliens passing through Earth -a Sci Fi book from 1963 that holds up well today. Cool assortment of strThe Way Station is a transfer holding place for aliens passing through Earth -a Sci Fi book from 1963 that holds up well today. Cool assortment of strange travelers and the intriguing gifts they leave behind. Some philosophical musing about what makes us human, and a mostly positive/hopeful spin. One star deduction for the lame last chapter.SF...more",Notes are private!,0,2,1,"May 18, 2023","May 29, 2023","May 06, 2023",,Paperback,view (with text),/book/show/190999.Way_Station
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Next Everest,"Davidson, Jim*",1250272297,9781250272294,1250272297,416        pp,4.10,"1,308","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2023",,Hardcover,view,/book/show/53137969-the-next-everest
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead of Winter,"Coates, Darcy*",1728270251,9781728270258,,341        pp,3.86,"15,091","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2023",,Paperback,view,/book/show/63264519-dead-of-winter
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rare Treasures: From the Library of the Natural History Museum,"Magee, Judith",0565094440,9780565094447,0565094440,192        pp,4.21,14,unknown,"Dec 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2023",,Hardcover,view,/book/show/34735111-rare-treasures
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"And the Band Played On: Politics, People, and the AIDS Epidemic","Shilts, Randy",0312241356,9780312241353,0312241356,660        pp,4.38,"27,678","Nov 01, 1987","Apr 09, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Paperback,view,/book/show/28212.And_the_Band_Played_On
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Waco: David Koresh, the Branch Davidians, and A Legacy of Rage","Guinn, Jeff",1982186100,9781982186104,1982186100,400        pp,4.07,"2,229","Jan 24, 2023","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Hardcover,view,/book/show/61273813-waco
