,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Romina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vita,"Mazzucco, Melania G.",8817039799,9788817039796,8817039799,474        pp,3.79,"1,598",2003,"Mar 24, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2013",,Paperback,view,/book/show/12361593-vita
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Se il sole muore,"Fallaci, Oriana",8817041351,9788817041355,8817041351,600        pp,3.95,818,1965,"Nov 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2013",,Hardcover,view,/book/show/12389009-se-il-sole-muore
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Butcher's Crossing,"Williams, John",8864112812,9788864112817,8864112812,359        pp,4.17,"23,543",1960,"Mar 07, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 14, 2013",,Hardcover,view,/book/show/17612173-butcher-s-crossing
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La donna del fango,"Oates, Joyce Carol",8804624418,9788804624417,8804624418,432        pp,3.28,"3,489",2012,"Feb 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2013",,Hardcover,view,/book/show/17700465-la-donna-del-fango
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La terra sotto i suoi piedi,"Rushdie, Salman",8804595140,9788804595144,8804595140,714        pp,3.80,"11,789",Apr 1999,Jun 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2013",,Paperback,view,/book/show/9681802-la-terra-sotto-i-suoi-piedi
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il colore viola,"Walker, Alice",8860614341,9788860614346,8860614341,313        pp,4.27,"685,354","Jun 01, 1982","Sep 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2013",,Paperback,view,/book/show/9537014-il-colore-viola
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La mano che teneva la mia,"O'Farrell, Maggie*",8860886686,9788860886682,8860886686,379        pp,4.03,"24,713","Apr 12, 2009","Oct 06, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2013",,Paperback,view,/book/show/12844381-la-mano-che-teneva-la-mia
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I fatti. Autobiografia di un romanziere,"Roth, Philip",8806178954,9788806178956,8806178954,216        pp,3.69,"1,230",1988,Feb 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2013",,Hardcover,view,/book/show/17401900-i-fatti-autobiografia-di-un-romanziere
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A sud del confine, a ovest del sole","Murakami, Haruki",8806206230,9788806206239,8806206230,216        pp,3.86,"128,286","Oct 05, 1992","Mar 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 27, 2013",,Hardcover,view,/book/show/17656914-a-sud-del-confine-a-ovest-del-sole
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Più lontano ancora,"Franzen, Jonathan",8806213245,9788806213244,8806213245,312        pp,3.59,"3,824",2012,Oct 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2013",,Hardcover,view,/book/show/16120116-pi-lontano-ancora
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il seggio vacante,"Rowling, J.K.",8867150960,9788867150960,8867150960,553        pp,3.30,"328,877","Sep 27, 2012","Dec 06, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2013",,Hardcover,view,/book/show/16147872-il-seggio-vacante
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Che tu sia per me il coltello,"Grossman, David",8804588195,9788804588191,8804588195,330        pp,3.53,"4,798",1988,"Nov 24, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 10, 2012","Mar 20, 2013",,Paperback,view,/book/show/9642509-che-tu-sia-per-me-il-coltello
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"L'isola dell'amore proibito        (On the Island, #1)","Garvis-Graves, Tracey*",881168417X,9788811684176,881168417X,322        pp,4.11,"84,385","Sep 04, 2011","Jan 03, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"L'isola dell'amore proibitoCredo di essere una delle poche persone che non riesce a vedere di più del classico romanzo da leggere se si vuole rilassarL'isola dell'amore proibitoCredo di essere una delle poche persone che non riesce a vedere di più del classico romanzo da leggere se si vuole rilassare la mente o se si ha bisogno di qualcosa di scorrevole e tranquillo.Trovo la storia parecchio inverosimile con situazioni scontate e in certi punti poco credibili.Mi da l'idea di una ""Laguna blu"" scritta.Soprattutto nelle scene dello squalo.La storia tutto sommato è romantica e si percepisce fortemente l'amore che hanno i due protagonisti tra di loro.Splendida invece è la descrizione riguardante l'isola e la foresta.«L'acqua cristallina lambisce dolcemente i suoi piedi nudi, Anna apre gli occhi all'improvviso davanti a lei la distesa sconfinata di un mare dalle mille sfumature, dal turchese allo smeraldo più intenso. Intorno, intorno una spiaggia di un bianco accecante, ombreggiata da palme frondose.»Delfini, barriera corallina,squali, tempeste e la lotta alla sopravvivenza, non lo hanno reso per niente noioso e molto rilassante.Decisamente consigliabile se si vuole leggere qualcosa di romantico e di diverso.Voto3...more",Notes are private!,0,1,1,"Mar 23, 2013","Mar 25, 2013","Mar 19, 2013",,Hardcover,view (with text),/book/show/17240664-l-isola-dell-amore-proibito
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La meraviglia della vita,"Kumpfmüller, Michael",8854506079,9788854506077,8854506079,240        pp,3.57,599,2011,Feb 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2013",,Paperback,view,/book/show/17560209-la-meraviglia-della-vita
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skippy muore,"Murray, Paul",8876381716,9788876381713,8876381716,816        pp,3.76,"22,365",2010,"Apr 29, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2013",,Paperback,view,/book/show/9297848-skippy-muore
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tu, mio","De Luca, Erri",8807815923,9788807815928,8807815923,114        pp,3.61,"2,395",1998,"Apr 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tu, mio«Sentivo il vuoto intorno, noi due eravamo un grappolo d'uva fitta che stava per essere staccato. Ma il grappolo trema all'arrivo dei vendemmiaTu, mio«Sentivo il vuoto intorno, noi due eravamo un grappolo d'uva fitta che stava per essere staccato. Ma il grappolo trema all'arrivo dei vendemmiatori, la spiga vibra di dolore al rumore della falce vicina, noi no, eravamo fermi e tesi aspettando la mano che ci avrebbe staccato da quell'estate per fare di noi il frutto di un raccolto.»Che dire...di questo libro??Inizio dicendo che è il primo libro in assoluto che leggo di Erri de Luca, posso affermare che scrive meravigliosamente....""Ci si innamora così, cercando nella persona amata il punto a nessuno rivelato, che è dato in dono solo a chi scruta, ascolta con amore..""Penso che credo siano parole uniche e vere.Erri riesce a farti a vedere ciò che scrive...ti ritrovi dentro l'isola...vedi il mare, vedi il sole, vedi i pesci, senti persino lo scirocco o il maestrale..ma soprattutto riesce ad emozionarti, ti entra dentro...tocca il cuore...ed è qualcosa di semplicemente straordinario vedere ciò che leggi assaporarne le emozioni, le sensazioni...Usa le parole con una tale maestria...un po' come un musicista legge le note ed innalza una musica soave,melodica, malinconica, allegra...Ciò che però, non mi ha convinto del tutto è la storia in sè...un po' così...Ho riscontrato parti di rara bellezza..descritte e scritte magistralmente, dove mi sino lasciata trasportare al largo dalle onde, cullare dal mare, affrontare burrasche...altre dove non riuscivo a trovarmici dentro che non mi dicevano nulla...insomma mi trasmettevano poco,mandandomi un po' in confusione; forse a causa mia.Il modo in cui scrive ERRI mi affascina, mi piace.Tu, mio... non sarà orfano nella mia libreria.""Mi avete piantato in carne l'amore, mi lanciate nel mondo alla persa. Dentro l'amore c'è pura collera, lo scatto di alzarsi da una sedia, come mi hai fatto vedere tu.Mi hai chiamato fuori, questo lo potevi fare solo tu, che ti chiami VITA.""...more",Notes are private!,0,14,1,"Mar 19, 2013","Mar 23, 2013","Mar 16, 2013",,Paperback,view (with text),/book/show/2555016.Tu_mio
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il peso della farfalla,"De Luca, Erri",8807017938,9788807017933,8807017938,70        pp,3.59,"3,467",2009,"Nov 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 16, 2013",,Paperback,view,/book/show/7417790-il-peso-della-farfalla
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il mio cuore è più stanco della mia voce,"Fallaci, Oriana",8817061271,9788817061278,8817061271,208        pp,4.17,109,Jan 2013,Jan 2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Il mio cuore è più stanco della mia voceSin da ragazzina ho sempre avuto una forte stima e ammirazione per Oriana, l'ho considerata un modello ed un eIl mio cuore è più stanco della mia voceSin da ragazzina ho sempre avuto una forte stima e ammirazione per Oriana, l'ho considerata un modello ed un esempio e avrei dato qualsiasi cosa per conoscerla.È sempre stata nel mio cuore, Oriana è tutto ciò che mi sarebbe piaciuto diventare.Oriana fa della libertà il suo obiettivo principale, in nome di essa scrive libri, articoli e conferenze.Si batteva per i diritti del popolo raccontando realtà vere e crude, non preoccupandosi dei pericoli e minacce.La suo voglia di libertà, la sua schiettezza ,la sua forza, l'hanno resa la donna che è diventata...""Unica e rara.""Oriana è sempre Oriana....e io l'amo e l'amerò sempre.. Leggerei e rileggerei, frasi, spezzoni, interviste già lette e rilette.Lei è unica, intelligente, battagliera, schietta, dura, vera,forse anche sbagliata ma per me è immensa.Questo suo libro, è una raccolta di nuovi appunti ritrovati e pubblicati, di alcune sue conferenze, pagine inedite,dove calca la sua passione per la scrittura, la politica ma soprattutto l'ossessione per la libertà.Dove si ""arrabbia"", dove cerca di far capire al mondo che il mondo deve, e può essere cambiato.Ci sono pagine che si ripetono, purtroppo, perchè già pubblicate, in quanto parti del libro ""Un uomo"", o riferimenti a altri suoi libri precedentemente usciti; leggerli mi fa sempre un certo effetto, e mi convinco sempre di più di quanto è vero ciò che diceva.Io adoro Oriana, quindi, probabilmente, non sono abbastanza obiettiva...ma tutto ciò che dice e scrive per me è verità, è saggezza, è bellezza!E anche se si trovassero mille appunti inediti, o ""finti inediti""...io li leggeri comunque.«Abbiamo sempre fatto quello che sappiamo fare, quello per cui veniamo al mondo e viviamo. Raccontare la vita e quindi la verità senza paura, senza cedere mai. Anticipare gli eventi, provocarli, partecipare alla storia denunciando, condannando, predicando. Essere scomodi, avere il coraggio d'essere scomodi, senza curarsi d'essere ricattati, intimiditi, puniti. Intervenire sempre, come una zanzara che pizzica e morde.Stare dalla parte dell'umanità, suggerire i cambiamenti, innamorarci dei buoni cambiamenti, influenzare un futuro che sia un futuro migliore del presente.E quando questo futuro arriva, quando i cambiamenti sono avvenuti per essere subito inevitabilmente corrotti da nuovi crimini, nuove oppressioni, ricominciare daccapo: denunciando daccapo, condannando daccapo, predicando daccapo.Così metterete in moto un processo senza fine, in ruolo di eterni rompiscatole.""Oriana FallaciGrazie Oriana per le meravigliose parole che ci hai lasciato....more",Notes are private!,0,10,1,"Mar 25, 2013","Mar 29, 2013","Mar 06, 2013",,Hardcover,view (with text),/book/show/17234935-il-mio-cuore-pi-stanco-della-mia-voce
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il veleno dell'oleandro,"Agnello Hornby, Simonetta",8807019418,9788807019418,8807019418,224        pp,3.22,468,Feb 2013,"Feb 20, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2013",,Paperback,view,/book/show/17403532-il-veleno-dell-oleandro
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Help,"Stockett, Kathryn*",0399155341,9780399155345,B009CUIY52,464        pp,4.47,"2,764,085","Feb 10, 2009","Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2013",,Hardcover,view,/book/show/4667024-the-help
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cuore cavo,"Di Grado, Viola*",8866322547,9788866322542,8866322547,176        pp,3.73,398,"Feb 13, 2013","Feb 13, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cuore cavoViola di GradoCuore cavo è la storia cruda di una ragazza che muore suicida e va avanti narrando la sua storia da morta e raccontando il lenCuore cavoViola di GradoCuore cavo è la storia cruda di una ragazza che muore suicida e va avanti narrando la sua storia da morta e raccontando il lento sfaldamento del suo corpo.Andrò sicuramente contro corrente ma questo romanzo non mi è piaciuto, ho dato tre stelline solo perché lo trovo scritto veramente bene. Mi ha annoiata e l’ho trovato ripetitivo in alcune sue parti. Ha una prosa poetica, ma in questo libro non succede mai nulla o succedono sempre le stesse cose.Pur essendo un romanzo duro ,forte, doloroso, non mi ha coinvolto, lasciandomi parecchie perplessità. ...more",Notes are private!,0,4,1,Aug 2015,"Aug 04, 2015","Mar 02, 2013",,Paperback,view (with text),/book/show/17252122-cuore-cavo
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La gemma di Siena,"Fiorato, Marina",8842921114,9788842921110,8842921114,320        pp,3.77,"3,177",2011,"Feb 28, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La gemma di sienaLa gemma di Siena mi è stato regalato dai tre uomini di casa, solo per questo avrei dovuto apprezzarlo ed amarlo, ammetto però che noLa gemma di sienaLa gemma di Siena mi è stato regalato dai tre uomini di casa, solo per questo avrei dovuto apprezzarlo ed amarlo, ammetto però che non è stato subito così. Scettica e molto perplessa, pensavo di trovarmi di fronte ad un romanzo «rosa», noioso e pesante.. Insomma non proprio adatto a me!Nonostante tutto, dopo varie insistenze da parte dei miei bambini ho deciso di accontentarli quindi di leggerlo. Mai avrei pensato, che arrivata alla fine potessi dire che è stato una scoperta....una piacevole scoperta e li ringrazio per aver pensato e scelto questo romanzo per me!La scrittura è stata splendida...splendida la prosa ricca di particolari. Brava la scrittrice per la sua grande capacità narrativa a rendere partecipe e interessato il lettore, peccato solo per i primi capitoli....un pochino lenti. Ho trovato splendido l'intreccio creato tra contrade rivali, simboli di animali che rappresentavano le famiglie, lo storico Palio,( tutto gira intorno ad esso), quartieri storici, chiese, cattedrali, la torre del Mangia, fantini ecc....ma soprattutto i personaggi, la storica famiglia de Medici..e della duchessa Violante, che deve salvarsi e salvare Siena dai nuovi Nove, in quanto vogliono conquistare la città e spodestarla se non ucciderla.Meraviglioso è stato entrare a far parte di loro, a far parte del rinascimento italiano del '700, a far parte di Siena. Come fossi una vera senese, pagina dopo pagina sentivo il calore del sole, vedevo il blu del cielo, il verde della Maremma, il trotto dei cavalli, l'odore del fieno giallo e le grida della folla....e la luce del crepuscolo che tingeva d'oro e onice il marmo bianco della maestosa cattedrale....Ho apprezzato questo libro per la sua particolarità, per la fiabesca storia d'amore tra Pia e Riccardo e per gli splendidi quadri che la Fiorato è riuscita a dipingere di Siena e del Palio...Quattro stelline piene!!!Grazie ai miei tesori sono stati proprio bravi!...more",Notes are private!,0,1,1,"Mar 11, 2013","Mar 11, 2013","Mar 02, 2013",,Hardcover,view (with text),/book/show/17422631-la-gemma-di-siena
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ritratto di signora,"James, Henry",8806146254,9788806146252,8806146254,589        pp,3.79,"80,526","Jan 01, 1881","Apr 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2013",,Paperback,view,/book/show/9696516-ritratto-di-signora
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lei così amata,"Mazzucco, Melania G.",880620940X,9788806209407,880620940X,501        pp,3.77,281,2000,Mar 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2013",,Paperback,view,/book/show/13578268-lei-cos-amata
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il mistero di Burgess Shale,"Cipriani, Ludovico Jacopo",880792174X,9788807921742,880792174X,240        pp,3.00,6,"Oct 26, 2011",Oct 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2013",,Paperback,view,/book/show/15847079-il-mistero-di-burgess-shale
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Noi siamo infinito,"Chbosky, Stephen",8820053225,9788820053222,8820053225,272        pp,4.23,"1,793,516","Feb 01, 1999","Oct 23, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,"Dec 29, 2015","Feb 12, 2013",,Hardcover,view,/book/show/17280414-noi-siamo-infinito
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ogni angelo è tremendo,"Tamaro, Susanna",8845272257,9788845272257,8845272257,270        pp,3.57,431,2013,Jan 2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 09, 2016","Jan 11, 2016","Feb 12, 2013",,Paperback,view,/book/show/17334700-ogni-angelo-tremendo
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A voce alta,"Schlink, Bernhard",8811668379,9788811668374,8811668379,181        pp,3.78,"210,765",1995,1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2013",,Paperback,view,/book/show/17345783-a-voce-alta
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il diario di Lena,"Mukhina, Lena",8804626232,9788804626237,8804626232,372        pp,3.76,409,"Jan 01, 2015","Jan 22, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2013",,Hardcover,view,/book/show/17340904-il-diario-di-lena
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La mia anima è ovunque tu sia,"Cazzullo, Aldo",8804615656,9788804615651,8804615656,132        pp,2.57,126,"Oct 04, 2011","Oct 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2013",,Hardcover,view,/book/show/12832445-la-mia-anima-ovunque-tu-sia
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il museo dell'innocenza,"Pamuk, Orhan",8866213063,9788866213062,8866213063,587        pp,3.77,"32,834",Sep 2008,"Jun 17, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2013",,Paperback,view,/book/show/13486527-il-museo-dell-innocenza
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La rilegatrice di libri proibiti,"Starling, Belinda",8865590289,9788865590287,8865590289,445        pp,3.57,"1,358",2006,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2013",,Paperback,view,/book/show/10831345-la-rilegatrice-di-libri-proibiti
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlesex,"Eugenides, Jeffrey",880458436X,9788804584360,880458436X,602        pp,4.03,"639,177","Sep 04, 2002","Oct 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Fin da piccole sapevano quanto poco valore il mondo attribuisse ai libri, e non perdevano il loro tempo a leggerli. Mentre io, anche adesso, continuo""Fin da piccole sapevano quanto poco valore il mondo attribuisse ai libri, e non perdevano il loro tempo a leggerli. Mentre io, anche adesso, continuo a credere che quei puntini neri su fondo bianco abbiano il più alto dei significati, che se insisto a scrivere potrò cogliere l'arcobaleno della coscienza e rinchiuderlo in un barattolo.""Questo libro non è un libro normale, ma un vero è proprio librone...valutarlo con le solite classiche 5 stelline è proprio poco.Eh si direi che ne vale molto di più!Cal-Callie ti prende per mano e ti porta dentro la sua vita, ti fa conoscere la sua famiglia, la sua sensibilità, la sua intimità, i suoi segreti.È un meraviglioso viaggio dentro al suo mondo, un po' come il suo gene, uno scherzo del destino, addormentato per tre generazioni; risvegliatosi, parte da Smirne, sopravvive alle persecuzioni e alla terribile guerra Turchia-Grecia, arriva in America, combatte la guerra mondiale, i conflitti razziali, la crisi economica e la rinascita....ed è proprio li che rinasce, nel piccolo ed innocente corpo della dolce musa greca Calliope.""Cantami, o diva, del quinto cromosoma la mutazione recessiva! Cantami di come fiorì sui pendii del monte Olimpo, due secoli e mezzo or sono, tra capre che belavano e olive che rotolavano. Cantami le nove generazioni per cui viaggiò sotto mentite spoglie, sopito nel sangue inquinato della famiglia Stephanides. E cantami la Provvidenza, che sotto forma di massacro lo risvegliò per trasportarlo, come fa con i semi nel vento, fino in America, dove le piogge Industriali fecero precipitare su quel fertile terreno del Midwest.""E così Callie nasceva, gli anni passavano, le stagioni si succedevano e al di là delle finestre mentre i salici piangenti perdevano milioni di figlie, la neve cadeva e il sole splendeva, la piccola musa cresceva ed è proprio li nella crescita, nel periodo della sua adolescenza che Calliope deve fare i conti con un turbamento di emozioni contrastanti e sensazioni inaspettate...ed un corpo che di femminile iniziava ad aver poco a che fare. Da qui parte la sua odissea.La sua voglia di cercare il suo vero essere, la voglia di stare bene con se stessa....di accettarsi per quello che era.""Non credi che sarebbe stato più semplice, rimanere quello che eri?""Io sono sempre stato così""Eugenides ha creato un ""mostro"" non di persona, ma di capolavoro....ricco, sensibile, delicato, emozionante, epico, poetico, malizioso,......potrei aggiungere tanti altri aggettivi per definirlo...Insomma una rara perla di straordinaria bellezza, tanto reale ed autentico nei particolari da pensare autobiografico, invece no, non è altro che la grande e straordinaria abilità e bravura di Eugenides a far sembrare tutto estremamente vero.Un genio della penna!Bisogna lasciarsi cullare,trasportare dalle melodiose parole di Callie. Finita l'ultima pagina ti sentirai anche tu diviso a metà: tra la sensazione di perdita...(libro finito) e la ricchezza ricevuta da questo capolavoro!!...more",Notes are private!,0,4,1,"Feb 17, 2013","Mar 10, 2013","Feb 09, 2013",,Paperback,view (with text),/book/show/9711239-middlesex
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'amante di Lady Chatterley,"Lawrence, D.H.",8804492996,9788804492993,8804492996,401        pp,3.50,"125,616",1928,Jun 1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2013",,Paperback,view,/book/show/2490335.L_amante_di_Lady_Chatterley
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La casa delle vergini,"McKay, Ami*",8854506044,9788854506046,8854506044,336        pp,3.79,"15,603","Oct 25, 2011",Oct 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2013",,Paperback,view,/book/show/16104333-la-casa-delle-vergini
