,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lynn's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Road,"Kerouac, Jack",,,,320        pp,3.61,"411,227","Sep 05, 1957","Feb 24, 2000",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really wanted to like this book more than I have, but it just dragged on in a very insipid and repetitive way and it was really effective fighting iI really wanted to like this book more than I have, but it just dragged on in a very insipid and repetitive way and it was really effective fighting insomnia. Kerouac's prose made me smile, I won't deny some really brilliant passages, but I guess I finished this book more impressed by the author himself and the Beat Generation than by his narrative. (More detailed  coming soon... Maybe)...more",Notes are private!,0,4,1,"Dec 29, 2013","Jan 13, 2014","Dec 29, 2013",,Paperback,view (with text),/book/show/2552.On_the_Road
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goblin Market: A Tale of Two Sisters,"Rossetti, Christina",0811816494,9780811816496,0811816494,70        pp,4.09,"14,720",1862,"Jan 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Christina Rossetti, one of the most notable female poets of the Victorian era, was known for her excessive religious devotion and chastity (She rejectChristina Rossetti, one of the most notable female poets of the Victorian era, was known for her excessive religious devotion and chastity (She rejected suitors and remained unmarried). One would be shocked to read a poem containing so much erotic potential written by an apparently so virtuous and virginal woman. Incest, oral sex and gang rape are all implicitly referenced but never explicitly mentioned. So let's be fair, this poem is a fairytale, it was meant to be a children's book (and God do I wanna read this to my kids one day just to prove this theory) SO really, it's only as lustful as your mind makes it out to be. Not only were the sexual innuendos extremely fun to decipher, but the semantic splendor of this poem doesn't disappoint you either. An incredibly beautiful literary skill concealed under a veneer of utter simplicity and effortlessness. Absolutely loved it....more",Notes are private!,0,1,1,not set,"Mar 11, 2014","Dec 29, 2013",,Hardcover,view (with text),/book/show/430788.Goblin_Market
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poèmes saturniens,"Verlaine, Paul",2253098302,9782253098300,2253098302,222        pp,4.06,"3,232",Oct 1866,"Oct 02, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 23, 2013","Dec 22, 2013",,Mass Market Paperback,view,/book/show/1519706.Po_mes_saturniens
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mademoiselle de Maupin,"Gautier, Théophile",0140448136,9780140448139,0140448136,363        pp,3.89,"1,259",1835,"Jul 25, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2013",,Paperback,view,/book/show/253878.Mademoiselle_de_Maupin
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nun,"Diderot, Denis",0192804308,9780192804303,0192804308,234        pp,3.73,"7,518",1796,"Jul 28, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Denis Diderot. A name that frequently resonated in my ears during French Literature classes but never sparked my interest until I read a  of thiDenis Diderot. A name that frequently resonated in my ears during French Literature classes but never sparked my interest until I read a  of this book by one of my goodreads friends Joselito, and I have been fascinated by this book ever since. The story of a girl stripped of her freedom, forced to join the convent against her will, imprisoned and mistreated in that wretched place of seclusion and worship, and who finally falls into the deep abyss of libidinous vices with a perverted Mother Superior. Very brief synopsis yet one feels intrigued to read that audacious novel that mars the sanctity of religious life in the most egregious way. La Religieuse (1796) came out twelve years after Diderot's death, much like his most notable works. Holder of a degree in theology, Diderot soon strayed away from religion by publishing his first radically subversive work ""Lettre sur les aveugles"" (1749). Heresy being a felony, Diderot was imprisoned for 4 months for his unorthodox ideas. Unlike his near-contemporary Voltaire, who took pleasure in sparking controversy, Diderot avoided conflict with the authorities and kept his polemic works to himself, ""writing for the desk drawer"" as it was known during Stalin's repressive Soviet Union.The Roman Catholic Church was belligerently opposing the new modes of critical thought highlighted by the intellectual tidal wave that washed across Europe in the 18th century known as The Enlightenment ""Le siècle des Lumières"". The prosecution of the philosophes by the religious authorities may have contributed to the virulence of the satire in ""The Nun""In the middle of the 18th century, 1 Frenchwoman in every 200 was a nun. The convent was an intriguing and very enigmatic place to the male specimen to which he was denied access. This cryptic subject of fascination generated prolific fiction fueled by sexual fantasies who weren't very far-fetched from reality during that time.Diderot's fiction is not entirely made up. He suffered himself the experience of enforced vocations and the cloistered life. His own father locked him up in a monastery when the rebellious son of his refused to comply to his wishes and become a priest. Diderot finally managed to escape and he married his beloved Nanette.The book is not, as it would seem at first glance, a rebuke directly addressed to the Roman Catholic Church and Christan faith but rather an attack on enforced vocations as a means of social control, in this book Diderot uses satire to argue for human rights and self determination. Here's one of the most eloquent passages in which Suzanne, the persecuted nun-against-her-will expresses her desolation:  ""I hate the solitary life, I feel deep down that I hateit and that I shall always hate it. I shall never be able to subjectmyself to all the drudgery that fills a nun’s waking hours: it is nothing but an endless round of childish things which I despise. I would have got used to it by now if I had been capable of getting used to it. I’ve tried a hundred times to deceive myself, to break my resistance, but I simply cannot. I have envied, and asked God for, the blissful stupidity of my companions, but I have not obtained it and he will not grant it me. I do everything badly and say everything wrong. My every deed lays bare the fact that I have no vocation, and it’s plain for all to see. Everything I do is an insult to the religious life. They call my inability to do things properly pride, and they spend their time humiliating me. My wrongdoings and punishments become ever more frequent, and I spend my days gauging with my eyes how highthe walls are"" ...more",Notes are private!,0,0,1,"Jun 30, 2014","Jul 02, 2014","Dec 02, 2013",,Paperback,view (with text),/book/show/18216.The_Nun
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fall of Giants        (The Century Trilogy, #1)","Follett, Ken*",0525951652,9780525951650,0525951652,985        pp,4.31,"323,197","Sep 28, 2010","Sep 28, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2013",,Hardcover,view,/book/show/7315573-fall-of-giants
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pillars of the Earth        (Kingsbridge, #1)","Follett, Ken*",,,,976        pp,4.34,"763,766",Oct 1989,"Feb 04, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2013",,Paperback,view,/book/show/5043.The_Pillars_of_the_Earth
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La nausée,"Sartre, Jean-Paul",,,207036805X,250        pp,3.94,"119,325",1938,"Mar 07, 1972",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Difficult and tedious read, but it is extremely intellectually stimulating. The big existentialist questions evoked in this book made me reconsider thDifficult and tedious read, but it is extremely intellectually stimulating. The big existentialist questions evoked in this book made me reconsider the essence and meaning of my life as well as my strongly held convictions. Reading Sartre requires a great cognitive effort and I'm happy to say I endeavored to finish this book in high school.Absolutely jaw-dropping. My French literature teacher saw me reading this book and gasped ""Pourquoi ne lis-tu pas quelque chose de moins lourd à ton âge?"" ""Je prends plaisir à stimuler mon intellectuel, madame."" was my answer....more",Notes are private!,0,5,1,"Nov 23, 2013","Nov 30, 2013","Nov 23, 2013",,Pocket Book,view (with text),/book/show/87302.La_naus_e
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gulag Archipelago 1918–1956,"Solzhenitsyn, Aleksandr",0060007761,9780060007768,0060007761,512        pp,4.32,"30,399",1973,"Feb 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2013",,Paperback,view,/book/show/70561.The_Gulag_Archipelago_1918_1956
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking for Alaska,"Green, John*",,9781435249158,1435249151,221        pp,3.97,"1,599,214","Mar 03, 2005","Dec 28, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 14, 2013","Nov 13, 2013",,Paperback,view,/book/show/99561.Looking_for_Alaska
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Happy Prince And Other Tales: Oscar Wilde,"Wilde, Oscar",185715939X,9781857159394,185715939X,96        pp,4.11,"21,083",May 1888,1995,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 11, 2013","Oct 11, 2013",,Hardcover,view,/book/show/1056911.The_Happy_Prince_And_Other_Tales
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Le Rêve        (Les Rougon-Macquart, #16)","Zola, Émile",2253002836,9782253002833,2253002836,286        pp,3.56,"1,992",1888,"Nov 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An author worthy of his renommée. Emile Zola is one the pioneers in nineteenth century French literature, having written the classical series called LAn author worthy of his renommée. Emile Zola is one the pioneers in nineteenth century French literature, having written the classical series called Les Rougon-Macquart that portrays heredity and its inescapable weight on the descendants of the notorious family of The Rougon-Macquart. Reproached of not giving the divine and the metaphysical a place in his series of novels, Zola wrote Le Rêve about mystification and the supernatural. This book tells the story of a beautiful, chaste and pious young girl called Angélique, her name reflecting her cherubic nature, who is abandoned by her mother, Sidonie Rougon and is adopted by a poor couple of embroiderers, les Hubert. The heavy hereditary impact on Angelique was visible, she was impulsive, mutinous and passionate but her rapturous whims and enraged revolts were always attenuated by her spiritual attachment and her religious devotion. The narrative reaches its climax when Angelique has to choose between love, passion and, irrevocably, vice on the one hand and obedience and virtue on the other hand, but her pious and stern education finally thwarts her inveterate capricious and inflamed character. Beautifully-written fiction, satisfies your appetite for an angelic tale of love and all its complications in an epoch when social disparities stood in the way of youthful infatuation. Unlike what is said about Zola, his descriptions aren't tedious and his style isn't hard to keep up with, quite on the contrary, he is endowed with one of the best writing skills I've seen. ...more",Notes are private!,0,4,1,"Oct 10, 2013","Jan 25, 2014","Oct 10, 2013",,Mass Market Paperback,view (with text),/book/show/1367032.Le_R_ve
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inferno,"Alighieri, Dante",0812970063,9780812970067,,490        pp,4.02,"182,098",1320,"Dec 09, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2013",,Paperback,view,/book/show/15645.Inferno
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fathers and Sons,"Turgenev, Ivan",0451529693,9780451529695,0451529693,244        pp,3.99,"89,435",Feb 1862,"Feb 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2013",,Mass Market Paperback,view,/book/show/19117.Fathers_and_Sons
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'Attentat,"Khadra, Yasmina",,9782266204972,2266204971,246        pp,3.84,"11,718","Aug 18, 2005",Jan 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I expected this book to be loaded with information about the Palestinian-Israeli conflict, diatribes and all sorts of accusations and existentialist rI expected this book to be loaded with information about the Palestinian-Israeli conflict, diatribes and all sorts of accusations and existentialist reflections on patriotism and national allegiance cramped in long philosophical tirades.Well, to my surprise, it wasn't.This book is written by an Algerian author, Mohamed Moulessehoul whose pseudonym is Yasmina Khadra, but shockingly enough, when you're progressing through the narrative, you never encounter a biased opinion or defensiveness concerning the Palestinian Cause. The author managed to convey the story without leaving any trace of his Arabic origins or his hatred for the Israeli state (if he has any).This is a story anchored in the turmoil of the Palestinian-Israeli conflict, in the bloody warfare that cost thousands of lives and dried the tears of so many mothers. The eviction of a thwarted nation burned the souls of millions of patriots who witnessed the demolition of their houses, the dissociation of their families, the proliferation of the graves in their public cemetery and the collapse of their lives. All of that fed their rampant hatred and their consuming desire for revenge to the evil usurper, Zion.This book tells the story of an eminent Arabian surgeon that succeeded in building himself an acclaimed reputation in the Israeli community, that strived to spoil his wife, Sihem and place her on pedestal in comfort and opulence. However, the complacent life of Dr. Amin Jaafari brusquely plummets into a deep abyss when Sihem is revealed to be the perpetrator of a suicidal bombing in a restaurant crowded with children and innocent civilians in Tel-Aviv. When Amin receives a letter his wife has written to him before her death confirming she is indeed the kamikaze, his hope of her vindication is blown away.Amin is obstinately determined to unravel the causes of his wife's perfidy, the reason she forsook the luxury and security he endeavored to procure her and allowed herself to be brainwashed by extremist militias until she was blinded into murder disguised in the euphemism of martyrdom. This book is poignant, so powerful it reaches in and seizes your heart and stays branded in your mind a long time after you've finished it. You can't help but let yourself be teleported to the Promised Land and weep, weep for Palestine....more",Notes are private!,0,4,1,"Sep 07, 2013","Sep 08, 2013","Sep 07, 2013",,Mass Market Paperback,view (with text),/book/show/10897971-l-attentat
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Resistance, Rebellion and Death: Essays","Camus, Albert",0679764011,9780679764014,0679764011,288        pp,4.19,"3,164",1960,"Aug 29, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2013",,Paperback,view,/book/show/11995.Resistance_Rebellion_and_Death
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Hundred Years of Solitude,"García Márquez, Gabriel",0060929790,9780060929794,0060929790,458        pp,4.11,"971,266",1967,"Jan 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2013",,Paperback,view,/book/show/50420.One_Hundred_Years_of_Solitude
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kokoro,"Sōseki, Natsume",0809260956,9780895267153,0895267152,248        pp,4.04,"31,978","Aug 11, 1914","Jul 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2013",,Paperback,view,/book/show/762476.Kokoro
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'Affaire Dreyfus: La Vérité en marche,"Zola, Émile",2080702203,9782080702203,2080702203,254        pp,4.00,26,unknown,"Jan 25, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Third Republic in France witnessed the conviction of officer Alfred Dreyfus in 1894 after he allegedly betrayed the French Army by providing the GThe Third Republic in France witnessed the conviction of officer Alfred Dreyfus in 1894 after he allegedly betrayed the French Army by providing the German enemy with military information and secrets. The turncoat of Jewish origins got deported to Devil's Island where he spent 5 years pleading his innocence but it all fell on deaf ears. The well-staged framing of a ""Jewish bastard"" went perfectly until evidence in 1896 identified French Army major Esterhazy as the real culprit. After a second court case acquitted Esterhazy, Emile Zola felt prompted to write an open letter to the President Felix Faure, pointing a finger of accusation on the deceitful injustice of military authorities and the loathsome antisemitism pervading the French population which will forever tarnish the history of France.""J'accuse"" is a poignant and (you gotta admit) very ballsy account of Emile Zola's militant devotion for justice and human rights in a century where discrimination and racial hatred were still the social norm.  ...more",Notes are private!,0,6,1,not set,"Aug 12, 2013","Aug 12, 2013",,Mass Market Paperback,view (with text),/book/show/817012.L_Affaire_Dreyfus
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Monsters,"Palahniuk, Chuck*",0099285444,9780099285441,B00RP7FB1O,297        pp,4.00,"143,540","Sep 17, 1999",2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2013",,Paperback,view,/book/show/22290.Invisible_Monsters
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hard-Boiled Wonderland and the End of the World,"Murakami, Haruki",,,,400        pp,4.13,"136,474","Jun 15, 1985",2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2013",,Paperback,view,/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound and the Fury,"Faulkner, William",,,,366        pp,3.85,"182,051","Oct 07, 1929",Oct 1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2013",,Paperback,view,/book/show/10975.The_Sound_and_the_Fury
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Collected Stories,"Faulkner, William",,,,900        pp,4.24,"7,685",1950,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2013",,Paperback,view,/book/show/10978.Collected_Stories
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grand Design,"Hawking, Stephen",0553805371,9780553805376,0553805371,199        pp,4.06,"73,707","Sep 07, 2010","Sep 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2013",,Hardcover,view,/book/show/8520362-the-grand-design
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Selfish Gene,"Dawkins, Richard*",0199291152,9780199291151,0199291152,360        pp,4.15,"178,316",1976,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Paperback,view,/book/show/61535.The_Selfish_Gene
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Demon-Haunted World: Science as a Candle in the Dark,"Sagan, Carl",0345409469,9780345409461,0345409469,459        pp,4.29,"73,489","Feb 01, 1996","Feb 25, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Paperback,view,/book/show/17349.The_Demon_Haunted_World
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hotel on the Corner of Bitter and Sweet,"Ford, Jamie*",0345505336,9780345505330,0345505336,290        pp,4.04,"300,083","Jan 27, 2009","Jan 27, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Hardcover,view,/book/show/3367956-hotel-on-the-corner-of-bitter-and-sweet
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Help,"Stockett, Kathryn*",0399155341,9780399155345,B009CUIY52,464        pp,4.47,"2,764,229","Feb 10, 2009","Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Hardcover,view,/book/show/4667024-the-help
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Splendid Suns,"Hosseini, Khaled*",159448385X,9781594483851,,415        pp,4.43,"1,529,597",May 2007,Dec 2008,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I see what you're doing there, Mr. Hosseini, and emotional manipulation will not make me give this book a high rating. Here's why:First of all, this sI see what you're doing there, Mr. Hosseini, and emotional manipulation will not make me give this book a high rating. Here's why:First of all, this story is poignant but unfortunately, very... flat. I've seen a lot of people complain about how the author was incapable of creating three-dimensional characters, they weren't ""alive and breathing"" to me. I haven't shed a single tear throughout the SUPER HORRIFYING AND TRAUMATIZING SCENES. The story Hosseini is telling has so much potential to wound, to make you cry your eyes out but it simply manages to make you flinch. Repeatedly. During every chapter. But it fails to engage you on a deeper level, and this is a skill that I believe is lacking to mainstream authors, partly why they are so widely read and admired amongst amateur readers. Now, what is absolutely abhorring is the fact that this brutal fictional account is an everyday reality for many women in Afghanistan. One good thing about this book is it makes you very grateful for the life you have because apparently, security in your own home and basic human rights in your society are a luxury for a woman in the Middle East.Secondly, the narrative is brimming with historical references and we follow Afghanistan's history a little before the Soviet invasion in 1979, passing through protracted civil wars, up until the early 2000s and the overthrow of the ruthless Taliban rule. That is one of the few things I liked about the book, although the way the history was delivered was dull and superficial ""wikipedia-styled"" (as another er put it) and the information only truly sunk in for me with google guidance. Lastly, (also paraphrasing another er) the Nicholas Sparks plot twists made me shake my head, grunt, sigh, facepalm and snort at the way inexperienced writers use this trick concomitantly with emotional manipulation to reach a bigger audience of, let's say, less mature readers and well, have a bigger profit pie to carve up and savor.. ...more",Notes are private!,0,1,1,"Dec 15, 2014","Jan 17, 2015","Jul 24, 2013",,Paperback,view (with text),/book/show/3850639-a-thousand-splendid-suns
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Room,"Donoghue, Emma*",,,,321        pp,4.08,"803,878","Aug 20, 2010",Sep 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Hardcover,view,/book/show/7937843-room
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rabbit, Run        (Rabbit Angstrom, #1)","Updike, John",0449911659,9780449911655,0449911659,325        pp,3.58,"60,214",1960,1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Paperback,view,/book/show/85386.Rabbit_Run
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Then There Were None,"Christie, Agatha",0312330871,9780312330873,0312330871,264        pp,4.28,"1,355,960","Nov 06, 1939","May 03, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Paperback,view,/book/show/16299.And_Then_There_Were_None
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Inquiry into the Nature and Causes of the Wealth of Nations,"Smith, Adam",0226763749,9780226763743,0226763749,"1,076        pp",3.88,"32,879","Mar 09, 1776","Jan 01, 1977",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2013",,Paperback,view,/book/show/25698.An_Inquiry_into_the_Nature_and_Causes_of_the_Wealth_of_Nations
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in the Time of Cholera,"García Márquez, Gabriel",0307388816,9780307388810,0307388816,434        pp,3.94,"504,659",Nov 1985,"Jan 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 28, 2014","Mar 06, 2014","Jul 23, 2013",,Paperback,view,/book/show/437476.Love_in_the_Time_of_Cholera
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Raven and Other Poems,"Poe, Edgar Allan",0439224063,9780439224062,0439224063,73        pp,4.30,"45,007","Jan 29, 1845","Sep 01, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not the first time I dislike a book with high ratings on goodreads (The Fault in our Stars for instance), and surely not the first time I find myself Not the first time I dislike a book with high ratings on goodreads (The Fault in our Stars for instance), and surely not the first time I find myself unimpressed by an acclaimed and famous classical author (Franz Kafka for example). But I really believed I'd appreciate Poe's work more since it is anchored in a nineteenth century macabre atmosphere and since he led a dandy life, much like my beloved Baudelaire. However, with the exception of The Raven and Anabel Lee that undisputably deserve a five-star rating, his poems were too.. average, dull and repetitive. I didn't enjoy his poetry and turning page after page felt more and more like a burden to my rampant apathy. I am going to read Poe's collection of short stories in the hopes that it will ameliorate my initial opinion concerning the author....more",Notes are private!,0,3,1,not set,"Jul 15, 2013","Jul 20, 2013",,Paperback,view (with text),/book/show/269322.The_Raven_and_Other_Poems
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Essais de psychanalyse,"Freud, Sigmund",2228893994,9782228893992,2228893994,320        pp,3.32,34,"Mar 04, 1975","Feb 02, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of my favorite essays within this book is ""Beyond the Pleasure Principle"" (1920) in which Freud introduces the repetition compulsion as well as anOne of my favorite essays within this book is ""Beyond the Pleasure Principle"" (1920) in which Freud introduces the repetition compulsion as well as an exhaustive study of the essence and nature of drives (conflict between Eros and Thanatos). He also elaborates the Oedipus complex and the ambivalence caused by the troubles of identification. In his Oedipus complex, the young boy's process of identification to his father wavers between feelings of affection towards his father and desires of evicting the latter because of oedipal jealousy induced by his love for his mother. Freud moves on to dividing the human psyche into conscious, preconscious and unconscious, then develops the concepts of Ego, Super-Ego and Id. The Ego represents the external world and it is the instrument of conscious perception. The Id dissimulates the innate instinctive drives and tries to make the ego conform to its desires and impulses. The Super-Ego interferes and plays the role of the censor and the moral guide that stops the ego from succumbing to the Id's every whim. In ""Group Psychology and Analysis of the Ego"" (1921), Trotter's theory on gregariousness in which he professes that the gregarious drive is inborn and that man feels incomplete when he's alone is rejected by Freud. The Austrian neurologist accentuates the initial hostility between people that, in an ulterior stage, turns into identification then friendliness. Let's take the example of diehard fans in a rock concert. They're all crazy about the same band and they're jealous of each other, coveting the lead singer's affection just for their personal exclusivity, but once they realize the improbability of possessing the object of adulation, they abandon their impossible pursuit and identify themselves to fellow fans (whom they initially despised)and their relationship acquires a positive, gregarious aspect. A similar scenario happens with the oedipal love triangle. All of Freud's theories are based on the concept of libido. He even interprets the infantile habit of sucking the thumb as a sexual innuendo. Not to undervalue the capital role sexuality plays in psychology, but I'm afraid Mr. Freud pushes his analytical caliber too far sometimes. ...more",Notes are private!,0,1,1,"Jul 16, 2013","Jul 23, 2013","Jul 16, 2013",,Mass Market Paperback,view (with text),/book/show/3698681-essais-de-psychanalyse
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Explore Diabetes with Owls,"Sedaris, David",0316154695,9780316154697,0316154695,275        pp,3.85,"144,187","Apr 23, 2013","Apr 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2013",,Hardcover,view,/book/show/15790837-let-s-explore-diabetes-with-owls
