,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Susie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rise and Fall of the Dinosaurs: A New History of a Lost World,"Brusatte, Steve",0062490451,9780062490452,0062490451,416        pp,4.20,"31,304","Apr 24, 2018","Apr 24, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have always loved dinosaurs and, really, should have considered being a paleontologist but so it goes. This was an informative and easy read by someI have always loved dinosaurs and, really, should have considered being a paleontologist but so it goes. This was an informative and easy read by someone who clearly is obsessed and wants to share in this obsession and joy of dinosaurs. I highly recommend it for anyone who wants an easy-to-read informative book about the greasiest creatures ever. ...more",Notes are private!,0,0,1,"Feb 09, 2020","May 24, 2020","Dec 18, 2019",,Kindle Edition,view (with text),/book/show/35068612-the-rise-and-fall-of-the-dinosaurs
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ghost        (Track, #1)","Reynolds, Jason",1481450158,9781481450157,1481450158,181        pp,4.21,"45,167","Aug 30, 2016","Aug 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2019",,Hardcover,view,/book/show/28954126-ghost
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Papillon,"Charrière, Henri",0061120669,9780061120664,0061120669,544        pp,4.23,"69,848",1969,"Aug 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2019",,Paperback,view,/book/show/6882.Papillon
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shackleton's Boat Journey,"Worsley, Frank A.",1841580635,9781841580630,1841580635,164        pp,4.34,"1,088",1933,"Dec 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m giving the book 5 stars more so for the story than for how it is told. Although I will say the optimism and positivity that F.A Worsley has in hisI’m giving the book 5 stars more so for the story than for how it is told. Although I will say the optimism and positivity that F.A Worsley has in his retelling is astounding. In fact, the whole story is astounding and the fact that 1) individuals took on these conquests willingly and 2) that these men in particular survived everything defies reality. The book tells a harrowing tale in the light of surviving it so I wonder how much of it really felt as it was told. I cannot imagine keeping such an attitude in such conditions but, perhaps, that is what makes an explorer great. The tale is a quick read despite the fact it likely was anything but for these men especially those left behind. ...more",Notes are private!,0,1,1,"Nov 09, 2019","Dec 22, 2019","Nov 09, 2019",,Paperback,view (with text),/book/show/222233.Shackleton_s_Boat_Journey
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Tender Land,"Krueger, William Kent*",1476749299,9781476749297,1476749299,450        pp,4.39,"176,949","Sep 03, 2019","Sep 03, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I feel as if this is a book others would really love and it just didn’t speak to me in that way. Perhaps it was the first person narrative that I wasnI feel as if this is a book others would really love and it just didn’t speak to me in that way. Perhaps it was the first person narrative that I wasn’t able to really fall into or the story lines that just kept coming (sometimes it felt like the situations were happening just to happen). I’m not sure but for whatever reason this book just didn’t grab my attention and so I breezed through it pretty quick. That, to be fair, probably means I did miss some aspects that others may find gripping. ...more",Notes are private!,0,0,1,"Feb 04, 2022","May 04, 2022","Nov 05, 2019",,Hardcover,view (with text),/book/show/25813942-this-tender-land
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beneath a Scarlet Sky,"Sullivan, Mark T.*",1503943372,9781503943377,1503943372,509        pp,4.43,"339,443","May 01, 2017","May 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** A fascinating story of a brave young man in WWII Italy. The book is well-paced and easy to read while, to me, not lacking in details**spoiler alert** A fascinating story of a brave young man in WWII Italy. The book is well-paced and easy to read while, to me, not lacking in details. You get to know Pino intimately but, especially upon reading the last chapter/epilogue you know that there is something you’ll never truly know about him. It is heart-breaking and stressful and, although you can’t change the truth, I had hoped Anna would survive. The what-if element haunts the reader as, it appears, it did and does Pino. Like nearly everyone in Europe, Pino was not saved from lose and there is a deeper element to that lose, somehow, know that Pino is still alive (or so I believe based on Google). To know he may still suffer these loses, while, I hope, celebrating his bravery and victories, makes the story not that much harder. This aspect of the War I was not as familiar about and it was interesting having a look into it. It makes me want to read more about this aspect. ...more",Notes are private!,0,0,1,"Dec 29, 2019","Jan 12, 2020","Oct 26, 2019",,Paperback,view (with text),/book/show/32487617-beneath-a-scarlet-sky
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Primeval and Other Times,"Tokarczuk, Olga",8086264351,9788086264356,8086264351,248        pp,4.27,"13,838",1996,"Jan 20, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2019",,Paperback,view,/book/show/6617921-primeval-and-other-times
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Water Dancer,"Coates, Ta-Nehisi",,,,416        pp,4.07,"110,066","Sep 24, 2019","Sep 24, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A very beautifully written story about a very ugly time. This was a book club read so I feel like I’d be cheating to write a  after we meet abouA very beautifully written story about a very ugly time. This was a book club read so I feel like I’d be cheating to write a  after we meet about the book because I’d be stealing (borrowing) other’s opinions. So I’ll keep the  light and say I do recommend it as a quick read and something that offers a unique writing style. ...more,Notes are private!,0,0,1,"Nov 29, 2019","Dec 23, 2019","Oct 06, 2019",,Hardcover,view (with text),/book/show/43982054-the-water-dancer
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lone Ranger and Tonto Fistfight in Heaven,"Alexie, Sherman",0802141676,9780802141675,0802141676,242        pp,4.09,"26,148","Sep 01, 1993","Feb 08, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2019",,Paperback,view,/book/show/52873.The_Lone_Ranger_and_Tonto_Fistfight_in_Heaven
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Happy Runner: Love the Process, Get Faster, Run Longer","Roche, David",1492567647,9781492567646,1492567647,232        pp,4.13,"1,405","Oct 25, 2018","Nov 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a joy to read at a time when I really needed it both in my running and everyday life. The Happy Runner just puts a smile on your face from the veWhat a joy to read at a time when I really needed it both in my running and everyday life. The Happy Runner just puts a smile on your face from the very beginning acknowledging (and rightfully so) that it is somewhat of a corny and maybe cavity-inducing read you’ve signed up for. But while that holds true, I never found the book to be annoying in that regard. It was helpful, inspiring and, most importantly, happy. It made me look forward to running and thinking about it again whereas I had been a little off that train recently. I read it sort of like a self-help book, underlining and taking mental and physical notes. I found it helped focus me a bit about why I wanted to run, why I kept running and why I want to continue to run especially right now. It always gave me inspiration to still aim at those lofty goals but to not worry or struggle so much while along the way.I think what I most loved is that it’s clear the Roche’s mean everything they write. There is a genuineness that comes across the pages and makes it feel like they are friends. Their writing style was something of a comfort to me and I smiled often even while taking away the bigger notes. ...more",Notes are private!,0,0,1,"Apr 19, 2020","Apr 26, 2020","Aug 16, 2019",,Paperback,view (with text),/book/show/39992248-the-happy-runner
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sympathizer        (The Sympathizer, #1)","Nguyen, Viet Thanh*",0802123457,9780802123459,0802123457,371        pp,4.01,"113,591","Apr 02, 2015","Apr 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a book club book which I sort of rushed through at the end to make it on time. It was a very brutal read I’ll say. It was harsh in what the cThis was a book club book which I sort of rushed through at the end to make it on time. It was a very brutal read I’ll say. It was harsh in what the characters went through. It was harsh, at times, in how it was written. It was disjointed but somehow put together. I think it was a book that kept me on my toes and always waiting for the next show to drop (which it often did). It also made me wish to read more into this war which I know so little about. ...more",Notes are private!,0,0,1,"Sep 12, 2019","Oct 27, 2019","Aug 04, 2019",,Hardcover,view (with text),/book/show/23168277-the-sympathizer
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,"Egan, Timothy*",,,B004H1UOSG,353        pp,4.05,"55,526","Dec 14, 2005",Jul 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2019",,Kindle Edition,view,/book/show/40961608-the-worst-hard-time
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad,"Whitehead, Colson*",0385542364,9780385542364,0385542364,320        pp,4.06,"401,162","Aug 02, 2016","Aug 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2019",,Hardcover,view,/book/show/30555488-the-underground-railroad
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,098","Jul 16, 2019","Jul 16, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 18, 2020","Jun 21, 2020","Jul 13, 2019",,Kindle Edition,view,/book/show/42270835-the-nickel-boys
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,"Leatherbarrow, Andrew*",0993597505,9780993597503,0993597505,256        pp,3.80,"6,403","Apr 26, 2016","Apr 26, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I would probably go more with 2.5 stars but would rather round up than down. The telling of the history, accident and cleanup was all interesting and I would probably go more with 2.5 stars but would rather round up than down. The telling of the history, accident and cleanup was all interesting and fairly accessible. I probably would still need to read a condensed version to fully understand the accident but that is more in my quick reading than writing. It was the other tidbits that I skipped (his travel to Chernobyl) that I found unnecessary. I certainly understand wanting to share that part of the story, especially since it was a life-long dream but I don’t think the writing held up to that. All in all, an easy quick glance at the disaster and certainly told by someone who finds it fascinating. ...more",Notes are private!,0,0,1,Jan 2021,"Jan 03, 2021","Jul 12, 2019",,Paperback,view (with text),/book/show/29945060-chernobyl-01
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Patient,"Michaelides, Alex*",1250301696,9781250301697,1250301696,336        pp,4.18,"2,166,367",2018,"Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2019",,Hardcover,view,/book/show/40097951-the-silent-patient
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Neuromancer        (Sprawl, #1)","Gibson, William",,,,278        pp,3.90,"326,911",1984,"Jul 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2019",,Paperback,view,/book/show/888628.Neuromancer
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So You Want to Talk About Race,"Oluo, Ijeoma",1580056776,9781580056779,1580056776,248        pp,4.50,"104,724","Jan 16, 2018","Jan 16, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 04, 2022","Jan 19, 2023","Jun 30, 2019",,Hardcover,view,/book/show/35099718-so-you-want-to-talk-about-race
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart's Invisible Furies,"Boyne, John*",,,,582        pp,4.51,"162,302","Feb 09, 2017","Aug 22, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s been a while since I read a fictional narrative that wasn’t either about running or had some supernatural aspect to it that really gripped me. I It’s been a while since I read a fictional narrative that wasn’t either about running or had some supernatural aspect to it that really gripped me. I found that I really enjoyed this book and it had a good steady pace to it. There was a fun wit about the writing that, while not really laugh out loud funny, had me smiling nonetheless. The characters were all average despite the fact that certain aspects of their story being above-average and that made them really come to life for me. I found myself liking all of them despite many of their short comings and no one who was a major character struck me as a villain or a hero even. It was just that everyone was doing their best to survive.I think the only part that I am wavering about is the way everyone came together in the end and how everyone appeared healed. I found the last 80-100 pages having very well-written dialogue especially as Cyril came back into the lives of Alice and Charles, but I also felt that humor to be somewhat misplaced at times. I don’t know if I fully can feel the honesty in the fact that everyone somehow could forgive or at least forget what Cyril did when leaving Ireland. I entirely believe the fact no one may hate him for being homosexual but the humor with which his choices was embraced left me a little iffy. On the other hand, maybe there is something to be said about how each person can let go and forgive and find joy in what is left behind. I’m still not sure, but this is a book club book and, once we discuss, maybe I’ll find myself on a particular side....more",Notes are private!,0,0,1,"Jul 14, 2019","Aug 31, 2019","Jun 30, 2019",,Hardcover,view (with text),/book/show/33253215-the-heart-s-invisible-furies
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What I Talk About When I Talk About Running,"Murakami, Haruki",0307269191,9780307269195,0307269191,188        pp,3.87,"167,205","Oct 15, 2007","Jul 29, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2019",,Hardcover,view,/book/show/2195464.What_I_Talk_About_When_I_Talk_About_Running
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Children's Blizzard,"Laskin, David*",0060520760,9780060520762,0060520760,307        pp,3.90,"12,232","Nov 01, 2004","Oct 11, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m a pretty big fan of historical true event books and my favorite author in that realm is Erik Larson. I find books that weave in science and/or hisI’m a pretty big fan of historical true event books and my favorite author in that realm is Erik Larson. I find books that weave in science and/or history as well as personal accounts to have a great pace and make an event or time come alive for me. I found this book to be informative and invoking although not quite to the pace of Larson’s books. I found the book to drag at times either when discussing the various families’ history or the weather which, I think, are both very important but I felt those aspects were too fact dense. The reader knows this storm is coming and I think the build up was a little too much. Maybe if it was more back and forth instead of linear with time...?But I will say the story that was told, especially of those who survived, painted a vivid and grim picture of the plains. How anyone survived there is astounding. It invoked a sense of hardship that I could hardly understand and a sense of determination that was just as incomprehensible. ...more",Notes are private!,0,0,1,"Aug 31, 2019","Sep 02, 2019","Feb 16, 2019",,Paperback,view (with text),/book/show/240373.The_Children_s_Blizzard
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Welcome Home: An Animal Rights Perspective on Living with Dogs & Cats,"Winograd, Nathan J.",1542725216,9781542725217,1542725216,119        pp,4.00,12,unknown,"Jun 08, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2019",,Paperback,view,/book/show/35587505-welcome-home
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sing, Unburied, Sing","Ward, Jesmyn*",,,,285        pp,4.01,"135,218","Sep 05, 2017","Sep 05, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 14, 2020","Jan 20, 2020","Jan 27, 2019",,Hardcover,view,/book/show/32920226-sing-unburied-sing
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0385353308,9780385353304,0385353308,333        pp,4.07,"517,886","Aug 26, 2014","Sep 09, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** I think I would really give this about 3.7 but I’ll put it at 4 because that’s closer. What I really enjoyed about the book was the **spoiler alert** I think I would really give this about 3.7 but I’ll put it at 4 because that’s closer. What I really enjoyed about the book was the shift in narrative both of character and time. It was a very engaging way to get to know how the characters interacted and to worry for them as the world, essentially, ended. I also both liked and didn’t like how moly some character, post virus, had names while some were simply viola or tuba. I liked that they sort of represented just a generic survivor but still had a unique position post-virus. It allowed you to wonder if you could have been that person or one of the many victims.There was also a haunting beauty in the book and how the end of described. A key example was the description of plane that never unloaded their passengers and those simple sentences that allowed the mind to wander what happened in the plane when that decision was made. What happened all over the place when the end came?I think my one complaint was that I expected a more startling explanation of how some survivors lives were tied together and did find that a little anticlimactic. That being said, I also DID like the fact that it kind of was simple and there was nothing too special about those whose, perhaps, just got lucky but they were somehow able to have a connection in this new world.Lastly, I enjoyed the ending. It sparked hope but not guaranteed. There is still just survival always present but the book ends with aspiration. There’s an old tv show that I loved which starts its epilogue at the end of the series with “And life continued” which is just how this books ends. Life continues and, to quite another wonderful piece of work, “life finds a way”....more",Notes are private!,0,1,3,"Jan 14, 2019Jan 2019not set","Jan 24, 2019Jan 24, 2019not set","Jan 14, 2019",,Hardcover,view (with text),/book/show/20170404-station-eleven
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mortal Engines        (Mortal Engines, #1)","Reeve, Philip*",0060082097,9780060082093,0060082097,326        pp,3.76,"64,925","Nov 16, 2001","Sep 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 24, 2019","Feb 16, 2019","Nov 25, 2018",,Paperback,view,/book/show/287861.Mortal_Engines
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Overwhelmed: Work, Love, and Play When No One Has the Time","Schulte, Brigid*",0374228442,9780374228446,0374228442,353        pp,3.83,"8,045","Mar 11, 2014","Mar 11, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think I’d more than likely give this like 3.5-3.7 stars. I really liked her writing and, for being both personal and factual, the book flowed easilyI think I’d more than likely give this like 3.5-3.7 stars. I really liked her writing and, for being both personal and factual, the book flowed easily. It was dense, but didn’t feel that way. Schulte has a good sense of humor throughout and is mostly relatable. I think my reason for it not being a higher rated book is because there is a lot that I don’t relate to. I don’t have kids for example. I am married but my husband and I don’t have the overwhelm work that she seems to have. I also... don’t really care too often about trying to do everything. I am totally fine cutting a run short for a dinner or going to it a little late. I’ll stay in because I just don’t want to commit to something. I clean but it’s a rental so... All in all I think it worth the time and is a book you can put down and pick up as you like. It may offer you some feelings (especially if you are a woman) of not being alone in many feelings but it’s not really a self help book (nor is it sold as one) but good information and research. You can tell a lot of time, effort and love went into it. ...more",Notes are private!,0,0,1,"Nov 25, 2018","Jan 14, 2019","Nov 17, 2018",,Hardcover,view (with text),/book/show/17934399-overwhelmed
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Again to Carthage,"Parker Jr., John L.",1891369776,9781891369773,1891369776,344        pp,4.03,"3,101","Oct 01, 2005","Apr 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Here is the first thing I will say about “Again to Carthage”: there was about 200 too many pages which you can tell by the time it t**spoiler alert** Here is the first thing I will say about “Again to Carthage”: there was about 200 too many pages which you can tell by the time it took me to finish. I think most of that stems from the fact that I picked up this book wanting to read about Quenton Cassidy’s running career and it felt like it too a long time to get to where I finally felt the pace (pun intended) pick up. Once it did, which to me was around 150 pages or so, I enjoyed the book similarly to “Once a Runner.”One of the things that I love the most about this book is the actual kind of failure that Cassidy has in his running career. He is a Silva medalist, gets thirds and can’t go back to the Olympics. He is just that one step shy of utter greatness, while still amazing great of course. And it never seems to me that he is entirely upset by that. This book is geared towards that one last chance and he does succeed even while coming just short. To me, that speaks a lot about things I’ve done (although not one the same scale). I’ve been good at sports of endeavors, but never quite the gold medalist. I work hard and succeed but there is always the chance I could have had more. I like that Cassidy is talented and hardworking, but still just not the victor. I also loved that this was about tackling a marathon. I quite honestly just finished one two weeks ago in which I fell two minutes short of my Boston Qualifying goal. I put in work and it didn’t happened but I am content. I loved reading about the agonies of the race because I can still feel it. “No one really wins a marathon. You just survive in better” is an amazing truthful statement and I think “winning” can simply mean what it means to you. There are two paragraphs that I honestly experienced while running my last last. As a runner pulls again Cassidy thinks:LAnd this really is it...as he tried to pick up his pace at least a little, to give some semblance of a fight, some gesture of defiance. But it was completely, utterly, depressingly hopeless, and he knew it. He knew it because ever since the twenty-mile mark when he has first felt himself beginning to come apart at the seams, he had realized something so fundamental, so surprising, that he knew he would never be the same again. He had finally found the ultimate limits to himself...just past the twenty-mile mark is this too long race.lThere is a time in which every marathoner falls apart but it matters how much you fall apart as to the true loss. I’ve been there twice and the second time was less harsh. I expect the third to also be less harsh and so it goes. That is the nature of a race like this and I think this book, in the last 150 pages, takes great care to paint that picture. As it was also said, “no matter how good or bad a runner looks towards the end of a race, the thing he wants most in the world is to stop.”What I like about this book and “Once” is that it takes the ugly and hard side of running and makes it both accessible to the non-runner and an inside joke to the runner. You understand Cassidy maybe a little better if you can picture the races and training he does and I appreciate that aspect of the book. I appreciate being kind of “in the know” and fundamentally understating some of the scope of his world that Parker has created....more",Notes are private!,0,0,1,Feb 2018,"Nov 04, 2018","Nov 03, 2018",,Hardcover,view (with text),/book/show/2124589.Again_to_Carthage
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Order to Live: A North Korean Girl's Journey to Freedom,"Park, Yeonmi",1594206791,9781594206795,1594206791,273        pp,4.49,"84,567","Sep 25, 2015","Sep 29, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A harrowing and horrifying story told in such an accessible way that, at times, all of the pain that must have been felt seems to be an afterthought. A harrowing and horrifying story told in such an accessible way that, at times, all of the pain that must have been felt seems to be an afterthought. And I think that truly speaks to Park’s strength and determination as well as Ned to have her story told. The pain and suffering does not define her as much as it motivates her and inspires perhaps herself but certainly others. The bluntness of her life is also in her words and I find that enabled me to sort of understand the images of her life. There was nothing beautiful about the pain and it was not flowered in language (unlike that sentence). An inspiring and heart filled story. ...more",Notes are private!,0,0,1,"May 30, 2020","Jun 06, 2020","Nov 03, 2018",,Hardcover,view (with text),/book/show/24611623-in-order-to-live
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Brilliant Friend        (The Neapolitan Novels, #1)","Ferrante, Elena",,,,331        pp,4.04,"332,887","Oct 19, 2011","Sep 25, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I started off really engaged with the book but towards the last 2/3rds I found myself losing interest. I can admit that I began to skim more because II started off really engaged with the book but towards the last 2/3rds I found myself losing interest. I can admit that I began to skim more because I wanted to try and finish before my book club but I also, when I paused to try and absorb the story again, found it beginning to sound repetitive. I think I wanted the characters to get old a little faster and assumed we were on that track but realized, with three other books, this was not going to end much beyond their youth. All in all I gave it three stars because I did enjoy the beginning and felt I was understanding the characters but then I just ... lost interest. ...more",Notes are private!,0,0,1,"Oct 15, 2018","Nov 03, 2018","Sep 16, 2018",,Paperback,view (with text),/book/show/35036409-my-brilliant-friend
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Running Is My Therapy: Relieve Stress and Anxiety, Fight Depression, Ditch Bad Habits, and Live Happier","Douglas, Scott",1615194444,9781615194445,1615194444,288        pp,3.76,"1,318",unknown,"Apr 17, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2018",,Hardcover,view,/book/show/35592312-running-is-my-therapy
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",0312577222,9780312577223,0312577222,440        pp,4.62,"1,357,670","Oct 08, 2015","Feb 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2019","Sep 12, 2019","Jul 29, 2018",,Hardcover,view,/book/show/21853621-the-nightingale
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Alone,"Hannah, Kristin*",,,,435        pp,4.42,"784,149","Feb 06, 2018","Feb 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really more like 3.5 It's always fun reading a book like this when winter is approaching. This time of year can seem so daunting and then, when you reReally more like 3.5 It's always fun reading a book like this when winter is approaching. This time of year can seem so daunting and then, when you read something like this about Alaska and what it must be like, it makes you wonder how people exist and thrive up there.The Great Alone was a very quick read for me. One, because I have a long weekend and, two, because it just does read fast. There is a lot to the story, but also not a lot. There are no real surprises, I felt like and, in many ways the story was very simple. But I think that's also one of the things I liked about it. The characters and their complexities while overwhelming in this narrative would not seem so complex in another setting. I think it is the loneliness and the vastness of Alaska as the backdrop that makes the story standout more.The relationship of Leni and Matthew, in many other worlds, would seem naive and juvenile, but in a land where they are literally the only two of that age, it makes sense in its intensity and survival. The blanket of anxiety and stress with the Allbright family is intensified given the remoteness of their lives. The setting makes everything in this story more and, without Alaska, I wonder how much I would have enjoyed the book.I did have two quotes that I really liked and wanted to save:""There's a saying: Up here you can make one mistake. The second one will kill you.""I enjoyed how this came back a multitude of times. Sometimes living up to the fact that the second mistake does kill you and other times showing some forgiveness.""Now Leni was old enough to know that, like all fairy tales, theirs was filled with thickets and dark places and broken dreams, and runaway girls.""As such is life but I think there's another quote from an author that I always think of when stories tend to drive away fairy tales which is: ""one day you will be old enough for fairy tales."" And, as Leni somehow finds out in a broken but complete way, things do find a way of working out....more",Notes are private!,0,0,1,"Nov 09, 2019","Nov 10, 2019","Jul 29, 2018",,Kindle Edition,view (with text),/book/show/34912895-the-great-alone
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"Manson, Mark*",,,,212        pp,3.89,"1,117,268",2016,"Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2018",,Paperback,view,/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck
