,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Dennis's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everybody's Fool,"Russo, Richard*",1101946962,9781101946961,,496        pp,4.11,"16,040","May 03, 2016","May 03, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is almost impossible not to fall in love with the character of Sully because he’s the most good-hearted and irresistible loveable rogue as you’re lIt is almost impossible not to fall in love with the character of Sully because he’s the most good-hearted and irresistible loveable rogue as you’re likely to find in literature. He’s the man who always gets away with things by being just a little more clever than those who oppose him and the man whose always there for the women in his life but can’t be counted on to be something more serious or permanent. In this sequel to “Nobody´s Fool”, which was made into a film with Paul Newman, we find a Sully who is feeling the effects of age in a way that many of us with this same problem can easily identify with. His doctor has warned him that his heart could give out at any moment but he chooses to be willfully oblivious; for once in his life, he has something to fear, something he can’t “wise-guy” his way around in a swift maneuver. At 70, his body isn’t what it was and even his long-standing affair with Ruth, the café owner who he still helps out every morning, has come to a halt, mostly because it’s run out of steam. (Or at least Sully has.) Ruth is also facing up to many of the problems that come with time and now has her daughter and granddaughter living with her, the daughter whose violent ex-con ex-husband is coming to look for her to seek revenge; he put her in the hospital once and that may have not been enough for him. There are also Rub, Sully’s sidekick, who idolizes Sully but fears that Sully no longer feels the same affection for him; Doug Raymer whose wife was about to leave him before she fell down the steps on her way out the door and broke her neck, leaving him with an obsession to find out who it was she was on her way to meet and the certainty that he is a failure as police chief as well; Gus Moynihan whose wife has sadly slipped; and Carl Roebuck, the constructor whose slipshod projects (and slipshod life) are about to collapse around him; and other new characters who weren’t in the first book. Except for the ex-con, there are no villains, only people whose lives are now coming to the point where they can’t escape consequences from what they might have done in the past – in short, what worked then ain’t working now. At one point, Doug muses that “it (is) a shame, indeed a crying shame, though probably not a crime, to be unequal to the most important tasks you’ve been given.” How true.The story has several threads as it follows each character through the trials and tribulations of the bad hands they’ve been dealt – or to be honest, that they’ve dealt themselves. This is probably the great attraction of the book for me, how we often bemoan bad luck or outside forces for the situations we find ourselves in when the fault can be placed on the person we see in the mirror, and we damn well know it. Again Doug: “(He) had naturally been attracted to women who were a step or two ahead of him, though naturally that was most of them.” He’s not the only one. And when women complain about the men they married or with whom they had a relationship, they also know who chose them.This is a book that I could keep on my shelf and open it at any time to lift my spirits. (Unfortunately, mine was a pirated copy, downloaded and printed out, so it’s been recycled; I can’t play the “open the book to a random page” game with it.) However, I’m sure I’ll find a copy during my remaining “used-bookshop-rat” days and treasure it for the lift it will give me....more",Notes are private!,0,12,1,Sep 2022,"Sep 10, 2022","Sep 01, 2022",,ebook,view (with text),/book/show/27208517-everybody-s-fool
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Greatest Generation,"Brokaw, Tom",0375502025,9780375502026,0375502025,412        pp,4.03,"18,682","Dec 01, 1998","Nov 30, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2022",,Hardcover,view,/book/show/1808606.The_Greatest_Generation
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Balkan Ghosts: A Journey Through History,"Kaplan, Robert D.",0679749810,9780679749813,0679749810,344        pp,3.92,"5,124","Apr 01, 1993","Mar 15, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2022",,Paperback,view,/book/show/1120719.Balkan_Ghosts
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miramar,"Mahfouz, Naguib",038526478X,9780385264785,038526478X,183        pp,3.83,"7,103",1967,"Jan 14, 1993",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Naguib Mahfouz was awarded the Nobel Prize in 1988 and as happens with many Nobel winners, the excitement he created soon faded away. He represents a Naguib Mahfouz was awarded the Nobel Prize in 1988 and as happens with many Nobel winners, the excitement he created soon faded away. He represents a turning phase in Egyptian literature though and should still be appreciated. I can't say this was a favorite book for me and I may have been better served starting somewhere else in his oeuvre but this is what I came across in my rounds of used bookstores. The story is told four times, from the point of view of three of the male characters, each with his own point-of-view, and takes place in an Alexandria hotel which has probably seen better days, revolving around a girl from the country who arrives to work there. There's a generational gap here as well as the owner, a widow, and two of the guests, two retired political figures, are somewhat trapped in the past and how they arrived at this point. (I had to Google Egyptian politics from the 1960's to get a clearer idea of the conflict.) The younger men have their own situations which have landed them in this hotel and compete for the girl's affections. This ends in tragedy under unclear circumstances but isn't that always the way?I'm glad I read this and although I'd like to read more of Mahfouz, I'm in no rush. It's not a time or place in history that particularly captivates me and this book didn't whet my appetite for more. I'm glad and that's enough....more",Notes are private!,0,7,1,"Aug 27, 2022","Aug 31, 2022","Aug 27, 2022",,Paperback,view (with text),/book/show/905785.Miramar
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond the Ties of Blood,"Mallon, Florencia",1605983284,9781605983288,1605983284,375        pp,3.75,127,"Jan 01, 2012",May 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 20, 2022","Aug 27, 2022","Aug 20, 2022",,Hardcover,view,/book/show/14287720-beyond-the-ties-of-blood
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Room Temperature,"Baker, Nicholson*",1862070997,9781862070998,1862070997,116        pp,3.69,"1,102","Apr 28, 1990","Jan 12, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2022",,Paperback,view,/book/show/28235.Room_Temperature
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Angel of Galilea,"Restrepo, Laura",0375706496,9780375706493,0375706496,208        pp,3.59,"1,294","Jan 02, 1985","Sep 07, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2022",,Paperback,view,/book/show/146526.The_Angel_of_Galilea
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What the Dog Saw: and other adventures,"Gladwell, Malcolm",0316084654,9780316084659,0316084654,503        pp,3.85,"100,951",2009,"Oct 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2022",,Mass Market Paperback,view,/book/show/8152097-what-the-dog-saw
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Killed Palomino Molero?,"Vargas Llosa, Mario",0571152163,9780571152162,B008IR384W,151        pp,3.57,"6,796",1986,1989,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2022",,Paperback,view,/book/show/2046347.Who_Killed_Palomino_Molero_
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cubs and Other Stories,"Vargas Llosa, Mario",0571162126,9780571162123,0571162126,139        pp,3.53,"3,943",1967,"Aug 23, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2022",,Paperback,view,/book/show/822513.The_Cubs_and_Other_Stories
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outsider,"Culver, Chris*",0751549126,9780751549126,0751549126,358        pp,3.96,886,"Dec 01, 1984",2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2022",,Paperback,view,/book/show/18631236-the-outsider
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Calling of the Grave        (David Hunter, #4)","Beckett, Simon",0553820656,9780553820652,0553820656,464        pp,3.99,"11,232",2010,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2022",,Paperback,view,/book/show/55004004-the-calling-of-the-grave
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the King's Men,"Warren, Robert Penn",0553204548,9780553204544,0553204548,438        pp,4.09,"63,490",1946,"Jan 01, 1981",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I tread this a VERY long time ago, having my interest pigued by the film with Broderick Crawford. (Forget the star-studded version with Sean Penn, KatI tread this a VERY long time ago, having my interest pigued by the film with Broderick Crawford. (Forget the star-studded version with Sean Penn, Kate Winslet, Jude Law and a host of other fine actors; it only went to prove that you need more than big names to make a good film.) This is the kind of historical fiction I love, the true story of Huey Long's rise and fall, but with the licence that fiction permits to change and insert details that may not be true or can't be known to make the story flow. This really was gripping and another example, just like James Dickey's ""Deliverance"", that a poet may combine an inordinate capacity with language with an ability to write the novel within. The passion shows and it's the readers who reap the benefits....more",Notes are private!,0,6,1,not set,not set,"Jul 29, 2022",,Paperback,view (with text),/book/show/1623330.All_the_King_s_Men
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Orphan Master's Son,"Johnson, Adam",0812982622,9780812982626,0812982622,443        pp,4.06,"100,176","Jan 10, 2012","May 30, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2022",,Paperback,view,/book/show/44631668-the-orphan-master-s-son
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,"Kiernan, Denise*",1451617534,9781451617535,1451617534,371        pp,3.72,"30,199","Mar 05, 2013","Mar 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2022",,Paperback,view,/book/show/18246451-the-girls-of-atomic-city
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prodigal Summer,"Kingsolver, Barbara",0060959037,9780060959036,0060959037,444        pp,4.03,"114,401","Oct 17, 2000","Oct 16, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2022",,Paperback,view,/book/show/14249.Prodigal_Summer
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prince Caspian        (Chronicles of Narnia, #2)","Lewis, C.S.",0064409449,9780064409445,0064409449,223        pp,3.98,"438,077","Oct 15, 1951",Aug 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2022",,Paperback,view,/book/show/1045090.Prince_Caspian
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jungle,"Sinclair, Upton",,,B000QCS8TM,374        pp,3.77,"145,487",1906,"Jul 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2022",,Paperback,view,/book/show/20441475-the-jungle
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Live by Night,"Lehane, Dennis*",0062274104,9780062274106,0062274104,401        pp,3.91,"24,823","Oct 02, 2012","May 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2022",,Paperback,view,/book/show/18003067-live-by-night
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death in the Andes,"Vargas Llosa, Mario",057117549X,9780571175499,057117549X,322        pp,3.71,"8,200",1993,1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2022",,Paperback,view,/book/show/94351.Death_in_the_Andes
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fugitive Pieces,"Michaels, Anne",0747534969,9780747534969,0747534969,294        pp,3.92,"16,352","May 11, 1996","Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2022",,Paperback,view,/book/show/998843.Fugitive_Pieces
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Standing in Another Man's Grave        (Inspector Rebus, #18)","Rankin, Ian*",1409144720,9781409144724,1409144720,356        pp,4.08,"16,955",2012,Nov 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2022",,Paperback,view,/book/show/15853638-standing-in-another-man-s-grave
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zorro,"Allende, Isabel*",006078721X,9780060787219,006078721X,688        pp,3.79,"23,214","May 03, 2005","May 03, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Zorro is an important figure in American (and particularly Latin-American culture) since he was once of the first ""super-heroes"", Latino, and fought aZorro is an important figure in American (and particularly Latin-American culture) since he was once of the first ""super-heroes"", Latino, and fought against injustice rather than thwarting conventional criminals. However, Isabel Allende has turned out a rather mundane prequel to the story of Zorro which is more Danielle Steel than anything else. Granted, she writes very well but action is not her genre and this was just flat most of the way through. Not boring but the heart didn't soar, the triumphs seemed more amusing than heroic, and I just never got into it. In this case, the ""Z"" stands for ""zero"" (as in the amount thrills, action, excitement or just truly interesting reading.) in the end, a lesson in how to take a swashbuckling adventure story and make it boring. Forget the action, this is by-the-numbers romance and intrigue without the passion. Ni pena, ni gloria. This is Zorro sin cojones....more",Notes are private!,0,12,1,"May 17, 2010",Jun 2010,"Jun 29, 2022",,Paperback,view (with text),/book/show/24796.Zorro
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Inferno: The World at War, 1939-1945","Hastings, Max",0307273598,9780307273598,0307273598,729        pp,4.34,"9,874",2011,"Nov 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2022",,Hardcover,view,/book/show/11256415-inferno
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Telegraph Avenue,"Chabon, Michael",0062265210,9780062265210,0062265210,480        pp,3.39,"21,287","Sep 11, 2012","Apr 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2022",,Mass Market Paperback,view,/book/show/18698824-telegraph-avenue
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hanging Girl,"Adler-Olsen, Jussi",1101985089,9781101985083,1101985089,544        pp,3.89,"17,252","Sep 03, 2015","Jan 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2022",,Mass Market Paperback,view,/book/show/28208842-the-hanging-girl
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Captain Pantoja and the Secret Service,"Vargas Llosa, Mario",0571148182,9780571148189,0571148182,244        pp,3.97,"11,312",May 1973,1987,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2022",,Paperback,view,/book/show/822498.Captain_Pantoja_and_the_Secret_Service
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Autumn of the Patriarch,"García Márquez, Gabriel",0060882867,9780060882860,0060882867,255        pp,3.87,"23,610",1975,"Mar 14, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 29, 2022",,Paperback,view,/book/show/23887.The_Autumn_of_the_Patriarch
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Do Not Say We Have Nothing,"Thien, Madeleine",0345810449,9780345810441,,432        pp,3.92,"22,443","May 31, 2016","May 31, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mark Twain said that history doesn’t repeat itself but it often rhymes. That pretty much sums up this book as two generations of families in China sufMark Twain said that history doesn’t repeat itself but it often rhymes. That pretty much sums up this book as two generations of families in China suffer the repercussions of revolution, one under Mao Tse-Tung’s land reforms, and the other with the Cultural Revolution culminating in Tiananmen Square. (The title actually refers to the Chinese version of “The Internationale”.) There are several eras referred to in the book as it zigs and zags back and forth, filling in the gaps in the story for Marie, the daughter of two who escaped and the exact story of whom she is trying to understand. In fact, the reader is hooked immediately when Marie starts by saying that her father left them twice, once when he ended his marriage and the second when he took his own life; obviously there are gaps to be filled. Marie mirrors the author, the first child born in Vancouver after immigration who, according to her mother, spoke “crooked” Chinese. Marie’s search for the story is sparked by the arrival (or better-said, escape) from China of Ai-Ming, someone with an unexplained connection to the family. The story unfolds with classical music as it’s background, particularly Bach and Shostakovich, and this is intertwined with traditional Chinese music and poetry. The story takes its time in unfolding but is a tragic and horrifying vision of the Chinese curse, “may you live in interesting times.” The family is constantly on the wrong side of history; even when they try to follow the tide, fanaticism finds them out and even when their love is music, it’s the shifting politics of the times which makes survival almost impossible. I really liked this book, in spite of some niggling details, and was worth the long wait before I finally had the chance to read it Some questions are answered, some perhaps can never be answered, but I think that anyone trying to understand their family’s past will find this; the answers, if any, are carried to the grave and you’re left with your own version that will just have to satisfy you....more",Notes are private!,0,6,1,"Jun 20, 2022","Jul 02, 2022","Jun 20, 2022",,ebook,view (with text),/book/show/27876282-do-not-say-we-have-nothing
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Praise of the Stepmother,"Vargas Llosa, Mario",0140157085,9780140157086,0140157085,149        pp,3.43,"9,114",1988,"Oct 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2022",,Paperback,view,/book/show/1099501.In_Praise_of_the_Stepmother
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paris After the Liberation 1944-1949,"Beevor, Antony",,,B0031TZ8O0,465        pp,3.85,936,"Jul 01, 1994",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2022",,Kindle Edition,view,/book/show/11644074-paris-after-the-liberation-1944-1949
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spilt Milk,"Buarque, Chico",0802194850,9780802194855,,192        pp,3.75,"3,078",Mar 2009,"Dec 04, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chico Buarque is a multi-faceted artist, acclaimed as a playwright, but principally as a musician; his album “Caravanes” was ranked quite highly by thChico Buarque is a multi-faceted artist, acclaimed as a playwright, but principally as a musician; his album “Caravanes” was ranked quite highly by the Brazilian edition of Rolling Stone and his lyrical and musical cleverness earned him not only recognition from the world music press but the Brazilian dictatorship, resulting in some prison time and exile. “Spilt Milk” was an award-winning novel but I can’t say I particularly enjoyed it.It’s the story of a 100-year-old man reminiscing from his deathbed about the women and wealth he once possessed; the latter was squandered away by his father and son-in-law and the former mostly concerns the wife who left him many years ago, with a nursing baby and the unresolved question of why she left and where she went. However, it’s told from the point-of-view of a man whose mind has started to go and not only is he trying to convince the nurse to run away with him, but he’s lost in time as he promises to take her to mansions that are now parking lots and land which has long since left the family’s hands, reporting conversations with people dead for decades as though they’d taken place just the day before, etc. Some readers objected to the vulgarity of some memories but he’s old and has long lost any sense of correct behavior. (You don’t have to wait long to get to the memories because on about the second page, he tells of being with his father in Paris at a young age and his father throwing coins on the floor which the French prostitutes picked up with using fingers or toes; if you know something about sleazy strip joints, you can imagine what part of their body they use.) A less puritanical reason for not liking the book is that his mind’s constant wandering through time, mixing present and past so freely, can make it difficult to follow. So, even if it’s a very short book, you have to frequently pay close attention to where he is in time, what’s real and what’s imaginary.My biggest problem is that I didn’t find a lot of humor particularly humorous, just sad, and the second problem was that I was constantly reminded of Gabriel García Marquez and “Memories of My Melancholy Whores” to which this book can’t even compare. In no way is this a bad book but it was unsatisfactory for me. It may be much better in Portuguese as people who read it in the original language seemed to like it a lot better, so maybe it was just me. Anyway, I’m glad I read it. ...more",Notes are private!,0,3,1,"Jun 05, 2022","Jun 10, 2022","Jun 05, 2022",,ebook,view (with text),/book/show/17120293-spilt-milk
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret River,"Grenville, Kate",184195828X,9781841958286,B0082PV7FM,349        pp,3.81,"23,061",2005,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2022",,Paperback,view,/book/show/773781.The_Secret_River
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House in the Country,"Donoso, José",0394736575,9780394736570,0394736575,352        pp,4.15,671,1978,"Apr 12, 1985",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although not the most well-known of his novels, many consider this José Donoso´s best, an allegory of Chile’s dictatorship (although in my opinion it Although not the most well-known of his novels, many consider this José Donoso´s best, an allegory of Chile’s dictatorship (although in my opinion it could easily be used as a model for any totalitarian, class-conscious state.) Started some years before the coup d’état that brought Pinochet to power while Donoso was in self-exile in Spain, it was finished afterwards and thus changed as he wrote it – not through rewrites but plot development, meaning the story changed as Chile changed. There are some characters fairly obviously modeled after personalities of the time as he took obvious shots at the upper classes; for instance, a doctor who “descends” to treat the “savages” (local farmers and workers) and is subsequently locked up and punished, but escapes to lead a revolt, an obvious allusion to Salvador Allende. His treatment of the upper class (of which he himself was a part) is brutal.The story revolves around a family, made up of seven or so siblings plus spouses and 30-odd cousins, who retreats to a summer house every year. They have no contact with the local population except for one brother who trades with the locals. The locals mine gold in abysmal conditions which they sell for a meagre amount of money and goods and it’s this profit which sustains the family. None of the rest of the family has the least idea of what work or business is, they only entertain themselves with social gatherings in other months and various games and entertainments in the house. The gold is sold to Europeans of a vague nationality and here is another poke at these upper-class Chileans because while the Chileans consider that their wealth makes them the equals, the Europeans are unimpressed by a group of South Americans, seeing them as little different than the local population.Early on, the story gives a hint of what’s to come, with the doctor declared by them as insane, transported in a cage every summer from the city and kept tied up in a room. From there, we have stories of homosexuality, rape, incest, murder, cannibalism, as well as other acts too horrible to describe, all with the idea of “drawing a thick veil” around them; that is, these are not things that are talked about. (Donoso’s adopted daughter used this idea of the “túpido velo” as the title of her biography of her tormented father and autobiography of her tormented self; she later committed suicide.) Dirty laundry is not washed in public and their social status keeps them immune from scandal in their own minds.Later in the first half, the adults prepare for an outing, a daytrip for a picnic at a waterfall near the house, a place almost completely unknown to them as they would never dare venture from the grounds which are protected from the “savages” by a high fence of cast-iron spears. They bring along a quantity of servants but leave the children in the care of other servants and this is where the next fantasy kicks in because in the second half we find they've been gone for one day in their minds but one year in reality. I thought this was a bit out of the spirit of the book but key to what follows because they return to a completely changed world where chaos has broken loose and what evolves is open warfare between some members of the family and servants on one side and other family members and servants on the other, with results just as horrible as those in the first half. The mix between black humor and horror makes the two hard to distinguish. Understanding Chile helps in identifying references but it’s not necessary for enjoyment.What is necessary? A good translation as this was the worst I’ve ever seen; it seemed not to have been translated by a person but by Google Translate and anyone who’s used an online translator for work knows what that means. It was at times incomprehensible because of the differences in pronouns between English and Spanish. A short example: in Spanish, “su” can mean “his / her / its / their / you”, depending on the context. Similarly, it’s common to skip “he / she / it” and all other personal pronouns as they are reflected in the verb-form and context. So, a human sees the context and immediately uses the correct forms; Google Translate sees a sentence in Spanish, says “WTF” and you get some sort of mixed-gender sentence, with personal and possessive pronouns chosen at random. Furthermore, slang is beyond Google’s understanding so I had a sentence where the speaker kept interjecting “eggs” into every sentence; it took me a few moments to understand that the translator was reading “huevón” which translates literally into “big egg” but is an interjection meaning in this context, “man” or “guy”. (“So, do you understand what I mean, man? “Man, I couldn’t believe what that guy said.”) It can also be pejorative and put into verb and noun forms – a very flexible word! But nothing to do with eggs.So, I can recommend the book but look for a later translation because mine was absolutely horrible. Salvo si el huevón fue huevoneando con esta huevada… (Unless this idiot was just wasting time with this crap…)...more",Notes are private!,0,4,1,"May 14, 2022","May 25, 2022","May 14, 2022",,Paperback,view (with text),/book/show/259641.A_House_in_the_Country
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anything Is Possible        (Amgash, #2)","Strout, Elizabeth*",0812989406,9780812989403,0812989406,254        pp,3.78,"66,295","Apr 27, 2017","Apr 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read ""My Name is Lucy Barton"" some time back and I think I was not alone in wondering about the distant relation she had with her mother. Her probleI read ""My Name is Lucy Barton"" some time back and I think I was not alone in wondering about the distant relation she had with her mother. Her problems with her father came out clear but there were more questions than answers for me. Well, now I have some of these as we see Lucy though the eyes of those she grew up with and the adults that watched her in Amgash, Illinois. Lucy herself only makes an appearance in one of the stories but we learn about the abject poverty she grew up in, her dysfunctional family, those who tried to help her and those who helped her towards escaping, as well as those who resent her success. As can be expected in a collection of stories, some were better than others but I found almost nothing here completely dull. The lessons to be learned here is that life can just as easily lift you up as drag you down, families in particular, and never turn down a helping hand when it's offered because you may need it and it won't always be there if you wait....more",Notes are private!,0,12,1,"May 10, 2022","May 13, 2022","May 10, 2022",,Hardcover,view (with text),/book/show/32080126-anything-is-possible
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Will There Be Good News?        (Jackson Brodie #3),"Atkinson, Kate",,,,480        pp,4.00,"47,324","Sep 24, 2008","Jan 02, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2022",,Paperback,view,/book/show/5429567-when-will-there-be-good-news
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prayers for Rain        (Kenzie & Gennaro #5),"Lehane, Dennis*",0061238449,9780061238444,,512        pp,4.09,"22,315","May 19, 1999","Aug 08, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2022",,Paperback,view,/book/show/7163500-prayers-for-rain
