,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Frank's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,August Is a Wicked Month,"O'Brien, Edna",0224609920,9782246099208,0224609920,224        pp,3.29,"1,127",1965,Dec 1965,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was terrific. A new voice, not the same Kate of The Country Girls trilogy, a slightly older but much more mature woman. Ellen Sage is, like Kate,This was terrific. A new voice, not the same Kate of The Country Girls trilogy, a slightly older but much more mature woman. Ellen Sage is, like Kate, the divorced mother of a young son. Her estranged husband and child go on a camping holiday to Wales and rather than sit around stuffy London, Ellen books a flight to the Côte d'Azure, looking for sex—pure and simple. But as Oscar Wilde said of truth, it is rarely pure and never simple. After a number of false starts with hotel staff, Ellen falls in with a louche crowd of hangers-on surrounding an American film star. And then she learns her son has been killed by a car crossing a road.There is something about the entire book that reminded me of La dolce vita. I see it in black-and-white (despite the colour that O'Brien uses frequently and forcefully). This may in part have to do with the jacket illustration. Nevertheless, there is a new level of ennui and resignation, of displacement and alienation that in some ways reminded me of—and anticipates—Joan Didion's early fiction: Play It as It Lays and Book of Common Prayer....more",Notes are private!,0,4,1,"Jun 21, 2010","Jun 24, 2010","Jun 13, 2010",,Hardcover,view (with text),/book/show/2762799-august-is-a-wicked-month
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rose Garden,"Brennan, Maeve",1582431191,9781582431192,1582431191,320        pp,4.08,273,"Dec 23, 1999","Mar 28, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"These stories were really wonderful. I enjoyed this book much more than the previous collection I read, Springs of Affection, in part because of the gThese stories were really wonderful. I enjoyed this book much more than the previous collection I read, Springs of Affection, in part because of the greater scope and greater opportunity for Brennan to express her talents. The twenty stories are divided subtly four groups, geographic rather than chronologic. The first are all centred around an enclave called Herbert's Retreat (based on the real-life Sneed's Landing in lower Westchester Co., some thirty miles north of New York City). These are bitingly satirical upstairs-downstairs stories of wealthy New Yorkers and their Irish maids, and frequently the tales twist on a certain glee in ""come-upance"". The next group are set in Ireland, among quiet and simple people, what we would call the lower-middle class or even perhaps the working-poor. (We do go on about class, don't we? Although in the States it's always based on income.) The few that follow the Irish stories are set in New York City, in a never-land of Brennan's own particular experience; but that's the case with all New York experiences, I suspect: no two are exactly alike, yet all seem familiar.The final group take place on Long Island, in a country cottage attached to a big house, a sprawling shingle-style summer resident of the Gilded Age. These stories feature a black Labrador named Bluebell owned by the tenant of the cottage, Miss Whitty, and a gaggle of children who inhabit big house on the hill. There's a certain wistfulness about the spinster and her animals and the children of other people.More than one story in this collection caused me to laugh out loud. More than one left me in tears. ...more",Notes are private!,0,3,1,"Jun 24, 2010",Jul 2010,"Jun 13, 2010",,Paperback,view (with text),/book/show/933715.The_Rose_Garden
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strumpet City-Pb,"Plunkett, James",0099187507,9780099187509,0099187507,576        pp,4.27,"1,782",1969,"Jan 01, 1988",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I first read this sometime in the early '80s, after having seen the RTÉ television programme on PBS. It's in the sprawling epic category, although it I first read this sometime in the early '80s, after having seen the RTÉ television programme on PBS. It's in the sprawling epic category, although it doesn't stray much further north than Drumcondra nor south of Dún Laoghaire; the Phoenix Park marks its western extremity and Dublin Bay is the east. Oh, there are mentions of Connemara and Cork, Liverpool and London, but those are place people will come from or go to. The real action takes place either in Kingstown (as Dún Laoghaire was then known) or within a few blocks of the Liffey: inside a circle which could be drawn with Liberty Hall at the centre and Parnell Square on the radius. A tight little world indeed for an epic.The cast of characters is expansive enough, however; mostly families. There are the wealthy Bradshaws: husband and wife occupying a handsome home in Kingstown with their two servants, the elderly Miss Gilchrist and young Mary; there is the de facto family group in the rectory of St. Brigid’s: the alcoholic Fr. Giffley, the sincere but dull Fr. O’Sullivan, and the priggish youthful Fr. O’Connor, transferred from Kingstown and a continuing link between the inner city and leafy suburb; then there is the extended clan at Number 3 Chandler’s Court, a rundown tenement within St. Brigid’s parish: Robert and Mary Fitzpatrick (she formerly in service to the Bradshaws), the Mulhalls across the hall, the Henneseys' layabout husband, shrewish wife and multitudinous children; and finally if you will, the beggar Rashers Tierney and his dog Rusty, also occupants of No. 3, if only the basement. We might also consider a larger family, even by Irish Catholic standards: the brotherhood of Big Jim Larkin’s Irish Transport and General Workers’ Union, of whom many of the above are members. There are, as might be expected in an epic, many walk-ons, including King Edward VII, Jim Larkin and James Connelly, a cheery handful of rozzers and rogues, the occasional hooer (with the requisite heart of gold), and on and on, with cameos by all the leading lights of the Celtic revival and beyond.No epic is worth the handle without an epic struggle, and this is the centre of the novel: The 1913 Dublin Lockout, when Labour and Management effectively closed down the entire city, throwing thousands of the poorest out of work, ruining innumerable businesses and setting the next stage in Ireland’s long struggle for independence. The novel begins in 1907, introducing the characters on the occasion of a rare royal visit, which gives plenty of opportunity for Plunkett to establish the political stance of each.Plunkett’s writing style is workmanlike, straightforward without being too flowery. In spite of the huge cast, the novel moves along at a brisk clip, driven as it is by historical events. I make no claim to verify the veracity of the history: the general outlines conform. The real story is how huge events affect little people: in this, James Plunkett’s Strumpet City is successful....more",Notes are private!,0,5,2,"Aug 20, 2011not set","Aug 30, 2011not set","May 31, 2010",,Paperback,view (with text),/book/show/2064809.Strumpet_City_Pb
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Star Of The Sea,"O'Connor, Joseph",0099469626,9780099469629,0099469626,410        pp,3.92,"10,947",2002,"Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I should have added this long ago. A great read: engaging at every turn.,Notes are private!,0,0,1,not set,Aug 2007,"May 29, 2010",,Paperback,view (with text),/book/show/965290.Star_Of_The_Sea
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Light,"O'Connor, Joseph",0436205718,9780436205712,0436205718,256        pp,3.49,"1,759","Nov 10, 2010","Jul 05, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I saw Joseph O'Connor interviewed on RTÉ's The Late Late Show a few months or so ago talking a little about this book. The there were brilliant I saw Joseph O'Connor interviewed on RTÉ's The Late Late Show a few months or so ago talking a little about this book. The there were brilliant s in The Irish Times, the Guardian and on John Kelly's programme The View (also on RTÉ). Loved O'Connor's Star of the Sea so I ordered it from Amazon.uk and my daughter brought it back with her from Cambridge.There are many ghosts haunting this story. The basic events take place mostly on a single day in 1952, where a somewhat aged, alcoholic actress well past her prime wanders around London killing time before a job she has doing a radio-play for the BBC World Service. In that time, as she stumbles in-and-out of an alcoholic fog, she reminices about the one true love of her life, who died young and left her to wonder about all the many what-might-have-beens. The actress is Molly Allgood (who used the name Maire O'Neill and was sister to the more famous Sara Allgood, who went to Hollywood and made films in 1920s, '30s and 40s). The lover is the playwrite John Millington Synge, who with William Butler Yeats and Lady Augusta Gregory, founded the Abbey Theatre, Ireland's National Theatre, as part of the ""Celtic Revival"" in the early years of the 20th-Century.That Allgood and Synge had some sort of relationship is historic fact; everything else is the fictional creation of Joseph O'Connor. Surely the young (eighteen-years-old when they met) Allgood was a muse to Synge—he wrote some of his finest female rôles for her. But they were star-crossed lovers as any in history: separated by age (he was thirty-five), religion and class, their relationship was never meant to be (and at least one of Synge's biographers believes it may not have been consumated). Such is the basis for O'Connor's speculations.Beside the ghost of Synge who haunts Molly's last days, there are many references—both subtle and obvious—to other literary and 'real' characters in early Edwardian Dublin: the ghost of James Joyce hovers near, both in borrowed characters and names, as well as in stylistic touches. And of course the presence of Yeats and Gregory float never too far away.I really enjoyed this, and will read it again, soon. I'm sure there are more fun and games to be found on closer reading. It's a lovely story, cleverly told....more",Notes are private!,0,0,1,Jul 2010,"Jul 18, 2010","May 29, 2010",,Hardcover,view (with text),/book/show/7845977-ghost-light
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More short stories of Liam O'Flaherty,"O'Flaherty, Liam",0450008258,9780450008252,0450008258,128        pp,3.80,5,unknown,"Jan 01, 1971",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An altogether curious collection of short stories; not under the title listed, but a 1950 edition published by Devin-Adair (New York) called Two LovelAn altogether curious collection of short stories; not under the title listed, but a 1950 edition published by Devin-Adair (New York) called Two Lovely Beasts. A portion of these ""stories"" were sketches about individual animals: 'The Mouse', 'The Water Hen', 'The Seal'; I don't really know what to make of them. The remainder were about the rural peasantry, most frequently facing a world that was rapidly changing; from a social order which had existed for centuries to encroaching modernity. There was a great anger among many of the protagonists, and yet it's difficult to discern any particular emotion in O'Flaherty's prose: he remains altogether neutral in his depictions. One would have to suppose that he felt some of this anger himself—by virtue of the fact he recognises it—and he's never condescending in his depictions of the old, the halt, the lame, the blind, the insane. Even those made bitter and repugnant by harsh circumstances are granted a hearing.O'Flaherty's language is spare and colloquial, though that of his characters is in a dialect that might seem condescending in another hand. Although never once does he use any Irish (he even refers to the police as the Civic Guards rather than the common Irish term Garda Síochána), one can tell that the majority of his characters are speaking Irish ""in translation"" as it were....more",Notes are private!,0,0,1,"May 28, 2010","Jun 06, 2010","May 28, 2010",,Paperback,view (with text),/book/show/4505415-more-short-stories-of-liam-o-flaherty
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Third Policeman,"O'Brien, Flann",156478214X,9781564782144,156478214X,200        pp,3.98,"20,408",1967,"Mar 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An exceptionally humorous tale about a totally self-absorbed man who quite casually goes on a wild adventure leading to theft, murder and revenge. TheAn exceptionally humorous tale about a totally self-absorbed man who quite casually goes on a wild adventure leading to theft, murder and revenge. The facts of the murder are told in such a dead-pan, matter-of-fact way, we conclude that the protagonist (who is never named) is quite cold. His only passion is for studying the works of an obscure (and equally insane) philosopher named de Selby; it is his hope to add to the great body of knowledge which surrounds the philosopher, and his footnotes on the strange life of de Selby and his disciples are among the funniest passages in the book.Flann O’Brien was one of many pen-names for the Irish civil servant Brian O’Nolan (1911-1966). O’Nolan created many pseudonyms for himself during the course of his writing career which spanned some thirty years. Indeed, his use of many noms-de-plume is reminiscent of the Portuguese author Fernando Pessoa’s ""heteronyms"", in that not only did he publish an on-going newspaper column in the Irish Times for twenty-five years under the name Myles na gCopaleen, but he would frequently send letters to the editor under separate names to argue points in his column. The pity of The Third Policeman is that O’Nolan could not find a publisher for the work when it was completed in 1940, in spite of having been highly praised for his earlier absurdist novel At Swim-Two Birds. Disheartened at the rejections on both sides of the Atlantic, he put the manuscript in a drawer and told acquaintances it had been lost; only on his death was it discovered and published posthumously....more",Notes are private!,0,1,1,"Jan 25, 2011","Feb 03, 2011","May 27, 2010",,Paperback,view (with text),/book/show/27208.The_Third_Policeman
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pornographer,"McGahern, John",014027796X,9780140277968,014027796X,256        pp,3.73,410,1979,"Jan 31, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"All of McGahern's books are just a little bit strange, and The Pornographer is no exception. It certainly has an interesting conceit: about a young maAll of McGahern's books are just a little bit strange, and The Pornographer is no exception. It certainly has an interesting conceit: about a young man in Dublin in the late-'70s who makes a modest living writing pornography in those innocent, pre-internet days. He is what my mother might call a ""libertine"", ready to bed anyone who will have him, but he's no great romancer: he tells his partners that he's only interested in the sex, wants no commitments or responsibilities. This philosophy is tested when one girl gets pregnant and leaves for London to have the child.Against this background is another plot altogether, something that would be quite familiar to William Trevor. The pornographer's aunt—a woman who raised him after the deaths of his parents—is in hospital with a terminal cancer. McGahern is not coy: he states straight out that the impending death of one person and birth of another are the counterwieghts balancing each other in life's equalibrium....more",Notes are private!,0,1,1,"Jul 10, 2010","Jul 26, 2010","May 24, 2010",,Paperback,view (with text),/book/show/388317.The_Pornographer
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Barracks,"McGahern, John",0142004251,9780142004258,0142004251,240        pp,3.82,683,1963,"Jan 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"John McGahern was twenty-nine when this, his first and somewhat autobiographical novel, was published, as he was in fact raise in a small Garda SíocháJohn McGahern was twenty-nine when this, his first and somewhat autobiographical novel, was published, as he was in fact raise in a small Garda Síochána (the Irish national police force, in English, the ""Civil Guards"") barracks. And like the children in the novel, his mother died when he was very young.But this isn't a coming-of-age novel; the main characters are all adults, particularly the Sargeant, Reegan, and his second wife, Elizabeth. A veteran of the Irish War of Independence and its horric follow up, the Civil War, Reegan was a leader of men in his youth who idealistically joined the nascant nation's police service only to become embittered and disillusioned by the pettiness and officiousness of his superiors and the monotony of his duties in a quiet backwater in Co. Roscommon. In the stultifying moral atmosphere of 1950s Ireland, Reegan and Elizabeth has no outlet for their emotions which eat at their souls much like the cancer that Elizabeth contracts eats away at her body.Significantly, the majority of the novel is the interior monologue of Elizabeth. We learn of Reegan's reticence as well as his hopes and fears, from his wife. We learn next to nothing about Reegan's life outside the chronology of the book, but much about Elizabeth as a young nurse working in London during the Blitz and immediately afterwards.This is a powerful book, but seems somewhat dated. The Ireland that McGahern wrote about with such ferocity is no more. Not even in memory, for McGahern's last novel—That They May Face the Rising Sun (published as The Lake in the U.S.) finds him in the same landscape, older, wiser, perhaps more resigned and certainly more in tune with the ebb and flow of the rural year....more",Notes are private!,0,2,1,"Jun 06, 2010","Jun 14, 2010","May 24, 2010",,Mass Market Paperback,view (with text),/book/show/684202.The_Barracks
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silence in the Garden,"Trevor, William",0140127127,9780140127126,0140127127,204        pp,3.65,387,1988,"Sep 05, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The theme of the ""Big House"" and the decline and ultimate fall of the Anglo-Irish ""Protestant Ascendency"" have long been staples of William Trevor's fThe theme of the ""Big House"" and the decline and ultimate fall of the Anglo-Irish ""Protestant Ascendency"" have long been staples of William Trevor's fiction, both in novels and short-stories. And Trevor is uniquely placed amongst living Irish authors in relating them: born in 1928 to a lower middle-class Protestant household in that ""interregnum"" that was the Irish Free State (between the War of Independence/Civil War and 1937 Constitution leading ultimately to a Republic), his father was a bank clerk who was transferred from banch-to-branch during Trevor's childhood. How does a colonizing minority, those once in a position of power and privlege, adapt to a new popularism? Especially a minority who have been thoroughly assimilated. Unlike the European ""colonists"" of Africa and Asia—who always considered ""home"" to be the mother-country, regardless of how many generations were born and bred there—the Anglo-Irish experience is more complex and nuanced. ""More Irish than the Irish"" is the old saying: intermarriage with the indigenous gentry, a connexion with the land that rivalled (and sometimes surpassed) the ""natives"", sometimes a sense of noblese oblige—all these add layers of complexity to the experience. And such is Trevor's subject in The Silence in the Garden....more",Notes are private!,0,1,1,"May 24, 2010","May 28, 2010","May 24, 2010",,Paperback,view (with text),/book/show/1208956.The_Silence_in_the_Garden
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Another Man's Wound,"O'Malley, Ernie",1589790049,9781589790049,1589790049,336        pp,4.31,287,1936,"Dec 21, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2010",,Paperback,view,/book/show/1097109.On_Another_Man_s_Wound
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Star Called Henry,"Doyle, Roddy",0676973175,9780676973174,0676973175,352        pp,3.84,"9,608",1999,"Aug 22, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow. I remember enjoying this very much when it came out in paperback, about ten years ago, but I'd forgotten just how much. Now that the third instalWow. I remember enjoying this very much when it came out in paperback, about ten years ago, but I'd forgotten just how much. Now that the third installment of Henry Smart's story, The Dead Republic, has been published, I thought I'd give myself a refresher. Wow. This is in my opinion the most ""mature"" novel of Roddy Doyle, in terms of plot and themes, character development, subplots and all that, but it still has the freshness and vibrancy that has marked almost all of Doyle's work. And that freshness and vibrancy is carried most forcefully by the dialogue: Roddy Doyle can write dialogue like no one else, and Dublin dialogue especially. Remember his first novel, The Commitments, was almost entirely dialogue. You can practically hear the neighbourhoods. The creation of another Dubliner, another Henry in fact (Shaw's Professor Higgins), would be proud.And for all these reasons, I avoided the second part of the trilogy, Oh, Play that Thing! I just couldn't imagine our Henry in my New York, in Chicago. Doyle writes Dublin so very well I'm afraid he'd be lost in America. But I've moved it to my ""to read"" list and will give it a go sometime this summer in anticipation of The Dead Republic coming out in paper....more",Notes are private!,0,1,1,"May 17, 2010","May 23, 2010","May 17, 2010",,Paperback,view (with text),/book/show/979015.A_Star_Called_Henry
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Informer,"O'Flaherty, Liam",0156443562,9780156443562,0156443562,182        pp,3.70,593,1925,"Jul 17, 1980",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"O'Flaherty has a curious ""voice"" as narrator, but a unique and consistent one. (Last year I read a collection of his short stories printed in the '50sO'Flaherty has a curious ""voice"" as narrator, but a unique and consistent one. (Last year I read a collection of his short stories printed in the '50s, though I have no idea when they were written.) The style is somewhat stilted to my modern ears, but that may be a result of the time and place. Be that as it may, he certainly captured that time and place, or rather gave it an authenticity and immediacy. The setting is Dublin, c.1923. The Irish Civil War between the forces in favour of the Treaty with Britain and those opposing it has just ended. Those men and women who just a few years prior stood side-by-side as comrades-in-arms fighting the British have turned on each other, and even though open hostilities have ended (badly for the Anti-Treaty side), random acts of violence still occur. The ""Organisation"" (the Anti-Treaty IRA) have gone to ground.Gypo Nolan, the eponymous ""Informer"", reminds me of Lenny in Steinbeck's Of Mice and Men; as depicted by O'Flaherty, he's little more than a simpleton, all brawn and passion, unrestrained by logic or even feeling. He has a maudlin sentiment, true, but any real feelings have been purged by the hardships of life. Approached by his former partner, himself on the run, Gypo hardly hesitates a moment to sell the information of his whereabouts to the Free State police, the nascent Garda Síochána, for £20 (easily five-month's wages for a working man in today's terms). He's equally quick to betray a totally innocent man in an ill-advised effort to save himself.When the Organisation hears of the treachery, they immediately spring to action. If Gypo is all brawn, his opposite number, the Commandant Dan Gallagher, is all brain. Gallagher is similarly bereft of any sentimentality: all is for the preservation of the Organisation, and the Organisation is strictly a tool for the creation of an Irish workers' republic.Despite the faults of the antagonists, O'Flaherty is remarkably non-judgmental. He portrays the poor workers of Dublin's slums with passive equanimity: the prostitutes and pimps, consumptives and drunkards, con-men and revolutionaries, addicts and usurers are all presented with a casual aplomb that stands in marked contrast to the general perception we have of lace-curtain Irish ""propriety"".I'd like to think that the dialog, which is heavily weighted towards phonetic renditions of accent, is genuine, though at this remove (nearly 90-years since it was written) it has a certain ""stage Irish"" quality. I guess there's no way to know.Though melodramatic, the novel is also very cinematic. It's easy to see why it made such a memorable film (though John Ford did diddle a bit with the plot to make it more palatable to American sensibilities); if anything, it's a wonder that it has never been remade since 1935....more",Notes are private!,0,1,1,"Feb 14, 2011","Feb 20, 2011","May 17, 2010",,Paperback,view (with text),/book/show/760325.The_Informer
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dead Republic        (The Last Roundup, #3)","Doyle, Roddy",0670021776,9780670021772,0670021776,336        pp,3.61,978,2010,"Apr 29, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Dead Republic is the third installment in a trilogy, the second part of which I did not read. I was heartened by various s that the book couThe Dead Republic is the third installment in a trilogy, the second part of which I did not read. I was heartened by various s that the book could stand alone, and while I was very glad that I'd read the initial installment (A Star Called Henry, 1999, which I enjoyed immensely), I seemed to muddle through the references to the second book without too much trouble. I got off to a shaky start: the first section of the book is set in Los Angeles and Monument Valley, Utah, where the narrator, Henry Smart, has become acquainted with the real-life Irish-American film director John Ford. Ford wants to tell Henry's story of the birth of an independent Ireland (from A Star Called Henry) but combined with a short story he read in 1933 about a Yank returning to Ireland called ""The Quiet Man"". As we know, there is no Henry Smart-character in Ford's post-card like film The Quiet Man; but that becomes part of the plot.Henry returns to Ireland with the film company in 1951 after almost thirty-years in the States, and stays. He returns to Dublin, takes a job as a school custodian in one of the new North Dublin suburbs (Doyle's home turf), and spends years in relative obscurity (he always was a rather obscure character, always on the fringe of the great events of 1916 and afterwards, Zelig-like, just out of the frame of the famous photographs, etc.) before he's an accidental victim of the Dublin and Monaghan bombings of 17 May 1974 (a series of car bombings in Dublin and Monaghan town which killed 33 civilians and wounded almost 300—the highest number of casualties in any single day during ""the Troubles"").As a result of the notoriety gained from a newspaper interview while he's recuperating in hospital, Henry is once again tapped by the I.R.A. in spite of his advanced age and physical limitations. (Like his father before him, he bears a wooden leg—not as a result of the bombing, but from an incident in the second book.) It is here that the novel takes off, after a gradual climb beginning with his return to Dublin. The earlier section of the book set in Los Angeles I found confused and dull, and I realise that was the point, that it described Henry's state of mind and well-being. But I didn't enjoy it.The remainder of the novel, which tracks Henry's progress (again, somewhat on the fringes) of the Republican movement in the North was much more satisfying. It's somewhat melodramatic, there are lots of convenient coincidences which Henry attempts to believe are all orchestrated by higher powers—not supernatural, just political and military—but we know are literary.One of the great charms of the original novel, besides the absolutely charming nature of the narrator, was the pacing: it literally ran. It wasn't until Doyle was back on Irish turf that he found his footing in this one, and the pace increased dramatically. It's a great yarn altogether; I'm not sure if I'll go back and attempt to read the second installment. One of my initial reservations about reading it was that it was set in the States, and after being somewhat disappointed with the section located there in this book, I'm afraid my reservations may have been justified....more",Notes are private!,0,1,1,not set,"Dec 23, 2010","May 16, 2010",,Hardcover,view (with text),/book/show/7476913-the-dead-republic
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Infinities,"Banville, John",0330450255,9780330450256,0330450255,300        pp,3.28,"2,805","Aug 25, 2009","Jan 01, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can easily say this is the best book I've read this year. I almost want to reread it again, right now. It was brilliant. Banville is a god. Or at veI can easily say this is the best book I've read this year. I almost want to reread it again, right now. It was brilliant. Banville is a god. Or at very least, he knows how to channel one.The scene is a quirky Irish country house. The time is today-ish: Midsummer's Eve, more precisely. The characters are mainly the Godley family: Adam Snr, a theoretical mathematician who in his prime upset the balance of the universe with his great discovery; Ursula, his second (and much younger) alcoholic wife; Adam Jnr, their grown son; Petra, their twenty-something emotionally challenged daughter; Adam Jnr's wife, Helen, an actress; and a few ""friends of the family""—Ivy Blount, a dowdy spinster, last surviving member of the Protestant Ascendency family whose estate this once was (Ivy now occupies the gate lodge and works as a cook/helper and former nanny to the children); Roddy Wagstaff, the foppish 'boyfriend' of Petra, whose only interest in the her is access to Adam Snr so as to pursue his own career by writing a biography of him; Adrian Duffy, an illiterate local bachelor farmer who runs a few head of cattle on the land but also has designs on Ivy; and Benny Grace, a somewhat smarmy associate of old Adam who ingraciates himself upon the family.Oh yes, and the narrator. Hermes, the winged messenger of the gods, down from Olympus to guide us through the plot and act as pimp for his father, Zeus. Always good to have an omnicient narrator, even if he can be occasionally unreliable. And one other family member, the only one who actually can see and hear the gods flitting about the place: Rex, the dog. But he doesn't tell anyone.What brings this happy group together? Nothing less than old Adam's impending demise. For the senior Godley is in a coma, brought home from the hospital to die. He is ensconced in the upper-most room of the house (the ""Sky Room""), plugged in and hooked up to various medical equipment; he is totally immobile but maddingly concious—even hyper-concious—of all the events of the house.And so the scene is set for hilarity. This is a very funny book. It is rich and lush (the language might make one swoon). It's Shakespearean in many ways; it wasn't until nearly the end when it occurred to me that there was something of ""A Midsummer Night's Dream"" about the easy intermingling of the gods and mortals. And definite allusions to its heirs, Sondheim's A Little Night Music and Woody Allen's A Midsummer Night's Sex Commedy.I loved it. I want to read it again. I won't go into the metaphysical aspects (entertaining as they are). I won't dwell on the aspects of alternative universe (Mary Queen of Scots had Elizabeth beheaded in this world, and the automobiles run of sea water, but Iarnród Éireann is still slow and dirty).But a word of advice: have a very good dictionary handy....more",Notes are private!,0,3,1,"Jul 26, 2010","Aug 07, 2010","May 06, 2010",,Paperback,view (with text),/book/show/7069329-infinities
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dark,"McGahern, John",0140277951,9780140277951,0140277951,191        pp,3.95,"1,231",1965,"Jan 01, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Dark certainly lives up to its title. An unnamed boy is the only son of the widower Mahoney who ekes out a subsistance living on a small farm of lThe Dark certainly lives up to its title. An unnamed boy is the only son of the widower Mahoney who ekes out a subsistance living on a small farm of land in the County Leitrim of 1950s Ireland. One can only speculate that the father's rage and hair-trigger temper spring from frustration and misdirected grief over the loss of his wife. But this is the son's story, though hardly your typical bildungsroman: McGahern's protagonist is tortured by his sexuality and the uniquely Irish-Catholic guilt it engenders, tortured by the repressive yet somehow secure teachings of his religion, tortured by his father's ignorance, posturing and rage, but most of all tortured by his own insecurity and indecision. Indeed security and insecurity are the overriding themes of the novel. Though the boy applies himself relentlessly to his studies and eventually wins a coveted scholarship to university, he tosses it all away when his grades also earn him a pat position as a drudge in the Electricity Supply Board. Even on the foot of a great personal acheivement, his insecurity bring him down afterall; down to a position more fitting with his own self-image. It's powerful stuff and little wonder that the book was banned in Ireland when first published in 1965. I wish I could have liked it more; it is a brave book but the characters are so unlikeable, I can't rate it any higher....more",Notes are private!,0,0,1,"May 08, 2010","May 10, 2010","May 06, 2010",,Paperback,view (with text),/book/show/430368.The_Dark
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Long Way,"Barry, Sebastian",0571218016,9780571218011,0571218016,292        pp,4.13,"7,973","Apr 07, 2005","Apr 06, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was brilliant; Barry created a unique voice for his protagonist, the young Willie Dunne, a simple Private in the 16th Royal Dublin Fusiliers. It This was brilliant; Barry created a unique voice for his protagonist, the young Willie Dunne, a simple Private in the 16th Royal Dublin Fusiliers. It certainly ranks among the best things I've ever read on the First World War, including Vera Britain's Testament of Youth.This novel came recommended by a piece I heard on NPR, and I've been looking for it for a while; found a copy in Dublin Airport. In the interim, I read his novel Annie Dunne, about the sister of this character, set some thirty-years or more later; I didn't care for that much. The voice of the character didn't ring as true. ...more",Notes are private!,0,0,1,"Apr 29, 2010","May 05, 2010","Apr 29, 2010",,Paperback,view (with text),/book/show/780932.A_Long_Long_Way
