,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Karen (idleutopia_reads)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
675,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rogues: True Stories of Grifters, Killers, Rebels and Crooks","Keefe, Patrick Radden",0385548516,9780385548519,0385548516,368        pp,4.01,"15,160","Jun 28, 2022","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2022",,Hardcover,view,/book/show/59148726-rogues
676,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Than You'll Ever Know,"Gutierrez, Katie*",0063118459,9780063118454,0063118459,435        pp,3.73,"21,593","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2022",,Hardcover,view,/book/show/58984701-more-than-you-ll-ever-know
677,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shine Bright: A Very Personal History of Black Women in Pop,"Smith, Danyel*",0593132718,9780593132715,0593132718,320        pp,4.05,965,"Apr 19, 2022","Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2022",,Hardcover,view,/book/show/56212888-shine-bright
678,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Post-Traumatic,"Johnson, Chantal V.*",0316264237,9780316264235,0316264237,320        pp,3.76,"4,042","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2022",,Hardcover,view,/book/show/58684299-post-traumatic
679,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Rabbit,"Songsiridej, Alyssa",1635578698,9781635578690,1635578698,256        pp,3.74,"2,300","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2022",,Hardcover,view,/book/show/58532214-little-rabbit
680,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greenland,"Donaldson, David Santos*",0063159554,9780063159556,0063159554,326        pp,3.83,725,"May 03, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2022",,Hardcover,view,/book/show/58986624-greenland
681,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"We Set the Dark on Fire        (We Set the Dark on Fire, #1)","Mejia, Tehlor Kay*",0062691333,9780062691330,,384        pp,3.76,"18,829","Feb 26, 2019","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2022",,ebook,view,/book/show/37868569-we-set-the-dark-on-fire
682,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doveglion: Collected Poems,"Villa, José García",0143105353,9780143105350,0143105353,304        pp,4.08,117,"Jul 29, 2008","Jul 29, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2022",,Paperback,view,/book/show/2590601-doveglion
683,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All This Could Be Different,"Mathews, Sarah Thankam*",0593489128,9780593489123,0593489128,320        pp,3.87,"15,788","Aug 02, 2022","Aug 02, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 stars. There were so many things I loved about this book but so many others that felt disjointed and trying to cram too much into one book. Overal3.5 stars. There were so many things I loved about this book but so many others that felt disjointed and trying to cram too much into one book. Overall though worth the read. ...more,Notes are private!,0,3,1,"Dec 10, 2022","Dec 26, 2022","May 30, 2022",,Hardcover,view (with text),/book/show/59576064-all-this-could-be-different
684,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,News of a Kidnapping,"García Márquez, Gabriel",,9780140267839,0140267832,291        pp,3.89,"14,209",1996,"Jul 30, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2022",,Paperback,view,/book/show/16251.News_of_a_Kidnapping
685,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Didn't Nobody Give a Shit What Happened to Carlotta,"Hannaham, James*",0316285277,9780316285278,0316285277,352        pp,3.99,"2,369","Jun 28, 2022","Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2022",,Hardcover,view,/book/show/59227943-didn-t-nobody-give-a-shit-what-happened-to-carlotta
686,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Carry: A Memoir,"Lang, Maya Shanbhag*",,,B082L5S8Q6,unknown,4.32,"3,546","Apr 27, 2020","Apr 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2022",,Audible Audio,view,/book/show/52180448-what-we-carry
687,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Final Empire        (Mistborn, #1)","Sanderson, Brandon*",0765377136,9780765377135,0765377136,664        pp,4.48,"689,100","Jul 17, 2006","May 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2022",,Paperback,view,/book/show/18490585-the-final-empire
688,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book Lovers,"Henry, Emily*",,,0593440870,377        pp,4.14,"1,049,604","May 03, 2022","May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 29, 2022","Jun 15, 2022","May 18, 2022",,Hardcover,view,/book/show/58690308-book-lovers
689,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence,"Erdrich, Louise",006267112X,9780062671127,006267112X,387        pp,3.96,"68,601","Nov 09, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2022",,Hardcover,view,/book/show/56816904-the-sentence
690,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seeing Ghosts: A Memoir,"Chow, Kat*",1538716321,9781538716328,1538716321,368        pp,3.94,"3,154","Aug 24, 2021","Aug 24, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2022",,Hardcover,view,/book/show/53376379-seeing-ghosts
691,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Insatiable,"Buchanan, Daisy",075158018X,9780751580181,075158018X,352        pp,3.05,"8,008","Feb 11, 2021","Feb 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2022",,Hardcover,view,/book/show/54507642-insatiable
692,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Portrait of a Thief,"Li, Grace D.*",0593184734,9780593184738,0593184734,375        pp,3.47,"27,631","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2022",,Hardcover,view,/book/show/57021127-portrait-of-a-thief
693,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Kind of an Epic Love Story,"Callender, Kacen",0062820249,9780062820242,,304        pp,3.39,"7,990","Oct 30, 2018","Oct 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2022",,ebook,view,/book/show/36203673-this-is-kind-of-an-epic-love-story
694,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swimmers,"Otsuka, Julie",0593321332,9780593321331,0593321332,192        pp,3.68,"30,698","Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2022",,Hardcover,view,/book/show/58214333-the-swimmers
695,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High Spirits,"Gomera-Tavarez, Camille*",1646141296,9781646141296,1646141296,224        pp,3.65,450,"Apr 05, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2022",,Hardcover,view,/book/show/58739423-high-spirits
696,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Dream Compels Us: Voices of Salvadoran Women,"Press, New American",0896083683,9780896083684,0896083683,248        pp,4.00,6,"Jun 01, 1989","Jan 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2022",,Paperback,view,/book/show/2234153.A_Dream_Compels_Us
697,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Linea Nigra,"Barrera, Jazmina",1949641309,9781949641301,1949641309,184        pp,4.31,"1,716",2020,"May 10, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I needed the nourishment this book provided to my soul. What an amazingly brilliant writer.,Notes are private!,0,4,1,"Nov 17, 2023","Nov 19, 2023","May 03, 2022",,Hardcover,view (with text),/book/show/58990706-linea-nigra
698,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Social Learning Theory,"Bandura, Albert",0138167443,9780138167448,0138167443,256        pp,4.17,241,"Nov 11, 1976","Nov 01, 1976",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2022",,Paperback,view,/book/show/388235.Social_Learning_Theory
699,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Las malas,"Sosa Villada, Camila",9876704818,9789876704816,,224        pp,4.44,"23,663","Mar 01, 2019","Mar 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2022",,Paperback,view,/book/show/44438256-las-malas
700,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Operation Nemesis: The Assassination Plot that Avenged the Armenian Genocide,"Bogosian, Eric",0316292087,9780316292085,0316292087,384        pp,4.21,"1,053","Apr 21, 2015","Apr 21, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2022",,Hardcover,view,/book/show/22875087-operation-nemesis
701,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There Are More Beautiful Things Than Beyoncé,"Parker, Morgan",1941040535,9781941040539,1941040535,85        pp,4.01,"5,489","Feb 14, 2017","Feb 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2022",,Paperback,view,/book/show/30304222-there-are-more-beautiful-things-than-beyonc
702,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magical Negro,"Parker, Morgan",1947793187,9781947793187,1947793187,112        pp,4.31,"2,666","Feb 05, 2019","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2022",,Paperback,view,/book/show/40611194-magical-negro
703,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"¡Ándale, Prieta!: A Love Letter to My Family","Ramirez, Yasmin*",1947627554,9781947627550,1947627554,272        pp,4.42,299,unknown,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2022",,Paperback,view,/book/show/59487327-ndale-prieta
704,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tangled in Terror: Uprooting Islamophobia,"Manzoor-Khan, Suhaiymah",0745345417,9780745345413,0745345417,192        pp,4.59,182,unknown,"Mar 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2022",,Paperback,view,/book/show/59362021-tangled-in-terror
705,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Return of Faraz Ali,"Ahmad, Aamina",0593330188,9780593330180,0593330188,352        pp,3.94,"3,084","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 15, 2022",,Hardcover,view,/book/show/58542844-the-return-of-faraz-ali
706,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Get Rich or Lie Trying: Ambition and Deceit in the New Influencer Economy,"Brown, Symeon",1838950273,9781838950279,1838950273,304        pp,3.87,755,"Mar 03, 2022","Mar 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2022",,Hardcover,view,/book/show/59645209-get-rich-or-lie-trying
707,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Not to Drown in a Glass of Water,"Cruz, Angie",1250208459,9781250208453,1250208459,195        pp,3.90,"23,663","Sep 13, 2022","Sep 13, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved the format of this book. My literary voyeur heart loved being a fly in the wall as Cara Romero se desahogaba in her sessions and how she uncovI loved the format of this book. My literary voyeur heart loved being a fly in the wall as Cara Romero se desahogaba in her sessions and how she uncovered her story, her flaws, her traumas, and her revelations as each session progressed. This story really dives into how we need that desahogo and how we can find it through sharing our stories without editing ourselves and just revealing ourselves as we are: complex, flawed and beautiful beings. I have to admit that at first I did judge Cara but that was on me for being quick to judgement, and as I continued listening to her stories, and her growth, I came to admire her and found myself quickly loving this character. I will greatly miss her charla, how she views the world, and how she's so wiling to make mistakes and grow. I've been reading a lot of books lately that have been shaking me and reminding me that we have to live even when we make mistakes along the way. What a great and fantastic read....more",Notes are private!,0,17,1,"Sep 14, 2022","Sep 16, 2022","Apr 14, 2022",,Hardcover,view (with text),/book/show/59808037-how-not-to-drown-in-a-glass-of-water
708,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cruel Sacrifice,"Jones, Aphrodite*",,,,367        pp,4.05,"5,323",1994,"May 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2022",,Kindle Edition,view,/book/show/29927949-cruel-sacrifice
709,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leaving Atlanta,"Jones, Tayari*",0446690899,9780446690898,0446690899,257        pp,4.05,"5,906","Jan 01, 2002","Aug 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2022",,Paperback,view,/book/show/989563.Leaving_Atlanta
710,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La tregua,"Benedetti, Mario",9707311169,9789707311169,9707311169,215        pp,4.18,"33,503",1960,"May 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2022",,Paperback,view,/book/show/56919.La_tregua
711,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iveliz Explains It All,"Arango, Andrea Beatriz*",,,B09RGS9BWJ,272        pp,4.19,"2,165","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2022",,Kindle Edition,view,/book/show/59127457-iveliz-explains-it-all
712,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elena Knows,"Piñeiro, Claudia",,,,143        pp,4.08,"16,556",2007,Jul 2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5 stars. What a freaking gorgeous story! I’m still trying to wrap my head around it but I want to read all the Piñeiro now.,Notes are private!,0,6,1,Nov 2023,"Nov 06, 2023","Mar 10, 2022",,Paperback,view (with text),/book/show/56802275-elena-knows
713,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Viscount Who Loved Me        (Bridgertons, #2)","Quinn, Julia*",,,,354        pp,4.02,"357,528","Dec 05, 2000","Jun 27, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 09, 2022","Mar 14, 2022","Mar 09, 2022",,Mass Market Paperback,view,/book/show/861326.The_Viscount_Who_Loved_Me
714,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scarborough,"Hernandez, Catherine*",1551526778,9781551526775,1551526778,272        pp,4.28,"10,933","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2022",,Paperback,view,/book/show/31945128-scarborough
715,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Banner of Heaven: A Story of Violent Faith,"Krakauer, Jon*",1400032806,9781400032808,B007E68IEI,399        pp,4.01,"207,147",Jul 2003,"Jul 10, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2022",,Paperback,view,/book/show/1894.Under_the_Banner_of_Heaven
716,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Source of Self-Regard: Selected Essays, Speeches, and Meditations","Morrison, Toni",0525521038,9780525521037,0525521038,354        pp,4.30,"3,677","Feb 12, 2019","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2022",,Hardcover,view,/book/show/40265834-the-source-of-self-regard
717,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recitatif: A Story,"Morrison, Toni",1039003621,9781039003620,B09CN9DWZY,81        pp,4.33,"21,240",1983,"Feb 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The story itself is genius, the introduction was so not needed. Do yourself a favor and read the story first and then if you choose to then go to intrThe story itself is genius, the introduction was so not needed. Do yourself a favor and read the story first and then if you choose to then go to introduction. ...more",Notes are private!,0,9,1,"Feb 15, 2022","Feb 15, 2022","Feb 15, 2022",,Kindle Edition,view (with text),/book/show/60315822-recitatif
718,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Behind the Scenes: or, Thirty Years a Slave, and Four Years in the White House","Keckley, Elizabeth",0143039245,9780143039242,0143039245,192        pp,3.86,"3,820","Jan 01, 1868","Jul 26, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2022",,Paperback,view,/book/show/251568.Behind_the_Scenes
719,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vortex,"Rivera, José Eustasio",0822371103,9780822371106,0822371103,240        pp,3.74,"2,635",1924,"Apr 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2022",,Paperback,view,/book/show/35606238-the-vortex
720,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Vanishing Country,"Sellers, Bakari",0062917455,9780062917454,0062917455,227        pp,3.99,"3,622","May 19, 2020","May 19, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2022",,Hardcover,view,/book/show/52219321-my-vanishing-country
721,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Almost a Woman,"Santiago, Esmeralda*",037570521X,9780375705212,037570521X,336        pp,4.12,"3,335","Aug 27, 1998","Sep 07, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2022",,Paperback,view,/book/show/111099.Almost_a_Woman
722,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Variations on the Body,"Ospina, Maria",1566896142,9781566896146,,unknown,3.83,175,2017,"Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2022",,ebook,view,/book/show/55405180-variations-on-the-body
723,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Las memorias de Mamá Blanca,"de la Parra, Teresa",8400068998,9788400068998,8400068998,262        pp,3.74,621,1929,"Dec 28, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2022",,Hardcover,view,/book/show/171034.Las_memorias_de_Mam_Blanca
724,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Lamentations,"Castellanos, Rosario",014118003X,9780141180038,014118003X,400        pp,4.18,779,1962,"Aug 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2022",,Paperback,view,/book/show/536848.The_Book_of_Lamentations
725,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solito,"Zamora, Javier*",0593498062,9780593498064,0593498062,384        pp,4.49,"40,597","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2022",,Hardcover,view,/book/show/59900688-solito
726,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Motherhood,"Heti, Sheila*",1627790772,9781627790772,1627790772,304        pp,3.66,"17,099","Jun 07, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2022",,Hardcover,view,/book/show/36203362-motherhood
727,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life","Saunders, George",,,B0871LKPJ3,403        pp,4.54,"18,699","Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2022",,Kindle Edition,view,/book/show/53487237-a-swim-in-a-pond-in-the-rain
728,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fight Night,"Toews, Miriam",1635578175,9781635578171,1635578175,255        pp,4.04,"17,501","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2022",,Hardcover,view,/book/show/56978048-fight-night
729,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whatever Happened to Interracial Love?,"Collins, Kathleen",0062484168,9780062484161,,192        pp,3.85,"4,296","Dec 06, 2016","Dec 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2022",,ebook,view,/book/show/29505406-whatever-happened-to-interracial-love
730,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cost of Living: Essays,"Maloney, Emily*",1250213290,9781250213297,1250213290,240        pp,3.59,"1,092","Feb 08, 2022","Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2022",,Hardcover,view,/book/show/57771230-cost-of-living
731,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Uncivil Wars: Elena Garro, Octavio Paz, and the Battle for Cultural Memory        (Joe R. and Teresa Lozano Long Series in Latin American and Latino Art and Culture)","Cypess, Sandra Messinger",0292737777,9780292737778,0292737777,261        pp,3.67,3,"Jan 01, 2012","Aug 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2022",,Hardcover,view,/book/show/13699157-uncivil-wars
732,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marshlands,"Gide, André",1681374722,9781681374727,1681374722,144        pp,3.57,798,1895,"Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2022",,Paperback,view,/book/show/53248464-marshlands
733,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Extracting the Stone of Madness: Poems 1962 - 1972,"Pizarnik, Alejandra",0811216438,9780811216432,,384        pp,4.26,"2,019",1968,"May 17, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2022",,ebook,view,/book/show/30047022-extracting-the-stone-of-madness
