,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kerry (lines i underline)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Book of Flora Lea,"Henry, Patti Callahan*",1797155989,9781797155982,,unknown,4.08,"45,009","May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️transporting | ode to storytelling | sisterhoodThis is for you if you enjoy historical fiction that you can get lost in, bookish books, and a pas4.0⭐️transporting | ode to storytelling | sisterhoodThis is for you if you enjoy historical fiction that you can get lost in, bookish books, and a past/present mystery element.Reminded me of:Bloomsbury Girls by Natalie JennerKate Morton’s novelsLines I underlined:“The best stories are soul making.”“In the stories of others, there were endings without loose ends, those who were missing were found, and the world made sense.”...more",Notes are private!,0,5,1,"Jun 24, 2023","Jul 05, 2023","Jun 24, 2023",,Audiobook,view (with text),/book/show/61963548-the-secret-book-of-flora-lea
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Telephone,"Everett, Percival",1644450224,9781644450222,1644450224,216        pp,3.97,"3,467",unknown,"May 05, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5⭐️human connection | grief | miscommunication | puzzlingThis is for you if you like strange stories that are puzzles, feeling discombobulated at ti3.5⭐️human connection | grief | miscommunication | puzzlingThis is for you if you like strange stories that are puzzles, feeling discombobulated at times, emotional and complex reading experiences.However…• Don’t expect to “get it” all the way along. If that bugs you (and it sometimes bugs me), then you will be frustrated at times when reading, maybe even put off.• One of the plot threads felt too convenient (mysterious notes in his clothing).• I get that his daughter needed to be a bit precocious, as many children in fiction are, but some of their conversations did not feel authentic to how a 12 year old typically speaks with an adult.Lines I underlined:“Of all possible worlds this was the one I had landed in.”“Perhaps nothing had happened. Perhaps everything had happened.”...more",Notes are private!,0,2,1,"Jun 21, 2023","Jun 24, 2023","Jun 21, 2023",,Paperback,view (with text),/book/show/51541232-telephone
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Nash's Ashes,"Adler, Sarah*",,,,unknown,4.06,"28,849","May 23, 2023","May 23, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.75⭐️So many people love this. I thought I would too. However, for me, this was a rounded-to-3⭐️, very-nearly-DNF, kind of read.Why?• Enough of the w2.75⭐️So many people love this. I thought I would too. However, for me, this was a rounded-to-3⭐️, very-nearly-DNF, kind of read.Why?• Enough of the writing in the sexy parts was just cringe-y (as in, not sexy, stilted - like a bad soap-opera)• It was way too much of an “instant love” situation. I just didn’t buy it.• The main characters really lacked depth - not enough backstory by a long shot.Why did I finish?• I really did like the sections that went back to the Mrs Nash’s past love story. Strangely, even though those sections were shorter, that love story was much more vivid and believable to me than the main characters’ relationship.• I enjoyed the interlude when they ended up stuck in the quirky small town.Lines I underlined:“This is making me sound like a total whackadoo. I’m not though. I promise. I know that’s exactly what a whackadoo would say, but I’m really just a relatively normal person who happens to be traveling to Key West, with a small amount of human remains.”“You have two modes Hollis: sarcastic and Cormac McCarthy.”...more",Notes are private!,0,2,1,"Jun 17, 2023","Jun 24, 2023","Jun 17, 2023",,Audiobook,view (with text),/book/show/159355275-mrs-nash-s-ashes
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paper Names,"Luo, Susie*",1335426884,9781335426888,1335426884,288        pp,3.67,"7,130","May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️This could be for you if you like stories that explore how one moment can change everything, intergenerational immigrant experiences, complex par4.0⭐️This could be for you if you like stories that explore how one moment can change everything, intergenerational immigrant experiences, complex parent-child relationships, and small books that have big impact.However…Perhaps Luo is trying to do too much thematically. At times, it felt unwieldy and some aspects weren’t explored as fully as they deserved to be. Also, deeper characterization across the board would have helped me to feel an even stronger response to this debut.Lines I underlined:“When he had left China, he knew that he was walking away from the only home he’d ever known. He didn’t realize that he would also be sacrificing a daughter - giving her away to another culture.”“Her life only belonged to her, and she could do with it whatever she wanted.”...more",Notes are private!,0,1,1,"Jun 15, 2023","Jun 24, 2023","Jun 15, 2023",,Hardcover,view (with text),/book/show/61393430-paper-names
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Comfort Book,"Haig, Matt*",,,,unknown,4.08,"58,165","Jul 06, 2021",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5⭐️warm | snippets of wisdom | philosophical This is for you if you like browsable self help books that are easily absorbed, and approachable, with 3.5⭐️warm | snippets of wisdom | philosophical This is for you if you like browsable self help books that are easily absorbed, and approachable, with some worthwhile takeaways.However… a fair amount of the offerings are pretty surface, and perhaps don’t offer much that is new to think about.Reminded me of:Untamed by Glennon DoyleLines I underlined:“It’s okay to be the teacup with the chip in it. That’s the one with the story.”“Curiosity and passion are the enemies of anxiety.”...more",Notes are private!,0,0,1,"Jun 12, 2023","Jun 16, 2023","Jun 12, 2023",,Audiobook,view (with text),/book/show/58482152-the-comfort-book
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kill Joy        (A Good Girl's Guide to Murder, #0.5)","Jackson, Holly*",,9780593740767,,unknown,3.81,"84,882","Feb 18, 2021",Feb 2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.0⭐️I hoped for more. Having thoroughly enjoyed Pip’s trilogy, I wanted this book to be more directly linked to the rest of the series, but it really3.0⭐️I hoped for more. Having thoroughly enjoyed Pip’s trilogy, I wanted this book to be more directly linked to the rest of the series, but it really wasn’t. If you hadn’t read the other books you’d have little to no sense of depth from any characters.It had a fun premise, and was an okay listen for an afternoon of cleaning the house, but I don’t think it added much to the trilogy....more",Notes are private!,0,0,1,"Jun 10, 2023","Jun 16, 2023","Jun 10, 2023",,Audiobook,view (with text),/book/show/78295154-kill-joy
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romantic Comedy,"Sittenfeld, Curtis*",,,,unknown,3.66,"176,212","Apr 04, 2023","Apr 04, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5.0⭐️refreshing | witty | for Nora Ephron fansThis is for you if you like rom coms, insider-y peeks into the world of television shows, clever dialogu5.0⭐️refreshing | witty | for Nora Ephron fansThis is for you if you like rom coms, insider-y peeks into the world of television shows, clever dialogue that still feels authentic and tales of unexpected love-matches.Reminded me of: Early Morning Riser by Katherine HeinyEvvie Drake Starts Over by Linda HolmesFunny You Should Ask by Elissa SussmanLines I underlined:“It was a belated realization to have, but it occurred to me that perhaps this was how grown-up conversations worked—not that your communication didn’t falter, but that you both made good-faith attempts to rectify things after it had.”“Perhaps, as was often the case with human interactions, it meant nothing.” “Aren’t we all just looking for someone to talk about everything with? Someone worth the effort of telling our stories and opinions to, whose stories and opinions we actually want to hear?”...more",Notes are private!,0,9,1,"Jun 04, 2023","Jun 10, 2023","Jun 04, 2023",,Audiobook,view (with text),/book/show/124950192-romantic-comedy
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Community Board,"Conklin, Tara*",,,,unknown,3.34,"6,039","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️madcap | optimistic | small town quirkiness This is for you if you enjoy small town settings, main characters who are hard to like but who you st4.0⭐️madcap | optimistic | small town quirkiness This is for you if you enjoy small town settings, main characters who are hard to like but who you still root for somehow, and satire, but on the gentle side.Reminded me of:Saturday Night at the Lakeside Supper Club by J Ryan StradalEarly Morning Riser by Katherine HeinyLines I underlined:“Everyone here gets a say… This place is what you make it. There’s only one catch — you must show up.”“Justifying life is pretty far down on my list right now. I’m focused on keeping myself fed, sane, and away from the news.”“Why was I so afraid? I don’t really know. My fears were diverse: dying, and running out of canned food, and the polar ice caps melting, and Ebola, and plastic in the oceans, and mean people, and dying, and hurricanes, and Facebook, and student debt, and Brexit, and Ivanka, and Venice underwater, and plastic in the microwave, and cruelty, and my split ends, and America, and dying, and would anyone ever love me again?”...more",Notes are private!,0,1,1,"Jun 02, 2023","Jun 10, 2023","Jun 02, 2023",,Audiobook,view (with text),/book/show/63207725-community-board
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kala,"Walsh, Colin",0385549636,9780385549639,0385549636,416        pp,3.98,"7,651","Jul 06, 2023","Jul 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2023",,Hardcover,view,/book/show/63184768-kala
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,9798212710350,B0C5H79TV6,9        pp,3.80,"428,113","May 25, 2023","May 16, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5⭐️fast-paced | deep dive into the darker aspects of publishing | sharply satiricalThis is for you if you like very unlikable main characters, stori4.5⭐️fast-paced | deep dive into the darker aspects of publishing | sharply satiricalThis is for you if you like very unlikable main characters, stories that make you feel like an insider, messy people and even messier industries.Reminded me of:The Other Black Girl by Zakiya Dalila HarrisLines I underlined:“The truth is fluid. There’s always another way to spin the story, another wrench to throw into the narrative.”“There’s no need to dress it up. We are all vultures. And some of us - and I mean Athena here - are simply better at finding the juiciest morsels of a story, at ripping through bone and gristle to the tender, bleeding heart, and putting all the gore on display.”“Publishing gossip, it turns out, is a lot of fun when you’re speculating about other people’s misfortune.”...more",Notes are private!,0,9,1,"May 30, 2023","Jun 03, 2023","May 30, 2023",,Audio CD,view (with text),/book/show/156736015-yellowface
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,654","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2023",,Hardcover,view,/book/show/60194162-demon-copperhead
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taste: My Life Through Food,"Tucci, Stanley",,,B08K9CCK65,7        pp,4.21,"75,242","Oct 05, 2021","Oct 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5.0⭐️witty | hunger-inducing | simply delightfulThis is for you if you’re a foodie, if you love the melodious sounds of Stanley Tucci’s voice telling 5.0⭐️witty | hunger-inducing | simply delightfulThis is for you if you’re a foodie, if you love the melodious sounds of Stanley Tucci’s voice telling you how to make a perfect Negroni, if you like some name-dropping but also connecting with celebrities at a more human level.Reminded me of:A Homemade Life by Molly WizenbergMy Life in France by Julia ChildLines I underlined:“And anyway one is never drinking alone. Someone else is always drinking somewhere.”“Tragically it is indeed the goddamn gluten that makes the pasta taste so good.”“Losing a beloved family heirloom is a very real personal loss; they're things that cannot ever be replaced or re-created. But perhaps the most precious heirlooms are family recipes. Like a physical heirloom, they remind us from whom and where we came and give others, in a bite, the story of another people from another place and another time. Yet unlike a lost physical heirloom, recipes are a part of our history that can be re-created over and over again. The only way they can be lost is if we choose to lose them.”...more",Notes are private!,0,8,1,"May 25, 2023","Jun 03, 2023","May 25, 2023",,Audiobook,view (with text),/book/show/55363384-taste
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Big,"Ferber, Edna",,,B088RHRT2L,0        pp,4.07,"10,869",1924,"May 17, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️quiet | unassuming | ordinary lives, extraordinary womenThis is for you if you like stories with heroines who surprise you, where it is possible 4.0⭐️quiet | unassuming | ordinary lives, extraordinary womenThis is for you if you like stories with heroines who surprise you, where it is possible to find beauty in simple daily life, and you find yourself wishing for more for the characters because you believe in their humanity.You may be disappointed by the shift in perspective from Selina to Dirk in the second half, because he is just not nearly as interesting.Reminded me of:Anne of Green GablesLines I underlined:“But always, to her, red and green cabbages were to be jade and burgundy, chrysoprase and prophyry. Life has no weapons against a woman like that.”“Living. All mixed up. The more kinds of people you see, and the more things you do, and the more things that happen to you, the richer you are. Even if they’re not pleasant things. That’s living. Remember, no matter what happens, good or bad, it’s just so much”—he used the gambler’s term, unconsciously—“just so much velvet.”...more",Notes are private!,0,3,1,"May 21, 2023","May 28, 2023","May 21, 2023",,Kindle Edition,view (with text),/book/show/53859099-so-big
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Camp Zero,"Sterling, Michelle Min*",1797154176,9781797154176,1797154176,unknown,3.22,"16,570","Mar 30, 2023","Apr 04, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5⭐️desolate | multiple pov | feminist future | frontier storyThis is for you if you enjoy dark stories about where our climate choices may lead, plo3.5⭐️desolate | multiple pov | feminist future | frontier storyThis is for you if you enjoy dark stories about where our climate choices may lead, plots developed by multiple perspectives, strong women with secrets (and secret weapons).You may be disappointed by the thin backstories of some characters, and the uneven pace.Reminded me of:Oryx and Crake by Margaret AtwoodThe New Wilderness by Diane CookLines I underlined:“She knows now that power is never granted, but seized. She never should have waited for it to be given to her. She should have taken it with her own hands.”“It’s over now… but there’s a whole world of sad love songs out there waiting to be heard. But it’s a shit world, isn’t it?”“Books and poems and people standing together in protest and lighting the flag on fire doesn’t matter one iota when we are dying of thirst, burning from the sun, sinking into the sea. Day Zero approaches for us all.”...more",Notes are private!,0,0,1,"May 20, 2023","May 28, 2023","May 20, 2023",,Audio CD,view (with text),/book/show/62182997-camp-zero
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky Red,"Cravens, Claudia",0593498240,9780593498248,,304        pp,3.95,"3,195","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2023",,Hardcover,view,/book/show/61387980-lucky-red
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Butterflies,"Morris, Priscilla*",,,,256        pp,4.27,"5,413","May 05, 2022","May 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4⭐️ heartbreaking | city under siege | human connection | This is for you if you are pulled towards survival stories, poetic writing, and the kind of 4⭐️ heartbreaking | city under siege | human connection | This is for you if you are pulled towards survival stories, poetic writing, and the kind of novel that humanizes headlines.Reminded me of:Coventry by Helen HumphreysLines I underlined:“We’re all refugees now… We spend our days waiting for water, for bread, for humanitarian handouts: beggars in our own city.”“She loves Sarajevo. She knows all its alleys and courtyards, all its scents and sounds - the way the light falls at the end of their street in wintertime, the rattle of the tram, the blowsy roses that bloom each June in the mosque gardens, the plums and fogs in the autumn, the ponderous old men playing chess in the cafes, the mahalas - the old neighborhoods - that radiate from the centre like the spiral of a snail’s shell.”...more",Notes are private!,0,4,1,"May 15, 2023","Jun 03, 2023","May 15, 2023",,Kindle Edition,view (with text),/book/show/60102361-black-butterflies
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pod,"Paull, Laline*",1639363718,9781639363711,1639363718,272        pp,3.63,"2,642","Feb 09, 2022","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,DNFI really wanted to finish this because I vowed to read all the finalists for the 2023 Women’s Fiction Prize. But… there is only so much bleak underDNFI really wanted to finish this because I vowed to read all the finalists for the 2023 Women’s Fiction Prize. But… there is only so much bleak undersea action this girl can handle. And dolphin sex. This felt didactic and brutal and was very hard to connect with. ...more,Notes are private!,0,0,1,"May 14, 2023","May 15, 2023","May 14, 2023",,Hardcover,view (with text),/book/show/61272986-pod
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trespasses,"Kennedy, Louise",,9780593612118,,unknown,4.02,"33,116","Apr 14, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5⭐️intimate | forbidden love | unflinching and tenderThis is for you if you enjoy stories that zoom in on personal dramas of everyday life set again4.5⭐️intimate | forbidden love | unflinching and tenderThis is for you if you enjoy stories that zoom in on personal dramas of everyday life set against a charged historical backdrop - there’s heartache and hope and hardship messily entwined.Reminded me of:Milkman by Anna BurnsLines I underlined:“Humor is most effective when it’s mutual.”“Manners were for shy people.”“It’s not a proper Irish name. It’s one of those made-up ones, like, Colleen. What does it mean? It’s from an endearment. A chuisle mo chroí: the pulse of my heart.” ...more",Notes are private!,0,0,1,"May 07, 2023","May 14, 2023","May 07, 2023",,Audiobook,view (with text),/book/show/63201435-trespasses
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birnam Wood,"Catton, Eleanor",0374718016,9780374718015,,432        pp,3.83,"30,718","Mar 02, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2023",,ebook,view,/book/show/60827664-birnam-wood
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fire Rush,"Crooks, Jacqueline",,9780593670842,,unknown,3.80,"2,146","Mar 02, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.25⭐️rich, rhythmic prose | coming of age | full of music and emotionThis is for you if you like feeling swept into a character’s heart and mind, a s4.25⭐️rich, rhythmic prose | coming of age | full of music and emotionThis is for you if you like feeling swept into a character’s heart and mind, a strong sense of time and place, stories navigating grief, self-discovery, and healing.Reminded me of:Girl, Woman, Other by Bernardine EvaristoLines I underlined:“Man preach revolution, but woman carry it’s sound.”“The only place to live and rage from is our hearts.”...more",Notes are private!,0,0,1,"May 02, 2023","May 07, 2023","May 02, 2023",,Audiobook,view (with text),/book/show/124940413-fire-rush
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mansfield Park,"Austen, Jane",,,B001CMOO4I,unknown,3.86,"349,594",May 1814,"Jul 10, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I cannot bring myself to give Jane Austen a “meh” star rating. I just can’t. However, “meh” is my feeling about Mansfield Park. I read it for the firsI cannot bring myself to give Jane Austen a “meh” star rating. I just can’t. However, “meh” is my feeling about Mansfield Park. I read it for the first time in university and didn’t get it. I went in with reasonably high expectations because I enjoyed the 1999 film adaptation and then I felt cheated. This reread does not do much to shift my feelings about this one. It’s Fanny people, she’s the centre of my struggles with MP. I want her to be more, and she just isn’t. I get that this is sort of the point of Fanny, and yet she disappoints me.So, I put down this book glad it is over, which sort of breaks my heart as an Austenite. I have decided to seek out the opinions and insights of Austen scholars on MP, so that I might shift my view before the next time I decide to reread all of Austen.In the meantime, there are still some lovely lines to savor, thank goodness…Lines I underlined:“Life seems but a quick succession of busy nothings.”“We have all a better guide in ourselves, if we would attend to it, than any other person can be.”“But indeed I would rather have nothing but tea.”“I have no talent for certainty.”...more",Notes are private!,0,2,1,"Apr 30, 2023","May 28, 2023","Apr 30, 2023",,Audible Audio,view (with text),/book/show/44424016-mansfield-park
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saturday Night at the Lakeside Supper Club,"Stradal, J. Ryan*",,,B0B9P1CPT4,unknown,3.64,"21,112","Apr 18, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5⭐️full of heart | family legacies | warm and wistfulThis is for you if you like restaurant stories, flawed female characters with big dreams and st4.5⭐️full of heart | family legacies | warm and wistfulThis is for you if you like restaurant stories, flawed female characters with big dreams and strong wills, a narrative that feels like soul food.Reminded me of:Marrying the Ketchups by Jennifer CloseLast Summer at the Golden Hotel by Elyssa FriedlandLines I underlined:“She still didn’t know what she was going to do with her life. All she knew, was that this was where she wanted to start.”“Who are you always looking for?"" people sometimes asked him. ""The love of my life,"" he always replied.”“This is how a future gets derailed, she thought. She’d heard enough regrets in her lifetime to know that dreams don’t always die because of something terrible, but more often because of something that’s merely acceptable.”...more",Notes are private!,0,4,1,"Apr 25, 2023","May 07, 2023","Apr 25, 2023",,Audible Audio,view (with text),/book/show/136337865-saturday-night-at-the-lakeside-supper-club
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Two Feathers Fell From The Sky,"Verble, Margaret",0358554837,9780358554837,0358554837,384        pp,3.61,"1,886","Oct 12, 2021","Oct 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️strange | strong sense of history, but also personal | circus and community This is for you if you like… stories about outsiders, the spiritual r4.0⭐️strange | strong sense of history, but also personal | circus and community This is for you if you like… stories about outsiders, the spiritual realm whispering behind everyday reality, animal-human connection, strong female characters.Reminded me of:Water for ElephantsLines I underlined:“If ya sit real still, the world will come to ya. A path will open up.”“We get the world we have, not the one we want. But we can make this one better.”...more",Notes are private!,0,2,1,"Apr 22, 2023","Apr 30, 2023","Apr 22, 2023",,Hardcover,view (with text),/book/show/56058677-when-two-feathers-fell-from-the-sky
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Russian Doll,"Loesch, Kristen*",,,,406        pp,3.80,"8,615","Feb 17, 2022","Mar 14, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5⭐️Disclaimer: I’m putting this one into the “I think I should have loved this, and probably would have, if I’d read it at another time” category.st3.5⭐️Disclaimer: I’m putting this one into the “I think I should have loved this, and probably would have, if I’d read it at another time” category.strong sense of place | expansive timelines | all the family drama and secretsThis book is for you if… you love romance, Russian settings, fairy tales and sagas, complicated plots and people.Reminded me of:Anna KareninaThe Bear and the Nightingale by Katherine ArdenLines I underlined:“Maybe it’s all anyone needs in the end, to tell their story and to be believed.”“The most dangerous stories are the ones people don’t realize they are telling.”“Most of my mother is far away, and long ago.”...more",Notes are private!,0,0,1,"Apr 18, 2023","Apr 23, 2023","Apr 18, 2023",,Hardcover,view (with text),/book/show/61261034-the-last-russian-doll
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Have Some Questions for You,"Makkai, Rebecca*",,,,unknown,3.62,"101,873","Feb 21, 2023","Feb 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4⭐️true crime podcasts | #metoo | elite private school vibesThis is for you if you like propulsive mysteries with depth and fine writing, stories that4⭐️true crime podcasts | #metoo | elite private school vibesThis is for you if you like propulsive mysteries with depth and fine writing, stories that tackle the unreliableness of memory, clever structures and the messy realism of unresolved endings.Reminded me of:Miracle Creek by Angie Kim (Another more literary mystery where the characters captivate you and many complex questions are raised beyond “who is guilty?”)Truly Devious by Maureen Johnson (This book feels like the adult version of Johnson’s fabulous YA series)Lines I underlined:“Life isn’t that messy if you stay away from mess.”“For a teenager, being seen a certain way is as good as being that way.”“It was the one where she walked around in her skin and her bones for the rest of her life but her body was never recovered. You know the one.”...more",Notes are private!,0,5,1,"Apr 08, 2023","Apr 15, 2023","Apr 08, 2023",,Audiobook,view (with text),/book/show/95583784-i-have-some-questions-for-you
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Menopause Manifesto: Own Your Health with Facts and Feminism,"Gunter, Jen",,,,unknown,4.11,"5,687","May 25, 2021","May 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"info with a light touch | feminist and empowering | myth-bustingThis book is for you if… you want to go into menopause with your eyes open by broadeniinfo with a light touch | feminist and empowering | myth-bustingThis book is for you if… you want to go into menopause with your eyes open by broadening your understanding of the science and societal storytelling around this time of life.Lines I underlined:“If menopause were on yelp it would have one star.”“Women are so much more than just their ovaries.”“Women are gaslit into believing that their bodies - the very thing that allows them to hack the big brain-small pelvis equation - are problematic and that consequently they themselves are problematic. We're dirty, silly, fat, gross, weak, or we're simply complainers. We are forced to make do with a medical system largely designed around the needs of men and we have our medical concerns dismissed as ""not that bad"" or we are told they are fabricated.”...more",Notes are private!,0,0,1,"Apr 07, 2023","Apr 23, 2023","Apr 07, 2023",,ebook,view (with text),/book/show/58317712-the-menopause-manifesto
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Faking Christmas,"Winfrey, Kerry*",,,,unknown,3.67,"4,620","Sep 26, 2023","Sep 26, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5⭐️Lines I underlined:“I change into my very cute pyjamas that include tiny shorts covered in unicorns. I didn’t anticipate sharing a bed with my ne3.5⭐️Lines I underlined:“I change into my very cute pyjamas that include tiny shorts covered in unicorns. I didn’t anticipate sharing a bed with my nemesis when I packed these.”“There’s nothing more romantic than equal distribution of household labour.”...more,Notes are private!,0,1,1,"Nov 24, 2023","Dec 03, 2023","Apr 04, 2023",,Audiobook,view (with text),/book/show/197585686-faking-christmas
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",0241998484,9780241998489,,390        pp,4.18,"297,503","Mar 14, 2023","Mar 13, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️wistful | sisterhood | complicated loveThis is for you if you like family drama, echos of beloved classics, messy relationships and characters yo4.0⭐️wistful | sisterhood | complicated loveThis is for you if you like family drama, echos of beloved classics, messy relationships and characters you can’t fully like.Reminded me of:• Little Women (I mostly enjoyed the distant references, but I was also kind of bothered when this novel didn’t align a little more with that classic. For instance, Rose was not Marmee, not by a long shot. That was confusing given how huge a presence Marmee was in the original).• The Most Fun We Ever Had by Claire Lombardo for complicated family stuff and sisterhoodLines I underlined:“Her sister had read hundreds of novels - it had been Sylvie’s only interest, and hobby, for their entire lives - and out of these books she’d plucked a life goal: to have a great, once-in-a-century love affair. It was a child’s dream, but Sylvia was still holding on to it with both hands.”“She was no longer who she used to be, and she wasn’t yet whoever she was becoming.”“We have to keep growing, or we don’t live.”“Adults are idiots. My goal is to growup and not be an idiot.”...more",Notes are private!,0,3,1,"Apr 02, 2023","Apr 15, 2023","Apr 02, 2023",,ebook,view (with text),/book/show/62988490-hello-beautiful
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rachel Incident,"O'Donoghue, Caroline*",0593535707,9780593535707,0593535707,304        pp,4.12,"49,607","Jun 22, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2023",,Hardcover,view,/book/show/63094957-the-rachel-incident
