,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Shan's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fruit of the Drunken Tree,"Rojas Contreras, Ingrid*",,,,304        pp,3.95,"18,070","Jul 31, 2018","Jul 31, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 07, 2019","Jan 12, 2019","Jan 07, 2019",,Hardcover,view,/book/show/36636727-fruit-of-the-drunken-tree
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Severance,"Ma, Ling*",0374261598,9780374261597,0374261598,291        pp,3.92,"99,020","Aug 14, 2018","Aug 14, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 04, 2019","Jan 05, 2019","Jan 05, 2019",,Hardcover,view,/book/show/36348525-severance
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vox,"Dalcher, Christina*",0440000785,9780440000785,0440000785,336        pp,3.54,"80,078","Aug 21, 2018","Aug 21, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 03, 2019","Jan 03, 2019","Jan 03, 2019",,Hardcover,view,/book/show/37796866-vox
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",0316556343,9780316556347,0316556343,393        pp,4.24,"1,052,909","Apr 10, 2018","Apr 10, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 02, 2019",,Hardcover,view,/book/show/35959740-circe
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mem,"Morrow, Bethany C.*",1944700552,9781944700553,1944700552,184        pp,3.62,"3,428","May 22, 2018","May 22, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 02, 2019",,Hardcover,view,/book/show/36211478-mem
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Alone,"Hannah, Kristin*",,,,435        pp,4.42,"784,476","Feb 06, 2018","Feb 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 28, 2018",Dec 2018,"Dec 27, 2018",,Kindle Edition,view,/book/show/34912895-the-great-alone
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of M,"Shepherd, Peng*",0062669605,9780062669605,0062669605,485        pp,3.69,"19,385","Jun 05, 2018","Jun 05, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 26, 2018","Dec 27, 2018","Dec 27, 2018",,Hardcover,view,/book/show/36204070-the-book-of-m
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perfect Mother,"Molloy, Aimee",0062696793,9780062696793,0062696793,317        pp,3.53,"59,269","May 01, 2018","May 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 25, 2018","Dec 26, 2018","Dec 27, 2018",,Hardcover,view,/book/show/35887193-the-perfect-mother
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kiss Quotient        (The Kiss Quotient, #1)","Hoang, Helen*",0451490819,,B075HXST4P,323        pp,3.90,"437,269","Jun 05, 2018","Jun 05, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 24, 2018","Dec 25, 2018","Dec 27, 2018",,Kindle Edition,view,/book/show/36199084-the-kiss-quotient
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Origins of Totalitarianism,"Arendt, Hannah",,,,527        pp,4.30,"12,196",1951,1973,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2018",,Paperback,view,/book/show/396931.The_Origins_of_Totalitarianism
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sourdough,"Sloan, Robin*",0374203105,9780374203108,0374203105,259        pp,3.76,"56,778","Aug 01, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2018",,Hardcover,view,/book/show/33916024-sourdough
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The King of Crows        (The Diviners, #4)","Bray, Libba*",0316126098,9780316126090,0316126098,560        pp,3.95,"13,035","Feb 04, 2020","Feb 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 14, 2018",,Hardcover,view,/book/show/25985242-the-king-of-crows
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dog Stars,"Heller, Peter",0307959945,9780307959942,0307959945,336        pp,3.95,"64,432","Aug 07, 2012","Aug 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2018",,Hardcover,view,/book/show/13330761-the-dog-stars
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far North,"Theroux, Marcel",0571237770,9780571237777,0571237770,288        pp,3.80,"4,587","Jun 09, 2009",2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2018",,Paperback,view,/book/show/4889214-far-north
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Constellation of Vital Phenomena,"Marra, Anthony*",0770436420,9780770436421,0770436420,416        pp,4.12,"53,949","May 07, 2013","Feb 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2018",,Paperback,view,/book/show/18428067-a-constellation-of-vital-phenomena
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Other People,"Smith, Zadie",0143038184,9780143038184,0143038184,289        pp,3.46,"3,290","Nov 01, 2008","Jan 02, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Paperback,view,/book/show/29705.The_Book_of_Other_People
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Attachments,"Rowell, Rainbow*",,,,323        pp,3.87,"199,453","Apr 14, 2011","Apr 14, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Hardcover,view,/book/show/8909152-attachments
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0735224293,9780735224292,0735224293,338        pp,4.08,"1,175,388","Sep 12, 2017","Sep 12, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2018,"Sep 06, 2018",,Hardcover,view,/book/show/34273236-little-fires-everywhere
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If We Were Villains,"Rio, M.L.*",1250095301,9781250095305,,368        pp,4.17,"272,500","Apr 11, 2017","Apr 11, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Sep 2018,Sep 2018,"Sep 06, 2018",,ebook,view,/book/show/32076630-if-we-were-villains
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seveneves,"Stephenson, Neal*",0062190415,9780062190413,0062190415,880        pp,4.00,"115,507","May 19, 2015","May 19, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,ebook,view,/book/show/22752699-seveneves
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House on Mango Street,"Cisneros, Sandra",0345807197,9780345807199,,110        pp,3.69,"190,552",1984,"Apr 28, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,ebook,view,/book/show/17736850-the-house-on-mango-street
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"By Blood We Live        (The Last Werewolf, #3)","Duncan, Glen",,,B00EGMQIFY,368        pp,3.69,"2,218","Jan 01, 2014","Feb 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Kindle Edition,view,/book/show/13622492-by-blood-we-live
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Talulla Rising        (The Last Werewolf, #2)","Duncan, Glen",0307595099,9780307595096,0307595099,368        pp,3.78,"4,395","Apr 05, 2012","Jun 26, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Hardcover,view,/book/show/12981174-talulla-rising
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I, Lucifer","Duncan, Glen",0802140149,9780802140142,0802140149,272        pp,3.60,"9,396","Jul 01, 2002","Apr 02, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Paperback,view,/book/show/66717.I_Lucifer
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Werewolf        (The Last Werewolf #1),"Duncan, Glen",,,B004G60FUY,353        pp,3.45,"16,317","Jan 01, 2011","Jul 12, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Kindle Edition,view,/book/show/40651862-the-last-werewolf
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Ruins,"Walter, Jess",0061928127,9780061928123,0061928127,337        pp,3.68,"177,404","Jun 12, 2012","Jun 12, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Hardcover,view,/book/show/11447921-beautiful-ruins
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paperback Original,"Rhode, Will",1594480141,9781594480140,1594480141,464        pp,3.41,347,2002,"Apr 06, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Paperback,view,/book/show/803556.Paperback_Original
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0061122416,9780061122415,B00A2KBUGQ,197        pp,3.91,"3,056,394",1988,"May 01, 1993",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Paperback,view,/book/show/865.The_Alchemist
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Farm,"Orwell, George",,,,122        pp,3.99,"3,884,181","Aug 17, 1945","May 06, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Paperback,view,/book/show/7613.Animal_Farm
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sum of All Fears        (Jack Ryan, #6)","Clancy, Tom",0425184226,9780425184226,0425184226,914        pp,4.06,"62,561","Aug 14, 1991","May 07, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Mass Market Paperback,view,/book/show/34993.The_Sum_of_All_Fears
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Insurgent        (Divergent, #2)","Roth, Veronica*",0007442912,9780007442911,0007442912,525        pp,3.97,"1,498,730","May 01, 2012","May 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Hardcover,view,/book/show/11735983-insurgent
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Wild,"Krakauer, Jon*",0385486804,9780385486804,0385486804,203        pp,4.01,"1,090,264","Jan 13, 1996","Feb 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Paperback,view,/book/show/1845.Into_the_Wild
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dan Brown Omnibus: Angels and Demons / The da Vinci Code        (Robert Langdon, #1-2)","Brown, Dan*",0593054601,9780593054604,0593054601,864        pp,4.30,"48,480",unknown,"Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Hardcover,view,/book/show/643301.Dan_Brown_Omnibus
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Origin        (Robert Langdon, #5)","Brown, Dan*",,,,638        pp,3.89,"326,205","Oct 03, 2017","Jul 17, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2018,"Sep 06, 2018",,Paperback,view,/book/show/40858486-origin
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Symbol        (Robert Langdon, #3)","Brown, Dan*",0385504225,9780385504225,0385504225,509        pp,3.75,"608,805",2009,"Sep 15, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Hardcover,view,/book/show/6411961-the-lost-symbol
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crucible: A Play in Four Acts,"Miller, Arthur",0142437336,9780142437339,0142437336,143        pp,3.60,"408,457","May 01, 1946","Mar 25, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Paperback,view,/book/show/17250.The_Crucible
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beach,"Garland, Alex",1573226521,9781573226523,1573226521,436        pp,3.97,"87,491","Oct 14, 1996","Feb 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Paperback,view,/book/show/607639.The_Beach
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Divine Secrets of the Ya-Ya Sisterhood,"Wells, Rebecca*",006075995X,9780060759957,006075995X,383        pp,3.85,"557,143","May 22, 1996","Dec 07, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Paperback,view,/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cat in the Hat        (The Cat in the Hat, #1)",Dr. Seuss,039480001X,9780394800011,039480001X,61        pp,4.19,"540,723","Mar 12, 1957",1985,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Hardcover,view,/book/show/233093.The_Cat_in_the_Hat
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Da Vinci Code        (Robert Langdon, #2)","Brown, Dan*",,,,489        pp,3.91,"2,351,693","Mar 18, 2003","Mar 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Paperback,view,/book/show/968.The_Da_Vinci_Code
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Annihilation        (Southern Reach, #1)","VanderMeer, Jeff*",,,B00EGJ32A6,210        pp,3.77,"232,223","Feb 04, 2014","Feb 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jul 2018,"Sep 06, 2018",,Kindle Edition,view,/book/show/20410192-annihilation
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arkwright,"Steele, Allen M.",0765382156,9780765382153,0765382156,336        pp,3.68,"3,221","Mar 01, 2016","Mar 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2018",,Hardcover,view,/book/show/25659450-arkwright
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in the Window,"Finn, A.J.",,,,455        pp,3.95,"779,732","Jan 02, 2018","Jan 02, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2018,"Sep 06, 2018",,Kindle Edition,view,/book/show/40389527-the-woman-in-the-window
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,California,"Lepucki, Edan*",0316250813,9780316250818,0316250813,393        pp,3.24,"20,090","Jul 08, 2014","Jul 08, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 05, 2017",,Hardcover,view,/book/show/18774020-california
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Morning, Midnight","Brooks-Dalton, Lily*",0812998901,9780812998900,,218        pp,3.90,"20,767","Aug 09, 2016","Aug 09, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 13, 2017",,ebook,view,/book/show/27405160-good-morning-midnight
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guineveres,"Domet, Sarah",1250086612,9781250086617,1250086612,352        pp,3.29,"3,496","Oct 04, 2016","Oct 04, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 08, 2017","Sep 06, 2017","May 08, 2017",,Hardcover,view,/book/show/28220847-the-guineveres
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Saga, Volume 1","Vaughan, Brian K.*",1607066017,9781607066019,1607066017,160        pp,4.17,"332,587","Oct 10, 2012","Oct 23, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 03, 2017",,Paperback,view,/book/show/15704307-saga-volume-1
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid’s Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,311        pp,4.14,"2,047,010",1985,Apr 1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 03, 2017","Sep 06, 2017","May 03, 2017",,Paperback,view,/book/show/38447.The_Handmaid_s_Tale
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Before the Devil Breaks You        (The Diviners, #3)","Bray, Libba*",0316126063,9780316126069,0316126063,552        pp,4.26,"19,416","Oct 03, 2017","Oct 03, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2018,"May 01, 2017",,Hardcover,view,/book/show/25985241-before-the-devil-breaks-you
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lair of Dreams        (The Diviners, #2)","Bray, Libba*",0316126047,9780316126045,0316126047,613        pp,4.11,"32,161","Aug 25, 2015","Aug 25, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 01, 2017",,Hardcover,view,/book/show/16060716-lair-of-dreams
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sweet Far Thing        (Gemma Doyle, #3)","Bray, Libba*",0385730306,9780385730303,0385730306,819        pp,3.97,"71,349","Dec 26, 2007","Dec 26, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 01, 2017",,Hardcover,view,/book/show/127459.The_Sweet_Far_Thing
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rebel Angels        (Gemma Doyle, #2)","Bray, Libba*",0385733410,9780385733410,0385733410,548        pp,3.94,"110,221","Dec 26, 2004","Aug 25, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 01, 2017",,Paperback,view,/book/show/51428.Rebel_Angels
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Diviners        (The Diviners, #1)","Bray, Libba*",,,,578        pp,3.94,"98,258","Sep 18, 2012","Sep 18, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 01, 2017",,Hardcover,view,/book/show/7728889-the-diviners
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"618,452","Mar 10, 2015","Mar 10, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 01, 2017",,Hardcover,view,/book/show/22822858-a-little-life
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls,"Cline, Emma",081299860X,9780812998603,081299860X,355        pp,3.50,"216,856","Jun 14, 2016","Jun 14, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 01, 2017",,Hardcover,view,/book/show/26893819-the-girls
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kolymsky Heights,"Davidson, Lionel",0312114079,9780312114077,0312114079,361        pp,3.75,"4,496","Aug 15, 1994","Jan 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 01, 2017",,Hardcover,view,/book/show/1323235.Kolymsky_Heights
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell the Wolves I'm Home,"Brunt, Carol Rifka*",0679644199,9780679644194,0679644199,360        pp,4.03,"143,069","Jun 19, 2012","Jun 19, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 01, 2017",,Hardcover,view,/book/show/12875258-tell-the-wolves-i-m-home
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Endless Numbered Days,"Fuller, Claire*",1941040012,9781941040010,1941040012,394        pp,3.67,"16,549","Feb 16, 2015","Mar 17, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 01, 2017",,Paperback,view,/book/show/22825631-our-endless-numbered-days
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,See How Small,"Blackwood, Scott*",031637380X,9780316373807,031637380X,224        pp,2.70,"1,717","Jan 20, 2015","Jan 20, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 01, 2017",,Hardcover,view,/book/show/22208282-see-how-small
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wonder,"Donoghue, Emma*",0316393878,9780316393874,0316393878,291        pp,3.64,"86,234","Sep 20, 2016","Sep 20, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 01, 2017",,Hardcover,view,/book/show/28449257-the-wonder
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Circle        (The Circle, #1)","Eggers, Dave",,,0385351399,493        pp,3.43,"217,691","Oct 08, 2013","Oct 08, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 01, 2017",,Hardcover,view,/book/show/18302455-the-circle
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shadow of Night        (All Souls, #2)","Harkness, Deborah*",0670023485,9780670023486,0670023485,584        pp,4.08,"241,119","Jul 10, 2012","Jul 10, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 01, 2017",,Hardcover,view,/book/show/11559200-shadow-of-night
