,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Michelle's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lacuna,"Kingsolver, Barbara",0060852577,9780060852573,0060852577,508        pp,3.81,"69,416","Nov 03, 2009","Nov 03, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 16, 2019","May 24, 2019","May 16, 2019",,Hardcover,view,/book/show/6433752-the-lacuna
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",,,,496        pp,4.33,"471,182","Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2019",,Kindle Edition,view,/book/show/34051011-pachinko
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La Belle Sauvage        (The Book of Dust, #1)","Pullman, Philip",0375815309,9780375815300,0375815309,449        pp,4.15,"101,737","Oct 19, 2017","Oct 19, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 10, 2017","May 07, 2019",,Hardcover,view,/book/show/34128219-la-belle-sauvage
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Buried Giant,"Ishiguro, Kazuo*",030727103X,9780307271037,030727103X,317        pp,3.57,"105,194","Mar 03, 2015",Mar 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2019",,Hardcover,view,/book/show/22522805-the-buried-giant
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Little Lies,"Moriarty, Liane*",0399167064,9780399167065,0399167064,458        pp,4.31,"1,006,036","Dec 25, 2014","Jul 29, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 30, 2019","May 06, 2019","Apr 30, 2019",,Hardcover,view,/book/show/19486412-big-little-lies
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Dark Vanessa,"Russell, Kate Elizabeth*",006294150X,9780062941503,006294150X,373        pp,4.10,"326,117","Mar 10, 2020","Mar 10, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 18, 2020","Mar 31, 2020","Apr 30, 2019",,Hardcover,view,/book/show/44890081-my-dark-vanessa
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road,"McCarthy, Cormac",0307265439,9780307265432,0307265439,241        pp,3.99,"904,399","Sep 26, 2006","Oct 02, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2019",,Hardcover,view,/book/show/6288.The_Road
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Day of the Jackal,"Forsyth, Frederick",,,0553266306,358        pp,4.27,"134,238",Jun 1971,Sep 1979,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2019",,Mass Market Paperback,view,/book/show/540020.The_Day_of_the_Jackal
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queenie,"Carty-Williams, Candice*",,,,387        pp,3.86,"142,183","Mar 19, 2019","Apr 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2019",,Hardcover,view,/book/show/45024078-queenie
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Force of Nature        (Aaron Falk, #2)","Harper, Jane*",1250105633,9781250105639,1250105633,326        pp,3.84,"110,072","Sep 26, 2017","Feb 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 23, 2019","Apr 30, 2019","Apr 23, 2019",,Hardcover,view,/book/show/34275222-force-of-nature
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fever Dream,"Schweblin, Samanta",0399184597,9780399184598,0399184597,183        pp,3.73,"39,587","Oct 02, 2014","Jan 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2019",,Hardcover,view,/book/show/30763882-fever-dream
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dry        (Aaron Falk, #1)","Harper, Jane*",,,,336        pp,4.06,"239,205","Nov 08, 2016","May 31, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 18, 2019","Apr 23, 2019","Apr 18, 2019",,Kindle Edition,view,/book/show/27824826-the-dry
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid’s Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,311        pp,4.14,"2,046,882",1985,Apr 1998,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2019","Apr 18, 2019","Apr 18, 2019",,Paperback,view,/book/show/38447.The_Handmaid_s_Tale
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone Who Will Love You in All Your Damaged Glory,"Bob-Waksberg, Raphael",,,,256        pp,4.03,"34,543","Jun 11, 2019","Jun 11, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A selection of short stories. Some are really good, especially the one on love from a dogs perspective, but some are really wet and 6th form poetryesqA selection of short stories. Some are really good, especially the one on love from a dogs perspective, but some are really wet and 6th form poetryesque ...more",Notes are private!,0,0,1,"Jun 30, 2020","Dec 28, 2020","Apr 05, 2019",,Kindle Edition,view (with text),/book/show/41949311-someone-who-will-love-you-in-all-your-damaged-glory
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spring        (Seasonal Quartet, #3)","Smith, Ali",0241207053,9780241207055,0241207053,336        pp,4.09,"14,140","Mar 28, 2019","Mar 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2019",,Paperback,view,/book/show/40545817-spring
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freshwater,"Emezi, Akwaeke*",0571345395,9780571345397,0571345395,240        pp,4.03,"31,626","Feb 13, 2018","Jan 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2019",,Hardcover,view,/book/show/38622676-freshwater
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Places,"Flynn, Gillian*",0307341569,9780307341563,0307341569,424        pp,3.95,"751,301",2009,"May 05, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2019","Apr 05, 2019","Apr 03, 2019",,Hardcover,view,/book/show/5886881-dark-places
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All You Can Ever Know,"Chung, Nicole*",1936787970,9781936787975,1936787970,240        pp,3.86,"24,517","Oct 02, 2018","Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2019",,Hardcover,view,/book/show/30297153-all-you-can-ever-know
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Source of Self-Regard: Selected Essays, Speeches, and Meditations","Morrison, Toni",0525521038,9780525521037,0525521038,354        pp,4.30,"3,677","Feb 12, 2019","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2019",,Hardcover,view,/book/show/40265834-the-source-of-self-regard
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Sister, the Serial Killer","Braithwaite, Oyinkan*",0385544235,9780385544238,0385544235,226        pp,3.67,"293,702","Jul 17, 2018","Nov 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 22, 2019","Mar 25, 2019","Mar 22, 2019",,Hardcover,view,/book/show/38819868-my-sister-the-serial-killer
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moon Fevers: Poems,"Thuyên, Nhã",1911284223,9781911284222,1911284223,50        pp,3.50,24,"Feb 14, 2019","Feb 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2019",,Paperback,view,/book/show/43451229-moon-fevers
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Text Me When You Get Home: The Evolution and Triumph of Modern Female Friendship,"Schaefer, Kayleen*",0525527532,9780525527534,,7        pp,3.47,"8,154","Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2019",,Audiobook,view,/book/show/35268117-text-me-when-you-get-home
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Doll Factory,"Macneal, Elizabeth*",1529002397,9781529002393,1529002397,336        pp,3.77,"23,802","May 02, 2019","May 02, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 07, 2019","May 08, 2019","Mar 14, 2019",,Hardcover,view,/book/show/38591165-the-doll-factory
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Offshore,"Fitzgerald, Penelope",0006542565,9780006542568,0006542565,140        pp,3.59,"6,811",1979,"Sep 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2019",,Paperback,view,/book/show/108615.Offshore
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Light Years        (Cazalet Chronicles, #1)","Howard, Elizabeth Jane",0671527932,9780671527938,0671527932,434        pp,3.95,"15,172",1990,"Jul 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2019",,Paperback,view,/book/show/931447.The_Light_Years
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,163","Sep 23, 2013","Oct 22, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 03, 2019","Mar 15, 2019","Mar 03, 2019",,Hardcover,view,/book/show/17333223-the-goldfinch
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Have the Right to Remain Fat,"Tovar, Virgie*",1936932318,9781936932313,1936932318,136        pp,4.27,"2,392","Aug 14, 2018","Aug 14, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 13, 2019","Mar 17, 2019","Feb 13, 2019",,Paperback,view,/book/show/37798684-you-have-the-right-to-remain-fat
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone Please Have Sex With Me,"Wynbrandt, Gina*",1937541177,9781937541170,1937541177,140        pp,3.65,690,"May 10, 2016","May 31, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 13, 2019","Mar 25, 2019","Feb 13, 2019",,Paperback,view,/book/show/27181415-someone-please-have-sex-with-me
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave New World / Brave New World Revisited,"Huxley, Aldous",0060776099,9780060776091,0060776099,340        pp,4.16,"165,131",1958,"Jul 05, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2019",,Paperback,view,/book/show/5479.Brave_New_World_Brave_New_World_Revisited
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Picture of Dorian Gray,"Wilde, Oscar",,,,272        pp,4.12,"1,534,823",Jun 1890,"Jun 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2019",,Paperback,view,/book/show/5297.The_Picture_of_Dorian_Gray
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone with the Wind,"Mitchell, Margaret",,,0446675539,"1,037        pp",4.31,"1,207,872","Jun 30, 1936","Apr 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2019",,Mass Market Paperback,view,/book/show/18405.Gone_with_the_Wind
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wuthering Heights,"Brontë, Emily",,,,464        pp,3.89,"1,805,375",Dec 1847,2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Total batshit,Notes are private!,0,3,2,"Sep 05, 2022Jun 07, 2019","Sep 05, 2022Jun 08, 2019","Feb 13, 2019",,Paperback,view (with text),/book/show/6185.Wuthering_Heights
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Women,"Alcott, Louisa May",,,0451529308,449        pp,4.15,"2,233,427",1868,"Apr 06, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 25, 2020","Aug 02, 2020","Feb 13, 2019",,Paperback,view,/book/show/1934.Little_Women
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jane Eyre,"Brontë, Charlotte",0142437204,9780142437209,0142437204,532        pp,4.15,"2,094,517","Oct 16, 1847","Feb 04, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 29, 2019","Aug 05, 2019","Feb 13, 2019",,Paperback,view,/book/show/10210.Jane_Eyre
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,269,081","Jan 28, 1813","Oct 10, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wouldn't have had the patience to wait for Mr Darcy to stop being such a posho prickWouldn't have had the patience to wait for Mr Darcy to stop being such a posho prick...more,Notes are private!,0,1,1,"Sep 16, 2019","Sep 22, 2019","Feb 13, 2019",,Paperback,view (with text),/book/show/1885.Pride_and_Prejudice
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drive Your Plow over the Bones of the Dead,"Tokarczuk, Olga",1910695718,9781910695715,1910695718,270        pp,3.96,"100,285","Nov 25, 2009",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2019",,Paperback,view,/book/show/36609308-drive-your-plow-over-the-bones-of-the-dead
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revolting Prostitutes: The Fight for Sex Workers’ Rights,"Smith, Molly",1786633604,9781786633606,1786633604,278        pp,4.61,"3,626","Jun 26, 2018","Jun 26, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2019",,Paperback,view,/book/show/36424668-revolting-prostitutes
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls,"Cline, Emma",081299860X,9780812998603,081299860X,355        pp,3.50,"216,840","Jun 14, 2016","Jun 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2019",,Hardcover,view,/book/show/26893819-the-girls
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Returning to Reims,"Eribon, Didier",1584351233,9781584351238,1584351233,256        pp,4.26,"5,839","Sep 30, 2009","Sep 13, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2019",,Paperback,view,/book/show/17895842-returning-to-reims
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Convenience Store Woman,"Murata, Sayaka",,,,163        pp,3.69,"278,579","Jul 27, 2016","Jun 27, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 30, 2019","Jan 31, 2019","Jan 31, 2019",,Paperback,view,/book/show/38357895-convenience-store-woman
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming,"Obama, Michelle*",,,,426        pp,4.46,"1,047,710","Nov 13, 2018","Nov 13, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 30, 2019","Mar 25, 2019","Jan 30, 2019",,Hardcover,view,/book/show/38746485-becoming
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witches Are Coming,"West, Lindy",0316449881,9780316449885,0316449881,260        pp,4.13,"24,498","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2019",,Hardcover,view,/book/show/38362811-the-witches-are-coming
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heavens,"Newman, Sandra*",1783784849,9781783784844,1783784849,272        pp,3.25,"5,223","Feb 12, 2019","May 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2019",,Hardcover,view,/book/show/41182168-the-heavens
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Wall,"Moss, Sarah*",1783784458,9781783784455,1783784458,152        pp,3.74,"24,553","Sep 20, 2018","Sep 20, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dads are such wankersLoved the story so much, the characters felt very believable. It made me think so much and I couldn't put it down.Dads are such wankersLoved the story so much, the characters felt very believable. It made me think so much and I couldn't put it down....more",Notes are private!,0,1,1,"Jan 13, 2020","Jan 15, 2020","Jan 28, 2019",,Hardcover,view (with text),/book/show/38922230-ghost-wall
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If They Come for Us,"Asghar, Fatimah",052550978X,9780525509783,052550978X,100        pp,4.25,"7,459","Jun 26, 2018","Jun 26, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2019",,Paperback,view,/book/show/36477795-if-they-come-for-us
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,364","May 06, 2014","Jan 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 12, 2020","Jul 16, 2020","Jan 28, 2019",,Hardcover,view,/book/show/18143977-all-the-light-we-cannot-see
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl with All the Gifts        (The Girl With All the Gifts, #1)","Carey, M.R.*",0356500152,9780356500157,0356500152,461        pp,3.95,"227,750","Jan 14, 2014","Jun 19, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2019",,Paperback,view,/book/show/17235026-the-girl-with-all-the-gifts
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where'd You Go, Bernadette","Semple, Maria",0316204277,9780316204279,0316204277,330        pp,3.88,"572,358","Aug 14, 2012","Aug 14, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2019",,Hardcover,view,/book/show/13526165-where-d-you-go-bernadette
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of the Affair,"Greene, Graham",,,,160        pp,3.90,"64,524",1951,"Oct 07, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 21, 2019","Feb 27, 2019","Jan 28, 2019",,Paperback,view,/book/show/29641.The_End_of_the_Affair
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Titanic,"Minamore, Bridget",,,,unknown,4.10,70,2016,2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 27, 2019","Jan 27, 2019","Jan 27, 2019",,Paperback,view,/book/show/30318061-titanic
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Literally Show Me a Healthy Person,"Wilder, Darcie",,,,97        pp,3.55,"2,231","Apr 03, 2017","Apr 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2019",,,view,/book/show/34146472-literally-show-me-a-healthy-person
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To the Lighthouse,"Woolf, Virginia",,,140679239X,209        pp,3.80,"183,340","May 05, 1927","Dec 27, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2019",,Paperback,view,/book/show/59716.To_the_Lighthouse
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Room with a View,"Forster, E.M.",1420925431,9781420925432,1420925431,119        pp,3.90,"183,930",1908,"Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 28, 2019","Jan 30, 2019","Jan 25, 2019",,Paperback,view,/book/show/3087.A_Room_with_a_View
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jamaica Inn,"du Maurier, Daphne",0316252905,9780316252904,,320        pp,3.89,"50,076",1936,"Dec 17, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 13, 2021","Mar 27, 2021","Jan 25, 2019",,ebook,view,/book/show/18869967-jamaica-inn
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Cousin Rachel,"du Maurier, Daphne",0316252964,9780316252966,,352        pp,3.99,"59,120",1951,"Dec 17, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 12, 2019","Jun 12, 2019","Jan 25, 2019",,ebook,view,/book/show/18869970-my-cousin-rachel
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad,"Whitehead, Colson*",0385542364,9780385542364,0385542364,320        pp,4.06,"401,186","Aug 02, 2016","Aug 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 05, 2020","Dec 05, 2020","Jan 24, 2019",,Hardcover,view,/book/show/30555488-the-underground-railroad
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anna Karenina,"Tolstoy, Leo",,,,964        pp,4.09,"848,018",1878,"Oct 16, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2019",,Paperback,view,/book/show/15823480-anna-karenina
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Less        (Arthur Less, #1)","Greer, Andrew Sean",,,B01MSICPW3,273        pp,3.64,"203,355","Jul 18, 2017","Jul 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 24, 2019","Jan 28, 2019","Jan 24, 2019",,Kindle Edition,view,/book/show/39927096-less
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chain,"McKinty, Adrian",031653126X,9780316531269,031653126X,357        pp,3.80,"118,328","Feb 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2019",,Hardcover,view,/book/show/42779092-the-chain
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meaty,"Irby, Samantha*",0988480425,9780988480421,0988480425,250        pp,3.90,"16,024","Sep 09, 2013","Sep 10, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 25, 2019","Mar 31, 2019","Jan 22, 2019",,Paperback,view,/book/show/17259934-meaty
