,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bam cooks the books ;-)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"These Still Black Waters        (Jess Lambert, #1)","McDonald, Christina*",1662511620,9781662511622,B0BGMDRQNW,299        pp,3.89,"6,609","Oct 01, 2023","Oct 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2023",,Kindle Edition,view,/book/show/61660077-these-still-black-waters
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Signal Fires,"Shapiro, Dani*",0593534727,9780593534724,0593534727,229        pp,3.92,"32,976","Oct 18, 2022","Oct 11, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Simply put, I loved this story. It's touching and beautifully written. I came to love some of the characters and found the theory that all time existsSimply put, I loved this story. It's touching and beautifully written. I came to love some of the characters and found the theory that all time exists simultaneously intriguing and well demonstrated by the structure of the novel. I'm looking forward to Carol Fitzgerald's interview with Dani Shapiro on November 30th, 2023. Here's the link to register if you are interested: https://us02web.zoom.us/webinar/regis.......more",Notes are private!,7,17,1,"Nov 15, 2023","Nov 16, 2023","Oct 27, 2023",,Hardcover,view (with text),/book/show/59573299-signal-fires
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Backyard Bird Chronicles,"Tan, Amy*",0593536134,9780593536131,,320        pp,4.32,94,"Apr 23, 2024","Apr 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2023",,Flexibound,view,/book/show/194803881-the-backyard-bird-chronicles
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky,"Smiley, Jane*",0593535022,9780593535028,B0CCNF195B,unknown,3.20,50,unknown,"Apr 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2023",,Kindle Edition,view,/book/show/194810245-lucky
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Ranger,"Heller, Peter",0593535111,9780593535110,0593535111,287        pp,3.83,"5,904","Aug 01, 2023","Jul 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have to say Peter Heller is one of my favorite writers so I was excited to get my hands on his latest novel set in the Yellowstone National Park. ReI have to say Peter Heller is one of my favorite writers so I was excited to get my hands on his latest novel set in the Yellowstone National Park. Ren Hopper is a park ranger who loves the park and the abundant wildlife but other humans? Not so much. What I loved about this book were Heller's beautiful description of the park itself and Hopper's emotional reactions to it. As the story develops, we learn his backstory and how that affects his personal relationships to this day. There are many more extraordinary characterizations too--eccentric people who are drawn to the park for opposing reasons: some to protect it and some to plunder it. The reintroduction of wolves to the park several years ago and how those wolves are faring today is a big part of the plot as a female wolf biologist called Hilly goes up against a poacher to protect the creatures she loves. A very realistic novel which highlights the greed and carelessness of man's treatment of our most precious natural resources.A good nonfiction book about the reintroduction of wolves to Yellowstone is American Wolf: A True Story of Survival and Obsession in the West by Nate Blakeslee....more",Notes are private!,0,17,1,"Oct 23, 2023","Oct 24, 2023","Oct 22, 2023",,Hardcover,view (with text),/book/show/63249808-the-last-ranger
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chasing the Boogeyman,"Chizmar, Richard*",1982175176,9781982175177,1982175176,336        pp,3.96,"26,508","Aug 17, 2021","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2023",,Paperback,view,/book/show/59345254-chasing-the-boogeyman
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Edge        (The 6:20 Man, #2)","Baldacci, David*",1538719916,9781538719916,1538719916,416        pp,4.40,"26,479","Nov 14, 2023","Nov 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In this second thriller featuring Travis Devine, the 6:20 man, he is asked by his handler in Homeland Security to look into the murder of a CIA operatIn this second thriller featuring Travis Devine, the 6:20 man, he is asked by his handler in Homeland Security to look into the murder of a CIA operative during a visit to her tiny hometown of Putnam, Maine. Was she killed because of her job or something from her personal life? She had told her mother she was going home to take care of 'unfinished business.'Devine has to deal with the two local cops who are none too pleased to have interference in their case. And the scenario he is being told by the local who found the body doesn't make much sense. He has to peel back the layers of the town's secrets to find the truth. In the meantime, someone wants to make sure Travis dies before that happens. Exciting action along with good character development make for an interesting page-turning thriller....more",Notes are private!,0,6,1,"Dec 06, 2023","Dec 08, 2023","Oct 20, 2023",,Hardcover,view (with text),/book/show/149111636-the-edge
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sleeping Giants,"Denfeld, Rene*",0063014734,9780063014732,0063014734,304        pp,4.13,326,"Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Hardcover,view,/book/show/60141369-sleeping-giants
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Chatterley's Lover,"Lawrence, D.H.",014303961X,9780143039617,014303961X,400        pp,3.50,"125,614",1928,Dec 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,3,not setnot setnot set,not setnot setnot set,"Oct 18, 2023",,Paperback,view,/book/show/49583709-lady-chatterley-s-lover
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,River Sing Me Home,"Shearer, Eleanor*",,9798885785860,B0BJW8Q4HL,0        pp,4.02,"22,514","Jan 19, 2023","Feb 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**Mother and daughters book club read for October, 2023**On August 1, 1834, Britain passed the Slavery Abolition Act, outlawing the owning, buying, an**Mother and daughters book club read for October, 2023**On August 1, 1834, Britain passed the Slavery Abolition Act, outlawing the owning, buying, and selling of humans as property throughout its colonies around the world. But in the islands of the Caribbean, slave owners found a way around that--by declaring that former slaves would then become apprentices and have to work for six years more. Rachel, working on the Providence plantation in Barbados, will have none of that and runs for freedom. Her dream is to find the five children who were taken from her and reunite with her family. It will mean walking hundreds of miles and sailing to other islands but if anyone can do it, this fierce woman can. This is an excellent look at slavery's effect on human lives and the deep love that can drive people to do the seemingly impossible. Historical fiction at its finest, opening our eyes to little known facts and experiences....more",Notes are private!,2,25,1,"Oct 17, 2023","Oct 19, 2023","Oct 17, 2023",,Library Binding,view (with text),/book/show/71956508-river-sing-me-home
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mississippi Blood,"Iles, Greg*",0062311166,9780062311160,0062311166,736        pp,4.43,"22,104","Mar 21, 2017","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2023",,Paperback,view,/book/show/36204014-mississippi-blood
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wandering Stars,"Orange, Tommy*",0593318250,9780593318256,0593318250,336        pp,4.01,"4,899","Feb 27, 2024","Feb 27, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In a followup to his wonderful debut novel, There There, Tommy Orange covers some of the bloody and cruel treatment of Native Americans through the hiIn a followup to his wonderful debut novel, There There, Tommy Orange covers some of the bloody and cruel treatment of Native Americans through the history of branches of two families, the Stars and the Bear Shields, beginning with the Sand Creek Massacre of Cheyenne and Arapaho people by the U.S. Army on November 29, 1864. In Part Two, the story catches up to the current day with Orvil Red Feather and his family who were the main characters of There There. Jude Star, Orvil's great-great-something-grandfather, survived the Sand Creek Massacre, and his son, Charles, survived boarding schools designed to 'assimilate' Native kids into white culture. Orvil's two grandmothers, Jacquie Red Feather and Opal Bear Shield, raised Orvil and his brothers after their mother died from an overdose. Their family history is a story of addiction in its many forms. As Orvil says, their family was 'weakened by the effects of history, colonization and historical trauma...not strong enough to pass down the traditions or language successfully.' With the violent destruction of their tribes, these people became 'wandering stars.' Quite a powerful story, if a bit sad and depressing.Many thanks to the author and publisher for providing me with an arc via NetGalley. My  is voluntary and the opinions expressed are my own....more",Notes are private!,0,9,1,"Feb 15, 2024","Feb 18, 2024","Oct 13, 2023",,Hardcover,view (with text),/book/show/174147294-wandering-stars
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cabin at the End of the World,"Tremblay, Paul*",0062679104,9780062679109,0062679104,272        pp,3.32,"78,481","Jun 26, 2018","Jun 26, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2023",,Hardcover,view,/book/show/36381091-the-cabin-at-the-end-of-the-world
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Late Migrations: A Natural History of Love and Loss,"Renkl, Margaret*",1571313788,9781571313782,1571313788,231        pp,4.30,"6,337","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2023",,Hardcover,view,/book/show/42372550-late-migrations
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow Place for Murder        (Mountain Lodge Mysteries #3),"Kelly, Diane*",,,B0BQGHWH79,320        pp,4.05,575,"Oct 24, 2023","Oct 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**Happy Publication Day!!**The third book in Diane Kelly's Mountain Lodge cozy mystery series, set in the Blue Ridge Mountains of North Carolina, take**Happy Publication Day!!**The third book in Diane Kelly's Mountain Lodge cozy mystery series, set in the Blue Ridge Mountains of North Carolina, takes place between Thanksgiving and New Years, so I'd classify it as a holiday treat. Misty Murphy, the lodge's owner, is thrilled to have all her rooms booked by a man who is pitching a new resort concept to wealthy investors. When one of the participants is found frozen to death in the snow, no one can believe it is murder at first but unfortunately it is. Misty is determined to help solve the crime before her guests leave to return to their homes. This is a well-plotted cozy mystery, with good characterizations and a charming setting. There is enough humor mixed in to keep things light. Very enjoyable! This can definitely be read as a standalone if you are new to the series. I received an arc of this new mystery from the author and publisher via NetGalley. My  is voluntary and the opinions expressed are my own....more",Notes are private!,1,7,1,"Oct 19, 2023","Oct 20, 2023","Oct 07, 2023",,Kindle Edition,view (with text),/book/show/68332004-snow-place-for-murder
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dead Mountain        (Nora Kelly, #4)","Preston, Douglas*",1538736829,9781538736821,B0BP65VY1Z,388        pp,4.34,"10,697","Aug 22, 2023","Aug 22, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*4-4.5 stars. Another exciting and intriguing thriller from Preston & Childs! In October, 2008, nine grad students, experienced mountaineers, go missi*4-4.5 stars. Another exciting and intriguing thriller from Preston & Childs! In October, 2008, nine grad students, experienced mountaineers, go missing in the Manzanos in NM during a blizzard. Six of their bodies are eventually found but three have remained unrecovered for 15 years. When two of those bodies are found in a cave, FBI agents Sharp and Corrie Swanson are assigned to this unsolved and rather bizarre case. A real page-turner.Thank you to my local library for providing me with a free copy of this new thriller. :-)...more",Notes are private!,0,13,1,"Oct 06, 2023","Oct 07, 2023","Oct 06, 2023",,Hardcover,view (with text),/book/show/63546538-dead-mountain
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Cold Highland Wind        (Lady Emily Mysteries #17),"Alexander, Tasha*",,,B0BQGG1R42,304        pp,3.83,"1,122","Oct 03, 2023","Oct 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An enjoyable historical mystery set in the Scottish highlands with two timelines. One takes place in 1905: Lady Emily Ashton, her husband Colin HargreAn enjoyable historical mystery set in the Scottish highlands with two timelines. One takes place in 1905: Lady Emily Ashton, her husband Colin Hargreaves and their three sons visit Cairnfarn Castle, the home of their friend Jeremy, Duke of Bainbridge. Following a ceilidh, the duke's gamekeeper is found dead and Emily and Colin are asked to investigate the crime. The second timeline is set in 1676 and involves the suspicion of witchcraft amongst local women. In the author's notes, she says 'between 1563 and 1736, people in Scotland were accused of witchcraft at rates up to five times greater than in the rest of Europe.' Those were mad times. I received an arc of this new mystery from the author and publisher via NetGalley. Many thanks! My  is voluntary and the opinions expressed are my own. ...more",Notes are private!,0,7,1,"Oct 05, 2023","Oct 06, 2023","Oct 05, 2023",,Kindle Edition,view (with text),/book/show/67991385-a-cold-highland-wind
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Angel of Indian Lake        (The Indian Lake Trilogy, #3)","Jones, Stephen Graham*",1668011689,9781668011683,,416        pp,4.42,"1,022","Mar 26, 2024","Mar 26, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whoah! An over-the-top gore-fest. I think Stephen Graham Jones threw in every single horrific thing he could think of in his final book in The Indian Whoah! An over-the-top gore-fest. I think Stephen Graham Jones threw in every single horrific thing he could think of in his final book in The Indian Lake Trilogy. This is Jade Daniel's story, mainly told from her POV. She's back in Proofrock, Idaho after serving four years in prison, and is now teaching a high school history class (thanks largely to her best friend and rich girl, Letha Mondragon-Tompkins). Jade is seeing a therapist (also thanks to Letha) and taking prescription mood regulators (perhaps a little more even than prescribed?) When the feces starts hitting the fan again and the body count starts rising, Jade of course wades right in the middle of it all. She's always looking for the iconic slasher movie Final Girl, the invincible survivor amongst the other strong women fighting this battle of horror, but to me, it's always been Jade herself. She's screwed up, scarred, flawed, damaged but also smart, brave, loyal and courageous. In other words, a total badass. SG Jones really knows how to write strong, intelligent female characters--I really appreciate that about his novels. The opening and final chapters are written from an omniscient point of view which start and end the novel well. And interspersed amongst the action chapters are reports from an investigation service, detailing what Jennifer Elaine 'Jade' Daniels has been up to of late. Read closely--these give a few clues to some of what is really going on. In some ways, I'm sorry to see this series end, to say goodbye to Jade and Letha and the rest. But I'm sure it will be fun to see what Stephen Graham Jones comes up with next. One thing for sure, I know there will be strong female characters in it. Many thanks to the author and publisher for providing me with an invitation to read an arc of this thriller via NetGalley. My  is voluntary and the opinions expressed are my own....more",Notes are private!,0,7,1,"Mar 21, 2024","Mar 24, 2024","Oct 05, 2023",,ebook,view (with text),/book/show/178072409-the-angel-of-indian-lake
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reformatory,"Due, Tananarive*",1982188340,9781982188344,1982188340,576        pp,4.50,"11,188","Oct 31, 2023","Oct 31, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A powerful work of historical fiction about a reform school in Florida run by a psychopath. What is done to the boys unfortunate enough to be sent theA powerful work of historical fiction about a reform school in Florida run by a psychopath. What is done to the boys unfortunate enough to be sent there is horrifying to read about and even more so when one realizes it is based on facts that have been learned about the Dozier School for Boys in Marianna, Florida. The story kept me riveted but sometimes I had to close the book and walk away; it was that emotionally charged. Tananarive Due is one excellent storyteller. Stories like this reveal who we have been as a community, a nation, when places like this were allowed to exist and most people knew but turned away and did nothing.A big thank you to author Stephen Graham Jones for recommending this book during a recent Illinois Libraries Present program....more",Notes are private!,6,41,1,"Nov 17, 2023","Nov 21, 2023","Oct 05, 2023",,Hardcover,view (with text),/book/show/62919847-the-reformatory
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rednecks,"Brown, Taylor*",1250329337,9781250329332,1250329337,320        pp,4.25,122,"May 14, 2024","May 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2023",,Hardcover,view,/book/show/195790759-rednecks
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Village in the Dark        (Cara Kennedy, #2)","Yamashita, Iris*",0593336704,9780593336700,0593336704,288        pp,3.67,643,"Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2023",,Hardcover,view,/book/show/154488336-village-in-the-dark
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Saving Emma        (Boady Sanden, #2)","Eskens, Allen*",031656642X,9780316566421,B0BSXBQ2TH,304        pp,4.17,"2,766","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2023",,Kindle Edition,view,/book/show/63277455-saving-emma
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Fire,"Lefteri, Christy",0593497287,9780593497289,B0C1YK9V82,323        pp,3.86,"2,412","Aug 17, 2023","Jan 02, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Irini Diamandis and her family survive a devastating wildfire in rural Greece that destroys 300,000 acres of forest, plus homes and businesses, and taIrini Diamandis and her family survive a devastating wildfire in rural Greece that destroys 300,000 acres of forest, plus homes and businesses, and takes many lives, including the paternal grandfather's. It has left both her husband and daughter with painful wounds which will likely heal but can they recover emotionally? 'The fire has burnt our souls, our hearts. It has turned to ashes the people we once were.' In the aftermath, it is learned that the fire was started by a wealthy man who just wanted to burn five acres of forest on the cliff top where he planned to build a boutique hotel. But the climate has become so dry and the winds so fierce that the fire quickly became an inferno, racing towards the sea in a path of destruction.Weeks later, while walking her dog in the dead forest, Irini discovers the hated man under an ancient chestnut tree. She quickly realizes he is dying from an attempted hanging. Irini runs for help but makes a quick decision that will alter who she believes she is as a person. Part of the story is told in the present day as the people of the village try to put their lives back together. But the other half of the book consists of Irini's journal entries as she details exactly what happened in her Book of Fire. These kind of fires are happening more frequently in the world at large due to climate change but it seems people need someone personal to blame: the man who lit the fire, the police who blocked escape routes, the fire brigades' ineffective attempts to control the conflagration. What good does it do when the lives of lost loved ones cannot be restored? A compelling and evocative novel, told simply, with well-drawn characters. Many thanks to the author and publisher for providing me with an arc of this new novel via NetGalley. My  is voluntary and the opinions expressed are my own. ...more",Notes are private!,0,14,1,"Dec 09, 2023","Dec 11, 2023","Oct 02, 2023",,Kindle Edition,view (with text),/book/show/127488337-the-book-of-fire
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Evolution of Annabel Craig,"Grunwald, Lisa*",,,B0CC1HVCJB,301        pp,4.20,118,"Apr 16, 2024","Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2023",,Kindle Edition,view,/book/show/191760345-the-evolution-of-annabel-craig
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Murder at the End of the World,"Turton, Stuart*",1728254655,9781728254654,1728254655,400        pp,4.04,"1,174","Mar 28, 2024","May 21, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2023",,Hardcover,view,/book/show/136276877-the-last-murder-at-the-end-of-the-world
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One Last Kill        (Tracy Crosswhite, #10)","Dugoni, Robert*",1662500203,9781662500206,B0B9T7K1F3,351        pp,4.49,"16,852","Oct 03, 2023","Oct 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**Happy Publication Day!!**In this book's Acknowledgments, Robert Dugoni explains how he came to write a trilogy within the ten books of his Tracy Cro**Happy Publication Day!!**In this book's Acknowledgments, Robert Dugoni explains how he came to write a trilogy within the ten books of his Tracy Crosswhite series--one piggybacking off the other. This is the third in that set but it can definitely be read as a stand alone novel, as I have done. Tracy Crosswhite IS the Seattle Police Department's entire Cold Case Unit and the Chief of Police, Marcella Weber, has assigned her a tough case to look into: the Route 99 Killer who murdered 13 women 25 years ago before disappearing. It seems the Seattle Times is planning to publish a special anniversary edition about the murders and Weber wants it to look like the police are currently on top of things, using all the latest tools science has to offer to find the killer and bring the families closure. Johnny Nolasco, current Violent Crimes section captain, will be working with Tracy. He had been the lead task force detective on the original case and is none too thrilled to have his team's methods picked apart and questioned. This is a cracking good police procedural that keeps the reader guessing till the end with some nice twists along the way. Tracy is smart and tenacious, wanting to get at the truth even if it means her job. I will definitely look forward to reading the other books in this series now. I received an arc of this thriller from the author and publisher via NetGalley, My  is voluntary and the opinions expressed are my own....more",Notes are private!,0,10,1,"Sep 30, 2023","Oct 02, 2023","Sep 30, 2023",,Kindle Edition,view (with text),/book/show/62059957-one-last-kill
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Black Wolf        (Antonia Scott, #2)","Gómez-Jurado, Juan*",1250853699,9781250853691,B0C1X7JYZ6,352        pp,4.13,"27,305","Oct 24, 2019","Mar 12, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The second book in the Antonia Scott series set in Spain finds Antonia and Jon pitted against the Russian mob operating in the area and a female assasThe second book in the Antonia Scott series set in Spain finds Antonia and Jon pitted against the Russian mob operating in the area and a female assassin called The Black Wolf. The agents work for a secret European organization known as The Red Queen and Antonia is possibly the most intelligent human being alive. That said, she's also very broken and Jon serves as both her partner and handler. Their relationship is both complicated and difficult at times but together they make a terrific team. Lots of action and suspense with a plot twist or two I guarantee you won't see coming and even some laugh-out-loud humor. Can't wait for book three now: White King!Many thanks to the author and publisher for providing me with an arc via NetGalley. My  is voluntary and the opinions expressed are my own....more",Notes are private!,4,6,1,"Mar 08, 2024","Mar 10, 2024","Sep 29, 2023",,Kindle Edition,view (with text),/book/show/126918369-black-wolf
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cocktails & Chloroform        (A Rip Through Time, #2.5)","Armstrong, Kelley*",1645241610,9781645241614,1645241610,132        pp,4.26,"1,238","Dec 01, 2023","Dec 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kelley Armstrong has written a 'between the books' novella for her 'A Rip Through Time' series that is a quite an exciting adventure and advances the Kelley Armstrong has written a 'between the books' novella for her 'A Rip Through Time' series that is a quite an exciting adventure and advances the personal relationships between her main characters. A fun, quick read. Many thanks to the author and publisher for providing me with an advanced readers copy through NetGalley....more",Notes are private!,0,4,1,"Nov 16, 2023","Nov 17, 2023","Sep 25, 2023",,Hardcover,view (with text),/book/show/152261161-cocktails-chloroform
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golem of Brooklyn,"Mansbach, Adam*",0593729838,9780593729830,B0BZV1JRFD,259        pp,4.02,"1,398","Sep 26, 2023","Sep 26, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hilarious! Len Bronstein, a Jewish high school art teacher, has systematically stolen 400 pounds of sculpting clay from the school's art supplies. WitHilarious! Len Bronstein, a Jewish high school art teacher, has systematically stolen 400 pounds of sculpting clay from the school's art supplies. With it, he creates a golem using instructions from the internet but is not prepared when the body he created becomes animated, starts smashing things and is yelling in Yiddish! Len plunks the golem in front of the TV set, tuned in to 'Curb Your Enthusiasm,' and takes off for the local bodega where he knows the clerk working there, Miri, speaks Yiddish, and convinces her to come help translate.By the time they get back though, the golem is already pretty fluent in English and wants to know why he's been summoned. Usually a rabbi or prophet brings him forth in times of crisis and Len is neither one of those. And BTW, he's THE Golem, the one who has been called upon for over 5000 years. And now The Golem has decided his mission is to go to Kentucky to kill a bunch of Jew-hating white supremacists who are holding a rally there. Oy vey!Really original and quite cleverly done with a very good moral message at the end. Mansbach fleshes out (pun intended) the story with some interesting bits of Jewish history and religion. I received an arc from the author and publisher via NetGalley. Many thanks! My  is voluntary and the opinions expressed are my own....more",Notes are private!,0,14,1,"Sep 23, 2023","Sep 24, 2023","Sep 23, 2023",,Kindle Edition,view (with text),/book/show/124025551-the-golem-of-brooklyn
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Familiar,"Bardugo, Leigh*",125088425X,9781250884251,125088425X,400        pp,4.32,"1,105","Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Hardcover,view,/book/show/133286777-the-familiar
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Christmas Vanishing,"Perry, Anne",0593359194,9780593359198,B0BV6F3KTN,193        pp,3.75,"1,274","Nov 07, 2023","Nov 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*3.5 stars rounded up.A holiday tradition! I started buying these Victorian Christmas novellas many years ago as a gift for my mother and we enjoyed s*3.5 stars rounded up.A holiday tradition! I started buying these Victorian Christmas novellas many years ago as a gift for my mother and we enjoyed sharing the stories. I believe there are 21 of them now. In this latest one, an elderly woman named Mariah Ellison is invited to travel from her home in London to St Helens in Dorset to spend Christmas with an old friend named Sadie Alsop. When she arrives, the husband Barton says his wife isn't at home and it wouldn't be appropriate to let Mariah in. She eventually finds shelter with Gwendolyn, another old acquaintance in the village, and the two of them try to figure out what has happened to Sadie. Although the plot seemed a bit repetitive, the mystery is quite intriguing and I found Mariah to be a strong character. In keeping with the holiday season, the theme that everyone makes mistakes but can be forgiven seemed quite appropriate. Sadly I've just learned that Ms Perry passed away in April of this year so most likely this holiday tradition will have come to an end. Her stories will be missed. I received an arc of this new Christmas novella from the author and publisher via NetGalley. Many thanks! My  is voluntary and the opinions expressed are my own....more",Notes are private!,0,11,1,"Oct 31, 2023","Oct 31, 2023","Sep 20, 2023",,Kindle Edition,view (with text),/book/show/125109379-a-christmas-vanishing
