,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kelly_Hunsaker_reads's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spoon to be Dead        (Shake Shop #3),"Mentink, Dana*",,,B0BQCHM564,334        pp,4.20,176,Oct 2023,"Oct 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 18, 2023","Nov 18, 2023","Nov 18, 2023",,Kindle Edition,view,/book/show/75739529-spoon-to-be-dead
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In the Pines: A Lynching, A Lie, A Reckoning","Hale, Grace Elizabeth",0316564745,9780316564748,0316564745,256        pp,3.68,427,"Nov 07, 2023","Nov 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 15, 2023","Nov 15, 2023","Nov 17, 2023",,Hardcover,view,/book/show/123195815-in-the-pines
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lady Justice: Women, the Law, and the Battle to Save America","Lithwick, Dahlia",,,B09NXGGFCL,368        pp,4.40,"2,328","Sep 20, 2022","Sep 20, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lady Justice is a brilliant and inspiring nonfiction book -- the kind of book that I will recommend again and again. This is the kind of book that eveLady Justice is a brilliant and inspiring nonfiction book -- the kind of book that I will recommend again and again. This is the kind of book that everyone should read. It is the kind of book that will make you laugh, cry and fume with rage. It is the story of brilliant women, lawyers and humans. These are the women who we wish were our contemporaries and colleagues. These are the women that all women should aim to be. These are the lawyers who would make RBG proud. These are the women who Atticus Finch would look at and find hoper from.I will be looking to read anything from Dahlia Lithwick in the future.Please, do yourself a favor, and read this book. Learn from it. Become more aware. And show gratitude that these human, female, real-life warriors exist....more",Notes are private!,0,0,1,"Nov 17, 2023","Nov 18, 2023","Nov 17, 2023",,Kindle Edition,view (with text),/book/show/59951373-lady-justice
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Sprinkle in Time        (Shake Shop #2),"Mentink, Dana*",1728231582,9781728231587,1728231582,353        pp,4.07,365,"May 24, 2022","May 24, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 16, 2023","Nov 17, 2023","Nov 16, 2023",,Mass Market Paperback,view,/book/show/58912662-a-sprinkle-in-time
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pint of No Return        (Shake Shop #1),"Mentink, Dana*",1728231558,9781728231556,1728231558,288        pp,3.97,785,"May 25, 2021","May 25, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 15, 2023","Nov 15, 2023","Nov 16, 2023",,Mass Market Paperback,view,/book/show/55186054-pint-of-no-return
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"D is for Deadbeat        (Kinsey Millhone, #4)","Grafton, Sue",0312939027,9780312939021,0312939027,307        pp,3.89,"42,619","May 15, 1987","Nov 29, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 14, 2023","Nov 14, 2023","Nov 15, 2023",,Mass Market Paperback,view,/book/show/64857.D_is_for_Deadbeat
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"C is for Corpse        (Kinsey Millhone, #3)","Grafton, Sue",0312939019,9780312939014,0312939019,243        pp,3.93,"52,147","Nov 24, 1986","Nov 29, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 13, 2023","Nov 13, 2023","Nov 15, 2023",,Paperback,view,/book/show/89656.C_is_for_Corpse
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dangerous Women        (Secret Lives #2),"de Castrique, Mark*",1728258340,9781728258348,B0BSVM4KQX,311        pp,3.92,502,"Sep 26, 2023","Oct 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 10, 2023","Nov 10, 2023","Nov 12, 2023",,Kindle Edition,view,/book/show/86229189-dangerous-women
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Father and Son: A Memoir,"Raban, Jonathan",0375422455,9780375422454,0375422455,336        pp,3.74,115,"Sep 19, 2023","Sep 19, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 10, 2023","Nov 12, 2023","Nov 12, 2023",,Hardcover,view,/book/show/75292634-father-and-son
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Distant Sons: A Novel,"Johnston, Tim*",,,B0BXCY3XNK,400        pp,3.97,899,"Oct 17, 2023","Oct 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 11, 2023","Nov 11, 2023","Nov 12, 2023",,Kindle Edition,view,/book/show/130973671-distant-sons
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Santa's Little Yelpers        (Andy Carpenter, #26)","Rosenfelt, David",1250828813,9781250828811,1250828813,304        pp,4.23,"2,992","Oct 11, 2022","Oct 11, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 08, 2023","Nov 08, 2023","Nov 09, 2023",,Hardcover,view,/book/show/59808267-santa-s-little-yelpers
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Palestinian Walks: Forays into a Vanishing Landscape,"Shehadeh, Raja",1416569669,9781416569664,1416569669,224        pp,4.20,"1,514","May 22, 2008","Jun 03, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 04, 2023","Nov 06, 2023","Nov 07, 2023",,Paperback,view,/book/show/3204677-palestinian-walks
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dirty Thirty        (Stephanie Plum, #30)","Evanovich, Janet*",1668003090,9781668003091,1668003090,336        pp,4.26,"32,757","Oct 31, 2023","Oct 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As long as Evanovich writes this series I will read it.I dont read them for the stories, as every book is basically the same. There is a real formula As long as Evanovich writes this series I will read it.I dont read them for the stories, as every book is basically the same. There is a real formula here. Predictable. But, it is in the best way possible. Lula will continue to be inappropriate. Grandma Mazur will make you laugh aloud. Ranger will remain hot as heck. Stephanie will get herself into trouble and it is likely something will blow up. I come back to these books again and again because it is like visiting crazy family -- family that you will wish you had....more",Notes are private!,1,7,1,"Nov 07, 2023","Nov 07, 2023","Nov 07, 2023",,Hardcover,view (with text),/book/show/101144259-dirty-thirty
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jerusalem 1913: The Origins of the Arab-Israeli Conflict,"Marcus, Amy Dockser",0670038369,9780670038367,0670038369,240        pp,3.55,467,"Jan 01, 2007","Apr 19, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Nov 2023,"Nov 03, 2023","Nov 02, 2023",,Hardcover,view,/book/show/490362.Jerusalem_1913
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suddenly: A Novel,"Autissier, Isabelle",0143137425,9780143137429,0143137425,224        pp,3.81,"1,641","May 06, 2015","Aug 15, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 02, 2023","Nov 02, 2023","Nov 02, 2023",,Paperback,view,/book/show/62366358-suddenly
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hello, Transcriber        (Black Harbor, #1)","Morrissey, Hannah*",1250795958,9781250795953,1250795958,304        pp,3.40,"5,871","Nov 30, 2021","Nov 30, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Nov 2023,Nov 2023,"Nov 02, 2023",,Hardcover,view,/book/show/56268935-hello-transcriber
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Daughter Ship,"Trundle, Boo*",0593317297,9780593317297,0593317297,288        pp,3.92,85,unknown,"Jun 27, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Nov 2023,Nov 2023,"Nov 02, 2023",,Hardcover,view,/book/show/62926936-the-daughter-ship
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"23 1/2 Lies        (Women’s Murder Club, #23.5)","Patterson, James*",1538752727,9781538752722,1538752727,448        pp,3.72,"10,103","Sep 12, 2023","Sep 12, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 31, 2023",Nov 2023,"Oct 31, 2023",,Hardcover,view,/book/show/75593800-23-1-2-lies
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Exchange: After The Firm,"Grisham, John*",0385548958,9780385548953,0385548958,352        pp,3.71,"61,359","Oct 17, 2023","Oct 17, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Exchange is a sequel to Grisham's 1991 novel, The Firm. It is set 15 years after the first book ends.Mitch and Abby are now living in New York, raThe Exchange is a sequel to Grisham's 1991 novel, The Firm. It is set 15 years after the first book ends.Mitch and Abby are now living in New York, raising twin boys, and he is a partner in one of the largest law firms. They seem to have put the past far behind them, they rarely even speak about Memphis or the events that caused them to make a great escape. They have a good life.Mitch has been asked to travel to Rome to work with one of their managing partners, Luca. The case involves a major contractor from Turkey and a bridge in Libya. Soon after Mitch's arrival in Rome he learns that Luca has cancer and wants Mitch to take over. Luca's daughter, Giovanna, is an associate in the firm (out of London) and she will work alongside Mitch.Mitch and Giovanna will meet in Libya to see the bridge and discuss their stategy. However, when Mitch is unable to go, she makes the choice to go alone, with assigned security. When she is taken as a hostage Mitch is determined to put together the $100 Million demanded by the kidnappers. He quickly learns that the other partners in his firm are greedy and spineless, leaving him and Luca alone to figure it out. It is a great mirror to the Mitch we knew all those years ago, and allows us to reinvest in the character.I enojoyed the return to Mitch & Abby.Thank you to the publisher for sending me a finished copy of this book. The  reflects my honest opinion....more",Notes are private!,1,6,1,"Oct 27, 2023","Oct 29, 2023","Oct 27, 2023",,Hardcover,view (with text),/book/show/123285511-the-exchange
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Firm        (The Firm, #1)","Grisham, John*",0385319053,9780385319058,0385319053,448        pp,4.24,"90,482","Feb 01, 1991","Sep 08, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Back in 1992 I graduated from law school and was on my way to NYU to get an advanced degree in taxation law. A friend gave me their copy of The Firm, Back in 1992 I graduated from law school and was on my way to NYU to get an advanced degree in taxation law. A friend gave me their copy of The Firm, which I read, enjoyed and put aside. Then, last week, I received a #gifted copy of the sequel, The Exchange. I knew I needed to reread, as after 30 years I had forgotten almost everything. I'm glad I did, as the books is an excellent page-turner. I think I like the story even more this time, though I am surprised that it didn't scare me away from tax law back then!The story revolves around Mitchell McDeere and his law career in the Bendini, Lambert and Locke. As he graduates near the top of his class at Harvard he wooed by the firm. Everything seems so perfect -- the firm appears to offer everything that he and his wife are looking for. In fact, it offers so much more than they hoped for.Nobody has ever quit this firm. They all have beautiful families, fancy cars, large homes, and business trips to the Cayman Islands. After he arrives there he starts to see the cracks in the facade, including lawyers who died under mysterious circumstances. It isn't long before Mitch is using his legal skills to quietly investigate the other men he works with.It is an intriguing, provoking and thrilling book. Grisham builds the tension and suspense from the very first pages, and he doesn't relieve the reader until the very last pages....more",Notes are private!,0,1,1,"Oct 26, 2023","Oct 27, 2023","Oct 27, 2023",,Paperback,view (with text),/book/show/1941607.The_Firm
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Terrible True Thing: A Visual Novel,"Laden, Jenny*",,9798200895670,B0BRRSD3Z3,374        pp,4.48,98,unknown,"Sep 05, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This Terrible True Thing by Jenny Laden is a story about family, love, loss and grief. It is set in the early 1990s Philadelphia, where the main charaThis Terrible True Thing by Jenny Laden is a story about family, love, loss and grief. It is set in the early 1990s Philadelphia, where the main character, Danielle, in a senior in high school. She is busy preparing a portfolio for her application to art school. She is a typical girl, attempting to navigate roommate struggles, boy crushes and her the fact that her school is taking the creative spaces used by the art students to give more room to the student athletes. Danielle is a normal teenage girl dealing with normal teenage drama. Except...Danielle's father is HIV positive, and this news is consuming Danielle. It is nearly impossible to balance the fact that her dad is sick with the stressors from her mundane life.I know that this one is aimed at young adults, but I am so happy to have read it. I am 61, and I remember all of the fears surrounding AIDS in the early 1980s. I remember when everyone thought it was cancer. I remember when we thought we could get sick from a mosquito bite or a handshake. I remember the way gay men were ostracized and left to die alone. I remember the fear. This book gives a beautiful insight into how the disease affected loved ones.The novel is interspersed with Dani’s drawings and poetry, but I listened to the audiobook. Even though that very well-done, I think I will go back and check out the artwork.Thank you to the publisher for providing me with a finished copy. The  reflects my honest opinion....more",Notes are private!,0,1,1,"Oct 25, 2023","Oct 26, 2023","Oct 26, 2023",,Hardcover,view (with text),/book/show/124054106-this-terrible-true-thing
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chain-Gang All-Stars,"Adjei-Brenyah, Nana Kwame*",0593317335,9780593317334,0593317335,367        pp,4.14,"37,776","May 02, 2023","May 02, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chain-Gang All-Stars by Nana Kwame Adjei-Brenyah is a dystopian book which make a powerful statement about racism, the American prison system, and aboChain-Gang All-Stars by Nana Kwame Adjei-Brenyah is a dystopian book which make a powerful statement about racism, the American prison system, and abolition. It is a book about social justice, told in the most unique fashion. The writing is brilliant, and I am putting this one on my desired short-list for the Aspen Words Literary Prize.The story concerns the commercially successful Criminal Action Penal Entertainment program (CAPE), which allows convicted murderers to earn their way out of prison... Each prisoner or link, is part of a chain, and they fight in death matches with links in other chains. The story is brutal. These men and women are televised fighting for their lives. It is blood sport, in the most vivid, and gruesome way. The country is obsessed with the sport, packing stadiums to watch, and the prisons are making large sums of money. To make it worse, they keep changing the rules.The victorious links rise through the ranks of their chain, in the hopes that they will eventually earn freedom.The two most popular prisoners/fighters are Loretta Thruwar and Hamara Stacker. They are on the same chain, and are lovers as well as teammates. Thurwar is only a few wins away from freedom, unless that rule changes like so many others.It is impossible to read this book without thinking about the state of our prison system. The violence is shocking, sad and inhumane, and it makes the reader contemplate the ways we ignore, out of negligence or intent, the brutality and savage nature of the prison system. It becomes impossible to avoid the realization that there are people living in cages, fighting for sustenance, lonely, frightened, and lacking in all of the things that make humans human. The characters are toys to all of those who are gaining power, prominence and riches off their lives, much like prisoners are today.The book is hard to take, in that it depicts violence so openly. It is a gritty and sometime gruesome book. But, that is part of what makes it impactful. I often thought about two books when reading this one: Orwell's 1984 and McCarthy's The Road. A couple of years ago I also read American Prison by Shane Bauer: an excellent nonfiction exposé of the for-profit prison systems. It would pair perfectly with this book, allowing the reader to more fully understand the messages contained on the pages of both....more",Notes are private!,0,0,2,"Feb 13, 2024Oct 24, 2023","Feb 16, 2024Oct 24, 2023","Oct 26, 2023",,Hardcover,view (with text),/book/show/61190770-chain-gang-all-stars
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mary and the Birth of Frankenstein,"Eekhout, Anne*",0063256746,9780063256743,0063256746,320        pp,3.39,"1,661","Nov 17, 2021","Oct 03, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 18, 2023","Oct 20, 2023","Oct 23, 2023",,Hardcover,view,/book/show/75302287-mary-and-the-birth-of-frankenstein
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Best in Snow        (Andy Carpenter, #24)","Rosenfelt, David",1250257174,9781250257178,1250257174,320        pp,4.14,"3,716","Oct 19, 2021","Oct 19, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 20, 2023","Oct 20, 2023","Oct 23, 2023",,Hardcover,view,/book/show/56268994-best-in-snow
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dog Eat Dog        (Andy Carpenter, #23)","Rosenfelt, David",1250257123,9781250257123,1250257123,304        pp,4.26,"3,574","Jul 06, 2021","Jul 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 20, 2023","Oct 20, 2023","Oct 23, 2023",,Hardcover,view,/book/show/54860398-dog-eat-dog
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Judgment Prey        (Lucas Davenport, #33; Virgil Flowers, #15)","Sandford, John",0593542819,9780593542811,0593542819,400        pp,4.38,"19,890","Oct 03, 2023","Oct 03, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 23, 2023","Oct 23, 2023","Oct 23, 2023",,Hardcover,view,/book/show/75670228-judgment-prey
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Holy Chow        (Andy Carpenter, #25)","Rosenfelt, David",1250828872,9781250828873,1250828872,304        pp,4.27,"3,532","Jul 05, 2022","Jul 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,1,1,1,"Oct 21, 2023","Oct 21, 2023","Oct 21, 2023",,Hardcover,view,/book/show/58724841-holy-chow
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Silent Bite        (Andy Carpenter, #22)","Rosenfelt, David",125025714X,9781250257147,125025714X,304        pp,4.06,"3,314","Oct 13, 2020","Oct 13, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 18, 2023","Oct 19, 2023","Oct 18, 2023",,Hardcover,view,/book/show/49127475-silent-bite
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Muzzled        (Andy Carpenter, #21)","Rosenfelt, David",,,,304        pp,4.05,"3,757","Jul 07, 2020","Jul 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 18, 2023","Oct 18, 2023","Oct 18, 2023",,Hardcover,view,/book/show/51173557-muzzled
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Regrets of Clover,"Brammer, Mikki*",1250284392,9781250284396,,320        pp,4.18,"56,236","May 09, 2023","May 09, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 18, 2023","Oct 29, 2023","Oct 18, 2023",,Hardcover,view,/book/show/61214136-the-collected-regrets-of-clover
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dachshund Through the Snow        (Andy Carpenter, #20)","Rosenfelt, David",1250237688,9781250237682,1250237688,352        pp,4.10,"4,377","Oct 01, 2019","Oct 01, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 17, 2023","Oct 17, 2023","Oct 17, 2023",,Hardcover,view,/book/show/43263499-dachshund-through-the-snow
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jane on Her Own        (Catwings, #4)","Le Guin, Ursula K.",0439551927,9780439551922,0439551927,48        pp,4.20,"1,980",1999,"Oct 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 15, 2023","Oct 15, 2023","Oct 16, 2023",,Paperback,view,/book/show/13660.Jane_on_Her_Own
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wonderful Alexander and the Catwings        (Catwings, #3)","Le Guin, Ursula K.",0439551919,9780439551915,0439551919,48        pp,4.16,"2,183","Sep 01, 1994","Oct 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 14, 2023","Oct 14, 2023","Oct 16, 2023",,Paperback,view,/book/show/305666.Wonderful_Alexander_and_the_Catwings
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bark of Night        (Andy Carpenter, #19)","Rosenfelt, David",1250220777,9781250220776,1250220777,7        pp,4.11,"3,765","Jul 16, 2019","Jul 16, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 14, 2023","Oct 14, 2023","Oct 14, 2023",,Audio CD,view,/book/show/41150566-bark-of-night
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catwings Return        (Catwings, #2)","Le Guin, Ursula K.",0439551900,9780439551908,0439551900,54        pp,4.16,"3,340",1989,"Oct 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 13, 2023","Oct 13, 2023","Oct 13, 2023",,Paperback,view,/book/show/59919.Catwings_Return
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catwings        (Catwings, #1)","Le Guin, Ursula K.",0439551897,9780439551892,0439551897,40        pp,4.11,"9,113",1988,"May 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 12, 2023","Oct 12, 2023","Oct 13, 2023",,Paperback,view,/book/show/13664.Catwings
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prospectors,"Djanikian, Ariel*",0063289733,9780063289734,0063289733,448        pp,3.69,"1,539","Oct 03, 2023","Oct 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 12, 2023","Oct 13, 2023","Oct 12, 2023",,Hardcover,view,/book/show/90586177-the-prospectors
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Fourth Time, We Drowned: Seeking Refuge on the World’s Deadliest Migration Route","Hayden, Sally",0008445575,9780008445577,0008445575,512        pp,4.50,"1,283","Mar 31, 2022","Mar 31, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 13, 2023","Oct 15, 2023","Oct 09, 2023",,Hardcover,view,/book/show/58907545-my-fourth-time-we-drowned
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Deck the Hounds        (Andy Carpenter, #18)","Rosenfelt, David",1250198488,9781250198488,1250198488,368        pp,4.15,"4,020","Oct 16, 2018","Oct 16, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 09, 2023","Oct 09, 2023","Oct 09, 2023",,Hardcover,view,/book/show/37638165-deck-the-hounds
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rescued        (Andy Carpenter, #17)","Rosenfelt, David",1250133068,9781250133069,1250133068,304        pp,4.11,"3,849","Jul 17, 2018","Jul 17, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 09, 2023","Oct 09, 2023","Oct 09, 2023",,Hardcover,view,/book/show/36742989-rescued
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Six: The Untold Story of America's First Women Astronauts,"Grush, Loren",1982172800,9781982172800,1982172800,432        pp,4.38,"2,962","Sep 05, 2023","Sep 12, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 08, 2023","Oct 10, 2023","Oct 08, 2023",,Hardcover,view,/book/show/101160753-the-six
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Twelve Dogs of Christmas        (Andy Carpenter, #15)","Rosenfelt, David",1250106761,9781250106766,1250106761,328        pp,4.06,"4,425","Oct 18, 2016","Oct 18, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 07, 2023","Oct 08, 2023","Oct 08, 2023",,Hardcover,view,/book/show/28220750-the-twelve-dogs-of-christmas
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Outfoxed        (Andy Carpenter, #14)","Rosenfelt, David",1427272476,9781427272478,1427272476,7        pp,4.08,"4,255","Jul 19, 2016","Jul 19, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 07, 2023","Oct 07, 2023","Oct 06, 2023",,Audio CD,view,/book/show/25991108-outfoxed
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whispers,"Audrain, Ashley*",1984881698,9781984881694,1984881698,336        pp,3.84,"59,720","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 04, 2023","Oct 05, 2023","Oct 05, 2023",,Hardcover,view,/book/show/63222079-the-whispers
