,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,sheridan's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Let Me Go,"Ishiguro, Kazuo*",,,1400078776,288        pp,3.85,"694,100","Apr 05, 2005","Aug 31, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,another english read - i loved this book so so much. it is so ridiculous and complicated and confusing and i probably could have read it in one sittinanother english read - i loved this book so so much. it is so ridiculous and complicated and confusing and i probably could have read it in one sitting if it wasn’t assigned for a class. the ending is perfect and i kind of hate it and now i want to read it all over again....more,Notes are private!,0,2,1,"Oct 27, 2022","Nov 15, 2022","Oct 27, 2022",,Paperback,view (with text),/book/show/6334.Never_Let_Me_Go
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We the Animals,"Torres, Justin*",0547576722,9780547576725,B00A7L6N44,128        pp,3.71,"21,582","Sep 02, 2011","Aug 30, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"another english book. this is like every english teacher’s wet dream i stg. like THE most close reading i have ever done. but also rightfully so, it wanother english book. this is like every english teacher’s wet dream i stg. like THE most close reading i have ever done. but also rightfully so, it was one of the better books i’ve read at cps and the ending is gonna stick with me fs...more",Notes are private!,0,0,1,"Oct 11, 2022","Oct 26, 2022","Oct 26, 2022",,Hardcover,view (with text),/book/show/10306358-we-the-animals
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,424","May 22, 2001","Feb 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this book is so human!!every character is beautiful and intricate and REAL (but also not real at all idk) and she tells you what’s going to happen andthis book is so human!!every character is beautiful and intricate and REAL (but also not real at all idk) and she tells you what’s going to happen and you don’t want to believe it and you think maybe it’ll be different and then it’s not. shocker. almost made me cry in a coffee shop, THATS embarrassing.this book makes me like people. debated for a while if it was 4 or 5 stars and i’m going 4.5. rating system struggled with this one....more",Notes are private!,0,4,1,"Jan 04, 2023","Jan 05, 2023","Oct 09, 2022",,Paperback,view (with text),/book/show/5826.Bel_Canto
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Circus,"Morgenstern, Erin*",,9780385534635,0385534639,506        pp,4.02,"974,922","Sep 13, 2011","Sep 13, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2022",,Hardcover,view,/book/show/9361589-the-night-circus
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bunny,"Awad, Mona*",0525559736,9780525559733,0525559736,307        pp,3.52,"190,935","Jun 11, 2019","Jun 11, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,this book was weird. like seriously.i don’t think i liked it? i know the weirdness and the magic realism thing is a major selling point for most peoplthis book was weird. like seriously.i don’t think i liked it? i know the weirdness and the magic realism thing is a major selling point for most people but it didn’t do it for me....more,Notes are private!,0,3,1,"Dec 27, 2022","Dec 29, 2022","Oct 09, 2022",,Hardcover,view (with text),/book/show/42815544-bunny
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,269,050","Jan 28, 1813","Oct 10, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,reread for english but wowww i love this book sm. lizzy is me and i am her,Notes are private!,0,1,1,not set,not set,"Oct 04, 2022",,Paperback,view (with text),/book/show/1885.Pride_and_Prejudice
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wish You Were Here,"Picoult, Jodi*",1984818414,9781984818416,1984818414,310        pp,3.93,"235,955","Nov 30, 2021","Nov 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2022",,Hardcover,view,/book/show/57701764-wish-you-were-here
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Circle,"Shipstead, Maggie*",,,,608        pp,4.11,"67,586","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2022",,Hardcover,view,/book/show/54976986-great-circle
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love on the Brain,"Hazelwood, Ali*",1408725789,,B09JSDVS8Y,368        pp,3.92,"440,975","Aug 23, 2022","Aug 23, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,very cute. so cute. a little millennial for me at times (too many bad cat and star wars jokes) but overall i enjoyed it!!the twist was predictable as very cute. so cute. a little millennial for me at times (too many bad cat and star wars jokes) but overall i enjoyed it!!the twist was predictable as fuck tho. sorry. ...more,Notes are private!,0,1,1,"Sep 10, 2022","Sep 14, 2022","Sep 10, 2022",,Kindle Edition,view (with text),/book/show/59571699-love-on-the-brain
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anna Karenina,"Tolstoy, Leo",,,,964        pp,4.09,"848,005",1878,"Oct 16, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Paperback,view,/book/show/15823480-anna-karenina
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Return of the King        (The Lord of the Rings, #3)","Tolkien, J.R.R.",,,B007978P18,432        pp,4.56,"903,738","Oct 20, 1955",Jun 2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i read for two hours straight to finish this?? in tears, might be one of the best books i’ve ever read, who knows :)",Notes are private!,0,0,1,Sep 2022,"Sep 06, 2022","Sep 01, 2022",,Kindle Edition,view (with text),/book/show/61215384-the-return-of-the-king
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Babel,"Kuang, R.F.*",0063021420,9780063021426,0063021420,544        pp,4.20,"218,427","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2022",,Hardcover,view,/book/show/57945316-babel
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Two Towers        (The Lord of the Rings, #2)","Tolkien, J.R.R.",,,B007978PKY,448        pp,4.48,"968,710","Nov 11, 1954",Jun 2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,live laugh love aragorn,Notes are private!,0,1,1,"Aug 21, 2022","Aug 29, 2022","Aug 21, 2022",,Kindle Edition,view (with text),/book/show/61215372-the-two-towers
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flatshare,"O'Leary, Beth*",1787474402,9781787474406,1787474402,394        pp,4.01,"385,560","Apr 10, 2019","Apr 18, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 18, 2023","May 21, 2023","Aug 18, 2022",,Hardcover,view,/book/show/36478784-the-flatshare
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fellowship of the Ring        (The Lord of the Rings, #1)","Tolkien, J.R.R.",,,B007978NPG,432        pp,4.39,"2,808,287","Jul 29, 1954",Jun 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2022","Aug 21, 2022","Aug 14, 2022",,Kindle Edition,view,/book/show/61215351-the-fellowship-of-the-ring
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beach Read,"Henry, Emily*",1984806734,9781984806734,1984806734,400        pp,4.01,"1,105,293","May 19, 2020","May 19, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,decided to give this book a second chance and was pleasantly surprised! the first time i read it i was lwk disappointed but i think i found a little mdecided to give this book a second chance and was pleasantly surprised! the first time i read it i was lwk disappointed but i think i found a little more to like this time around. i still stand by my opinion that the characters’ names are stupid though. january and augustus? really?...more,Notes are private!,0,1,1,"Aug 10, 2022","Aug 11, 2022","Aug 11, 2022",,Paperback,view (with text),/book/show/52867387-beach-read
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Poppy War        (The Poppy War, #1)","Kuang, R.F.*",0062662597,9780062662590,,545        pp,4.17,"260,051","May 01, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2022",,ebook,view,/book/show/35068705-the-poppy-war
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Eaters,"Dean, Sunyi*",1250810183,9781250810182,1250810183,298        pp,3.65,"39,244","Aug 02, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2022",,Hardcover,view,/book/show/58724745-the-book-eaters
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gideon the Ninth        (The Locked Tomb, #1)","Muir, Tamsyn*",1250313198,9781250313195,1250313198,448        pp,4.22,"133,975","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2022",,Hardcover,view,/book/show/42036538-gideon-the-ninth
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",163557563X,9781635575637,163557563X,272        pp,4.23,"280,817","Sep 15, 2020","Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2022",,Hardcover,view,/book/show/50202953-piranesi
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aurora,"Koepp, David",0062916475,9780062916471,0062916475,289        pp,3.79,"9,462","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2022",,Hardcover,view,/book/show/58984660-aurora
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Corinne,"Morrow, Rebecca*",1250279992,9781250279996,1250279992,432        pp,3.48,"2,495",unknown,"Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2022",,Hardcover,view,/book/show/58724822-corinne
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cleopatra and Frankenstein,"Mellors, Coco*",1635576814,9781635576818,1635576814,384        pp,3.76,"106,445","Feb 15, 2022","Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2022",,Hardcover,view,/book/show/57693262-cleopatra-and-frankenstein
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fire Season,"Krow, Leyna",0593299604,9780593299609,0593299604,336        pp,3.44,848,"Jul 12, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2022",,Hardcover,view,/book/show/59575963-fire-season
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beneath a Scarlet Sky,"Sullivan, Mark T.*",1503943372,9781503943377,1503943372,509        pp,4.43,"339,463","May 01, 2017","May 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2022",,Paperback,view,/book/show/32487617-beneath-a-scarlet-sky
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malibu Rising,"Reid, Taylor Jenkins*",,,,369        pp,4.04,"1,018,272","May 27, 2021","Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 18, 2022","Jul 18, 2022","Jul 18, 2022",,Hardcover,view,/book/show/55404546-malibu-rising
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ten Thousand Doors of January,"Harrow, Alix E.*",0316421995,9780316421997,0316421995,374        pp,4.03,"138,005","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2022",,Hardcover,view,/book/show/43521657-the-ten-thousand-doors-of-january
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightbitch,"Yoder, Rachel*",0385546815,9780385546812,0385546815,256        pp,3.56,"40,691","Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2022",,Hardcover,view,/book/show/55835474-nightbitch
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Cuckoo Land,"Doerr, Anthony*",1982168439,9781982168438,1982168439,626        pp,4.26,"214,091","Sep 28, 2021","Sep 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2022",,Hardcover,view,/book/show/56783258-cloud-cuckoo-land
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Memory Called Empire        (Teixcalaan, #1)","Martine, Arkady*",1529001587,9781529001587,1529001587,462        pp,4.12,"57,046","Mar 26, 2019","Mar 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2022",,Paperback,view,/book/show/37794149-a-memory-called-empire
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Electric Kingdom,"Arnold, David*",0593202228,9780593202227,0593202228,432        pp,3.87,"4,095","Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2022",,Hardcover,view,/book/show/53435901-the-electric-kingdom
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Brilliant Friend        (The Neapolitan Novels, #1)","Ferrante, Elena",,,,331        pp,4.04,"332,921","Oct 19, 2011","Sep 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Paperback,view,/book/show/35036409-my-brilliant-friend
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in the Time of Cholera,"García Márquez, Gabriel",140003468X,9781400034680,140003468X,348        pp,3.94,"504,632",Nov 1985,"Oct 05, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Paperback,view,/book/show/9712.Love_in_the_Time_of_Cholera
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is How You Lose the Time War,"El-Mohtar, Amal*",,,,209        pp,3.91,"205,607","Jul 16, 2019","Jul 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i have mixed feelings. on one hand, some parts of this book are so crazy beautiful and weird and mind-boggling that i couldn’t stop reading. on the OTi have mixed feelings. on one hand, some parts of this book are so crazy beautiful and weird and mind-boggling that i couldn’t stop reading. on the OTHER hand, it took me weeks to get through the middle section. i literally had to force myself to do it.luckily, the ending exceeded my expectations! very meta and butterfly-effect of them.i still think most of the writing went over my head though. i’m sure there were a million profound metaphors i missed (and i spent a lot of time just trying to differentiate between the actual universe and the metaphors)....more",Notes are private!,0,1,1,"Jan 06, 2023","Jan 19, 2023","Jun 20, 2022",,Kindle Edition,view (with text),/book/show/43352954-this-is-how-you-lose-the-time-war
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Persuasion,"Austen, Jane",0192802631,9780192802637,0192802631,249        pp,4.15,"702,306","Dec 20, 1817","Jan 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,the DRAMA. the ROMANCE. truly unmatched!!,Notes are private!,0,0,1,"Nov 07, 2023","Nov 28, 2023","Jun 17, 2022",,Paperback,view (with text),/book/show/2156.Persuasion
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Annihilation        (Southern Reach, #1)","VanderMeer, Jeff*",0374104093,9780374104092,0374104093,195        pp,3.77,"232,199","Feb 04, 2014","Feb 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2022",,Paperback,view,/book/show/17934530-annihilation
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"741,883","Sep 16, 1992","Sep 11, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,you’re not gonna hear me stop talking about this book. sorry!!,Notes are private!,0,1,1,"Jul 12, 2022","Jul 15, 2022","Jun 17, 2022",,Paperback,view (with text),/book/show/29044.The_Secret_History
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexican Gothic,"Moreno-Garcia, Silvia*",,,0525620788,320        pp,3.68,"354,941","Jun 30, 2020","Jun 30, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,ok this is actually a 3.5,Notes are private!,0,2,1,"Jun 20, 2022","Jun 23, 2022","Jun 17, 2022",,Hardcover,view (with text),/book/show/53152636-mexican-gothic
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightcrawling,"Mottley, Leila*",0593318935,9780593318935,0593318935,277        pp,3.99,"47,409","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2022",,Hardcover,view,/book/show/58537371-nightcrawling
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woman of Light,"Fajardo-Anstine, Kali*",0525511326,9780525511328,0525511326,336        pp,3.66,"11,683","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2022",,Hardcover,view,/book/show/58587145-woman-of-light
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stationery Shop,"Kamali, Marjan*",1982107480,9781982107482,1982107480,312        pp,4.22,"78,295","Jun 18, 2019","Jun 18, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,this book absolutely killed me. i think i ran out of tears! so so so beautiful.,Notes are private!,0,1,1,"Sep 20, 2022","Sep 27, 2022","Jun 10, 2022",,Hardcover,view (with text),/book/show/42201995-the-stationery-shop
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",0765387565,9780765387561,,448        pp,4.19,"1,066,719","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2022",,Kindle Edition,view,/book/show/50623864-the-invisible-life-of-addie-larue
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter in Sokcho,"Dusapin, Elisa Shua",,,B0914KC3VQ,139        pp,3.57,"20,285","Aug 19, 2016","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2022",,Kindle Edition,view,/book/show/57936507-winter-in-sokcho
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mostly Dead Things,"Arnett, Kristen*",1947793306,9781947793309,1947793306,356        pp,3.38,"19,004","Jun 04, 2019","Jun 04, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,this book is weird!!! but also fun and a very interesting take on family relationships. i think i was supposed to find some deep meaning in the endingthis book is weird!!! but also fun and a very interesting take on family relationships. i think i was supposed to find some deep meaning in the ending but tbh it was a little unclear. definitely great writing tho! i felt like i was stuck in swampy central florida the entire time i was reading it. très visceral. if you’re into taxidermy maybe this is for you?...more,Notes are private!,0,1,1,"Jun 27, 2022","Jul 10, 2022","Jun 10, 2022",,Hardcover,view (with text),/book/show/41817578-mostly-dead-things
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",0312577222,9780312577223,0312577222,440        pp,4.62,"1,358,059","Oct 08, 2015","Feb 03, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,fantastic incredible amazing so many other words. this book made me cry at the breakfast table. so so so beautifully written and i fell in love with efantastic incredible amazing so many other words. this book made me cry at the breakfast table. so so so beautifully written and i fell in love with every single character. how am i supposed to read other books now?? forever obsessed....more,Notes are private!,0,0,1,"Jun 09, 2022","Jun 10, 2022","May 25, 2022",,Hardcover,view (with text),/book/show/21853621-the-nightingale
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Parable of the Talents        (Earthseed, #2)","Butler, Octavia E.",0446610380,9780446610384,0446610380,448        pp,4.31,"59,273",1998,"Nov 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2022",,Mass Market Paperback,view,/book/show/60932.Parable_of_the_Talents
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Library,"Haig, Matt*",,,,288        pp,4.00,"1,766,862","Aug 13, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2022",,Hardcover,view,/book/show/52578297-the-midnight-library
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Atlas Six        (The Atlas #1),"Blake, Olivie*",,,B0831PC532,556        pp,3.61,"202,710","Jan 31, 2020","Jan 31, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 10, 2021",,Kindle Edition,view,/book/show/50520939-the-atlas-six
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Pratchett, Terry",,,,491        pp,4.26,"748,463","May 10, 1990","Nov 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 09, 2021",,Mass Market Paperback,view,/book/show/12067.Good_Omens
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Next Year in Havana        (The Perez Family #1),"Cleeton, Chanel*",0399586687,9780399586682,0399586687,356        pp,3.93,"134,018","Feb 06, 2018","Feb 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 09, 2021",,Paperback,view,/book/show/34374628-next-year-in-havana
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ace of Spades,"Àbíké-Íyímídé, Faridah*",1474967531,9781474967532,1474967531,470        pp,4.17,"83,312","Jun 01, 2021","Jun 10, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2021",,Paperback,view,/book/show/42603984-ace-of-spades
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",0316556343,9780316556347,0316556343,393        pp,4.24,"1,052,700","Apr 10, 2018","Apr 10, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“but in a solitary life, there are rare moments when another soul dips near yours, as stars once a year brush the earth. such a constellation was he t“but in a solitary life, there are rare moments when another soul dips near yours, as stars once a year brush the earth. such a constellation was he to me.” ARE YOU KIDDING ME?!? gorgeous incredible beautiful i want to read this ten times over...more",Notes are private!,0,0,1,"May 21, 2022","May 24, 2022","Jun 23, 2021",,Hardcover,view (with text),/book/show/35959740-circe
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gods of Jade and Shadow,"Moreno-Garcia, Silvia*",,,,338        pp,3.90,"65,609","Jul 23, 2019","Jul 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2021",,Hardcover,view,/book/show/36510722-gods-of-jade-and-shadow
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0385353308,9780385353304,0385353308,333        pp,4.07,"517,940","Aug 26, 2014","Sep 09, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"looove reading books about how far humans would go. because they would!!the connections throughout this are also so satisfying, reminds me of pachinkolooove reading books about how far humans would go. because they would!!the connections throughout this are also so satisfying, reminds me of pachinko or homegoing....more",Notes are private!,0,3,1,"May 22, 2023","May 26, 2023","Jun 23, 2021",,Hardcover,view (with text),/book/show/20170404-station-eleven
