,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Chana's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
975,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Storm Riders,"Lesley, Craig",0312260873,9780312260873,0312260873,unknown,3.65,136,"Feb 01, 2000",Feb 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2014",,Hardcover,view,/book/show/2448091.Storm_Riders
976,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eva Moves the Furniture,"Livesey, Margot*",0312421036,9780312421038,0312421036,240        pp,3.67,"2,506",2001,"Oct 04, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2014",,Paperback,view,/book/show/824768.Eva_Moves_the_Furniture
977,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chicken Soup for the Grieving Soul: Stories About Life, Death and Overcoming the Loss of a Loved One","Canfield, Jack",1558749020,9781558749023,1558749020,200        pp,4.20,502,"Sep 30, 2001","Jan 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this shortly after my son died in Nov. of 2004. Not sure what I got out of it then except understanding that others were going through the sameI read this shortly after my son died in Nov. of 2004. Not sure what I got out of it then except understanding that others were going through the same nightmare. This time around I cried a lot, probably did the first time too. I appreciated the time the book afforded me to concentrate on my son. I am always somewhat emotionally unstable with the grief, but I am not always consciously thinking of my loss. Focusing my mind on my loss was probably the best benefit from the book. Nothing will ever fix me, I'm pretty reconciled to that, but if I am going to be emotionally off anyway I might as well give some real thought to the pain.The stories were moving of course. I tagged a couple of favorites: ""Trailing Clouds of Glory"" by Paul D. Wood, ""Missing Pa"" by Ann Hood; and I like this quote from ""Lilyfish"" by Bill Heavey, ""This is the world, I realized for the millionth time, and its unfathomable mystery, always and never the same, composed in roughly equal parts of suffering and wonder, unmoved by either, endlessly rolling away.""I'm very sorry for those who are bereaved, and even more sorry for those whose bereavement is written and their pain waits to come to be....more",Notes are private!,0,3,1,"Apr 23, 2017","Apr 26, 2017","Dec 28, 2014",,Paperback,view (with text),/book/show/124741.Chicken_Soup_for_the_Grieving_Soul
978,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Worst Loss: How Families Heal from the Death of a Child,"Rosof, Barbara D.",080503241X,9780805032413,080503241X,304        pp,4.13,130,Oct 1994,"Oct 15, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2014",,Paperback,view,/book/show/1939620.The_Worst_Loss
979,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tightwad Gazette: Promoting Thrift As A Viable Alternative Lifestyle,"Dacyczyn, Amy",067974388X,9780679743880,067974388X,307        pp,4.12,574,1992,"Dec 29, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2014",,Paperback,view,/book/show/842329.The_Tightwad_Gazette
980,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Remember My Soul: What to Do in Memory of a Loved One- A Path of Reflection and Inspiration for Shiva, the Stages of Jewish Mourning, and Beyond","Palatnik, Lori",1881927350,9781881927358,1881927350,246        pp,5.00,5,1998,"Oct 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2014",,Paperback,view,/book/show/2413446.Remember_My_Soul
981,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winterkill,"Lesley, Craig",0312152442,9780312152444,0312152442,336        pp,4.12,614,1984,"Dec 15, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2014",,Paperback,view,/book/show/421343.Winterkill
982,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Javatrekker: Dispatches from the World of Fair Trade Coffee,"Cycon, Dean*",1933392703,9781933392707,1933392703,300        pp,4.11,154,"Oct 17, 2007","Oct 17, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Three things I liked about the book: 1. The good things he accomplishes for coffee farmers and amputees. 2. His sense of humor 3. His sense of perspe Three things I liked about the book: 1. The good things he accomplishes for coffee farmers and amputees. 2. His sense of humor 3. His sense of perspective. He gets a little anti-American and anti-capitalistic  sometimes (we've earned it) but he doesn't gloss over the dictators, the thugs, the weapons, the crimes,  revolutionaries and counterrevolutionaries or even the eccentricities and anti-socialism  of the people in the countries in which he works. He is pretty good at laughing at  himself and not running other people (or their religions or social or government  systems) down. He takes us into Ethiopia, Kenya, Columbia, Peru, Guatemala, Nicaragua, Mexico, El Salvador, Sumatra and Papa New Guinea.  His business is coffee, his company is Dean's Beans and his motive is helping people. Put it all together and he calls it Javatrekking.  My coffee, Tony's Espresso Noir, is fair-trade but it doesn't say on the bag where the beans were grown.  One note: needs better editing. On the death-train and amputee section Dean writes about a coffee farmer from Honduras and says, ""Things got quiet as Wilmer looked down at two stumps cut off above where his knees were."" There is a picture of Wilmer in the book and he is missing one leg from above the knee. The other leg is whole and intact as you can see as he is wearing shorts. ...more",Notes are private!,0,1,1,"Dec 23, 2014","Dec 27, 2014","Dec 23, 2014",,Paperback,view (with text),/book/show/1703816.Javatrekker
983,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chicken Soup for the Cat & Dog Lover's Soul: Celebrating Pets as Family with Stories About Cats, Dogs and Other Critters","Canfield, Jack",1558747109,9781558747104,1558747109,408        pp,4.13,"1,261","Oct 01, 1999","Jan 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love animal stories and cried my way through them as every story is sweet, funny, loving, with many heroic animals. I appreciate my cat and had mor I love animal stories and cried my way through them as every story is sweet, funny, loving, with many heroic animals. I appreciate my cat and had more thoughts of getting a dog. ...more",Notes are private!,0,0,1,"Dec 20, 2014","Dec 23, 2014","Dec 20, 2014",,Paperback,view (with text),/book/show/605876.Chicken_Soup_for_the_Cat_Dog_Lover_s_Soul
984,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Dancing as Fast as I Can,"Gordon, Barbara",0825306302,9780825306303,0825306302,337        pp,3.72,"1,304","Jan 01, 1980","Oct 03, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a very personal story but has an important message about the way that people who have suffered from a mental breakdown, illness and/or hospitaThis is a very personal story but has an important message about the way that people who have suffered from a mental breakdown, illness and/or hospitalization for their mental condition, how these people suffer stigma in society. I think most people want to be kind, but mental illness generates great fear in most people. A ""there but for the grace of God go I"" type of reaction. Also, I think most people don't want to be seen as being friendly with someone who is mentally ill as the stigma may attach itself and lo and behold, hello you are friendless as well.There is another important message here and that is about the prescription drug trade. I really don't think prescription drug use has diminished although valium may not be as prevalent as it once was. A LOT of women are on antidepressants and pain pills. The author of this book was prescribed valium for a back injury and kept taking it for anxiety. She was a high powered and successful woman but she made some bad choices with men and she was, unbeknownst to herself as the doctor always said the drug was safe, addicted to valium. She decides one day to get off this drug and quits cold turkey, becomes psychotic which causes her boyfriend to descend into a madness of his own. It gets ugly, and results in hospitalization eventually. Her doctor had told her to quit cold turkey like that. There was quite a lot of incompetent doctoring that was going on in the psychiatric field. I can only hope things are improved now....more",Notes are private!,0,0,1,"Dec 17, 2014","Dec 20, 2014","Dec 17, 2014",,Paperback,view (with text),/book/show/11413525-i-m-dancing-as-fast-as-i-can
985,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One for the Road: An Outback Adventure,"Horwitz, Tony",0375706135,9780375706134,0375706135,211        pp,3.77,"1,050","Jan 01, 1987","Oct 05, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tony Horowitz is an American living in Sydney Australia with his girlfriend and working as a reporter. He has a case of wanderlust and wants to hitch Tony Horowitz is an American living in Sydney Australia with his girlfriend and working as a reporter. He has a case of wanderlust and wants to hitchhike through Australia. Kind of a crazy thing to do considering it is summer and the interior of Australia has a lot of empty land in it. He goes anyway and mostly has a good time. He starts in Sydney which is in New South Wales, north into Queensland, west into the Northern Territory, south into South Australia, along the coast into and around Western Australia, ending in Darwin, Northern Territory. He doesn't give us a lot of information, just brief accounts of each place and the amusing and interesting anecdotes, observations and history. A good deal of the charm is in the characters he meets while traveling. He has a droll and amusing voice, I found his book interesting and entertaining, I enjoyed it. ...more",Notes are private!,0,1,1,"Dec 13, 2014","Dec 17, 2014","Dec 13, 2014",,Paperback,view (with text),/book/show/94528.One_for_the_Road
986,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Untying the Knot,"Gillard, Linda*",,,B005JTAMQO,272        pp,4.07,488,"Aug 28, 2011","Aug 28, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2014",,Kindle Edition,view,/book/show/12475774-untying-the-knot
987,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emotional Geology,"Gillard, Linda*",1905175078,9781905175079,1905175078,288        pp,4.02,668,2005,"Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2014",,Paperback,view,/book/show/420125.Emotional_Geology
988,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Hearts,"Price, Reynolds",0345357078,9780345357076,0345357078,unknown,3.76,128,1988,"Mar 13, 1989",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I hated it, truly hated it.The basic premise is: couple married for 28 years, she is 48, he is 50. They got married because Rosa was pregnant but haveI hated it, truly hated it.The basic premise is: couple married for 28 years, she is 48, he is 50. They got married because Rosa was pregnant but have been happy, or so Rosa thought. Wesley feels he was trapped into marriage although he ""loves"" Rosa. He disappears every once in awhile, always taken back by Rosa, but this time he leaves shortly before Christmas and is gone for 4 months. He doesn't even contact her for close to 2 months. Rosa is in pain; Wesley thought he ""was dead"" and had to get away. Now he is living in a different state with a young woman in her early 20's and enjoying a sex life he never thought he would see again.Wesley says he thinks he should never have gotten married. I agree with him as he is a moral wasteland with delusions of sexual grandeur. For example if he gave a few women an hour or so of pleasure that they needed then that wasn't cheating, he was just helping someone out. Running out on his marriage and living with another woman, that is adultery, but he is oh so happy until she asks for a bigger commitment. She should have asked after the sex that morning rather than before. His wounded male ego couldn't handle being told no.Rosa, the wife. Why is it that so often her thoughts and conversations contain allusions to incest? Not as a victim but as a willing participant, her brother being the one most brought into focus in this way although she says nothing ever happened. Wave the rapist. Another one who thinks he is saving women and giving them what they need by raping them. He is so delusional that he is mentally ill.Milo the brother. Married unhappily for years, loves his sister Rosa, claims he is a virgin.Rato the brother. Likes anonymity and being alone. Has a shrine to Rosa in a neighbor's house. Everyone thinks he is mentally deficient but maybe he is smarter than everyone else. Lives with his mother most of the time.Would anyone like to join me reading about this demented cast of southern characters? Pardon me if I am leaving. If a book can be said to be a window into a writer's mind, I am shutting the window. I will not read this author again....more",Notes are private!,0,4,1,"Dec 11, 2014","Dec 13, 2014","Dec 11, 2014",,Paperback,view (with text),/book/show/270111.Good_Hearts
989,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Star Gazing,"Gillard, Linda*",0749938978,9780749938970,0749938978,272        pp,4.09,971,"May 29, 2008","May 29, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked the story, well really I liked the love, but I had trouble with Marianne. Her decisions and thought processes in regards to her relationship  I liked the story, well really I liked the love, but I had trouble with Marianne. Her decisions and thought processes in regards to her relationship with Keir (I love that name) and James made me angry and dislike Marianne. OK, I know she is blind and that her past experience with love has made her fearful. I get it, but I don't feel any empathy with it. Each time she acted cold and hateful, that is what I felt, very cold and hateful toward her. So I spent a lot of the book angry with Marianne. Every other character was like magic, so wonderful, especially Keir. He was a character to fall in love with, and as a reader I did. I also was amazed by Louisa's patience, Garth was a total sweetie. When Marianne let herself love she was, herself is what I guess I want to say. When she let herself love. But you will see how cold-heartedly logical she tries to be. That was when I hated her, she had no heart then, well she did but she was hiding it, making it shut up because she thought if she loved she would lose, again.  Written in a less than realistic fashion, more magical, but that suited me very well. I wanted the magic, I wanted the love. It is a bit of a manipulative book, written to tweak emotions; I knew it and accepted that, I was willing to be emotionally tweaked, although I didn't enjoy disliking the main character so much. Did she really have to be such a ""crabbit""? Hopefully Keir will give her so much love that she will blossom into someone capable of loving without constant fear. Haha, I am giving these characters a future! ...more",Notes are private!,0,2,1,"Dec 09, 2014","Dec 11, 2014","Dec 09, 2014",,Paperback,view (with text),/book/show/3800120-star-gazing
990,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mambo Kings Play Songs of Love,"Hijuelos, Oscar",0140143912,9780140143911,0140143912,407        pp,3.67,"12,377",1989,1990,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very good book in some ways but you will read a LOT about Cesar's ""big thing"", Priapus erectus giganticus. Someone wrote in their  that the boA very good book in some ways but you will read a LOT about Cesar's ""big thing"", Priapus erectus giganticus. Someone wrote in their  that the book seems to be about Cesar's penis. Yes, yes, I have to agree. The ""pinga"" that wouldn't quit. It was his source of happiness and unhappiness from the earliest adolescence through his old age (and he doesn't even get that old as he abuses his body with his excesses). When his girlfriend no longer wants him that is it for him, life over. He has his music, his love for his family, his brother, his friends, work....but mostly you will hear about his sex.Nevertheless, I found this book very well written, and here I am in the middle of another book and still coming back to comment some more on my , still watching mambo videos on you tube. The book won't leave me alone. There is something to said for a book that grabs the reader that firmly and doesn't let go.Cesar and his brother Nestor are Cuban musicians in the era of mambo dance orchestras. They come to the United States as young men and find some success, even making a guest appearance on the I Love Lucy Show playing in Ricky Ricardo's band at the Tropicana. Neither is a happy man however; Nestor pines for an old girlfriend, who left him in Cuba and married her old boyfriend, even though he marries a loving and patient woman in the U.S. and fathers two children with her. The man is melancholy for all his days. Cesar is a macho man; he is very excessive in sex, food, drink and tobacco. Both the brothers are dynamic musicians, but both are killing themselves with their inability to find happiness with what they have. Cesar was married but couldn't leave other women alone or appreciate his wife. It is Cesar we follow through his youth and the process of aging, and it is very sad sometimes. In many ways it is just life and we can all relate. Beautifully written....more",Notes are private!,0,2,1,"Dec 06, 2014","Dec 09, 2014","Dec 06, 2014",,Paperback,view (with text),/book/show/294081.The_Mambo_Kings_Play_Songs_of_Love
991,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder Boogies with Elvis        (Southern Sisters, #8)","George, Anne",0060198702,9780060198701,0060198702,243        pp,4.30,"2,571",2001,"Jul 24, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Funny dialogue and thought processes. Two sisters in their 60's are accidental amateur sleuths. They go to watch a community fundraiser performance ofFunny dialogue and thought processes. Two sisters in their 60's are accidental amateur sleuths. They go to watch a community fundraiser performance of, among other acts, Elvis impersonators. One of the Elvis's falls down dead into the orchestra pit, and guess which two sisters happen to be sitting in the front row. And Elvis didn't just have a heart attack, it is, wait for it, murder! What puts this above the usual two star cozy mystery is that it is sometimes laugh out loud funny....more",Notes are private!,0,0,1,"Dec 04, 2014","Dec 06, 2014","Dec 04, 2014",,Hardcover,view (with text),/book/show/85280.Murder_Boogies_with_Elvis
992,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Holy Paws, how my dog helped me heal from abuse","Fox, Jeannine C.",0964930013,9780964930018,0964930013,unknown,4.00,2,2007,"Jan 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a woman's personal story about coming to the realization that she had been sexually abused as a child, and her journey of self-discovery and hThis is a woman's personal story about coming to the realization that she had been sexually abused as a child, and her journey of self-discovery and healing. There is not much to say about this as it is a very personal story and I have no judgment regarding her story. I will say that I have experience of:1. Extending love, understanding and forgiveness to the child I was.2. The healing power of a pet.3. Trying to listen to the wise inner voice and diminish the power of  the critical inner voice....more",Notes are private!,0,0,1,"Dec 03, 2014","Dec 04, 2014","Dec 03, 2014",,Paperback,view (with text),/book/show/5988989-holy-paws-how-my-dog-helped-me-heal-from-abuse
993,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordeal: An Autobiography by Linda Lovelace,"Lovelace, Linda",0517427915,9780517427910,0517427915,253        pp,3.70,"2,428","Jan 01, 1980","Nov 18, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2014",,Hardcover,view,/book/show/1944915.Ordeal
994,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell Witch Unveiled at Last!: The True Story of a Poltergeist,"Dunn, Debbie*",1604744774,9781604744774,1604744774,365        pp,4.29,7,"Mar 03, 2008","Mar 03, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2014",,Paperback,view,/book/show/5054223-the-bell-witch-unveiled-at-last
995,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet Damage,"James, Rebecca*",1742373011,9781742373010,1742373011,336        pp,3.84,"2,047","Apr 01, 2013","Apr 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2014",,Paperback,view,/book/show/13131625-sweet-damage
996,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Food of Love,"Capella, Anthony",0452286557,9780452286559,0452286557,320        pp,3.57,"3,507","Jan 01, 2004","Jun 28, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is set in Italy and is a fictional story of food and romance.I didn't like it that much; I could feel myself getting judgmental as American This book is set in Italy and is a fictional story of food and romance.I didn't like it that much; I could feel myself getting judgmental as American girl goes to Italy to study and ends up spending all her time having sex and eating. Essentially the story runs like this; Tommaso sees an American girl he thinks is cute. Laura, said cute girl, wants to go out with a chef on the recommendation of one of her friends. Tommaso lies, yes I am a chef, here is a baby hare, you cook it so and so, here is my number, call me if you have trouble. Course she calls and then Tommaso, who is actually a waiter, gets his friend Bruno, who is a chef, to do all the cooking of seduction and Tommaso pretends he has done the cooking. Bruno is in love with Laura and cooks to let her know how he feels about her even if she thinks it is Tommaso who is cooking these amazing meals for her and Tommaso who sleeps with her. Pffft, my eyes are rolling and I'm muttering to myself. Now, Benedetta and Bruno, that was an idea I could get behind. Tommaso and his restaurant, actually, I liked the way that worked out. Whatever, on Bruno and Laura. The recipes in the emails in the back of the book are interesting. I want to try some of them, modified of course, we are American. So, can I get steak with catsup?...more",Notes are private!,0,2,1,not set,"Dec 03, 2014","Nov 30, 2014",,Paperback,view (with text),/book/show/187585.The_Food_of_Love
997,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Missing Mark        (Riley Spartz, #2)","Kramer, Julie*",0385524773,9780385524773,0385524773,288        pp,3.59,"1,199","Jul 14, 2009","Jul 14, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was a pleasing mystery written from the point of view of a TV investigative reporter who is pressured to bring her station into the #1 spot in the It was a pleasing mystery written from the point of view of a TV investigative reporter who is pressured to bring her station into the #1 spot in the ratings. She is casting around for a story when she sees an ad ""Wedding Dress for Sale: Never Worn"" and thinks there might be a story behind it. There is, and it is a doozy. In the meantime, she had been ordered to follow up on the story of a ""fish-napping"" as Billy the Big Mouth Bass, a live fish named after the singing toy, has been stolen from the Aquarium. The best thing about this book is the sense of humor; the author makes her main character optimistic, witty and intelligent, but never insipid, perfect or unfathomable. The movie quotes and literary references add to the fun. I would read more of Julie Kramer's books....more",Notes are private!,0,0,1,"Nov 29, 2014","Nov 30, 2014","Nov 29, 2014",,Hardcover,view (with text),/book/show/6290120-missing-mark
998,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dad Is Fat,"Gaffigan, Jim",0385349076,9780385349079,0385349076,272        pp,3.77,"77,354","May 07, 2013","Apr 22, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like Jim Gaffigan's comic routines. I have King Baby and Beyond the Pale on CD, and have watched many of his shows on line. Reading Dad is Fat is noI like Jim Gaffigan's comic routines. I have King Baby and Beyond the Pale on CD, and have watched many of his shows on line. Reading Dad is Fat is not as funny as listening to him, but it is still funny and perhaps more charming. I like him as a person, at least as he portrays himself, not just as a comedian. I like his views on marriage and children and how he can spoof things without getting ugly about it. Great comedian, nice person, loving and dedicated father, and a man who seems to be truly in love with his wife. Is he America's favorite funny man? No, according to a survey I saw George Carlin is... well George Carlin was funny but his language was really rough and sometimes he was just too bleak for me. Robin Williams, guy was so sharp, so right on, the most observant and cutting of them all, Chris Rock very funny but a bad case of potty mouth. For family listening and my own sensibilities I prefer Jim Gaffigan and he is very popular with my kids, family and friends. We all think he is hilarious....more",Notes are private!,0,1,1,"Jun 26, 2016","Jun 27, 2016","Nov 25, 2014",,Paperback,view (with text),/book/show/18248432-dad-is-fat
999,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weird Al: The Book,"Rabin, Nathan*",1419704354,9781419704352,1419704354,208        pp,4.14,592,"Oct 01, 2012","Oct 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2014",,Hardcover,view,/book/show/13591170-weird-al
1000,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Food: A Love Story,"Gaffigan, Jim",0804140413,9780804140416,0804140413,340        pp,3.71,"31,382","Oct 21, 2014","Oct 21, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 25, 2014",,Hardcover,view,/book/show/20697471-food
1001,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Opal: A Life of Enchantment, Mystery, and Madness","Beck, Kathrine",0670031453,9780670031450,0670031453,288        pp,3.49,91,2003,"Oct 27, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Opal Whiteley, despite the fame she continues to have among her fans, Opalites, was a very sad character. She grew up in Oregon, her father worked in Opal Whiteley, despite the fame she continues to have among her fans, Opalites, was a very sad character. She grew up in Oregon, her father worked in lumber camps, one of 5 children. Their mother was mentally unstable, the father was often absent. Opal was small, dark, charming, intelligent, had an astounding memory, and was mentally unstable herself. She was a young Christian volunteer and showed a great skill in getting people to participate in the organization she was involved in. But really it was all about Opal, making people like Opal and believe her, whatever she said. She brought these people skills to Los Angeles, Boston, Wash D.C., and India. She had an amazing ability to work her way to the top social strata of any city she was in, and quickly. But she was already cracking and as each group of friends tired of her and wanted her to go away she cracked more. When she got into her thirties she lost her looks and finally her mind really was gone. It was very sad to see her without family or anyone to truly love her. She was loved more in the abstract, and as a youthful memory, than as a real person in this world. What made her famous was her book, ostensibly her diary written as a small child. The book is on many school reading lists and there are people who absolutely believe the book is her diary from when she was seven years old. They also believe she was actually from French royalty and was given to the Whiteley family to raise. Opal believed it. She also believed that she was married to the Prince of Wales as a child bride. She was committed to a mental institution at age 50 and lived there until her death. It is an interesting book to read if you like history and biographies. I think I picked it up in a Little Free Library and I am glad that I got the chance to read it. ...more",Notes are private!,0,0,1,"Nov 25, 2014","Nov 29, 2014","Nov 25, 2014",,Hardcover,view (with text),/book/show/878230.Opal
1002,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shocking Secrets of American History: 115 Surprising and Amusing Tales,"Coate, Bill",1567318975,9781567318975,1567318975,244        pp,3.40,386,"Sep 01, 2006","Mar 30, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** VERY short stories, page and a half on average. And these vignettes of American history are not very shocking. The subtitle of the b**spoiler alert** VERY short stories, page and a half on average. And these vignettes of American history are not very shocking. The subtitle of the book is: 115 surprising and amusing tales. That is a more accurate portrayal of what is in this book. If you have a short attention span for history and only want to hear some interesting bits then this book fills that need pretty well.I think the most surprising thing I learned was that ""the Stars and Bars are still flying in Brazil today as the result of an emigration of thousands of Southern expatriates who journeyed there shortly after their loss in the War of the Rebellion."" They became known as the Confederados and ""Today thousands of descendants of the Confederados can be found throughout Brazil, and once a year, they gather to render homage to their Rebel roots."" Well, I had no idea!My favorite story is about Joshua Abraham Norton of San Francisco. After he lost all his wealth in 1859 he went somewhat batty and declared himself ""Norton the First, Emperor of the United States and Protector of Mexico"". He put on an old military uniform and went to a newspaper to announce his self-coronation. The editor printed it and for the next 21 years, until his death, ""Citizens who passed him addressed him as ""Your Majesty"". Policemen saluted him smartly. He ed the state militia, and a special chair was always reserved for him in the state legislature."" etc (don't want to give it all away!)The most shocking thing, to me, was that Amelia Earhart's letter to her groom as they waited for the justice of the peace. It said, in part, ""In our life together, I shall not hold you to any medieval code of faithfulness to me, nor shall I consider myself bound to you similarly."" I also found the book somewhat depressing because as we skate through history from the founding of the country to present day everyone keeps dying. Of course. But in short stories like this it is as if time is speeded up and so people are just dying at an amazing speed. ...more",Notes are private!,0,0,1,"Nov 23, 2014","Nov 25, 2014","Nov 23, 2014",,Hardcover,view (with text),/book/show/6402938-shocking-secrets-of-american-history
