,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Hannah's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Friends, Lovers, and the Big Terrible Thing","Perry, Matthew",,,B09M1RPWWL,272        pp,3.90,"250,256","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2022",,Kindle Edition,view,/book/show/60390589-friends-lovers-and-the-big-terrible-thing
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie Soto Is Back,"Reid, Taylor Jenkins*",0593158695,,B09SNYDGR9,371        pp,4.22,"504,525","Aug 30, 2022","Aug 30, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cute, quick read especially if you are a tennis fan. I found the main character a bit hard to like but she grew on me towards the end. Also love that Cute, quick read especially if you are a tennis fan. I found the main character a bit hard to like but she grew on me towards the end. Also love that Taylor Jenkins Reid threw some references to characters from her other books - you go girl. The quote that got me the most in this book perfectly captured how I used to feel playing competitive tennis:“She looks pissed … she thought the match would be hers by now. But I’m stealing it out of her hands. ‘This is fun,’ I think, ‘How did I forget this is so f***ing fun?’”...more",Notes are private!,0,5,1,"Dec 26, 2022","Jan 03, 2023","Nov 07, 2022",,Kindle Edition,view (with text),/book/show/60437824-carrie-soto-is-back
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Time Tomorrow,"Straub, Emma*",052553900X,9780525539001,052553900X,310        pp,3.80,"131,364","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2022",,Hardcover,view,/book/show/59089704-this-time-tomorrow
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shadows,"North, Alex*",1250318033,9781250318039,1250318033,325        pp,3.74,"56,563","Jul 07, 2020","Jul 07, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quick spooky read for the season. Interesting concept as it centered around lucid dreams. Overall wasn’t crazy about the writing or story, but it did Quick spooky read for the season. Interesting concept as it centered around lucid dreams. Overall wasn’t crazy about the writing or story, but it did have a cute ending. ...more",Notes are private!,0,0,1,"Oct 17, 2022","Oct 21, 2022","Oct 24, 2022",,Hardcover,view (with text),/book/show/48842144-the-shadows
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"From Scratch: A Memoir of Love, Sicily, and Finding Home","Locke, Tembi*",1501187651,9781501187650,1501187651,339        pp,3.95,"43,774","Apr 30, 2019","Apr 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2022",,Hardcover,view,/book/show/42202117-from-scratch
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Love: A Memoir of Love and Loss,"Bloom, Amy",0593243943,9780593243947,0593243943,240        pp,4.27,"21,199","Mar 08, 2022","Mar 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2022",,Hardcover,view,/book/show/58065372-in-love
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Glad My Mom Died,"McCurdy, Jennette",,,,320        pp,4.47,"965,386","Aug 09, 2022","Aug 09, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The book is split into before and after her mom died, and I enjoyed the childlike narration for the first part, and more in depth adult voice combinedThe book is split into before and after her mom died, and I enjoyed the childlike narration for the first part, and more in depth adult voice combined with witty comments for the second. I would have assumed the heaviest part of the book would have been the recounting of the abuse, but I found her coming to terms with what happened and the aftermath she finds herself in as an adult more gut-wrenching. “She needed us to be nothing without her”“The amount of times I’ve thought buying plants might make a difference in my life is staggering”...more",Notes are private!,0,3,1,"Feb 06, 2023","Feb 11, 2023","Oct 21, 2022",,ebook,view (with text),/book/show/59364173-i-m-glad-my-mom-died
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond the Wand: The Magic and Mayhem of Growing Up a Wizard,"Felton, Tom",1538741369,9781538741368,1538741369,288        pp,4.30,"108,765","Oct 18, 2022","Oct 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Give me Harry Potter anything and its immediately a 10/10. I loved the writing (maybe bc I read it in Draco’s voice the whole time) and the message. WGive me Harry Potter anything and its immediately a 10/10. I loved the writing (maybe bc I read it in Draco’s voice the whole time) and the message. Well timed with watching movies 1-3 as well. Only half the quotes I wrote down…“And I try to remind myself everyday how lucky I am to have my life. A life where love, family, and friendship are at the forefront. It’s not lost on me that the importance of these is one of the great lessons of the Harry Potter stories. And that makes me a rich man indeed”“The only true currency we have in life is the effect we have on those around us”“As the actor who played Draco Malfoy, I see myself as a placeholder in people’s memories. Seeing me transports them to a different time and place.”“Relief is not the same as happiness”“I should have voiced my worries, if to no one else, then at least to myself”“That’s why I see Harry and Draco as two sides of the same coin. Harry is the product of a family who love him so much they are prepared to die for him. Draco is the product of a family who bully and abuse him. But when they have the freedom to make their own choices, they arrive at a similar destination”...more",Notes are private!,1,6,1,"Oct 12, 2023","Oct 16, 2023","Oct 18, 2022",,Hardcover,view (with text),/book/show/61062194-beyond-the-wand
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"845,192","Jul 05, 2022","Jul 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this book! Centered around two friends who program and design games together. I enjoyed the character development and how it highlighted the ebbLoved this book! Centered around two friends who program and design games together. I enjoyed the character development and how it highlighted the ebbs and flows that relationships can have. Highly recommend Too many quotes this time…“And what is love in the end, except the irrational desire to put evolutionary competitiveness aside in order to ease someone else’s journey through life?”“This life is filled with inescapable moral compromises. We should do what we can to avoid the easy ones”“‘Her parents can buy her anything she wants. Why would she want some dumb thing I drew on the back of an envelope?’ Sam said. ‘I suppose, because her parents can buy her whatever she wants.’”“Love is both a constant and a variable at the same time”...more",Notes are private!,0,3,1,"Oct 03, 2022","Oct 30, 2022","Oct 03, 2022",,Hardcover,view (with text),/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sweetness of Water,"Harris, Nathan*",031646127X,9780316461276,031646127X,368        pp,4.16,"51,648","Jun 15, 2021","Jun 15, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a tough one to settle on, the start was slow but the writing was amazing and the story was beautiful. I’m not usually one for over-descriptivThis was a tough one to settle on, the start was slow but the writing was amazing and the story was beautiful. I’m not usually one for over-descriptive writing but whatever style the author used, I am a huge fan! “He’s everywhere. He’s in the fields, in the forest. I can’t get rid of him. But as much as I begrudge him, I can’t wait to see him everyday. No different in that way from when he was alive.”...more",Notes are private!,0,1,1,"Sep 27, 2022","Sep 30, 2022","Sep 27, 2022",,Hardcover,view (with text),/book/show/54404602-the-sweetness-of-water
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wish You Were Here,"Picoult, Jodi*",1984818414,9781984818416,1984818414,310        pp,3.93,"235,953","Nov 30, 2021","Nov 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2022",,Hardcover,view,/book/show/57701764-wish-you-were-here
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bully Market: My Story of Money and Misogyny at Goldman Sachs,"Higgins, Jamie Fiore*",1668001020,9781668001028,1668001020,320        pp,4.16,"2,520",unknown,"Aug 30, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"10/10 for Jamie, 0/10 for Goldman. While the book was shocking in some ways, it was also, sadly, not surprising as I’ve heard very similar stories. I 10/10 for Jamie, 0/10 for Goldman. While the book was shocking in some ways, it was also, sadly, not surprising as I’ve heard very similar stories. I appreciated the author’s acknowledgement of her role in the culture and her explanations of feeling torn. It felt very honest which added to the story. Would highly recommend. ...more",Notes are private!,0,2,1,"Sep 14, 2022","Sep 18, 2022","Sep 18, 2022",,Hardcover,view (with text),/book/show/60321040-bully-market
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quit: The Power of Knowing When to Walk Away,"Duke, Annie*",0593422996,9780593422991,0593422996,336        pp,4.19,"4,036",2022,"Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2022",,Hardcover,view,/book/show/60097435-quit
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The WEIRDest People in the World: How the West Became Psychologically Peculiar and Particularly Prosperous,"Henrich, Joseph",,,B07RZFCPMD,706        pp,4.13,"3,082","Sep 08, 2020","Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2022",,Kindle Edition,view,/book/show/51710349-the-weirdest-people-in-the-world
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dream Daughter,"Chamberlain, Diane*",1250087309,9781250087300,1250087309,371        pp,4.25,"38,036","Oct 02, 2018","Oct 02, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5! Beach read that involves time travel with a different set of rules than other ones I’ve seen (though all time travel stories do it a bit differen3.5! Beach read that involves time travel with a different set of rules than other ones I’ve seen (though all time travel stories do it a bit differently). Very Sophie’s Choice throughout which made it a quick read.Takes place partially in Summit so gave it the extra 0.5!...more,Notes are private!,0,1,1,"Sep 05, 2022","Sep 20, 2022","Aug 29, 2022",,Hardcover,view (with text),/book/show/37638145-the-dream-daughter
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"618,267","Mar 10, 2015","Mar 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2022",,Hardcover,view,/book/show/22822858-a-little-life
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,B000FC10S4,336        pp,3.93,"283,422","May 22, 2001","Mar 17, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this story and thought it was a nice reminder to 1) see the good in people 2) make the best of a less than ideal situation and 3) take life a I loved this story and thought it was a nice reminder to 1) see the good in people 2) make the best of a less than ideal situation and 3) take life a day at a time, but told in a not obvious and very beautiful way. I also enjoyed the translating aspect of the book which I would have thought would get tiresome for the reader, but it didn’t.“People love each othe for all sorts of different reasons. Most of the time we’re loved for what we can do rather than who we are. It’s not such a bad thing, being loved for what you can do … it’s flattering, but why do you love them? If someone loves you for who you are, it means they have to know you, which means you have to know them.”...more",Notes are private!,0,4,1,"Aug 29, 2022","Sep 05, 2022","Aug 29, 2022",,Kindle Edition,view (with text),/book/show/4906348-bel-canto
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ready Player One        (Ready Player One, #1)","Cline, Ernest*",030788743X,9780307887436,030788743X,374        pp,4.23,"1,167,592","Aug 16, 2011","Aug 16, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2022",,Hardcover,view,/book/show/9969571-ready-player-one
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orphan Train,"Kline, Christina Baker*",,,,278        pp,4.19,"442,008","Apr 02, 2013","Apr 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2022",,Paperback,view,/book/show/15818107-orphan-train
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092786,9780063092785,0063092786,320        pp,4.44,"36,767","Nov 23, 2021","Nov 23, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this!! Based on the title I went into it assuming to find a portrayl of life through rose colored glasses, but it ended up being a very honest aLoved this!! Based on the title I went into it assuming to find a portrayl of life through rose colored glasses, but it ended up being a very honest account of lifes ups and downs with a healthy dose of humor and life lessons. A couple of my favorite essays were the year without shopping and the layers of worrying about loved ones as told through her husband’s flying hobby.“If you stop thinking about what you might want, it’s a whole lot easier to see what other people don’t have”...more",Notes are private!,0,1,1,"Aug 10, 2022","Aug 29, 2022","Aug 10, 2022",,Hardcover,view (with text),/book/show/56922687-these-precious-days
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paper Palace,"Heller, Miranda Cowley",,,,400        pp,3.81,"321,134","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2022",,Hardcover,view,/book/show/55994372-the-paper-palace
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0062315005,9780062315007,0062315005,182        pp,3.91,"3,056,111",1988,"Apr 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Took me a bit to get into but thought the lessons were good and the love element was sweet!“You will never escape from your heart. So it’s better to lTook me a bit to get into but thought the lessons were good and the love element was sweet!“You will never escape from your heart. So it’s better to listen to what it has to say.”...more,Notes are private!,0,1,1,"Jul 30, 2022","Aug 10, 2022","Jul 30, 2022",,Paperback,view (with text),/book/show/18144590-the-alchemist
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is Going to Hurt: Secret Diaries of a Junior Doctor,"Kay, Adam*",,,,285        pp,4.41,"282,844","Sep 07, 2017","Sep 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I laughed, I cried, and I am now highly recommending this book to everyone. Author used to be a British doctor and documents his highs and lows and isI laughed, I cried, and I am now highly recommending this book to everyone. Author used to be a British doctor and documents his highs and lows and is now a comedian - you can imagine the dry, gallows humor....more",Notes are private!,0,5,1,"Jul 17, 2022","Jul 22, 2022","Jul 23, 2022",,Kindle Edition,view (with text),/book/show/35510008-this-is-going-to-hurt
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fixed.: How to Perfect the Fine Art of Problem Solving,"Herman, Amy E.",,,B08R3XYSTK,336        pp,3.84,179,Dec 2021,"Dec 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2022",,Kindle Edition,view,/book/show/59246005-fixed
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Before the Coffee Gets Cold        (Before the Coffee Gets Cold, #1)","Kawaguchi, Toshikazu",1529029589,9781529029581,1529029589,272        pp,3.70,"406,526","Dec 06, 2015","Sep 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5! A nontraditional take on time traveling that I really enjoyed. The stories were a lot more emotional than I anticipated (wouldn’t recommend for c4.5! A nontraditional take on time traveling that I really enjoyed. The stories were a lot more emotional than I anticipated (wouldn’t recommend for commuting!)“These notes were the last handhold for him, as he was gradually forgetting who she was”...more",Notes are private!,0,1,1,"Jul 08, 2022","Jul 23, 2022","Jul 08, 2022",,Paperback,view (with text),/book/show/44421460-before-the-coffee-gets-cold
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silent Wife        (Will Trent, #10)","Slaughter, Karin*",0062858106,9780062858108,0062858106,496        pp,4.23,"57,556","Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,TWIS-TED! Been a while since I read a mystery and this was a great one. Also apparently it’s part of a series but I wasn’t aware until I was writing tTWIS-TED! Been a while since I read a mystery and this was a great one. Also apparently it’s part of a series but I wasn’t aware until I was writing this  - kudos to the author for writing a great standalone!...more,Notes are private!,0,0,1,"Jul 04, 2022","Jul 07, 2022","Jul 08, 2022",,Hardcover,view (with text),/book/show/53065750-the-silent-wife
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book Lovers,"Henry, Emily*",,,0593440870,377        pp,4.14,"1,049,652","May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5. If you are looking for a slightly cheesey (but knows it) summer read, look no further! Same author as People We Meet on Vacation but I liked this3.5. If you are looking for a slightly cheesey (but knows it) summer read, look no further! Same author as People We Meet on Vacation but I liked this one better. Loved the focus on the sister relationship and fresh perspective on NYC!...more",Notes are private!,0,1,1,Jul 2022,Jul 2022,"Jul 06, 2022",,Hardcover,view (with text),/book/show/58690308-book-lovers
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"540,901","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very cute book! I found it a bit predictable, but enjoyed it nevertheless. Also loved that it was centered around an octopus - definitely the first boVery cute book! I found it a bit predictable, but enjoyed it nevertheless. Also loved that it was centered around an octopus - definitely the first book I’ve read like that!“Why can humans not use their millions of words to simply tell one another what they desire?”“Tova wonders sometimes if it’s better that way, to have one’s tragedies clustered together, to make good use of the existing rawness. Get it over with in one shot”...more",Notes are private!,0,5,1,"Feb 06, 2023","Mar 11, 2023","Jun 30, 2022",,Hardcover,view (with text),/book/show/58733693-remarkably-bright-creatures
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Do You Mind If I Cancel?: Things That Still Annoy Me,"Janetti, Gary",1250225825,9781250225825,1250225825,159        pp,3.50,"14,862","Oct 22, 2019","Oct 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2022",,Hardcover,view,/book/show/43263670-do-you-mind-if-i-cancel
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swimmers,"Otsuka, Julie",0593321332,9780593321331,0593321332,192        pp,3.68,"30,700","Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2022",,Hardcover,view,/book/show/58214333-the-swimmers
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like a House on Fire,"McBrayer, Lauren*",0593331826,9780593331828,0593331826,320        pp,3.82,"4,183","Apr 26, 2022","Apr 26, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5! Quick read with some similar themes to Hunting Wives (minus the murderous undertones). “There is beauty and loss in every direction”,Notes are private!,0,0,1,"Nov 24, 2022","Nov 28, 2022","Jun 30, 2022",,Hardcover,view (with text),/book/show/58505133-like-a-house-on-fire
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swipe to Unlock: The Primer on Technology and Business Strategy,"Detroja, Parth*",1976182190,9781976182198,1976182190,323        pp,4.23,"3,186",Sep 2017,Dec 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A series of case studies / mix of short scenarios relating to a range of business technology topics. I enjoyed the range of topics as well as the ethiA series of case studies / mix of short scenarios relating to a range of business technology topics. I enjoyed the range of topics as well as the ethical questions surrounding new technology. It also includes interview resources at the end and a glossary of terms which I found helpful. ...more,Notes are private!,0,0,1,"Jun 26, 2022","Jan 09, 2023","Jun 26, 2022",,Paperback,view (with text),/book/show/43385933-swipe-to-unlock
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing Personal: My Secret Life in the Dating App Inferno,"Sales, Nancy Jo",0316492795,9780316492799,B08HLNJCMT,385        pp,3.66,498,"May 18, 2021","May 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2022",,Kindle Edition,view,/book/show/58084071-nothing-personal
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Two Kingdoms: A Memoir of a Life Interrupted,"Jaouad, Suleika*",0399588582,9780399588587,0399588582,352        pp,4.43,"88,850","Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2022",,Hardcover,view,/book/show/50743767-between-two-kingdoms
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year in Tech 2022: The Insights You Need from Harvard Business Review: The Insights You Need from Harvard Business Review,Harvard Business Review,1647821754,9781647821753,1647821754,176        pp,3.54,171,unknown,"Oct 26, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very quick read - a compilation of HBR articles that defined tech in 2022. Some very interesting, others a bit frightening!",Notes are private!,0,1,1,"Jun 19, 2022","Jun 19, 2022","Jun 26, 2022",,Paperback,view (with text),/book/show/56706366-the-year-in-tech-2022
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Premonition: A Pandemic Story,"Lewis, Michael",,,B08V91YY8R,304        pp,4.34,"39,496","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2022",,Kindle Edition,view,/book/show/56883526-the-premonition
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Between the Mountain and the Sky: A Mother’s Story of Love, Loss, Healing, and Hope","Doyne, Maggie*",0785240284,9780785240280,0785240284,272        pp,4.48,"1,323",2022,"Mar 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What an incredible story! Very quick read that shows not only the impact one person can have, but also the emotional struggle that can come with purpoWhat an incredible story! Very quick read that shows not only the impact one person can have, but also the emotional struggle that can come with purposeful work. I enjoyed her perspective and struggle on balance respect for different cultures and morals - most highlighted by corporal punishment and women’s rights. “Grief doesn’t arrive because love is gone, it arrives because love is everywhere.”“My fear of love has never diminished my capacity for it.”“I keep writing my letters… freezing time the best way that i know how.”“I say a long goodbye to New Jersey and get a much-needed haircut and Taylor Ham, egg, and cheese sandwich.” (Same) ...more",Notes are private!,0,0,1,"Nov 04, 2022","Nov 09, 2022","May 30, 2022",,Hardcover,view (with text),/book/show/58429268-between-the-mountain-and-the-sky
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Flight,"Clark, Julie*",1728215722,9781728215723,1728215722,320        pp,4.11,"204,082","Jun 02, 2020","Jun 23, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 23, 2022","May 23, 2022","May 30, 2022",,Hardcover,view,/book/show/52652923-the-last-flight
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer Love,"Thayer, Nancy*",0593358422,9780593358429,0593358422,304        pp,3.64,"7,444","May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2022","May 24, 2022","May 28, 2022",,Hardcover,view,/book/show/58735045-summer-love
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Win        (Windsor Horne Lockwood III, #1)","Coben, Harlan*",1538748215,9781538748213,1538748215,375        pp,4.09,"67,281","Mar 16, 2021","Mar 16, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"May 25, 2022not set","May 25, 2022not set","May 28, 2022",,Hardcover,view,/book/show/53916157-win
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Believers,"Makkai, Rebecca*",073522353X,9780735223530,073522353X,421        pp,4.28,"135,437","Jun 19, 2018","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2022",,Paperback,view,/book/show/45304101-the-great-believers
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overstory,"Powers, Richard",039335668X,9780393356687,039335668X,502        pp,4.12,"159,507","Apr 03, 2018","Apr 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very thought provoking book centered around the theme of trees, where there are several separate characters/storylines that weave in and out. “People Very thought provoking book centered around the theme of trees, where there are several separate characters/storylines that weave in and out. “People spend half a century in bed together and wind up strangers in the end. Nicholas knows all this; he has cleaned house after his grandparents died and made all the terrible discoveries death affords. How long does it take to know anyone?”...more",Notes are private!,0,2,1,"Apr 30, 2022","Jun 26, 2022","May 01, 2022",,Paperback,view (with text),/book/show/40180098-the-overstory
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,230,228","Mar 31, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was not at all what I was expecting (there’s a lesson there on don’t judge a book by its cover…) and I absolutely loved it! Made me miss higThis book was not at all what I was expecting (there’s a lesson there on don’t judge a book by its cover…) and I absolutely loved it! Made me miss high school physics (yes, I know its a book on chemistry but I never liked chem). “People will always yearn for a simple solution to their complicated problems. It’s a lot easier to have faith in something you can’t see, can’t touch, can’t explain, and can’t change, rather than to have faith in something you can: one’s self”...more",Notes are private!,0,4,1,"Oct 30, 2022","Nov 04, 2022","Apr 08, 2022",,Hardcover,view (with text),/book/show/58065033-lessons-in-chemistry
