,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mathilde's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Egypt Game        (Game #1),"Snyder, Zilpha Keatley",0808553038,9780808553038,0808553038,240        pp,3.83,"35,843",1967,"Jul 07, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2019",,Library Binding,view,/book/show/903.The_Egypt_Game
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wicked: The Life and Times of the Wicked Witch of the West        (The Wicked Years, #1)","Maguire, Gregory",0060987103,9780060987107,B007CGOP4C,406        pp,3.54,"597,496","Sep 29, 1995",2000,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 21, 2019",,Paperback,view,/book/show/37442.Wicked
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Please Send Help        (I Hate Everyone But You, #2)","Dunn, Gaby*",1250216532,9781250216533,1250216532,320        pp,3.77,"1,396","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2019",,Hardcover,view,/book/show/41150429-please-send-help
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Absolutely Remarkable Thing        (The Carls, #1)","Green, Hank*",,,B0796DR2XV,343        pp,4.04,"115,996","Sep 25, 2018","Sep 25, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Funny and clever, with some really interesting discussions about humanity and our relationship with social media, and also featuring a good dose of scFunny and clever, with some really interesting discussions about humanity and our relationship with social media, and also featuring a good dose of sci-fi and otherworldliness. The MC was pretty damn flawed, and that might be frustrating to some, (I was very annoyed with her at times) but overall I found it refreshing.Side note: I got used to it by the second half, but I will say that at the beginning, April May narratorial voice felt almost masculine? What does that mean, you ask? I don't know. I can't put a finger on it. I really don't mean to generalize women; I just somehow feel like we tend to be more conscious of the way we are perceived and behave around others, even in everyday interactions... in ways that April wasn't. This isn't really a complaint. It just stood out to me, and I found it interesting....more",Notes are private!,0,2,1,"Feb 16, 2019","Feb 20, 2019","Feb 16, 2019",,Kindle Edition,view (with text),/book/show/24233708-an-absolutely-remarkable-thing
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wayward Son        (Simon Snow, #2)","Rowell, Rainbow*",1509896880,9781509896882,1509896880,356        pp,3.91,"106,746","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2019",,Hardcover,view,/book/show/44034303-wayward-son
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Can Keep a Secret,"McManus, Karen*",1524714720,9781524714727,1524714720,329        pp,3.93,"141,943","Jan 08, 2019","Jan 08, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5fun! (though at some times it was scarier than One of Us is Lying... and I don't like scary things :(3.5fun! (though at some times it was scarier than One of Us is Lying... and I don't like scary things :(...more,Notes are private!,0,1,1,"Dec 12, 2019","Dec 14, 2019","Feb 12, 2019",,Hardcover,view (with text),/book/show/38225791-two-can-keep-a-secret
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Believe in a Thing Called Love,"Goo, Maurene*",0374304041,9780374304041,0374304041,336        pp,3.57,"12,223","May 30, 2017","May 30, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5A character who has a crush and then ends up with that crush? Where is the unexpected fun in that?,Notes are private!,0,3,1,"Apr 29, 2019","May 03, 2019","Feb 12, 2019",,Hardcover,view (with text),/book/show/31145133-i-believe-in-a-thing-called-love
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spinning Silver,"Novik, Naomi*",,,,465        pp,4.20,"129,787","Jul 10, 2018","Jul 10, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is fairy tale retelling done right. I absolutely loved how well this book blends elements of a traditional fairytale into a complex and developedThis is fairy tale retelling done right. I absolutely loved how well this book blends elements of a traditional fairytale into a complex and developed plotline. Everything from the three questions to the three tasks, to hopping through mirrors, to ""good"" people disguised as monsters, made me feel like I was reading a real fairytale, and still, it was so much more than that. I LOVED all three of the main characters; Miryem, Wanda, and Irina. They were all just so  smart . It is sooo refreshing to have brave and clever young women who don't make rash decisions and jump into dangerous situations out of misguided heroism. They aren't just defiant for the sake for being contrary. (unlike what I remember from Uprooted's Agnieszka). Everything they do is to protect themselves and their loved ones. The balance was just a little wonky: I felt like Wanda deserved more of her own plot, and I wanted Irina to have a section in the epilogue  so badly , but overall the story felt well put together. I know some people were bothered by the multiple perspectives, but I thought it was well done. And the winter! Reading this book up in a cottage Mount Shasta after a day's hiking in the snowy woods made me feel utterly transported. Near the middle, I was a little concerned that the book was following the same path as Uprooted, in terms of romance, which bothered me. A lot. BUT, somehow, as the story progressed and things made more and more sense, the characters in question won my heart over. I honestly don't know how Novik did it! Granted, Miryem's ending could have gone in another direction and I would've been fine, but Irina's was so beautiful *cries,* I really wanted that epilogue. Definitely will end up re-reading this one. ...more",Notes are private!,0,1,1,"Jan 11, 2019","Jan 21, 2019","Jan 11, 2019",,Kindle Edition,view (with text),/book/show/36896898-spinning-silver
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'Étranger,"Camus, Albert",,,B00YQICCXK,99        pp,4.02,"1,094,411","May 19, 1942","Jun 01, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 03, 2019","Jan 10, 2019","Jan 03, 2019",,Kindle Edition,view,/book/show/25718491-l-tranger
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Leah on the Offbeat        (Simonverse, #3)","Albertalli, Becky*",0062643800,9780062643803,0062643800,352        pp,3.80,"74,889","Apr 24, 2018","Apr 24, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5This was cute and a fast read, and I always like how relatable the Albertallis teens are. I think I just didn't relate to Leah as much and some of 3.5This was cute and a fast read, and I always like how relatable the Albertallis teens are. I think I just didn't relate to Leah as much and some of the stuff she did frustrated me, whereas I loved Simon very much....more",Notes are private!,0,2,1,"Dec 08, 2019","Dec 10, 2019","Dec 29, 2018",,Hardcover,view (with text),/book/show/31180248-leah-on-the-offbeat
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foolish Hearts,"Mills, Emma",1627799370,9781627799379,1627799370,320        pp,4.13,"14,876","Dec 05, 2017","Dec 05, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What I really like about Emma Mills, this author is that her novels are cute, but also feel very realistic. The drama is there, but it’s not unwarrantWhat I really like about Emma Mills, this author is that her novels are cute, but also feel very realistic. The drama is there, but it’s not unwarranted or unnecessary. There’s romance, but it doesn’t feel like utter wish fulfillment. There are REAL and nice friendships that develop. Also the description of school is very on point - not only the adults, but also the interaction between students. I like that there is less of an “us vs them” mentality than other teen books. Many of those books tend to portray popular kids as evil and dumb, whereas in my experience, people are way more complicated and interesting than that. I think Emma Mills captures this. I like that she writes main characters who aren’t super judgey or special snowflake-ish. They feel relatable and real. Overall, a quick, cute, and enjoyable read. ...more",Notes are private!,0,0,1,"Dec 28, 2018","Dec 29, 2018","Dec 29, 2018",,Hardcover,view (with text),/book/show/33275690-foolish-hearts
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Simon vs. the Homo Sapiens Agenda        (Creekwood, #1)","Albertalli, Becky*",,,B00LSRXJKC,325        pp,4.16,"434,156","Apr 07, 2015","Apr 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 I saw the movie first in the plane and LOVED it so naturally I had to read the book. At first I was caught off guard by how different everything w4.5 I saw the movie first in the plane and LOVED it so naturally I had to read the book. At first I was caught off guard by how different everything was, but when I got used to it, I liked it just as much if not more than the film. Actually my two pet peeves about the film (not developing the email relationship with Blue enough and how unsupportive his friends were) weren’t problems at all in the book. Although, I did miss his parents from the film, and I did think the film had a slightly better plot arc progression. I think overall, both did a very successful job at making me LOVE Simon’s character, and telling a story just very very adorable and funny, and hopeful and, dare-I-say.. realistic! (Except - does Albertalli not know how Tumblr works?)...more",Notes are private!,0,2,1,"Dec 27, 2018","Dec 28, 2018","Dec 25, 2018",,Kindle Edition,view (with text),/book/show/22754644-simon-vs-the-homo-sapiens-agenda
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",,,,496        pp,4.33,"471,224","Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2018",,Kindle Edition,view,/book/show/34051011-pachinko
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nice Try, Jane Sinner","Oelke, Lianne*",,,B01MSYUSFN,432        pp,3.90,"3,506","Jan 09, 2018","Jan 09, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5 this was such a great combination of fun drama and real introspectiveness! Jane was great. Also I lived for the Canadian things :),Notes are private!,0,2,1,"Dec 15, 2019","Dec 17, 2019","Dec 03, 2018",,Kindle Edition,view (with text),/book/show/34741486-nice-try-jane-sinner
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride: A Pride & Prejudice Remix,"Zoboi, Ibi*",,,B0727TNDX8,302        pp,3.74,"27,918","Sep 18, 2018","Sep 18, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5There are some P&P adaptations that I love because they don't try too hard to actually follow the original plot (First & Then). And there are some 2.5There are some P&P adaptations that I love because they don't try too hard to actually follow the original plot (First & Then). And there are some adaptations I love  because  of how cleverly they put the all original plot points and characters in a different context (like the Lizzie Bennet Diaries). But this book somehow tried to do both at once, and it didn't really work for me. It is equal part ""girl in Bushwick Brooklyn who loves her family and neighborhood is trying to get into college"" and ""let's try to recreate the entire plot of Pride and Prejudice.""The combination of these two stories, while it seems like it should work, really didn't for me. Both pulled attention and detail away from the other. I did like seeing how all the P&P characters fit into this scenario. But, because the author set the story up to be  exactly  like P&P, it meant that when the plot started to go in a very different direction, it felt very wrong. And many of the most important themes of Pride and Prejudice (about pride!! and prejudice!!) felt over lightly brushed over. Meanwhile, the whole discussion of the ""hood"" felt somewhat heavy-handed. The MC's poetry was amazing, and there were some great themes about community and identity and familial love, but because so much time was dedicated to the romance, these parts felt brief and lacked subtlety.In the end, the romance felt underdeveloped, and I honestly think it could have been tossed (along with the P&P adaptation element). What stood out the most about this book was this girl's love for her neighborhood, not Darius Darcy. ...more",Notes are private!,0,0,1,"Mar 14, 2019","Mar 16, 2019","Dec 03, 2018",,Kindle Edition,view (with text),/book/show/38587236-pride
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rosencrantz and Guildenstern Are Dead,"Stoppard, Tom",0802132758,9780802132758,0802132758,126        pp,4.04,"89,498",1966,"Jan 01, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Nov 2017,"Dec 01, 2018",,Paperback,view,/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rosie Effect        (Don Tillman, #2)","Simsion, Graeme*",,,B00L6C313E,369        pp,3.63,"132,825","Sep 24, 2014","Dec 30, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5 The humor from the first book was still there-there were some pretty charming and hilarious scenes, but overall I think this book suffered from ma2.5 The humor from the first book was still there-there were some pretty charming and hilarious scenes, but overall I think this book suffered from major Sequel Syndrome, symptoms including lack of consideration for previous character development and too much unnecessary conflict. And it felt really long. I did read the second half of this book in one three hour go, and I did have fun, but most of the time I was just trying to just be finished with it so I could move on to something else. Also there was just so many things that just made me go ""whatt????"" (view spoiler)[ Rosie thinking she would take her newborn baby with her to a work at a hospital?? neither of them communicating with each other? Gene lying about lying about his affairs? Don's introducing himself as an accused pedophile at the psychologist clinic?? ?(I get it's supposed to be funny but it wasn't)  (hide spoiler)]...more",Notes are private!,0,1,1,"Nov 23, 2018","Nov 29, 2018","Nov 27, 2018",,Kindle Edition,view (with text),/book/show/22712073-the-rosie-effect
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Fahrenheit 451: Love and Heartbreak in the Stacks: A Librarian's Love Letters and Breakup Notes to the Books in Her Life,"Spence, Annie*",,,B06XFZ1CXB,256        pp,3.77,"10,581","Sep 26, 2017","Sep 26, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2018",,Kindle Edition,view,/book/show/35575428-dear-fahrenheit-451
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Brilliant Death        (The Brilliant Death, #1)","Capetta, Amy Rose",,,,352        pp,3.67,"2,763","Oct 30, 2018","Oct 30, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 03, 2019","Sep 15, 2019","Nov 26, 2018",,Hardcover,view,/book/show/34198648-the-brilliant-death
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mary Berry Everyday: Make Every Meal Special,"Berry, Mary",1785941682,9781785941689,1785941682,320        pp,4.28,233,unknown,"Apr 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2018",,Hardcover,view,/book/show/33011346-mary-berry-everyday
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once Upon a River,"Setterfield, Diane*",0743298071,9780743298070,0743298071,464        pp,3.95,"90,193","Dec 03, 2018","Dec 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2018",,Hardcover,view,/book/show/40130093-once-upon-a-river
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rosie Project        (Don Tillman, #1)","Simsion, Graeme*",,,,305        pp,4.02,"556,332","Jan 30, 2013","Oct 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""books that are basically romcoms"" I typed in the google search bar on Thanksgiving night. It's a mood. And after some browsing and multiple searches ""books that are basically romcoms"" I typed in the google search bar on Thanksgiving night. It's a mood. And after some browsing and multiple searches in the Overdrives of three different library systems, I found this book. Despite my love of romcoms, I usually tend to steer clear of novels that are solely romance. In my experience, they feature a ridiculous amount of flowery and exaggerated descriptions that make me want to repeatedly roll my eyes. Also, I know romance in movies is unrealistic, but for some reason, it annoys me more in book form. ""The Hating Game"" had a lot of this, hence my love-hate relationship with it. But the great thing about this particular romance novel was the narrator. He is specifically  not the kind to go into gooey over-the-top descriptions, and I just loved it. There is still a whole lot of cuteness, and it definitely produced the warm-fuzzy feelings that I was looking for. So yay! I found the resolution to be just a bit sloppy (too easy at the very end, but too complicated before that), and the very last chapter was literally a ""where are they now"" straight out of a romcom which was a little, if not very, cheesy, but overall I had a whole lot of fun reading it. ...more",Notes are private!,0,0,1,"Nov 22, 2018","Nov 23, 2018","Nov 23, 2018",,Kindle Edition,view (with text),/book/show/17925125-the-rosie-project
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"When Dimple Met Rishi        (Dimple and Rishi, #1)","Menon, Sandhya*",,,B01LXQT5OB,400        pp,3.69,"53,872","May 30, 2017","May 30, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Cute,Notes are private!,0,1,1,"Dec 17, 2018","Dec 20, 2018","Nov 23, 2018",,Kindle Edition,view (with text),/book/show/32934117-when-dimple-met-rishi
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Also Known As        (Also Known As, #1)","Benway, Robin*",0802733905,9780802733900,0802733905,308        pp,3.80,"13,254","Feb 26, 2013","Feb 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2018",,Hardcover,view,/book/show/13132661-also-known-as
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Loneliest Girl in the Universe,"James, Lauren*",1406375470,9781406375473,1406375470,290        pp,3.74,"22,158","Jul 03, 2018","Jul 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2018",,Paperback,view,/book/show/32601841-the-loneliest-girl-in-the-universe
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"P.S. I Still Love You        (To All the Boys I've Loved Before, #2)","Han, Jenny*",,,,352        pp,4.02,"375,250","May 26, 2015","May 26, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hmmm 3.5What I really love about these books is how real they feel. I mean, other than the fact that literally every hot boy is in love with the MC, hHmmm 3.5What I really love about these books is how real they feel. I mean, other than the fact that literally every hot boy is in love with the MC, her life seems normal, and domestic in a nostalgic sort of way. She bakes cookies, and watched movies with family, and makes references to the Sound of Music (I loved that). She's just a girl living her life, and it's relaxing to read about. Also, personally I find her relationship with romance to be high key relatable so there's that.But the boy drama is a little much for me. In both books, but especially this one. I'm not a fan of love triangles where any outcome is possible and there is the drama of ""choice."" It's just boring and mildly stressful. Also, I don't think the author did a good job of making it clear how much Peter was number one for her. I mean, I knew it in my head because of the third book synopsis, but I didn't feel it in the pages. She seemed a lot more into John Ambrose. Also, I do have a complaint here: (view spoiler)[ The idea is that Lara Jean needed to accept that she hurt Gen and that Peter was just friends with Gen, and Gen needed him to support her. Now in principle, I understand that one should be able to support their emotionally unstable ex if they are needed. HOWEVER, Gen is toxic AF. She did so much shit, to Lara Jean, and to plenty of other girls. She severely damaged Lara Jean's reputation, even perhaps her future, and honestly, it's a miracle LJ didn't suffer long-term emotional health problems. If Peter feels the need to support Gen emotionally, fine! But it was super messed up of him to continuously defend her and lie when he knew she posted the video. Super messed up, and I really have a hard time forgiving him for that. I'm particularly annoyed about this since the TV show I recently binged featured an ex-friend/girlfriend of the main dude, and people kept excusing her utterly toxic actions on account of her heartbreak sadness. LIKE NO! Emotional problems do not excuse being a terrible person to others, and there are ways of supporting those kinds of people without forgiving them for everything.  (hide spoiler)]So there's my rant oops.I don't feel the need to read the last book, because I see it's about college drama and I'm not feeling it....more",Notes are private!,0,1,1,"Nov 15, 2018","Nov 16, 2018","Nov 15, 2018",,Kindle Edition,view (with text),/book/show/22840858-p-s-i-still-love-you
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Swordspoint        (Riverside, #1)","Kushner, Ellen*",0553585495,9780553585490,0553585495,329        pp,3.79,"10,257",Feb 1987,Feb 2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2018",,Mass Market Paperback,view,/book/show/68485.Swordspoint
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Once & Future        (Once & Future, #1)","Capetta, A.R.",,,,336        pp,3.56,"9,928","Mar 26, 2019","Mar 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2018",,Hardcover,view,/book/show/36233085-once-future
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sisters of the Winter Wood,"Rossner, Rena*",035651143X,9780356511436,035651143X,464        pp,3.52,"7,008","Sep 25, 2018","Sep 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2018",,Hardcover,view,/book/show/37854049-the-sisters-of-the-winter-wood
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bear and the Nightingale        (The Winternight Trilogy, #1)","Arden, Katherine*",1101885939,9781101885932,1101885939,319        pp,4.10,"200,127","Jan 10, 2017","Jan 10, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The beginning was quite slow, and I put it down for a week to binge a Netflix show, but when I picked it back up, it started really working for me. (eThe beginning was quite slow, and I put it down for a week to binge a Netflix show, but when I picked it back up, it started really working for me. (even though technically I don't think things moved any faster?)Many ers accurately call this book ""atmospheric."" You really feel transported to a chilly winter night in the Northern Russian Forests, where all sorts of magical events might take place in the context of everyday life. It also has the feel of a timeless Fairytale, something I love to see in modern literature. It simultaneously reminded me of Wildwood Dancing (which I love), Uprooted (which, unlike the rest of the world, I did not love) and The Raven Cycle (both have dark and eerie magic brewing in the forest).I really like Vasya, the MC. She's headstrong and ""wild"" but she doesn't make annoyingly dumb decisions in the name of bravery like many other YA protagonists who are considered fierce and rebellious. She's smart and resourceful and only puts herself in danger when it's absolutely necessary to protect her family. I'm curious to see where the series goes next. I have a feeling Morozko will become a love interest, which makes me very irritated (insert rant about young girls ending up with dudes who look young and hot, but are actually thousands of years old), but we'll just have to see. The sequel premise sounds interesting....more",Notes are private!,0,1,1,"Oct 27, 2018","Nov 12, 2018","Oct 26, 2018",,Hardcover,view (with text),/book/show/25489134-the-bear-and-the-nightingale
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Picture of Dorian Gray,"Wilde, Oscar",,,,272        pp,4.12,"1,534,936",Jun 1890,"Jun 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 25, 2018","Nov 05, 2018","Oct 25, 2018",,Paperback,view,/book/show/5297.The_Picture_of_Dorian_Gray
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Adulthood Is a Myth        (Sarah's Scribbles, #1)","Andersen, Sarah*",1449474195,9781449474195,1449474195,112        pp,4.12,"125,640","Mar 08, 2016","Mar 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 23, 2018",,Paperback,view,/book/show/25855506-adulthood-is-a-myth
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Passing,"Larsen, Nella",,,,122        pp,3.93,"65,244",Apr 1929,"Apr 24, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,0,1,"Oct 16, 2018","Oct 19, 2018","Oct 19, 2018",,Paperback,view (with text),/book/show/349929.Passing
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,785","Jun 13, 2017","Jun 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 Not sure exactly how I feel about this book, but I do know that I read 90% of it in one afternoon (and it did make me cry - a rare occurrence thou3.5 Not sure exactly how I feel about this book, but I do know that I read 90% of it in one afternoon (and it did make me cry - a rare occurrence though perhaps also reflective of my emotional state at the time), and it was certainly captivating. I enjoyed Evelyn as a narrator, though I do wish there had been more time indicators in the story to make it feel more like the 60s and 70s.Unimportant sidenote: I was confused by the lack of continuity with her hair since she mentions dying it once, and for the rest of her life she is blonde with no mention of roots. When she's older she mentions her hair is a graying blonde- as if it were natural? Did she dye her own hair when she was in Spain?...more",Notes are private!,0,1,1,"Jun 07, 2020","Jun 08, 2020","Oct 17, 2018",,Hardcover,view (with text),/book/show/32620332-the-seven-husbands-of-evelyn-hugo
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Atlas of Fairy Tales,"Bordin, Claudia",8854411876,9788854411876,8854411876,48        pp,3.91,43,unknown,"Nov 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2018",,Hardcover,view,/book/show/34850775-the-atlas-of-fairy-tales
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twelfth Night,"Shakespeare, William",0743482778,9780743482776,0743482778,272        pp,3.97,"182,661",1601,"Jul 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,0,1,"Oct 09, 2018","Oct 15, 2018","Oct 09, 2018",,Mass Market Paperback,view (with text),/book/show/1625.Twelfth_Night
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kingdom of Copper        (The Daevabad Trilogy, #2)","Chakraborty, S.A.*",0008239452,9780008239459,0008239452,640        pp,4.40,"68,513","Jan 22, 2019","Feb 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2018",,Paperback,view,/book/show/35839460-the-kingdom-of-copper
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Sisters        (The Folk of the Air, #1.5)","Black, Holly*",,9780316310444,,50        pp,3.39,"76,399","Oct 02, 2018","Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2018",,ebook,view,/book/show/40772063-the-lost-sisters
