,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Karina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Most Beautiful Woman in Town & Other Stories,"Bukowski, Charles",0872861562,9780872861565,0872861562,240        pp,3.90,"10,776",1983,"Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2021",,Paperback,view,/book/show/50451.The_Most_Beautiful_Woman_in_Town_Other_Stories
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cien años de soledad,"García Márquez, Gabriel",8420471836,9788420471839,8420471836,609        pp,4.11,"971,203",1967,"Mar 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2021",,Hardcover,view,/book/show/370523.Cien_a_os_de_soledad
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madame Bovary,"Flaubert, Gustave",0192840398,9780192840394,0192840398,329        pp,3.70,"334,514","Dec 15, 1856",2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"May 24, 2021","Jun 16, 2021","May 24, 2021",,Paperback,view,/book/show/2175.Madame_Bovary
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,121","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2021",,Kindle Edition,view,/book/show/42270835-the-nickel-boys
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Van Gogh: His Life & Works in 500 Images,"Howard, Michael",075481954X,9780754819547,075481954X,256        pp,4.59,132,2009,"Mar 16, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2021",,Hardcover,view,/book/show/6554208-van-gogh
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future","Vance, Ashlee*",0062301233,9780062301239,0062301233,392        pp,4.18,"390,631","Mar 03, 2015","May 19, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2021",,Hardcover,view,/book/show/25541028-elon-musk
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Keep the Aspidistra Flying,"Orwell, George",,,,297        pp,3.89,"21,781",1936,"Oct 26, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2021",,Paperback,view,/book/show/9648.Keep_the_Aspidistra_Flying
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La peste,"Camus, Albert",,,,279        pp,4.02,"263,706","Jun 10, 1947","Feb 25, 1972",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2021",,Mass Market Paperback,view,/book/show/770754.La_peste
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",0140283331,9780140283334,0140283331,182        pp,3.69,"2,904,122","Sep 17, 1954","Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2021",,Paperback,view,/book/show/7624.Lord_of_the_Flies
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Schindler’s List,"Keneally, Thomas",0340606517,9780340606513,0340606517,429        pp,4.34,"160,234","Oct 18, 1982","Feb 17, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2021",,Paperback,view,/book/show/375013.Schindler_s_List
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catcher in the Rye,"Salinger, J.D.",0316769177,9780316769174,0316769177,277        pp,3.80,"3,523,671","Jul 16, 1951","Jan 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2021",,Paperback,view,/book/show/5107.The_Catcher_in_the_Rye
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Truth and Other Lies,"Arango, Sascha",147679555X,9781476795553,147679555X,241        pp,3.48,"6,080","Feb 24, 2014","Jun 23, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,2,"May 16, 2021not set","May 23, 2021not set","May 16, 2021",,Hardcover,view,/book/show/23492595-the-truth-and-other-lies
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Happiest Man on Earth,"Jaku, Eddie",1760980080,9781760980085,1760980080,208        pp,4.62,"79,446","Jul 28, 2020","Jul 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2021",,Hardcover,view,/book/show/53239311-the-happiest-man-on-earth
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hero With a Thousand Faces,"Campbell, Joseph",0691017840,9780691017846,0691017840,416        pp,4.14,"41,443","Jun 10, 1949","Mar 01, 1972",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2021",,Paperback,view,/book/show/588138.The_Hero_With_a_Thousand_Faces
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Divorare il cielo,"Giordano, Paolo",8806222279,9788806222277,8806222279,430        pp,3.85,"9,180","May 04, 2018","May 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2021",,Hardcover,view,/book/show/39070909-divorare-il-cielo
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rytuose pražydusi meilė,"Cartland, Barbara",9955691654,9789955691655,9955691654,224        pp,3.69,45,unknown,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2021",,Paperback,view,/book/show/39093517-rytuose-pra-ydusi-meil
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whisper Network,"Baker, Chandler*",1250319471,9781250319470,1250319471,352        pp,3.59,"75,617","Jul 02, 2019","Jul 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2021",,Hardcover,view,/book/show/41555931-whisper-network
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer in February,"Smith, Jonathan",0349107467,9780349107462,0349107467,356        pp,3.68,775,1995,"Feb 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 14, 2021","May 16, 2021","Apr 14, 2021",,Paperback,view,/book/show/345309.Summer_in_February
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pape Satàn Aleppe: cronache di una società liquida,"Eco, Umberto",8893440210,9788893440219,B01C32S0AY,452        pp,3.91,"1,761",2016,"Feb 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2021",,Kindle Edition,view,/book/show/29327847-pape-sat-n-aleppe
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,641","Jun 04, 2019","Jun 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"<...Koks baisus gyvenimas, kai pagalvoji, judėti taip greitai vien tam, kad išsilaikytum vienoje vietoje...>",Notes are private!,0,10,1,"Nov 09, 2022","Nov 28, 2022","Apr 08, 2021",,Hardcover,view (with text),/book/show/41880609-on-earth-we-re-briefly-gorgeous
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crome Yellow,"Huxley, Aldous",0486436632,9780486436630,0486436632,176        pp,3.42,"8,263",1921,"Sep 10, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 25, 2021","Apr 07, 2021","Mar 25, 2021",,Paperback,view,/book/show/53672.Crome_Yellow
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life Undercover: Coming of Age in the CIA,"Fox, Amaryllis",0525654976,9780525654971,0525654976,240        pp,3.91,"10,103","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2021",,Roughcut,view,/book/show/43800588-life-undercover
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pravieniškių mafija. Nerašyti zonos įstatymai: dar neskelbti faktai ir garsių kalinių išpažintys,"Sinkevičius, Dainius",,9786094791420,,360        pp,3.59,218,unknown,2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 22, 2021","Mar 23, 2021","Mar 22, 2021",,Hardcover,view,/book/show/43695574-pravieni-ki-mafija-nera-yti-zonos-statymai
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Hero of Our Time,"Lermontov, Mikhail",014044176X,9780140441765,014044176X,185        pp,4.11,"58,688",1839,"Jan 01, 1966",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Mar 15, 2021","Mar 20, 2021","Mar 15, 2021",,Paperback,view,/book/show/226378.A_Hero_of_Our_Time
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sailing Alone around the World,"Slocum, Joshua",0140437363,9780140437362,0140437363,273        pp,4.15,"10,273",1899,"Jun 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2021",,Paperback,view,/book/show/881902.Sailing_Alone_around_the_World
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Harlot High and Low,"Balzac, Honoré de",0140442324,9780140442328,0140442324,554        pp,4.06,"3,447",1838,"Dec 30, 1970",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 07, 2021","Mar 15, 2021","Mar 07, 2021",,Paperback,view,/book/show/25934.A_Harlot_High_and_Low
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mūsų nerimo žiema,"Steinbeck, John",,,,283        pp,4.00,"48,010",1961,1987,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2021",,Paperback,view,/book/show/18403102-m-s-nerimo-iema
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Konservų gatvė        (Cannery Row, #1)","Steinbeck, John",,9785415021444,5415021442,197        pp,4.06,"137,771",1945,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2021",,Hardcover,view,/book/show/19088087-konserv-gatv
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Will Cry When You Die?,"Sharma, Robin S.",1401900127,9781401900120,1401900127,204        pp,4.00,"24,329",1999,"Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2021",,Paperback,view,/book/show/289029.Who_Will_Cry_When_You_Die_
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why We Love: The Nature and Chemistry of Romantic Love,"Fisher, Helen",0805077960,9780805077964,0805077960,320        pp,3.75,"3,127","Jan 01, 2004","Jan 02, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2021",,Paperback,view,/book/show/132413.Why_We_Love
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tėvas Gorijo,"Balzac, Honoré de",9986861543,9789986861546,9986861543,228        pp,3.85,"59,424",Mar 1835,1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2021",,Paperback,view,/book/show/11729163-t-vas-gorijo
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Siddhartha,"Hesse, Hermann",,,,152        pp,4.07,"771,294",1922,"Dec 01, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2021",,Mass Market Paperback,view,/book/show/52036.Siddhartha
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paštas,"Bukowski, Charles",9955640006,,,199        pp,3.94,"126,109",1971,2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2021",,Paperback,view,/book/show/2639934-pa-tas
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brothers Karamazov,"Dostoevsky, Fyodor",0140449248,9780140449242,0140449248,"1,013        pp",4.37,"332,263",1880,"Apr 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2021",,Paperback,view,/book/show/4935.The_Brothers_Karamazov
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trys draugai,"Remarque, Erich Maria",,9789986161264,,503        pp,4.48,"34,627",1936,2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Moralė, tai žmogaus išradimas, o ne gyvenimo išvada",Notes are private!,0,15,1,"Feb 28, 2021","Mar 07, 2021","Feb 28, 2021",,Hardcover,view (with text),/book/show/13087511-trys-draugai
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sudėtingi dalykai – sudėtingais laikais: kaip kurti verslą, kai aiškių atsakymų nėra","Horowitz, Ben*",,9786098254327,,320        pp,4.22,"93,858","Oct 01, 2014",2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Priimk savo keistumą, kilmę, polinkius. Jei pametei raktus, į namus nebeįeisi, todėl nepamiršk, kas esi.",Notes are private!,0,1,1,"Feb 26, 2021","Feb 28, 2021","Feb 26, 2021",,Hardcover,view (with text),/book/show/54869177-sud-tingi-dalykai-sud-tingais-laikais
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vyras be trūkumų        (Old Filth, #1)","Gardam, Jane",,9786094664021,,342        pp,3.95,"18,280",2004,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2021",,Hardcover,view,/book/show/46115649-vyras-be-tr-kum
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Švari,"Dawson, Juno*",6090135232,9786090135235,6090135232,368        pp,4.13,"7,405","Apr 05, 2018","Nov 29, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Feb 24, 2021",,Hardcover,view,/book/show/42865885-vari
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stiklainis širdžių,"Hillier, Jennifer*",,9786094871290,,336        pp,4.12,"117,913","Jun 12, 2018",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2021",,Hardcover,view,/book/show/57049231-stiklainis-ird-i
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paryžius visada su tavimi,"Feldman, Ellen",,9789955268215,,264        pp,3.66,"3,119","Aug 04, 2020",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2021",,Paperback,view,/book/show/57048954-pary-ius-visada-su-tavimi
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Couleurs de l'incendie,"Lemaitre, Pierre",,,B077YT1T8Z,481        pp,4.13,"4,847","Jan 03, 2018","Jan 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2021",,Kindle Edition,view,/book/show/37800217-couleurs-de-l-incendie
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kas, jeigu? Rimti moksliniai atsakymai į nerimtus hipotetinius klausimus","Munroe, Randall*",,9786094274589,,320        pp,4.14,"176,121","Sep 02, 2014",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2021",,Paperback,view,/book/show/57048823-kas-jeigu-rimti-moksliniai-atsakymai-nerimtus-hipotetinius-klausimus
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Turtingiausias Babilono žmogus,"Clason, George S.",9955387017,9789955387015,9955387017,176        pp,4.25,"199,530",1926,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2021",,Paperback,view,/book/show/17314056-turtingiausias-babilono-mogus
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dailidės pieštukas,"Rivas, Manuel",,9786094270758,6094270754,184        pp,3.60,"3,342",1998,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2021",,Paperback,view,/book/show/19001311-dailid-s-pie-tukas
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dagilis,"Tartt, Donna",,9786090139660,,840        pp,3.94,"925,168","Sep 23, 2013",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2021",,Hardcover,view,/book/show/49359273-dagilis
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Žmonės: kaip mes viską su*ikom,"Phillips, Tom",,9786094792199,,224        pp,4.00,"15,290","Jul 26, 2018",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2021",,Hardcover,view,/book/show/51930169-mon-s
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dievas skambina vienąkart,"Albom, Mitch*",9955239344,9789955239345,9955239344,336        pp,3.78,"65,707","Nov 11, 2013",2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2021",,Hardcover,view,/book/show/34776115-dievas-skambina-vien-kart
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vakardienos atsiradimas,"Ansary, Tamim*",,9786094665295,,460        pp,4.28,941,"Oct 01, 2019",Feb 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2021",,Hardcover,view,/book/show/56935181-vakardienos-atsiradimas
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mokytojo portfelis,"Kawakami, Hiromi",,9786094443596,,196        pp,3.71,"40,143",2001,Feb 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2021",,Hardcover,view,/book/show/56772815-mokytojo-portfelis
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deividas Koperfildas,"Dickens, Charles",5417006807,,,744        pp,4.03,"238,607",Nov 1850,1994,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2021",,Hardcover,view,/book/show/25522125-deividas-koperfildas
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Užverstas dienoraštis,"Kaarsbøl, Jette A.",9986166756,9789986166757,9986166756,655        pp,3.86,822,2003,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2021",,Hardcover,view,/book/show/45499291-u-verstas-dienora-tis
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Illusions perdues,"Balzac, Honoré de",2070360628,9782070360628,2070360628,699        pp,4.16,"11,163",1843,"May 01, 1973",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Žmonės mėgsta rodyti užuojautą; mat, su geradarystėmis yra tas pats, kaip su triumfais: miela parodyti artimo meilę, kai tau pačiam tas patenkina saviŽmonės mėgsta rodyti užuojautą; mat, su geradarystėmis yra tas pats, kaip su triumfais: miela parodyti artimo meilę, kai tau pačiam tas patenkina savimeilę...more",Notes are private!,0,7,1,"Jan 30, 2021","Feb 17, 2021","Jan 30, 2021",,Mass Market Paperback,view (with text),/book/show/1248705.Illusions_perdues
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jaunuolis,"Dostoevsky, Fyodor",,9789986093657,9986093651,703        pp,3.94,"9,042",1875,209,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/29092131-jaunuolis
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mažasis princas,"Saint-Exupéry, Antoine de",9955089628,,,98        pp,4.32,"2,111,614","Apr 06, 1943",2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pažvelkit į dangų. Ir paklauskit savęs: Suėdė avelė gėlę ar ne? Ir pamatysite, kaip viskas keičiasi.. Bet joks suaugęs žmogus niekada nesupras, kaip tPažvelkit į dangų. Ir paklauskit savęs: Suėdė avelė gėlę ar ne? Ir pamatysite, kaip viskas keičiasi.. Bet joks suaugęs žmogus niekada nesupras, kaip tai svarbu!...more",Notes are private!,0,10,1,"Jan 24, 2021","Jan 30, 2021","Jan 24, 2021",,Hardcover,view (with text),/book/show/18688727-ma-asis-princas
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grožio ir blogio biblioteka,"Radzevičiūtė, Undinė*",,9786094801280,,200        pp,3.89,562,Jan 2020,Jan 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2021",,Hardcover,view,/book/show/50367901-gro-io-ir-blogio-biblioteka
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Propagandos kerai: šimtas nuomonės kontroliavimo metų,"Pörsti, Joonas",,9786094443169,,399        pp,4.17,189,unknown,"Feb 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2021",,Hardcover,view,/book/show/52296349-propagandos-kerai
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pusryčiai pas Tifanį. Kiti balsai, kiti kambariai","Capote, Truman",,9786090135730,,320        pp,3.68,951,unknown,"Feb 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2021",,Hardcover,view,/book/show/44023779-pusry-iai-pas-tifan-kiti-balsai-kiti-kambariai
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talk Like TED: The 9 Public-Speaking Secrets of the World's Top Minds,"Gallo, Carmine",1250041120,9781250041128,1250041120,363        pp,3.88,"18,751","Jan 28, 2014","Mar 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2021",,Hardcover,view,/book/show/17910144-talk-like-ted
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Negyvenama žemė,"Wallace-Wells, David*",,9786094664885,,311        pp,4.01,"27,284","Feb 19, 2019",Jun 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2021",,Hardcover,view,/book/show/54235172-negyvenama-em
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skaitovas,"Schlink, Bernhard",5415015221,9785415015221,,214        pp,3.78,"210,765",1995,2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2020",,Paperback,view,/book/show/24509812-skaitovas
