,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Martyna (Książki na fali)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gallant,"Schwab, V.E.*",8367054849,9788367054843,8367054849,296        pp,3.72,"111,808","Mar 01, 2022","Sep 28, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ta książka krzyczy mną – uwielbiam baśniowość i mrok (byle nie za straszne). Dualizm, odbicie lustrzane, drugą stronę, przeciwwagę, światło i mrok i tTa książka krzyczy mną – uwielbiam baśniowość i mrok (byle nie za straszne). Dualizm, odbicie lustrzane, drugą stronę, przeciwwagę, światło i mrok i tak dalej… Do pewnego momentu było super, potem ostudziło moje wrażenia....more",Notes are private!,0,0,1,"Jan 31, 2023","Feb 05, 2023","Jan 31, 2023",,Hardcover,view (with text),/book/show/62210997-gallant
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zbuduj swój dom wokół mojego ciała,"Kupersmith, Violet*",8367137973,9788367137973,8367137973,464        pp,3.82,"7,903","Jul 06, 2021","May 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2023",,Hardcover,view,/book/show/60687708-zbuduj-sw-j-dom-wok-mojego-cia-a
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trylogia kopenhaska,"Ditlevsen, Tove",8381912911,9788381912914,8381912911,368        pp,4.37,"14,626",1967,"Aug 25, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To moje pierwsze spotkanie z nieznaną mi wcześniej Tove Ditlevsen.Książka przywodzi refleksję na ile życie Tove należało do niej - a na ile do rodzicóTo moje pierwsze spotkanie z nieznaną mi wcześniej Tove Ditlevsen.Książka przywodzi refleksję na ile życie Tove należało do niej - a na ile do rodziców, pracodawców, mężczyzn, opioidów… Czytałam ją bez emocji, oddzieliłam się od nich. To opowieść o ucieczce, złapanej za kratki uzależnienia… Bardzo smutna opowieść....more",Notes are private!,0,0,1,"Jan 26, 2023","Feb 05, 2023","Jan 26, 2023",,Hardcover,view (with text),/book/show/58435724-trylogia-kopenhaska
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mapy naszych spektakularnych ciał,"Mortimer, Maddie",8367891120,9788367891127,,472        pp,3.98,"5,808","Mar 31, 2022","Oct 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2023",,Paperback,view,/book/show/198243568-mapy-naszych-spektakularnych-cia
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rzeczy ulotne,"Gaiman, Neil*",837480906X,9788374809061,837480906X,456        pp,3.96,"69,810","Sep 25, 2006","Mar 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2023",,Hardcover,view,/book/show/38926130-rzeczy-ulotne
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nikt nie odpisuje,"Eun-Jin, Jang",8367034147,9788367034142,8367034147,240        pp,4.21,"3,527",2009,"Dec 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Miała być szczególna dla mnie, bo koreańska. Opowiada o chłopaku podróżującym ze swoim psem, wysyłającym listy do rodziny i osób spotykanych po drodzeMiała być szczególna dla mnie, bo koreańska. Opowiada o chłopaku podróżującym ze swoim psem, wysyłającym listy do rodziny i osób spotykanych po drodze. Poszukującym odwagi, by móc znaleźć, niekoniecznie nowe, i zająć swoje miejsce na świecie. Niespieszna, nostalgiczna i oszczędna narracja to coś co lubię i kojarzę głównie z literaturą azjatycką. Całościowo jednak nie było „tego czegoś” i książka nie wzbudzała mojego większego zainteresowania w trakcie czytania. Odkładając ją, czułam jak ulatuje z mojej głowy....more",Notes are private!,0,4,1,"Jul 26, 2023","Aug 03, 2023","Jan 11, 2023",,Paperback,view (with text),/book/show/63332803-nikt-nie-odpisuje
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Niebezpieczne związki,"Laclos, Pierre Choderlos de",8381395593,9788381395595,8381395593,400        pp,4.06,"53,310",1782,"Apr 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Hardcover,view,/book/show/60496387-niebezpieczne-zwi-zki
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Szkarłatna litera,"Hawthorne, Nathaniel",,9788382899429,,224        pp,3.43,"865,231","Mar 16, 1850","Dec 02, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Co jakiś czas sięgam po literaturę klasyczną, tym razem wybór padł na powieść rozgrywającą się w XVII-wiecznej Anglii. Główna bohaterka rodzi nieślubnCo jakiś czas sięgam po literaturę klasyczną, tym razem wybór padł na powieść rozgrywającą się w XVII-wiecznej Anglii. Główna bohaterka rodzi nieślubną córkę, w dodatku nie chce ujawnić ojca, przez co zostaje napiętnowana przez społeczeństwo noszeniem szkarłatnej litery wyszytej na piersi.Taka lekturowata, ale oceniam pozytywnie! Przede wszystkim za stworzenie, tym bardziej, jak na tamte czasy, silnej postaci kobiecej. Kobiety potępianej, która nosi głowę wysoko....more",Notes are private!,0,3,1,"May 07, 2023","May 07, 2023","Jan 08, 2023",,Hardcover,view (with text),/book/show/63883362-szkar-atna-litera
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Historia pewnego kota,"Agustí, Laura",8367426657,9788367426657,8367426657,160        pp,4.22,"1,000","Apr 07, 2022","Oct 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Hardcover,view,/book/show/62341402-historia-pewnego-kota
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Zanim wystygnie kawa        (Zanim wystygnie kawa, #1)","Kawaguchi, Toshikazu",8367216466,9788367216463,8367216466,224        pp,3.70,"406,455","Dec 06, 2015","Jul 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tę książkę da się opisać jednym słowem – melancholia. Poruszyła mnie swoim przesłaniem. Ulotność czasu i przemijanie to tematy, które do mnie chyba zaTę książkę da się opisać jednym słowem – melancholia. Poruszyła mnie swoim przesłaniem. Ulotność czasu i przemijanie to tematy, które do mnie chyba zawsze będą trafiać....more",Notes are private!,0,8,1,"Jan 03, 2023","Jan 07, 2023","Jan 08, 2023",,Paperback,view (with text),/book/show/60901978-zanim-wystygnie-kawa
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Biblioteka o Północy,"Haig, Matt*",8382022499,9788382022490,8382022499,398        pp,4.00,"1,766,524","Aug 13, 2020","Jun 15, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5⭐️Trochę przyziemnych prawd o przemijaniu, skupianiu się na tym co jest teraz – może prozaiczne, ale chyba właśnie potrzebuję sobie o tym co jakiś 3,5⭐️Trochę przyziemnych prawd o przemijaniu, skupianiu się na tym co jest teraz – może prozaiczne, ale chyba właśnie potrzebuję sobie o tym co jakiś czas przypominać.Widzę w tym dobry materiał na film!...more",Notes are private!,0,11,1,"Jan 08, 2023","Jan 15, 2023","Dec 31, 2022",,Paperback,view (with text),/book/show/57978222-biblioteka-o-p-nocy
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dzieci Diuny        (Kroniki Diuny, #3)","Herbert, Frank",8373017267,9788373017269,8373017267,530        pp,3.96,"188,088",Apr 1976,"Jan 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2022",,Hardcover,view,/book/show/8062812-dzieci-diuny
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Widnokrąg,"Myśliwski, Wiesław",8324058206,9788324058204,8324058206,600        pp,4.35,"1,033",1996,"Apr 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2022",,Hardcover,view,/book/show/45999205-widnokr-g
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zagadka złodzieja świąt,"Bjärbo, Lisa",9788377762,,,100        pp,3.61,38,unknown,Nov 2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5⭐Główny bohater, 6 letni chłopiec uwielbia przygotowania do świąt i tradycje - takie jak otwieranie kalendarza adwentowego, czy pieczenie pierników3,5⭐Główny bohater, 6 letni chłopiec uwielbia przygotowania do świąt i tradycje - takie jak otwieranie kalendarza adwentowego, czy pieczenie pierników. Jednak w tym roku jest inaczej. Dorastająca starsza siostra nie chce uczestniczyć w przygotowaniach, a mama zaprasza na święta swojego nowego partnera...Fajna pozycja. ...more",Notes are private!,0,0,1,"Dec 27, 2022","Dec 28, 2022","Dec 27, 2022",,Hardcover,view (with text),/book/show/59765929-zagadka-z-odzieja-wi-t
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wigilia Małgorzaty,"Desjardins, India",8363696102,9788363696108,8363696102,72        pp,4.15,306,"Jan 01, 2013","Oct 17, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5⭐Nostalgiczna, opowiadająca o starzeniu się i strachu przed światem na zewnątrz, poza ciepłym i bezpiecznym domem.",Notes are private!,0,0,1,"Dec 26, 2022","Dec 26, 2022","Dec 27, 2022",,Hardcover,view (with text),/book/show/23510852-wigilia-ma-gorzaty
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kominiarz na święta,"Szeliga, Madlena",8365758016,9788365758019,8365758016,42        pp,3.60,5,unknown,"Jan 01, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2,5⭐Wydaje mi się, że przez oszczędność w słowach i obrazach jest niedokończona i niedopracowana. Czytałam ją zaledwie 3 tygodnie temu i już jej nie p2,5⭐Wydaje mi się, że przez oszczędność w słowach i obrazach jest niedokończona i niedopracowana. Czytałam ją zaledwie 3 tygodnie temu i już jej nie pamiętam. ...more",Notes are private!,0,0,1,"Dec 18, 2022","Dec 18, 2022","Dec 18, 2022",,Hardcover,view (with text),/book/show/51060784-kominiarz-na-wi-ta
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grudniowy gość,"Spont, Siri",8377761963,9788377761960,8377761963,100        pp,3.63,71,unknown,"Nov 15, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Z potencjałem - miała jednak element magiczny, który nie do końca mi się podobał.",Notes are private!,0,0,1,not set,"Dec 18, 2022","Dec 18, 2022",,Hardcover,view (with text),/book/show/49122238-grudniowy-go
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bombka. O dziewczynkach, które odmieniły święta","Pounder, Sibéal",8367426401,9788367426404,8367426401,304        pp,4.11,888,"Oct 29, 2020","Nov 09, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** To było beznadziejne… Skąd w ogóle pomysł na tak odklejoną historię? Wszyscy znamy historię Mikołaja, prawda? Niech tak zostanie. *S**spoiler alert** To było beznadziejne… Skąd w ogóle pomysł na tak odklejoną historię? Wszyscy znamy historię Mikołaja, prawda? Niech tak zostanie. *Spoiler: Rudolf tak naprawdę nie istniał, w tej wersji to była biała klacz Ruby, ale przekręcili jej imię w gazecie. ...more",Notes are private!,0,0,1,"Dec 17, 2022","Dec 18, 2022","Dec 17, 2022",,Paperback,view (with text),/book/show/63464891-bombka-o-dziewczynkach-kt-re-odmieni-y-wi-ta
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prezent dla Cebulki,"Nilsson, Frida",8377760851,9788377760857,8377760851,108        pp,4.13,71,"Oct 01, 2014","Nov 26, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pięknie ilustrowana opowieść nie tylko dla dzieci, o tym, że trudno jest spełnić marzenie Cebulki o Tacie. Podobała mi się - niebanalna, o rzeczach trPięknie ilustrowana opowieść nie tylko dla dzieci, o tym, że trudno jest spełnić marzenie Cebulki o Tacie. Podobała mi się - niebanalna, o rzeczach trudnych, ale nieuniknionych i z łapiącym za serducho zakończeniem. ...more",Notes are private!,0,0,1,"Dec 16, 2022","Dec 18, 2022","Dec 16, 2022",,Hardcover,view (with text),/book/show/23600054-prezent-dla-cebulki
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jak Zrzędus chciał zepsuć Święta,"Smith, Alex T.",,9788383210698,,176        pp,4.06,719,"Sep 29, 2022","Oct 26, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Zrzędus nie lubi niczego (poza brukselką), w tym świąt, postanawia więc, że w tym roku świąt nie będzie.Audiobook bardzo dobry, z dźwiękami otoczenia Zrzędus nie lubi niczego (poza brukselką), w tym świąt, postanawia więc, że w tym roku świąt nie będzie.Audiobook bardzo dobry, z dźwiękami otoczenia w tle. Miałam poczucie, że lektor się dobrze bawił przy czytaniu.Do słuchania w tle spoko, ale to pozycja raczej dla młodszego czytelnika, więc ze smutkiem stwierdzam, że trochę jestem już na nią za stara. ...more",Notes are private!,0,1,1,"Dec 12, 2022","Dec 13, 2022","Dec 14, 2022",,Hardcover,view (with text),/book/show/62896712-jak-zrz-dus-chcia-zepsu-wi-ta
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Come Up,"Thomas, Angie*",,,0062498568,464        pp,4.27,"96,092","Feb 05, 2019","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2022",,Hardcover,view,/book/show/35887567-on-the-come-up
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Villette,"Brontë, Charlotte",8381397529,9788381397520,,752        pp,3.77,"73,119",Jan 1853,"Apr 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2022",,Hardcover,view,/book/show/60117218-villette
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Szkice malajskie,"Sa'at, Alfian*",8367034104,9788367034104,8367034104,192        pp,3.95,989,2012,Jul 2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Przeczytałam gdzieś w Internecie trafne porównanie „zaglądania ludziom przez okna”. Właśnie taka była ta książka – zbiorem krótkich migawek z życia spPrzeczytałam gdzieś w Internecie trafne porównanie „zaglądania ludziom przez okna”. Właśnie taka była ta książka – zbiorem krótkich migawek z życia społeczeństwa malajskiego. Niektóre z nich mi się podobały, w innych nie znalazłam nic dla siebie. Niemniej to coś zupełnie nowego, krótka pozycja, ale inna od pozostałych zbiorów opowiadań – bo historie, jak zaglądanie ludziom przez te okna, nie mają kontynuacji i nie wiemy jak dalej toczą się ich losy....more",Notes are private!,0,0,1,"Aug 03, 2023","Aug 08, 2023","Dec 03, 2022",,Paperback,view (with text),/book/show/61293044-szkice-malajskie
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Opowieść o dwóch miastach,"Dickens, Charles",,9788382025705,,600        pp,3.87,"947,085","Nov 26, 1859",May 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2022",,Hardcover,view,/book/show/61025345-opowie-o-dw-ch-miastach
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Podziemie pamięci,"Ogawa, Yōko",8367034007,9788367034005,8367034007,288        pp,3.73,"88,671","Jan 26, 1994","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2022",,Paperback,view,/book/show/60153493-podziemie-pami-ci
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wielki Gatsby. Powieść graficzna,"Fordham, Fred",8382660185,9788382660180,8382660185,208        pp,3.76,"2,569","Jun 30, 2020","Oct 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2022",,Paperback,view,/book/show/59066628-wielki-gatsby-powie-graficzna
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dolina Muminków w listopadzie,"Jansson, Tove",8310136447,9788310136442,8310136447,192        pp,4.29,"9,374",1970,"Sep 16, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ostatnia w cyklu. Listopad, uważany powszechnie za dość dołujący, ponury i pachnący wilgocią miesiąc – przedstawiony przez Tove Jansson jako czas, kieOstatnia w cyklu. Listopad, uważany powszechnie za dość dołujący, ponury i pachnący wilgocią miesiąc – przedstawiony przez Tove Jansson jako czas, kiedy bohaterom jest źle, bo przychodzą do Muminków w odwiedziny, a tych w Dolinie nie ma. Postanawiają na nich zaczekać i zamieszkać w ich domu, mierząc się, niektórzy lepiej, niektórzy gorzej z rozczarowaniem i bezradnością. Iście listopadowa część i dobre zakoczenie serii....more",Notes are private!,0,0,1,"Nov 30, 2023","Nov 30, 2023","Dec 03, 2022",,Hardcover,view (with text),/book/show/55062433-dolina-mumink-w-w-listopadzie
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tatuś Muminka i morze        (Muminki, #8)","Jansson, Tove",8310135947,9788310135940,8310135947,256        pp,4.24,"10,153",1965,2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Uwielbiam Muminki – a to już niestety przedostatnia część serii. Jest w niej dużo Tatusia, którego nie lubię, bo jest samolubny i egoistyczny, jednak Uwielbiam Muminki – a to już niestety przedostatnia część serii. Jest w niej dużo Tatusia, którego nie lubię, bo jest samolubny i egoistyczny, jednak tacy bohaterowie (i ludzie) istnieją, na szczęście w towarzystwie innych wspaniałych postaci...more",Notes are private!,0,0,1,"Aug 17, 2023","Aug 24, 2023","Dec 03, 2022",,Hardcover,view (with text),/book/show/52693434-tatu-muminka-i-morze
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Opowiadania z Doliny Muminków,"Jansson, Tove",8310136420,9788310136428,8310136420,192        pp,4.32,"9,378",1962,"Nov 11, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4,5⭐️W przeciwieństwie do poprzednich części, to zbiór opowiadań. Kwintesencja Muminków - ciepłe, mądre, ale też nostalgiczne przemyślenia. Razem z „Z4,5⭐️W przeciwieństwie do poprzednich części, to zbiór opowiadań. Kwintesencja Muminków - ciepłe, mądre, ale też nostalgiczne przemyślenia. Razem z „Zimą Muminków” najbardziej trafiły w moją wrażliwość. ...more",Notes are private!,0,3,1,"Mar 26, 2023","Apr 03, 2023","Dec 03, 2022",,Hardcover,view (with text),/book/show/55672336-opowiadania-z-doliny-mumink-w
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zima Muminków,"Jansson, Tove",8310136099,9788310136091,8310136099,176        pp,4.41,"14,479",1957,2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cudowna cześć! Moja ulubiona z dotychczasowych – przygody samotnego Muminka, który jako jedyny z rodziny budzi się w środku zimy.",Notes are private!,0,5,1,"Dec 15, 2022","Dec 17, 2022","Dec 03, 2022",,Hardcover,view (with text),/book/show/52693208-zima-mumink-w
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pamiętniki Tatusia Muminka,"Jansson, Tove",8310135882,9788310135889,8310135882,224        pp,4.17,"8,915",1950,2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tatuś Muminka jest chory, dlatego w obawie, wiadomo, przed swoim odejściem spisuje wspomnienia z młodości. Poznanie taty Ryjka, Włóczykija, mamy MałejTatuś Muminka jest chory, dlatego w obawie, wiadomo, przed swoim odejściem spisuje wspomnienia z młodości. Poznanie taty Ryjka, Włóczykija, mamy Małej Mi…I chociaż ta część nie skradła mojego serca, bo Tatuś Muminka mimo swojego uroku jest dla mnie zbyt irytujący – Muminki mają w sobie magię, a wyobraźnia podczas śledzenia ich losów wędruje daleko, daleko… tam gdzie nawet Buka nie wędruje....more",Notes are private!,0,0,1,Mar 2023,"Mar 09, 2023","Dec 03, 2022",,Hardcover,view (with text),/book/show/52693391-pami-tniki-tatusia-muminka
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume One        (Heartstopper, #1)","Oseman, Alice*",152722533X,9781527225336,152722533X,288        pp,4.47,"718,340",Oct 2018,Oct 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2020,"Jan 02, 2020","Dec 03, 2022",,Paperback,view,/book/show/40495957-heartstopper
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lekcje chemii,"Garmus, Bonnie*",8367262816,9788367262811,8367262816,464        pp,4.30,"1,229,839","Mar 31, 2022","Sep 07, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5Przeznaczeniem Elizabeth Zott jest chemia. Zamiast skupić się na karierze, Elizabeth ciągle musi udowadniać, że jako kobieta może osiągać sukcesy w3,5Przeznaczeniem Elizabeth Zott jest chemia. Zamiast skupić się na karierze, Elizabeth ciągle musi udowadniać, że jako kobieta może osiągać sukcesy w nauce. Przypadkiem zostaje prowadzącą telewizyjnego programu kulinarnego, ale ma… niezwykłe podejście do gotowania - do potraw dodaje chlorku sodu zamiast soli. Książka kojarzy mi się z musicalem Hairspray - oba rozgrywają się w okresie lat 50-60 w Stanach Zjednoczonych i w ciepły, humorystyczny sposób przedstawiają trudniejsze tematy takie jak mizoginia. Dobrze spędziłam czas, podobała mi się, ale nic więcej....more",Notes are private!,0,2,1,Dec 2022,"Dec 10, 2022","Dec 01, 2022",,Paperback,view (with text),/book/show/61652150-lekcje-chemii
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sedno rzeczy,"Sōseki, Natsume",,9788366807174,,unknown,4.04,"31,969","Aug 11, 1914",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Myślałam, że zwariuję z irytacji. Opis zachęcający - jedno z najwybitniejszych dzieł literatury japońskiej, do dzisiaj chętnie czytane. Zaczęło się doMyślałam, że zwariuję z irytacji. Opis zachęcający - jedno z najwybitniejszych dzieł literatury japońskiej, do dzisiaj chętnie czytane. Zaczęło się dobrze, jednak zakończyło z moim rozdrażnieniem do każdego z bohaterów. Na początku jest historia o uczniu i jego Senseiu (nie mogę zrozumieć co zafascynowało w nim głównego bohatera), potem ich ścieżki się trochę rozdzielają i kolejne rozdziały skupiają się na każdym z nich indywidualnie. Być może to, co mi w tej książce wadziło najbardziej to coś, czego nie lubię w sobie - duszenie emocji w środku, a bierność na zewnątrz. Wciąż nie wiem, czy mi się podobała, czy nie, więc zostawiam bez oceny. ...more",Notes are private!,0,0,1,"Nov 24, 2022","Nov 29, 2022","Nov 28, 2022",,Audiobook,view (with text),/book/show/56945546-sedno-rzeczy
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kim Jiyoung. Urodzona w 1982,"Cho, Nam-Joo",8327718533,9788327718532,8327718533,176        pp,4.17,"142,875","Oct 14, 2016","Mar 24, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Przykro czyta się o tym, że urodzić się kobietą to pech. To historia z Korei, ale gdyby zastąpić nazwę kraju innym, prawdopodobnie też by pasował - boPrzykro czyta się o tym, że urodzić się kobietą to pech. To historia z Korei, ale gdyby zastąpić nazwę kraju innym, prawdopodobnie też by pasował - bo podobne problemy dotykają kobiet na całym świecie. Wracałam do zakończenia, bo myślałam, że coś pominęłam, ale ono w zasadzie nie istnieje. Warto zwrócić szczególną uwagę na ostatnie zdanie, które burzy całą prawdę budowaną w książce.Książka warta poznania....more",Notes are private!,0,5,1,"Nov 21, 2022","Nov 24, 2022","Nov 21, 2022",,Hardcover,view (with text),/book/show/57206924-kim-jiyoung-urodzona-w-1982
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lolita,"Nabokov, Vladimir",837758574X,9788377585740,837758574X,416        pp,3.88,"850,040",Sep 1955,"Jun 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wiedziałam, o czym jest „Lolita” (chyba jak każdy), chociaż dopiero podczas czytania doznałam silnych emocji - z jednej strony zachwytu nad pięknym, pWiedziałam, o czym jest „Lolita” (chyba jak każdy), chociaż dopiero podczas czytania doznałam silnych emocji - z jednej strony zachwytu nad pięknym, plastycznym językiem i obsesją na punkcie Lolity, z drugiej niezgodę na niemoralne czyny. Ciekawe doświadczenie - po przeczytaniu jestem onieśmielona. Nie mam na to wpływu, ale nie mogę pogodzić się z zakończeniem. ...more",Notes are private!,0,7,1,"Nov 09, 2022","Nov 17, 2022","Nov 09, 2022",,Paperback,view (with text),/book/show/36552685-lolita
