,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Дмитрий's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Граф Калиостро,"Tolstoy, Aleksey Nikolayevich",5271390578,9785271390579,5271390578,416        pp,3.61,49,1921,2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"напоминание о том, что воплощение мечты чревато последствиями",Notes are private!,0,1,1,"Jun 15, 2020","Jun 16, 2020","Jun 15, 2020",,Hardcover,view (with text),/book/show/32765759
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Рудин,"Turgenev, Ivan",5389031407,9785389031401,5389031407,288        pp,3.75,"3,823",1856,2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Автору настолько полюбился Рудин, что через несколько лет после публикации Тургенев добавил эпилог, рассказав о героической смерти неоднозначного героАвтору настолько полюбился Рудин, что через несколько лет после публикации Тургенев добавил эпилог, рассказав о героической смерти неоднозначного героя. Все в книге такие спокойные и рассудительные, после «Идиота» герои кажутся квелыми ледышками :) Эпилог мне понравился, но вот геройство Рудина мне показалось надуманным и лишним....more",Notes are private!,0,2,1,"Jun 15, 2020","Jun 15, 2020","Jun 15, 2020",,Paperback,view (with text),/book/show/9976203
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Long Ships,"Bengtsson, Frans G.",000612609X,9780006126096,000612609X,478        pp,4.27,"11,013",1941,1994,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Paperback,view,/book/show/438452.The_Long_Ships
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Идиот,"Dostoevsky, Fyodor",3961646503,9783961646500,B06XC94K1T,902        pp,4.21,"182,670",1869,"Mar 15, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Я не понял действий и мотивов большинства героев. Всё как в реальной жизни.,Notes are private!,0,2,1,"Jun 08, 2020","Jun 15, 2020","Jun 08, 2020",,Kindle Edition,view (with text),/book/show/34599517
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Граф Нулин,"Pushkin, Alexander",,,B00KHRZ970,17        pp,4.19,43,unknown,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Написана таким живым языком, просто блистательно. Романтизм уступает место насмешливому реализму отстраненного наблюдателя, это заметно не только в стНаписана таким живым языком, просто блистательно. Романтизм уступает место насмешливому реализму отстраненного наблюдателя, это заметно не только в стиле, но и тематике. Легкость слога напоминает первые главы Евгения Онегина. Читать и перечитывать.Поэта критиковали за безнравственность, на что Пушкин ответил эпиграммой:Картину раз высматривал сапожникИ в обуви ошибку указал;Взяв тотчас кисть, исправился художник.Вот, подбочась, сапожник продолжал:«Мне кажется, лицо немного криво…А эта грудь не слишком ли нага?»….Тут Апеллес прервал нетерпеливо;«Суди, дружок, не свыше сапога!»Есть у меня приятель на примете:Не ведаю, в каком бы он предметеБыл знатоком, хоть строг он на словах,Но чорт его несет судить о свете:Попробуй он судить о сапогах! ...more",Notes are private!,0,1,1,"Jun 08, 2020","Jun 08, 2020","Jun 08, 2020",,Kindle Edition,view (with text),/book/show/25235264
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Домик в Коломне. Полный вариант.,"Pushkin, Alexander",,,B00KHRZ8IK,23        pp,3.42,36,1833,"May 22, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Начинается вяло, написано октавой (возможно, под влиянием Байрона). Про октаву знаю, потому что сам поэт в начале поэмы размышляет о достоинствах такоНачинается вяло, написано октавой (возможно, под влиянием Байрона). Про октаву знаю, потому что сам поэт в начале поэмы размышляет о достоинствах такой строфы. Сам сюжет незамысловат, но punch line как всегда просто бесподобна.Повезло Пушкину, что писал давно, сейчас бы SJW его разорвали за ""мораль сей басни"":D...more",Notes are private!,0,0,1,"Jun 08, 2020","Jun 08, 2020","Jun 08, 2020",,Kindle Edition,view (with text),/book/show/24296905
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Сцены из рыцарских времен,"Pushkin, Alexander",,,B00KHU4HRA,19        pp,3.20,15,unknown,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Еще одна неоконченная драма Пушкина. Повествует о восстании крестьян, но обрывается на самом интересном. А план драмы предполагает любопытное развитиеЕще одна неоконченная драма Пушкина. Повествует о восстании крестьян, но обрывается на самом интересном. А план драмы предполагает любопытное развитие событий, в том числе и замок, который взлетает на воздух....more",Notes are private!,0,2,1,"Jun 07, 2020","Jun 08, 2020","Jun 07, 2020",,Kindle Edition,view (with text),/book/show/25329086
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Baba Yaga Laid an Egg,"Ugrešić, Dubravka",1847670660,9781847670663,1847670660,327        pp,3.66,"2,286",2007,"Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2020",,Hardcover,view,/book/show/6011268-baba-yaga-laid-an-egg
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Tragedies,"Pushkin, Alexander",0300080255,9780300080254,0300080255,246        pp,4.29,"2,816",1830,"Apr 10, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Пушкин не окончил трагедию Русалка, и она заканчивается на таком клиффхэнгере, ни одному сериалу не снилось.Русалка, Моцарт и Сальери и Скупой рыцарь Пушкин не окончил трагедию Русалка, и она заканчивается на таком клиффхэнгере, ни одному сериалу не снилось.Русалка, Моцарт и Сальери и Скупой рыцарь мне понравились больше всего. ...more",Notes are private!,0,2,1,"Jun 07, 2020","Jun 08, 2020","Jun 07, 2020",,Hardcover,view (with text),/book/show/111732.The_Little_Tragedies
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kappa,"Akutagawa, Ryūnosuke",080483251X,9780804832519,080483251X,144        pp,3.82,"4,860",1927,2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2020",,Paperback,view,/book/show/876637.Kappa
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chain,"McKinty, Adrian",0316425389,9780316425384,0316425389,512        pp,3.80,"118,325","Feb 09, 2019","Jul 09, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Отличный детектив, хотя идея настолько нелепа, что мне с трудом в нее верилось. Думаю, книга была написана для более широкой аудитории, чем прекраснаяОтличный детектив, хотя идея настолько нелепа, что мне с трудом в нее верилось. Думаю, книга была написана для более широкой аудитории, чем прекрасная серия Dead I Well May Be и не менее прекрасный роман Fifty Grand. Нет тех колких фраз и классных диалогов, которые ждешь от его героев, нет реалистичного сюжета. Отличный детектив, но не для Эдриана МакКинти....more",Notes are private!,0,1,1,"Jul 02, 2020","Jul 03, 2020","Jun 04, 2020",,Hardcover,view (with text),/book/show/43616513-the-chain
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Longer Human,"Dazai, Osamu",,,,177        pp,4.00,"158,465",1948,"Jan 17, 1958",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Автор считает, что fake it until you make it не работает. Еще и приводит к жутким последствиям. У ГГ полностью отсутствуют навыки общения, всю жизнь оАвтор считает, что fake it until you make it не работает. Еще и приводит к жутким последствиям. У ГГ полностью отсутствуют навыки общения, всю жизнь он притворяется, и боится, что это обнаружится. Он не учится на своих ошибках, не делает шаги к изменению ситуации, сдается, ибо считает, что дольше не может считаться человеком.Слушать книгу на английском было тяжело. Читать, думаю, было бы не легче. ...more",Notes are private!,0,1,1,"Jun 03, 2020","Jun 08, 2020","Jun 03, 2020",,Paperback,view (with text),/book/show/194746.No_Longer_Human
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Дети мои,"Yakhina, Guzel",5171077665,9785171077662,5171077665,493        pp,4.14,"4,456",Mar 2018,"Mar 30, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Книга очень красиво написана, но вот главы о вожде настолько выбиваются из общего повествования, что создается впечатление, будто они вырваны из другоКнига очень красиво написана, но вот главы о вожде настолько выбиваются из общего повествования, что создается впечатление, будто они вырваны из другого романа.Наверное, мне повезло, что я не читал Зулейху :) ...more",Notes are private!,0,4,1,"Jun 02, 2020","Jun 07, 2020","Jun 02, 2020",,Hardcover,view (with text),/book/show/40218920
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Enlightenment of the Greengage Tree,"Azar, Shokoofeh*",098738130X,9780987381309,098738130X,268        pp,3.77,"4,318","Aug 17, 2017","Aug 17, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"В этой короткой книге столько всего, что ее невозможно прочитать быстро.История и фольклор Ирана переплетаются в причудливое повествование о призракахВ этой короткой книге столько всего, что ее невозможно прочитать быстро.История и фольклор Ирана переплетаются в причудливое повествование о призраках, духах, джиннах, русалках, репрессиях, убийствах, политическом терроре, революции, жестокости со стороны полиции, войне и надежде. Переводчик решил остаться анонимным, что неудивительно.Думаю, эта книга должна получить International Booker Prize....more",Notes are private!,0,3,1,"Jun 14, 2020","Jul 08, 2020","Jun 02, 2020",,Paperback,view (with text),/book/show/35708940-the-enlightenment-of-the-greengage-tree
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buried Deep,"Hunt, Margot*",,,B08129DD1H,3        pp,3.27,"11,039","Dec 05, 2019","Dec 05, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 09, 2020","Apr 10, 2020","Jun 01, 2020",,Audible Audio,view,/book/show/49113923-buried-deep
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight Son,"Dommek Jr., James",,,B07XQLXGJW,unknown,3.60,"6,803","Oct 31, 2019","Oct 31, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Поначалу история меня совсем не увлекла, но я решил слушать дальше из-за эскимосской музыки, которая предшествовала каждой главе. Оказалось, что скучнПоначалу история меня совсем не увлекла, но я решил слушать дальше из-за эскимосской музыки, которая предшествовала каждой главе. Оказалось, что скучными были только первые две главы. ...more",Notes are private!,0,1,1,Jun 2020,"Jun 03, 2020","Jun 01, 2020",,Audible Audio,view (with text),/book/show/48649679-midnight-son
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inside Jobs: Tales from a Time of Quarantine,"Winters, Ben H.*",,,B0875KWW44,3        pp,3.20,"3,001","Apr 30, 2020","Apr 30, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Первую историю даже не дослушал, хотя сюжет — гангстеры, работающие из дома, — на бумаге выглядит like it has potential.Вторая история была странная иПервую историю даже не дослушал, хотя сюжет — гангстеры, работающие из дома, — на бумаге выглядит like it has potential.Вторая история была странная и unsettling.Третья история простенькая, но забавная.Мне нравится слушать Audible Originals, они похожи на аперитив, когда читать что-то серьезное неохота. + они бесплатные, грех жаловаться. ...more",Notes are private!,0,1,1,Jun 2020,"Jun 02, 2020","Jun 01, 2020",,Audible Audio,view (with text),/book/show/53305870-inside-jobs
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When God Laughs,"London, Jack",1722467940,9781722467944,1722467940,292        pp,4.08,321,1911,"Jul 07, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Прочитал только заглавную историю.We never win. Sometimes we think we win. That is a little pleasantry of the gods.,Notes are private!,0,3,1,Jun 2020,"Jun 02, 2020","Jun 01, 2020",,Paperback,view (with text),/book/show/40763064-when-god-laughs
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disappearing Earth,"Phillips, Julia*",,,,312        pp,3.84,"52,889","May 22, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Hardcover,view,/book/show/34563821-disappearing-earth
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Patient,"Michaelides, Alex*",,,B07G17DR4X,336        pp,4.18,"2,166,999",2018,"Feb 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Весь роман, кроме последних двух частей был вымученно притянут за уши. Так обычно и бывает с книгами, которые пишут ради развязки... но какая развязкаВесь роман, кроме последних двух частей был вымученно притянут за уши. Так обычно и бывает с книгами, которые пишут ради развязки... но какая развязка!Не понравилось, что между размышлениями психотерапевта и дневниковыми записями пациентки не было никаких стилистических различий. Видимо, автору самому не терпелось добраться до кульминации.Есть несколько интересных наблюдений о зависимости, любви, травме и горе. ...more",Notes are private!,0,2,1,"May 31, 2020","Jun 02, 2020","May 31, 2020",,Kindle Edition,view (with text),/book/show/41601079-the-silent-patient
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alone with the Stars,"Gillham, David R.*",,,,120        pp,3.26,"3,234","Jan 30, 2020","Jan 30, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"В книге так мало фактов и так много домыслов, что невольно задаешься вопросом: зачем писать inspired by true events? Скажи прямо, I want to write fan В книге так мало фактов и так много домыслов, что невольно задаешься вопросом: зачем писать inspired by true events? Скажи прямо, I want to write fan fiction about Amelia and you can't stop me....more",Notes are private!,0,2,1,"May 31, 2020","May 31, 2020","May 31, 2020",,Audible Audio,view (with text),/book/show/52174298-alone-with-the-stars
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Getaway,"Hendricks, Greer*",,,B086XHPM8P,3        pp,3.33,"8,980","Apr 30, 2020","Apr 30, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Стандартный триллер, поможет скоротать дождливый день.",Notes are private!,0,0,1,"May 31, 2020",Jun 2020,"May 31, 2020",,Audible Audio,view (with text),/book/show/53299776-the-getaway
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tales of Beedle the Bard,"Rowling, J.K.",,,B01F3ET2RE,75        pp,4.04,"488,373","Jan 01, 2008","May 09, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Хорошие сказки, но после каждой идет их анализ и интерпретация. Зачем? Если сказки для детей, им это будет неинтересно, а если книга для взрослых, зачХорошие сказки, но после каждой идет их анализ и интерпретация. Зачем? Если сказки для детей, им это будет неинтересно, а если книга для взрослых, зачем выбирать такой формат? Хочешь выразить свои мысли по поводу расизма, шовинизма, и прочих измов — пиши прямо, к чему эти увертки о проблемах между магами и магглами? ...more",Notes are private!,0,1,1,"May 30, 2020","May 31, 2020","May 30, 2020",,Kindle Edition,view (with text),/book/show/30138477-the-tales-of-beedle-the-bard
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After Babel: Aspects of Language and Translation,"Steiner, George",0192880934,9780192880932,0192880934,560        pp,4.14,589,unknown,"Dec 10, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2020",,Paperback,view,/book/show/60408.After_Babel
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea Wall / A Life,"Stephens, Simon",,,B0875KYKZ8,2        pp,3.56,"2,235","Jan 28, 2019","Apr 30, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Какие грустные истории. Но рассказчики мне совсем не понравилась.,Notes are private!,0,1,1,"May 29, 2020","May 30, 2020","May 29, 2020",,Audible Audio,view (with text),/book/show/53302332-sea-wall-a-life
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Certain Woman of an Age,"Trudeau, Margaret",,,B084MMT232,2        pp,3.64,"1,438",unknown,"Mar 05, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Интересный рассказ первой леди Канады и матери канадского премьер-министра о борьбе с психическим расстройством и прочими проблемами.,Notes are private!,0,1,1,"May 28, 2020","May 29, 2020","May 28, 2020",,Audible Audio,view (with text),/book/show/52171662-certain-woman-of-an-age
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman of the World,"Gilman, Rebecca",,,,unknown,2.97,"1,498","Apr 02, 2020","Apr 02, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Какие откровения...,Notes are private!,0,1,1,"May 28, 2020","May 28, 2020","May 28, 2020",,Audible Audio,view (with text),/book/show/52556833-a-woman-of-the-world
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Valley Road: Inside the Mind of an American Family,"Kolker, Robert*",038554376X,9780385543767,038554376X,377        pp,4.16,"122,400","Apr 07, 2020","Apr 07, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ожидал, что в конце книги автор скажет: ...и они нашли лекарство! Но в медицине и big pharma всё не так просто. Oh well... Но прогресс есть, это уже хОжидал, что в конце книги автор скажет: ...и они нашли лекарство! Но в медицине и big pharma всё не так просто. Oh well... Но прогресс есть, это уже хорошо.Автору нужно подарить The Elements of Style, который еще Дороти Паркер рекомендовала всем писателям. Через некоторые предложение было просто не продраться, настолько бессмысленны они были. Сначала думал прочитать его Lost Girls, но не хочу такие жуткие предложения больше видеть.Родители мне показались просто безалаберными. Конечно, автор показывает их с лучшей стороны, но если это лучшая сторона... Когда все 12 детей дерутся прямо в доме, пьют, курят и принимают наркотики от марихуаны до героина (включая младших дочерей, которым тогда было лет 10-12), невольно задаешься вопросом: А родители-то где? Самый главный мой вопрос — как вышло так, что 6 (!) из 12 детей заболели шизофренией (и была ли это шизофрения во всех случаях?) — тоже остался без ответа. Но тут уж ничего не попишешь. Если мы так мало не знаем об этиологии болезни, ее механизмах, даже не можем прийти к общему заключению о том, что такое шизофрения, что говорить о таких мелочах....more",Notes are private!,0,0,1,"May 26, 2020","May 31, 2020","May 26, 2020",,Hardcover,view (with text),/book/show/50088631-hidden-valley-road
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wolf in the Whale,"Brodsky, Jordanna Max*",0356512606,9780356512600,0356512606,521        pp,4.12,"4,759","Jan 29, 2019","Jan 31, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2020",,Paperback,view,/book/show/42871246-the-wolf-in-the-whale
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aura,"Fuentes, Carlos",0374511713,9780374511715,0374511713,145        pp,3.82,"35,850",1962,"Sep 01, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2020",,Paperback,view,/book/show/595395.Aura
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Степной волк,"Hesse, Hermann",517052546X,9785170525461,517052546X,416        pp,4.13,"185,489",1927,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Герман Гессе часто утверждал, что замысел его романа поняли неправильно.К чему анализировать произведение, если всё равно до истины не доберешься? В сГерман Гессе часто утверждал, что замысел его романа поняли неправильно.К чему анализировать произведение, если всё равно до истины не доберешься? В следующий раз буду просто наслаждаться безумствами, которых полно в этой книге....more",Notes are private!,0,1,1,"May 21, 2020",Jun 2020,"May 21, 2020",,Hardcover,view (with text),/book/show/29388306
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Die Nürnberger Reise,"Hesse, Hermann",3518406027,,,125        pp,3.62,149,1975,"Mar 27, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Как мне знакома эта нелюбовь Гессе к поездкам :D,Notes are private!,0,1,1,"May 21, 2020","May 21, 2020","May 21, 2020",,Hardcover,view (with text),/book/show/8878163-die-n-rnberger-reise
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,le curiste,"Hesse, Hermann",270212528X,9782702125281,270212528X,220        pp,3.72,"1,506",1924,"Jan 10, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"С изрядной долей насмешки автор высмеивает немецкий курорт, в то же время пытаясь найти ответы на довольно сложные вопросы: какие цели должен преследоС изрядной долей насмешки автор высмеивает немецкий курорт, в то же время пытаясь найти ответы на довольно сложные вопросы: какие цели должен преследовать автор? как примириться с обстоятельствами? что такое человек? Много отсылок к Сиддхартхе, в частности фраза: путь счастья нельзя искать, его можно только найти....more",Notes are private!,0,0,1,"May 19, 2020","May 21, 2020","May 19, 2020",,Paperback,view (with text),/book/show/18964362-le-curiste
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr.Palomar,"Calvino, Italo",0099430878,9780099430872,0099430878,118        pp,3.91,"8,603",Nov 1983,"Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2020",,Paperback,view,/book/show/60106.Mr_Palomar
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Language of the Third Reich: LTI--Lingua Tertii Imperii: A Philologist's Notebook,"Klemperer, Victor",0826491308,9780826491305,0826491308,288        pp,4.34,"1,247",1947,"Jul 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2020",,Paperback,view,/book/show/190562.The_Language_of_the_Third_Reich
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Сиддхартха,"Hesse, Hermann",5170915624,9785170915620,5170915624,224        pp,4.07,"771,277",1922,2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Такие простые истины, но как сложно их осознать самому.1. На чужих ошибках не учатся.2. Не суди о человеке.3. Брахман может стать разбойником, а разбоТакие простые истины, но как сложно их осознать самому.1. На чужих ошибках не учатся.2. Не суди о человеке.3. Брахман может стать разбойником, а разбойник — брахманом. 4. Главное в мире — любовь.5. Время — иллюзия. Мир не стремится к идеалу, мир уже идеален.Не скажу, что я согласен со всеми утверждениями, но то, как они изложены в книге, делает их достойными внимания....more",Notes are private!,0,2,1,"May 12, 2020","May 19, 2020","May 12, 2020",,Paperback,view (with text),/book/show/7105442
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flanders Panel,"Pérez-Reverte, Arturo",0156029588,9780156029582,0156029588,295        pp,3.79,"24,508",1990,"Jun 07, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2001,Jan 2001,"May 11, 2020",,Paperback,view,/book/show/11031.The_Flanders_Panel
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Клуб Дюма, или Тень Ришелье","Pérez-Reverte, Arturo",5941451083,,,597        pp,3.81,"41,373",1993,May 2003,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Разгадки тайн насколько скучны, что за ними можно было и не гоняться. Самая главная тайна, зачем ГГ вообще это всё делал, осталась нераскрытой.",Notes are private!,0,2,1,"May 03, 2020","May 12, 2020","May 11, 2020",,Hardcover,view (with text),/book/show/9308271
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Улица в лунном свете,"Zweig, Stefan",396189325X,9783961893256,B06Y2FP52P,34        pp,3.86,57,unknown,"Apr 25, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Если бы новелла имела тот саспенс, который блеснул (то ли золото, то ли сталь ножа) в последнем предложении...",Notes are private!,0,1,1,"May 11, 2020","May 11, 2020","May 11, 2020",,Kindle Edition,view (with text),/book/show/36517112
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Expo 58: A Novel,"Coe, Jonathan*",1477851259,9781477851258,B00JPOFBGA,291        pp,3.52,"4,333",2011,"Sep 02, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Забавная книга в исполнении прекрасного чтеца Julian Rhind-Tutt. Диалоги и абсурдные сцены у Джонатана Коу получаются просто превосходные.С What a CarЗабавная книга в исполнении прекрасного чтеца Julian Rhind-Tutt. Диалоги и абсурдные сцены у Джонатана Коу получаются просто превосходные.С What a Carve Up! не сравнить......more,Notes are private!,0,1,1,"May 10, 2020","May 13, 2020","May 10, 2020",,Kindle Edition,view (with text),/book/show/22437512-expo-58
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Плаха,"Aitmatov, Chingiz",5352012832,9785352012833,B004ZKQBVI,672        pp,4.28,"1,991",1986,2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 07, 2020","May 09, 2020","May 07, 2020",,Hardcover,view,/book/show/2850306
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Пещера,"Zamyatin, Yevgeny",,,B00M2TF9SU,14        pp,4.11,138,1920,"Jul 14, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Всё общее, но дрова мои.",Notes are private!,0,2,1,"May 07, 2020","May 07, 2020","May 07, 2020",,Kindle Edition,view (with text),/book/show/31938987
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Жена,"Averchenko, Arkady",,,B00LJ0PFTQ,9        pp,4.25,8,unknown,"Jul 03, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,С такой женой и враги не нужны,Notes are private!,0,2,1,"May 07, 2020","May 07, 2020","May 07, 2020",,Kindle Edition,view (with text),/book/show/33550610
