,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bookmarks Magazine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House Rules,"Picoult, Jodi*",0743296435,9780743296434,B0048ELDQ4,532        pp,4.04,"174,646","Mar 02, 2010","Mar 02, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Picoult has a formula, and it usually succeeds. As in her other novels, Picoult tells Jacob's story from multiple perspectives, weaves together complePicoult has a formula, and it usually succeeds. As in her other novels, Picoult tells Jacob's story from multiple perspectives, weaves together complex subplots, and builds suspense in a final courtroom drama. Although House Rules fits into her general schemata, critics diverged somewhat in their s. Most praised Picoult's handling of character and grasp on what, exactly, daily life looks like for those suffering from Asperger's. A few, however, cited forced subplots and a predictable conclusion, which diminished their enthusiasm for this whodunit. But Picoult's superb, compassionate portrayal of Jacob will keep most readers engaged the whole way through--even as they struggle to overlook the author's formulaic storytelling. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,2,1,not set,not set,"Apr 06, 2010",,Hardcover,view (with text),/book/show/6614960-house-rules
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Major Pettigrew's Last Stand,"Simonson, Helen*",1400068932,9781400068937,1400068932,359        pp,3.90,"141,219",2010,"Mar 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hailed by the Christian Science Monitor critic as """"one of the most endearing love stories I've read in a long time,"""" Major Pettigrew's Last Stand drHailed by the Christian Science Monitor critic as """"one of the most endearing love stories I've read in a long time,"""" Major Pettigrew's Last Stand drew comparisons to books by Jane Austen, E. F. Benson, and Alexander McCall Smith. Simonson dexterously combines Old World settings and sensibilities with modern situations to skewer English village life, but it is Simonson's love story and her optimistic faith in the power of kindness, rather than social satire, that form the heart of this charming and poignant novel. While USA Today found some secondary characters """"a tad contrived"""" and the New York Times Book Review thought that Simonson's England seemed exaggerated in its quaintness, these were deemed minor missteps in an otherwise lovely read with a powerful message. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,2,1,not set,not set,"Apr 06, 2010",,Hardcover,view (with text),/book/show/6643090-major-pettigrew-s-last-stand
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild Child and Other Stories,"Boyle, T. Coraghessan*",0670021423,9780670021420,0670021423,304        pp,3.70,"2,082","Dec 22, 2009","Jan 21, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Boyle has created another successful collection of stories, with its unapologetic exaggeration, vivid settings, and gloomy but likable protagonists. ABoyle has created another successful collection of stories, with its unapologetic exaggeration, vivid settings, and gloomy but likable protagonists. Although Boyle operates under a singular theme--ordinary people succumbing to their baser instincts--critics were greatly impressed with his ability to craft 14 distinct story lines. The Los Angeles Times er likened Boyle to his feral character Victor, calling him """"that literary wild child whose flights of narrative fancy refuse to be domesticated."""" And while the New York Times critic felt the shorter stories were contrived and incomplete, the majority agreed that Wild Child is a refreshing, bold, and marvelous new collection. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Apr 06, 2010",,Hardcover,view (with text),/book/show/6730302-wild-child-and-other-stories
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Three Weissmanns of Westport,"Schine, Cathleen*",0374299048,9780374299040,0374299048,295        pp,2.95,"8,967","Feb 01, 2010","Feb 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The seemingly endless parade of Jane Austen adaptations (Sense and Sensibility and Sea Monsters, anyone?) may tempt weary readers to give this book a The seemingly endless parade of Jane Austen adaptations (Sense and Sensibility and Sea Monsters, anyone?) may tempt weary readers to give this book a pass. And, really, who can blame them? Perhaps an exception should be made, however, for The Three Weissmanns of Westport, which most critics hailed as a clever and warmhearted tale about love, life, and the true meaning of family. Schine's story captures the essence of Austen's classics, with pages filled with vibrant characters and insightful social commentary. Only the Wall Street Journal thought the novel too derivative. Both funny and sad, The Three Weissmans is the literary version of a delectable desert. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Apr 06, 2010",,Hardcover,view (with text),/book/show/6670347-the-three-weissmanns-of-westport
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Much for That,"Shriver, Lionel*",0061458589,9780061458583,0061458589,436        pp,3.75,"8,831",2010,"Mar 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some critics were initially turned off at the thought of reading Shriver's latest offering because, really, how interesting can a novel about health cSome critics were initially turned off at the thought of reading Shriver's latest offering because, really, how interesting can a novel about health care be? Rather than being pedantic or depressing, however, So Much for That is a thoughtful and powerful look at the effect our health policies have on middle-class Americans. It also raises the unsettling question about the worth, both financial and emotional, of a human life. While several critics thought the secondary storyline involving Shep's buddy Jackson was contrived and others felt that Shriver offered too much information on health care, most agreed that Shep and Glynis's story was """"visceral and deeply affecting"""" (New York Times). This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Apr 06, 2010",,Hardcover,view (with text),/book/show/6839917-so-much-for-that
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ask,"Lipsyte, Sam*",0374298912,9780374298913,0374298912,296        pp,3.30,"6,753","Mar 02, 2010","Mar 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In his vastly entertaining--but dark--social satire, Lipsyte exposes the plight of the highly educated and discontented. Critics particularly enjoyed In his vastly entertaining--but dark--social satire, Lipsyte exposes the plight of the highly educated and discontented. Critics particularly enjoyed protagonist Milo Burke who, unlike most people, is keenly aware of his own mediocrity. They also enjoyed Lipsyte's well-rounded secondary characters: the embittered war amputee, the indifferent wife, the vaguely dissatisfied entrepreneur. One notable exception came from the Los Angeles Times critic, who found the novel strange and humorless. Overall, however, ers hailed The Ask as a worthy, amusing read, and a """"witty paean to white-collar loserdom"""" (New York Times Book Review). Did we mention it was dark? The Cleveland Plain Dealer called it an """"exercise in dread."""" Since we're throwing around words like """"amusing,"""" """"witty,"""" and """"entertaining,"""" we had to warn you. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Apr 06, 2010",,Hardcover,view (with text),/book/show/6698001-the-ask
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ransom,"Malouf, David",0307378772,9780307378774,0307378772,240        pp,3.69,"4,787",2009,"Jan 05, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"David Malouf is widely regarded as one of Australia's greatest living novelists, and Ransom sits well alongside the rest of his work. With simple, graDavid Malouf is widely regarded as one of Australia's greatest living novelists, and Ransom sits well alongside the rest of his work. With simple, graceful prose, cinematic descriptions, and a deeply ingrained respect for two grieving heroes, Malouf both enhances and venerates Homer's ancient epic. And while the Wall Street Journal critic felt that Somax, King Priam's cart driver, was a glib addition, others disagreed, calling him """"a creation of genius, like one of those Shakespearean peasants full of good humor and even better sense"""" (Dallas Morning News). Ultimately, ers described Ransom as a standout book and a prime example of beautiful, old-fashioned storytelling. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Apr 06, 2010",,Hardcover,view (with text),/book/show/6974783-ransom
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming Jane Eyre,"Kohler, Sheila*",0143115979,9780143115977,0143115979,234        pp,3.32,"2,301","Dec 29, 2009","Dec 29, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kohler digs deeply into the details of life at Haworth Parsonage to recreate Charlotte's sheltered existence there, playfully mimicking the Bront√´s' Kohler digs deeply into the details of life at Haworth Parsonage to recreate Charlotte's sheltered existence there, playfully mimicking the Bront√´s' own romantic writing style. The critics noted that some of the parallels drawn between Charlotte's life and that of Jane seem contrived, and some of her hand-wringing sounds uncannily like 21st-century angst, but these were quickly dismissed as minor complaints. Only Newsday found the novel tedious. Other critics considered Becoming Jane Eyre a perceptive meditation on the act of literary creation. Fans of Jane Eyre won't want to miss this companion piece, but those new to the classic will want to start there. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,2,1,not set,not set,"Feb 08, 2010",,Paperback,view (with text),/book/show/6394951-becoming-jane-eyre
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lady in the Tower: The Fall of Anne Boleyn,"Weir, Alison",0224063197,9780224063197,0224063197,432        pp,3.97,"13,696","Oct 01, 2009","Oct 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Weir certainly had her work cut out for her, given that the bulk of the court's evidence and accounts of Anne's last days emerged many years after herWeir certainly had her work cut out for her, given that the bulk of the court's evidence and accounts of Anne's last days emerged many years after her death. However, she adeptly sifts through contemporary sources, reveals inaccuracies, and paints as reliable a picture as possible of the queen's fall from grace. She treads a well-worn path, but most critics praised her meticulous period detail--particularly her ghoulishly fascinating description of Anne's beheading--and her ability to draw the reader into the academic process. Only the Providence Journal grew weary of the minutiae, and the Times cast doubts on some of her conclusions. Nevertheless, this scholarly and carefully crafted tale ""is no romantic portrait of Henry's great love, but a forensically detailed account of Anne's systematic destruction (Independent)."" This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/6282683-the-lady-in-the-tower
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fourth Part of the World: The Race to the Ends of the Earth, and the Epic Story of the Map That Gave America Its Name","Lester, Toby*",1416535314,9781416535317,1416535314,480        pp,4.06,"1,324","Nov 03, 2009","Nov 03, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Many ers stressed early on that Lester's book offers more of a historical detective story than a narrative built around exciting characters of tMany ers stressed early on that Lester's book offers more of a historical detective story than a narrative built around exciting characters of the past. But they were also consistently impressed with the way he could draw in readers by bringing together what might otherwise seem to be a miscellaneous collection of observations and tales. Above all, critics came away impressed with the way that all maps provide insight into the character of a culture. All the more true, then, for one as important as this. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/5742798-the-fourth-part-of-the-world
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woodrow Wilson: A Biography,"Cooper Jr., John Milton",0307265412,9780307265418,0307265412,702        pp,3.81,"6,280","Nov 03, 2009","Nov 03, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is hard to doubt that Cooper's book is now the definitive biography of Wilson: professors from Harvard, Brown, and Yale gave it this accolade in thIt is hard to doubt that Cooper's book is now the definitive biography of Wilson: professors from Harvard, Brown, and Yale gave it this accolade in their s. These and other critics tended to praise Cooper for disentangling Wilson from the contemporary use and abuse of his legacy; as Cooper puts it, the 28th president ""was no Wilsonian, just Woodrow Wilson."" Reviewers were also impressed by Cooper's chapters on the ample domestic agenda of a president normally remembered for foreign affairs. Some critics took issue, however, with Cooper's attempts to attribute some of Wilson's faults (such as the institution of racial segregation of federal agencies or the crackdown on dissent during WWI) to his advisers or cabinet members. But all these critics indicated that these flaws were more than outweighed by the book's many strengths, suggesting that if readers want a book on Woodrow Wilson, this is the one. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,2,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/6551739-woodrow-wilson
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cleaving: A Story of Marriage, Meat, and Obsession","Powell, Julie",0316003360,9780316003360,0316003360,303        pp,2.47,"4,618","Dec 01, 2009","Dec 01, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So if you enjoyed Julie & Julia, you shouldn't spoil that experience by reading this book--or even the rest of this . Cleaving aspires to boldlySo if you enjoyed Julie & Julia, you shouldn't spoil that experience by reading this book--or even the rest of this . Cleaving aspires to boldly lay bare the inner workings of a global industry and an intimate relationship, but it falls short in both spheres. Though Powell is at her best when writing about meat, these sections are too few--and too graphic--to sustain the story. ""The squeamish--morally and otherwise--should read elsewhere,"" advises the New York Times Book Review. Powell's explicit account of her kinky affair with D. alternately bored and repelled critics, as did her smug attitude, recklessly self-destructive behavior, and spitefulness toward her beleaguered husband. Unfortunately, Powell's second memoir appears to have been churned out to please a pushy publisher rather than readers in general--a recipe for disaster--and its considerable flaws overshadow her intriguing view from the butcher's counter. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,5,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/6072179-cleaving
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Talented Miss Highsmith: The Secret Life and Serious Art of Patricia Highsmith,"Schenkar, Joan",0312303750,9780312303754,0312303750,704        pp,3.70,749,"Nov 10, 2009","Dec 08, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Schenkar takes an experimental approach to her detailed biography of novelist Patricia Highsmith, the result of meticulous research and multiple interSchenkar takes an experimental approach to her detailed biography of novelist Patricia Highsmith, the result of meticulous research and multiple interviews. Eschewing a conventional chronological structure, she organizes her narrative loosely around Highsmith's obsessions and secrets, allowing her to move across years and continents in the space of a few pages. Though the New York Times Book Review lauded the biography as ""a model of its kind,"" other critics found the layout confusing and repetitive. The critics also diverged over Schenkar's unusually bold voice, frank opinions, and cursory treatment of Highsmith's racism and anti-Semitism. Schenkar does indeed shed new light on the troubled writer, and despite a few problems, The Talented Miss Highsmith ""will redeem itself if it convinces you to see what all the fuss is about"" (Miami Herald). This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/6424007-the-talented-miss-highsmith
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Star: How Warren Beatty Seduced America,"Biskind, Peter",0743246586,9780743246583,0743246586,627        pp,3.46,511,2010,"Jan 12, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Though Biskind has done his best to appraise the aging star, his inexplicable indifference to Beatty's early life and his overt refusal to explore BeaThough Biskind has done his best to appraise the aging star, his inexplicable indifference to Beatty's early life and his overt refusal to explore Beatty's marriage to Annette Bening leave gaping holes in this biography. Of Beatty's sexual escapades, there is ""plenty here to satisfy the most prurient readers,"" but ""once all the anxious throat clearing is out of the way, Biskind settles down to a genuine investigation of Beatty's enigmatic personality"" (San Francisco Chronicle) with mixed results. Biskind seems sycophantically determined to convince readers that Beatty is ""one of the foremost filmmakers of his generation."" Star may have regaled British critics, but their American counterparts, though entertained, remained for the most part unimpressed. It seems the final word has yet to be written. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/7311628-star
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Committed: A Skeptic Makes Peace with Marriage,"Gilbert, Elizabeth*",0670021652,9780670021659,0670021652,285        pp,3.44,"54,734","Dec 17, 2009","Jan 05, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In this perceptive and intelligent work, Gilbert attempts to determine what ""this befuddling, vexing, contradictory and yet stubbornly enduring institIn this perceptive and intelligent work, Gilbert attempts to determine what ""this befuddling, vexing, contradictory and yet stubbornly enduring institution of marriage actually is."" The answer surprises her: its definition changes considerably across borders and eras. Gilbert's inclusion of this historical, economic, and social analysis in her narrative divided critics, who deemed it alternately fascinating and insightful or dry and academic. Most agreed, however, that Gilbert shines when recounting her own experiences or the stories of her mother and grandmother and that her warm, folksy voice, though somewhat evasive when describing the intimate details of her relationship with Felipe, remains otherwise unchanged. It may not be Eat, Pray, Love II, but Committed: A Skeptic Makes Peace with Marriage is another entertaining journey readers will relish with Gilbert as the tour guide. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/6728738-committed
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoir: A History,"Yagoda, Ben",159448886X,9781594488863,159448886X,304        pp,3.63,189,2009,"Nov 12, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With the spate of bad behavior in the press these days and the promise of a handful of books dedicated exclusively to the Tiger Woods affair, Ben YagoWith the spate of bad behavior in the press these days and the promise of a handful of books dedicated exclusively to the Tiger Woods affair, Ben Yagoda couldn't have chosen a better time to publish an examination of memoir. Rather than a portrayal of the less savory aspects of human interaction, Yagoda argues that the genre is a reflection of a society at a point in time and a snapshot of a period's history. If Memoir: A History has a weakness, it might be the occasional sacrifice of depth for breadth. Still, as a survey of memoir--its history and also some of its more titillating moments--Yagoda's book achieves a rare sleight of hand, providing both entertainment and a splash of scholarship. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/6402552-memoir
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pops: A Life of Louis Armstrong,"Teachout, Terry",0151010897,9780151010899,0151010897,475        pp,4.15,934,"Dec 02, 2009","Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Terry Teachout, like ""Pops"" himself, is capable of doing many things at once and doing them well. His biography relied on a large number of new sourceTerry Teachout, like ""Pops"" himself, is capable of doing many things at once and doing them well. His biography relied on a large number of new sources, but it is an easily readable length. He critically assesses Armstrong's recordings, but he also tells a story inviting to musical novices (tales of mob trouble and marijuana add some spice). A few ers felt that Teachout's description of Armstrong's actual recordings came up a bit short--but it was Teachout's own musical background that most critics felt provided the expertise that made the book special. We note that Ricky Ricardi, archivist for the Louis Armstrong House Museum, gave the book an excellent  while dismissing other recent efforts--a strong endorsement that this is the biography for which jazz fans have been waiting. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/6531880-pops
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raymond Carver: A Writer's Life,"Sklenicka, Carol*",074326245X,9780743262453,074326245X,592        pp,4.23,679,"Sep 08, 2009","Nov 24, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not merely a great biography, but often an astute critical assessment of Carver's writing as well (San Francisco Chronicle), Raymond Carver: A Writer'Not merely a great biography, but often an astute critical assessment of Carver's writing as well (San Francisco Chronicle), Raymond Carver: A Writer's Life breaks new ground by tying the significant events of Carver's life to his stories and then using those connections as a means of studying both the man and his work. Though the Christian Science Monitor took issue with Sklenicka's focus on the unsavory details of the author's private life, critics were generally satisfied with Sklenicka's scrupulous research and analysis, recognizing that these same details informed the better part of Carver's luminous fiction. Without diminishing Sklenicka's astute examination, this incisive and ""grimly compelling"" (Seattle Times) biography's greatest achievement will be sending readers back to the bookshelf to rediscover Carver for themselves. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,2,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/5789689-raymond-carver
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy,"Lemon, Alex*",1416550232,9781416550235,1416550232,304        pp,3.37,434,"Dec 07, 2009","Dec 29, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Many of Happy's enthusiastic ers seemed to feel the need to begin with an apology. Sure, there are lots of books out there about young people coMany of Happy's enthusiastic ers seemed to feel the need to begin with an apology. Sure, there are lots of books out there about young people confronting fatal diseases and just as many no-holds-barred chronicles of men leaving adolescence behind (though not without letting us in on the best parts first). But as Laura Miller of Salon.com observed, ""this one is something special."" Perhaps it's the fact that Lemon's later career would prove he had a poet inside him the whole time: some of the book's well-chosen details certainly bear that out. But Miller found Happy persuasive not necessarily because of its prose but because of its honesty about Miller's relationships with those he loved and those he hurt--particularly his mother, universally cited as the book's most interesting character and reason enough to read it. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/6391411-happy
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Googled: The End of the World as We Know It,"Auletta, Ken",1594202354,9781594202353,1594202354,400        pp,3.67,"3,172",2009,"Nov 03, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Auletta was granted unprecedented access to the Google campus and its top executives, including Page, Brin, and CEO Eric Schmidt, and the result is anAuletta was granted unprecedented access to the Google campus and its top executives, including Page, Brin, and CEO Eric Schmidt, and the result is an array of fascinating, little-known details he adds to the global corporation's widespread rags-to-riches story. If Auletta has little patience or affection for his subjects, he does not let his disdain spill over too much into his coverage. Critics carped about Auletta's inelegant, if serviceable, writing and extensive asides, but they conceded that these were minor complaints. Readers not vitally concerned with the media industry may not find Auletta's arguments compelling, but, whether they share his apprehensions or not, they will discover, in Googled, a valuable history of one of the world's most powerful, profitable, and peculiar companies. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/6514908-googled
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan","Mortenson, Greg*",0670021156,9780670021154,0670021156,420        pp,3.85,"16,984",2009,"Dec 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Critics inevitably measured Stones into Schools up against Mortenson's wildly successful Three Cups of Tea, cowritten with journalist David Oliver RelCritics inevitably measured Stones into Schools up against Mortenson's wildly successful Three Cups of Tea, cowritten with journalist David Oliver Relin. What the critics discovered was a deeper, denser, more enlightening read. In Stones, Mortenson replaces a well-honed narrative arc with breathtaking descriptions of the isolated regions he visits and educational asides about the cultures and people he serves. He provides an epic amount of background information, including maps and a Who's Who, to help readers stay on target, and his fascinating insights into the Muslim world keep the story moving along. Critics diverged over the quality of Mortenson's prose compared with Relin's in Three Cups, but all agreed that Stones is an inspiring and extremely timely book by a supremely passionate and dedicated humanitarian. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/6452760-stones-into-schools
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fly by Wire: The Geese, the Glide, the Miracle on the Hudson","Langewiesche, William",0374157189,9780374157180,0374157189,193        pp,4.04,585,"Nov 05, 2009","Nov 10, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Newspapers and magazines that ran articles on Fly by Wire seemed just as interested in reporting the conflict over this book--Sullenberger has publiclNewspapers and magazines that ran articles on Fly by Wire seemed just as interested in reporting the conflict over this book--Sullenberger has publicly disagreed with many of Langewiesche's conclusions--as they were in assessing whether it was a compelling work. Few who heard the Sullenberger's calm cockpit demeanor during the crisis or caught his self-effacing appearances on television are interested in a book that undermines the man--but that's not what happens here. Langewiesche's work is balanced, informative, and efficient; ers particularly admired the author's economy. Initially surprised that one could turn an incident that only lasted a few minutes into a whole book, by the end they were marveling that one could fit so much interesting information into just over 200 pages. Heroic brevity, indeed! This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/6473721-fly-by-wire
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Checklist Manifesto: How to Get Things Right,"Gawande, Atul",0805091742,9780805091748,0805091742,208        pp,4.04,"68,544","Dec 22, 2009","Dec 22, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gawande's previous books were considered exceptional because he dropped the mask of the omniscient surgeon and gave readers an honest look at how mistGawande's previous books were considered exceptional because he dropped the mask of the omniscient surgeon and gave readers an honest look at how mistakes happen in medicine and what doctors do in response. While The Checklist Manifesto is based in that same essential humility, Gawande is uncharacteristically insistent on the usefulness of checklists to other fields. While many ers were clearly convinced, others asked if Gawande went a bit too far, pointing out scenarios where checklists can be annoying or even counterproductive. Nevertheless, when it comes to his ability to tell interesting stories in engaging prose, critics felt that Gawande dotted every ""i"" and crossed every ""t."" This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/6667514-the-checklist-manifesto
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yours Ever: People and Their Letters,"Mallon, Thomas",0679444262,9780679444268,0679444262,338        pp,3.36,165,"Jan 01, 2009","Nov 10, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When Mallon began this book in the early 1990's, he could not have foreseen the detrimental effect technology would have on his subject, and his inspiWhen Mallon began this book in the early 1990's, he could not have foreseen the detrimental effect technology would have on his subject, and his inspired selections, perceptive explanations, and fascinating asides left critics feeling rather nostalgic for this moribund, if celebrated, art. Straightforward and sensible, Mallon resists the temptation to psychoanalyze these writers, preferring instead to let them speak eloquently for themselves--although critics agreed that his own prose is every bit as moving. The only complaints arose from Mallon's lack of chronological or geographical organization, but no critic was too concerned about it. In Yours Ever, Mallon takes readers on ""a virtual tour of the human condition"" (New York Times Book Review), reminding us all of the power and importance of the humble letter. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Feb 08, 2010",,Hardcover,view (with text),/book/show/6322429-yours-ever
