,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lisa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Goodnight, Beautiful Women","Noyes, Anna",0802124844,9780802124845,0802124844,216        pp,3.53,616,"Jun 07, 2016","Jun 07, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"These tales of girls and women all had in common a sense of menace, mostly—but not always—sexual, countered by an almost pathological innocence. The yThese tales of girls and women all had in common a sense of menace, mostly—but not always—sexual, countered by an almost pathological innocence. The yin and yang of them made for some really strong stories, with lovely language throughout. A few just hit the sense of internal struggle pitch-perfectly—a good collection, worth reading....more",Notes are private!,0,0,1,"Feb 18, 2017","Feb 24, 2017","Feb 19, 2017",,Hardcover,view (with text),/book/show/26893709-goodnight-beautiful-women
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,History of Wolves,"Fridlund, Emily",0802125875,9780802125873,0802125875,288        pp,3.41,"28,165","Jan 03, 2017","Jan 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this, for the most part. I appreciated what the author was doing with the two storylines, though I never felt they quite worked in tandem. ButI liked this, for the most part. I appreciated what the author was doing with the two storylines, though I never felt they quite worked in tandem. But still, a good, prickly portrait of loneliness and the different ways people with the best of intentions can hurt their children—the different ways one can be ""raised by wolves."" Plotting issues aside it's a very well-written book on harm, harm mitigation, culpability, and what to do with misplaced love, all set against the beautifully rendered backdrop of northern Minnesota....more",Notes are private!,0,0,1,"Feb 15, 2017","Feb 18, 2017","Feb 17, 2017",,Hardcover,view (with text),/book/show/30183198-history-of-wolves
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Shirtwaist Story,"Robinson, Delia Bell",1942515340,9781942515340,1942515340,158        pp,4.33,3,unknown,"Oct 18, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lovely artwork, affecting and mysterious.",Notes are private!,0,0,1,"Feb 14, 2017","Feb 14, 2017","Feb 14, 2017",,Paperback,view (with text),/book/show/32762495-a-shirtwaist-story
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunshine State: Essays,"Gerard, Sarah",006243487X,9780062434876,006243487X,384        pp,3.40,"1,638","Apr 11, 2017","Apr 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 11, 2017",not set,"Feb 12, 2017",,Paperback,view,/book/show/30653587-sunshine-state
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Loved Ones,"Chung, Sonya*",0984764844,9780984764846,0984764844,280        pp,3.50,188,"Oct 18, 2016","Oct 18, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not sure I'm the most objective judge of this book since Sonya's a friend and colleague and I was an early reader. But I was really moved by how mI'm not sure I'm the most objective judge of this book since Sonya's a friend and colleague and I was an early reader. But I was really moved by how my feelings for the characters deepened and ripened through the course of the novel—which was of course one of its major points, but that progression was done so skillfully, in a way that brought the reader in to a certain kind of complicity without being manipulative. The book has a wonderfully quirky rhythm that, once you fall into it, pulls you along through this often thorny story with a skittery third person POV, and after a certain point I just could not put it down for long. And at the end I teared up even though it wasn't sad or sentimental, I think just leaving the characters—none of whom were so overwhelmingly lovable on their surfaces—behind. Well done....more",Notes are private!,0,3,1,"Feb 03, 2017","Feb 13, 2017","Feb 03, 2017",,Paperback,view (with text),/book/show/30781108-the-loved-ones
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swing Time,"Smith, Zadie",0241144159,9780241144152,0241144159,453        pp,3.56,"72,882","Nov 15, 2016","Nov 15, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm going to totally agree with my friend who says Smith still has her great novel in her but it hasn't been written yet. I enjoyed it all the way thrI'm going to totally agree with my friend who says Smith still has her great novel in her but it hasn't been written yet. I enjoyed it all the way through (the total disappearance of all the ""f"" ligatures in my e-galley notwithstanding—so you KNOW I liked it if I could put up with that). But I also felt there was something off with the timing, or plotting—super writing, great characters, a really good sense of place(s), and yet it somehow didn't congeal into a solid whole that made me think, Ah, so that's where she was going with it all. But I liked the book so thoroughly otherwise, it almost didn't matter. Which is actually pretty huge praise, when you think about it. I want to go back and reread White Teeth now....more",Notes are private!,0,2,1,"Feb 02, 2017","Feb 02, 2017","Jan 23, 2017",,Hardcover,view (with text),/book/show/28390369-swing-time
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outline,"Cusk, Rachel",0571233627,9780571233625,0571233627,249        pp,3.68,"52,267","Sep 14, 2014","Jan 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked this. It's all about show-don't-tell, how a writer can make an entire protagonist out of the negative space created by other charactersI really liked this. It's all about show-don't-tell, how a writer can make an entire protagonist out of the negative space created by other characters—a funny, plotless book that makes its point about self-definition by refusing to define the narrator until she just IS. And you think everyone in it is so shallow until you stop reading about them and they sort of... resonate. Interesting sleight of hand there. Plus it triggered, in me, these weird little episodes of deja vu the way a certain pulsing frequency will give epileptics seizures. It's the first of a trilogy, and the second is out—Transit—so I want to read that too.She has a really thorny backstory. I can't imagine why anyone wants to write memoirs, but everyone does....more",Notes are private!,0,1,1,"Jan 13, 2017","Jan 19, 2017","Jan 13, 2017",,Hardcover,view (with text),/book/show/21400742-outline
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marrow Island,"Smith, Alexis M.*",0544373413,9780544373419,0544373413,244        pp,3.33,"1,921","Jun 07, 2016","Jun 07, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I guess you would call this an eco-thriller... is that a thing? Anyway, this was a bit slow to get going but ultimately entertaining. I've been readinI guess you would call this an eco-thriller... is that a thing? Anyway, this was a bit slow to get going but ultimately entertaining. I've been reading a lot of books lately with really strong senses of place and descriptions of the natural world, which is nicely immersive, and this was definitely one. The characters a little less so, but the plot was fun. I thought I had figured out the twist and it was way more gruesome than Smith's, but hers is probably better....more",Notes are private!,0,0,1,"Jan 11, 2017","Jan 13, 2017","Jan 11, 2017",,Hardcover,view (with text),/book/show/25897960-marrow-island
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Past,"Hadley, Tessa",0345816110,9780345816115,0345816110,362        pp,3.24,"8,687","Sep 03, 2015","Sep 08, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this very much—the family dynamics, the lovely descriptions of the natural world, the tiny details, all speak to such a carefully observant anI liked this very much—the family dynamics, the lovely descriptions of the natural world, the tiny details, all speak to such a carefully observant and non-judgmental eye. I'll have to find more of Hadley's, since this was my first of hers other than a New Yorker story or two....more",Notes are private!,0,1,1,"Jan 04, 2017","Jan 11, 2017","Jan 04, 2017",,Hardcover,view (with text),/book/show/25241483-the-past
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Faraway Nearby,"Solnit, Rebecca",0670025968,9780670025961,0670025968,259        pp,4.21,"7,156","Jun 13, 2013","Jun 13, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this circular meditation all the way through. Solnit writes like some of my visual artist friends think and talk about their art, and even thoI liked this circular meditation all the way through. Solnit writes like some of my visual artist friends think and talk about their art, and even though she can fall into the Artsy Super-structured Essay trap once in a while I basically very much liked what she was up to—discursions on many things of interest to me, among them dealing with a parent's dementia, compassion, storytelling, libraries, illness, myths and the forms they take, the natural world. Mostly, and one of my very favorite subjects, writing about association-making, and she did a great job. I'll definitely read more of her work....more",Notes are private!,0,0,1,"Dec 24, 2016","Jan 03, 2017","Dec 24, 2016",,Hardcover,view (with text),/book/show/16158561-the-faraway-nearby
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Explorers' Sketchbooks: The Art of Discovery & Adventure,"Lewis-Jones, Huw",9781452158,,,320        pp,4.39,231,"Mar 28, 2017",2017,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just fabulous. LJ  pending publication, but I will say that the intersection of adventure, art, and memoir doesn’t get any better than this. A rJust fabulous. LJ  pending publication, but I will say that the intersection of adventure, art, and memoir doesn’t get any better than this. A really fun and immersive escape for sketchers, armchair explorers, and anyone with a love of adventure and illustration....more",Notes are private!,0,1,1,"Dec 23, 2016","Jan 07, 2017","Dec 23, 2016",,Hardcover,view (with text),/book/show/33555113-explorers-sketchbooks
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,News of the World,"Jiles, Paulette*",0062409204,9780062409201,0062409204,209        pp,4.08,"105,404","Oct 04, 2016","Oct 04, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Absolutely charming, this one. It's essentially a road-trip novel set in post-Civil War Texas with an old itinerant public newspaper reader and a 10-yAbsolutely charming, this one. It's essentially a road-trip novel set in post-Civil War Texas with an old itinerant public newspaper reader and a 10-year-old former Indian captive being returned to her relatives—there are good guys and bad guys, stalwart horses, lovely descriptions of the natural world, and a gentle but refreshingly firm moral thread running through the story—very little not to like here....more",Notes are private!,0,0,1,"Dec 19, 2016","Dec 24, 2016","Dec 19, 2016",,Hardcover,view (with text),/book/show/25817493-news-of-the-world
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Island,"Alison, Jane",1936787121,9781936787128,1936787121,244        pp,3.50,483,"Sep 13, 2016","Sep 13, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Outstanding. Ovid's tales of transmogrification set the tone for this very smart, funny, offbeat novel that muses on the male gaze, the female gaze, lOutstanding. Ovid's tales of transmogrification set the tone for this very smart, funny, offbeat novel that muses on the male gaze, the female gaze, love, lust, loneliness, self-sufficiency, and how hard it is to care for even—or maybe especially—what you love. Including—maybe especially—yourself. It's also gorgeously descriptive, making me almost wish I'd waited a couple of months to read it in Miami, where it's set. But no matter... it's also a good antidote to a New York cold spell in December, not just tropical but generally thawing. Definitely one of my favorites of the year. ...more",Notes are private!,0,2,1,"Dec 16, 2016","Dec 19, 2016","Dec 16, 2016",,Paperback,view (with text),/book/show/28256410-nine-island
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Gon' Be Alright: Notes on Race and Resegregation,"Chang, Jeff*",0312429487,9780312429485,0312429487,192        pp,4.25,"2,007","Sep 13, 2016","Sep 13, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Short and smart and to the point. Interesting essays on a range of race matters, including Ferguson and the birth of #BlackLivesMatter and a look at AShort and smart and to the point. Interesting essays on a range of race matters, including Ferguson and the birth of #BlackLivesMatter and a look at Asian identity framed by race politics. Recommended....more",Notes are private!,0,1,1,"Dec 02, 2016","Dec 09, 2016","Dec 02, 2016",,Paperback,view (with text),/book/show/28595947-we-gon-be-alright
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nix,"Hill, Nathan",110194661X,9781101946619,110194661X,640        pp,4.08,"74,439","Aug 30, 2016","Aug 30, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As I feared, NYPL sucked my e-copy of this back into the ether today when I had 30 pages (out of 620!) left. And the thought drove me SO nuts that I rAs I feared, NYPL sucked my e-copy of this back into the ether today when I had 30 pages (out of 620!) left. And the thought drove me SO nuts that I ran all over the office until 15 minutes before I left for the weekend I found a copy I could borrow. I ended up liking it a lot, too. It was long and a real shaggy dog of a story, but I think he pulled it off really nicely—it managed to avoid the same type of pitfalls that got annoying in The Goldfinch, which it reminded me of a little. There are some great interwoven story lines, about the 1968 Chicago Democratic Convention protests and massively multiplayer online role-playing games and Norwegian mythology and conservative politicians and academia and publishing and Iraq and Allen Ginsberg and ""Choose Your Own Adventure"" books and Occupy Wall Street. It's jam-packed. But always fun and surprising, and my attention never flagged. So, recommended to all the usual suspects who like a big fat story. ...more",Notes are private!,0,4,1,"Dec 09, 2016","Dec 16, 2016","Nov 25, 2016",,Hardcover,view (with text),/book/show/28251002-the-nix
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Avid Reader: A Life,"Gottlieb, Robert",0374279926,9780374279929,0374279926,352        pp,3.77,"1,221","Sep 13, 2016","Sep 13, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If I had to give this one word it would be breezy: great literary and dance world gossip, not particularly introspective even when the author tries foIf I had to give this one word it would be breezy: great literary and dance world gossip, not particularly introspective even when the author tries for it, almost no friction anywhere in what was clearly a pretty charmed existence (with one divorce and one special needs child I know it wasn't all roses, but he minimizes any heartache so I will too). But a fun book, if self-indulgent—and why not? I probably would be if I were him. You have to wonder what it might have been like to go through your whole life with (if you believe him) with such relative ease, at least professionally. But hey, bless him—he sounds like he's really enjoyed it.On further reflection, something I both liked and disliked about the book was its very clear definition of reading as a primary, life-shaping activity. It's a wonderful ode to the sheer joy of reading, but it also smacked a bit of what I dislike about the way people sometimes identify as capital-B Bibliophiles like it's a cardinal virtue—like their love of books and expansive reading somehow elevates them above the masses. Because while yes, reading is good for a body and mind and goes a long way toward canceling out the mind-numbingness of TV, I don't think people who are capital-R Readers are necessarily any better than anyone else. That small, soft brand of superiority has always irked me and probably always will. Which isn't to say that Gottlieb's love of reading isn't 100% genuine and (at least for me) relatable.Best description: of Blanche Knopf as ""a tiny woman who looked as if she had gone straight from Dachau to Elizabeth Arden. No wonder everyone was scared of her.""...more",Notes are private!,0,1,1,"Nov 22, 2016","Dec 02, 2016","Nov 23, 2016",,Hardcover,view (with text),/book/show/28116836-avid-reader
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Patriots,"Krasikov, Sana*",0385524412,9780385524414,0385524412,538        pp,3.84,"2,779","Jan 24, 2017","Jan 24, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is one of my favorite kinds of historical novels, which look at relationships through the lens of history and history through the relationships iThis is one of my favorite kinds of historical novels, which look at relationships through the lens of history and history through the relationships it helps form, with the understanding that the two are rarely separable. It's an ambitious book that lives up to its premise, charting the history of three generations torn, in a multiplicity of ways, between Russia/the Soviet Union and the United States, from 1933 to 2008. I appreciated that Krasikov's characters weren't simple or even always likeable—she did a good job of telling a story where the lines between what we do to each other and what we do for each other are not necessarily well delimited. I think the narrative could have been a bit tighter, but I don't begrudge Krasikov her sprawling narrative... it is a Russian novel, after all....more",Notes are private!,0,0,1,"Mar 23, 2017","Apr 06, 2017","Nov 19, 2016",,Hardcover,view (with text),/book/show/29587211-the-patriots
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Changing My Mind: Occasional Essays,"Smith, Zadie",1594202370,9781594202377,1594202370,320        pp,3.83,"6,001","Nov 12, 2009","Nov 12, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My idea of escapist reading these days is something that requires my attention and engages me all the way, so I'm on a nonfiction kick—which is probabMy idea of escapist reading these days is something that requires my attention and engages me all the way, so I'm on a nonfiction kick—which is probably working too well, because I'm having trouble tearing myself away long enough to do a whole bunch of work reading I need to take care of at home, and now have it all piled up for this weekend. Oh well, at least it's a long weekend and I can do both.I got into this one in anticipation of reading her new novel once I'm in a fiction-y mood again. The essays here weren’t particularly pertinent to anything in my life—I don’t care about the posthumous disposition of Kafka’s work, and I never really got on the David Foster Wallace train—but I like seeing how she does her ing, what's in her toolbox. She does a lot of thinking on her pages, and it veered close to being a vanity production in a lot of places, but I still enjoy watching her do it. ...more",Notes are private!,0,0,1,"Nov 11, 2016","Nov 22, 2016","Nov 11, 2016",,Hardcover,view (with text),/book/show/6425404-changing-my-mind
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Super Extra Grande,Yoss,1632060566,9781632060563,1632060566,156        pp,3.19,845,"Apr 15, 2014","Jun 07, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Weird, fun, cheerfully but also annoyingly adolescent. Interesting language and science play, with a plot out of a 16-year-old's comic-book script. ThWeird, fun, cheerfully but also annoyingly adolescent. Interesting language and science play, with a plot out of a 16-year-old's comic-book script. This is a case where brevity is a major asset—I'm not sure I'd have stuck with a longer book....more",Notes are private!,0,0,1,"Nov 03, 2016","Nov 07, 2016","Nov 03, 2016",,Paperback,view (with text),/book/show/28010271-super-extra-grande
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the Existentialist Café,"Bakewell, Sarah",0701186585,9780701186586,0701186585,440        pp,4.24,"16,498","Mar 03, 2016","Mar 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 26, 2016",not set,"Oct 26, 2016",,Hardcover,view,/book/show/25658482-at-the-existentialist-caf
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491792,9780062491794,0062491792,322        pp,3.83,"182,254",Sep 2016,"Sep 13, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I looooved it. This will be the most boring  I've ever written here because I have nothing negative to say about it. I thought it was sweet and I looooved it. This will be the most boring  I've ever written here because I have nothing negative to say about it. I thought it was sweet and funny and dark and compassionate and well-written and one of the most generous books I've read in a long time—to the reader and the characters alike. ...more,Notes are private!,0,0,1,"Oct 21, 2016","Oct 26, 2016","Oct 21, 2016",,Hardcover,view (with text),/book/show/28214365-commonwealth
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Loney,"Hurley, Andrew Michael",1473619823,9781473619821,1473619823,368        pp,3.27,"16,258","Sep 29, 2014","Aug 27, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such a damp book—water-stained walls and feral tides and rain, rain, rain. This was a good, if slightly opaque, theologically-inclined gothic tale, wiSuch a damp book—water-stained walls and feral tides and rain, rain, rain. This was a good, if slightly opaque, theologically-inclined gothic tale, with scary houses and Satanists and faith being questioned left and right. When I first closed the book I thought the ending was as soggy as the landscape, but after a bit of thought I've decided it was actually very clever, if maybe a bit too subtle for its own good. But all in all the book kept me rapt and appreciative of being dry; a good spooky tale....more",Notes are private!,0,0,1,"Oct 14, 2016","Oct 21, 2016","Oct 15, 2016",,Hardcover,view (with text),/book/show/25458371-the-loney
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girls on Fire,"Wasserman, Robin*",0062415484,9780062415486,0062415484,368        pp,3.35,"11,848","May 17, 2016","May 17, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Eh. The book started out pretty promisingly, all smalltown mean girls-y punk rock outcast noir, but got progressively more heavy-handed to the point wEh. The book started out pretty promisingly, all smalltown mean girls-y punk rock outcast noir, but got progressively more heavy-handed to the point where what should have been the big climactic reveal just made me feel kind of weary. ...more",Notes are private!,0,2,1,"Oct 05, 2016","Oct 09, 2016","Oct 06, 2016",,Hardcover,view (with text),/book/show/26074200-girls-on-fire
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Utopia Is Creepy: And Other Provocations,"Carr, Nicholas*",0393254542,9780393254549,0393254542,384        pp,3.51,303,"Sep 06, 2016","Sep 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 23, 2016",not set,"Sep 23, 2016",,Hardcover,view,/book/show/28789653-utopia-is-creepy
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hubert's Freaks: The Rare-Book Dealer, the Times Square Talker, and the Lost Photos of Diane Arbus","Gibson, Gregory",0151012334,9780151012336,0151012334,288        pp,3.64,330,"Apr 01, 2008","Apr 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a neat story, which kept me reading even though I didn't love the writing. Which in itself is kind of interesting: how does someone who can cThis was a neat story, which kept me reading even though I didn't love the writing. Which in itself is kind of interesting: how does someone who can clearly write a fine sentence, and who has this really fascinating story with neat characters, ever-so-slightly miss the mark? It's not terrible writing, just a bit flaccid—there's a marked lack in dramatic tension and managing of the plot, which is such a shame because Gibson uncovered a real gift of a good story. And in the end I'm glad I kept going, because Gibson's obvious affection for his protagonist really carried the day. Basically, I wanted to find out what happened to him. Ultimately, I wouldn't NOT recommend the book, but I would make sure to add the caveat that the writing's on the slack side.The insight into the archivist's/collector's POV kept me going as well, both because I write about archives and have a would-be hoarder's fascination with the pathology of collecting. It actually hijacked the narrative sometimes, but again—once I let go of my expectation that it tell a cohesive story, I kind of enjoyed those asides....more",Notes are private!,0,0,1,"Sep 23, 2016","Oct 05, 2016","Sep 23, 2016",,Hardcover,view (with text),/book/show/2282482.Hubert_s_Freaks
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before the Feast,"Stanišić, Saša*",194104039X,9781941040393,194104039X,353        pp,3.70,"2,477","Mar 10, 2014","Jun 14, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I ultimately went from liking this in an agreeable way to falling in love with it. It was just the oddest, loveliest book. I took a while to get into I ultimately went from liking this in an agreeable way to falling in love with it. It was just the oddest, loveliest book. I took a while to get into its rhythm and figure out what was going on, but it grew on me with every page until I was really sorry to finish it. Let's see... kind of like Grimms Fairy Tales meets Wisconsin Death Trip meets Samuel Beckett meets a DDR Spoon River Anthology... oh, I don't even have enough references to triangulate with.The book takes place over the course of one night in a little East German village, and there's no plot to speak of. The subject is basically how all of history is made of people, places, and stories, using the hyper-local to comment on the bigger picture. But where a more sprawling novel with that kind of focus would be called a tapestry, the scale of this one makes me think of a hand-drawn map, with all its oddities and beauty. It's contemporary and at the same time mythical—both within the modern narrative and the interwoven centuries-old legends—full of wonderfully black political humor, quirky without being cute, dreamlike and mundane. Definitely one to reread, and I don't reread often—I really wanted to start over right away, but I'll let it sit and percolate a bit (plus I want to suggest it for a books-in-translation book group I might join and if so, I'll reread it then).The lack of plot means this isn't for everyone, but if it sounds like your kind of thing it probably is....more",Notes are private!,0,2,1,"Sep 20, 2016","Oct 14, 2016","Sep 20, 2016",,Paperback,view (with text),/book/show/26889828-before-the-feast
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eileen,"Moshfegh, Ottessa",1594206627,9781594206627,1594206627,260        pp,3.58,"96,257","Aug 18, 2015","Aug 18, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"OK, my curiosity's satisfied. It was good—for want of a better term, even though I think using the P word is lazy terminology—loser porn. Or as formerOK, my curiosity's satisfied. It was good—for want of a better term, even though I think using the P word is lazy terminology—loser porn. Or as former Readervillian Serafina would say, schadenfreudelicious. But just a shade too heavy-handed to be sympathetic, which loser characters really need at least in tiny doses. And though it was supposed to be Hitchcockian (it would have been obvious even if the cover copy hadn't said so), there wasn't enough tension or twisty plotting to earn that one. It wasn't bad, but it wasn't anything I'd run around recommending, either. And let's face it, Facebook has kind of ruined public hand-wringing for me.3-1/2 stars, actually....more",Notes are private!,0,1,1,"Sep 15, 2016","Sep 19, 2016","Sep 16, 2016",,Hardcover,view (with text),/book/show/23453099-eileen
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Painting of Sara de Vos,"Smith, Dominic*",0374106681,9780374106683,0374106681,304        pp,3.87,"29,451","Apr 05, 2016","Apr 05, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this—an interesting and sensitive interpersonal setup, satisfying writing about art-making, and Smith does a really great job of setting a sceI loved this—an interesting and sensitive interpersonal setup, satisfying writing about art-making, and Smith does a really great job of setting a scene and a space without hammering his descriptions to death. He has a lovely light touch on the visuals, which really makes the difference in a story with multiple settings and a big dose of ekphrasis. A very pleasing read all the way through....more",Notes are private!,0,0,1,"Sep 09, 2016","Sep 14, 2016","Sep 09, 2016",,Hardcover,view (with text),/book/show/25664459-the-last-painting-of-sara-de-vos
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sparrow        (The Sparrow, #1)","Russell, Mary Doria*",0449912558,9780449912553,0449912558,419        pp,4.14,"75,550","Sep 09, 1996","Sep 08, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I appreciate the idea behind it—the first contact/theology mashup—but I found the ending both too brutal and too pat. I spent the whole last quarter oI appreciate the idea behind it—the first contact/theology mashup—but I found the ending both too brutal and too pat. I spent the whole last quarter or so wanting it to be over, and then the end was really kind of disappointingly wholesome. Still, the book was interesting. I'm just not sure I really enjoyed it....more",Notes are private!,0,1,1,"Aug 31, 2016","Sep 09, 2016","Sep 01, 2016",,Paperback,view (with text),/book/show/334176.The_Sparrow
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The City of Tomorrow: Sensors, Networks, Hackers, and the Future of Urban Life","Ratti, Carlo",0300204809,9780300204803,0300204809,192        pp,3.48,153,unknown,"Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 26, 2016",not set,"Aug 27, 2016",,Hardcover,view,/book/show/27248490-the-city-of-tomorrow
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghosts of Bergen County,"Cann, Dana*",1941040276,9781941040270,1941040276,399        pp,3.65,196,"Apr 27, 2016","Apr 25, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For a tale of loss, grief, dysfunction, addiction, & the paranormal, this was actually quite charming. I liked the language and the story line kept suFor a tale of loss, grief, dysfunction, addiction, & the paranormal, this was actually quite charming. I liked the language and the story line kept surprising just enough to keep me absorbed without any eyerolls. Even the ghost factor was handled with dignity and didn't aggravate any of my woo-woo allergies. Extra points for that there-but-for-the-grace-of feeling of having narrowly missed being someone who still lives in an East Village walkup with a garbage bag taped over the bathroom window. Enjoyable, and recommended to all the usual suspects....more",Notes are private!,0,1,1,"Aug 22, 2016","Aug 26, 2016","Aug 22, 2016",,Paperback,view (with text),/book/show/26889869-ghosts-of-bergen-county
