,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Liza's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boy Swallows Universe,"Dalton, Trent",1460753895,9781460753897,1460753895,464        pp,4.34,"80,101","Jun 18, 2018","Jun 18, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"'“Boy Swallows Universe” is a novel about Eli Bell and his brother August. Their mother is a drug addict. And as Eli describes her: But I also thought'“Boy Swallows Universe” is a novel about Eli Bell and his brother August. Their mother is a drug addict. And as Eli describes her: But I also thought junk made Mum look beautiful. She was thin and pale white and blonde, not as blonde as Debbie Harry but just as pretty. I thought junk made Mum look like an angel. She had this fixed dazed look on her face, there but not there, like Harry in that ‘Heart of Glass’ clip, like something from a dream, moving in the space between sleeping and waking, between life and death, but sparkling somehow, like she had a mirror ball permanently spinning in the pupils of her sapphire eyes. The novel is based somewhat on Dalton's life, who had a mom that was an addict, and was involved in crime. Eli's life are complicated, his brother is mute from choice/trauma. His mom""s boyfriend is a heroin dealer and a career criminal. His friends are all like him, but he is not a rat. He loses his finger due to this lifestyle. He has an escape room and a red telephone in the house. And even his father tried to kill him and his brother at some point, and is absent in their lives even when present. The father is really interesting because on the one hand he is an alcoholic and cares about no one, on the other hand reads like crazy, and suffers panic attacks himself.It is a miracle that 12 year old Eli is still such a charming, delightful and amusing young man. He is very observant of details, and wants to be a journalist. He is consumed with the question of what is a good man, and try to make sense of his trauma. ‘Is my father a good man?’... ‘Are you a good man, Slim?’Overall 3 stars. There were some great writing and some awesome parts, but it was too long, and at many points the narrative got confused. I think there's great potential though, and I would love to see more of him in the future....more",Notes are private!,0,6,1,"Jul 23, 2019","Jul 23, 2019","Jul 01, 2019",,Paperback,view (with text),/book/show/37558445-boy-swallows-universe
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Owe You One,"Kinsella, Sophie*",,,,448        pp,3.53,"74,244","Feb 05, 2019","Feb 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kinsella is a writer I quite like. I read My Not So Perfect Life by her, and it definitely was a page turner and entertaining, even if not a masterpieKinsella is a writer I quite like. I read My Not So Perfect Life by her, and it definitely was a page turner and entertaining, even if not a masterpiece. She does a very good work on all fronts, character portraying, plot, dialogs. And for me the most important, that overall everything makes sense. There are writers that skip or leave huge patches to get done with a book, and there is a star loss (or multi-star-loss) for such choices. Kinsella, in her genre, is doing a beautiful job of a smooth, great paced, and fun books.Fixie Farr has always lived by her father’s motto: “Family first.” Unfortunately, she is pretty much the black sheep of her family. Her brother is much more self confident and successful than her (in business and life), her sister is super beautiful, her mom runs the family business store. She looks at herself as quite a failure, and she really does think that she is not that good at anything. She can't speak up in front of any of these people, because her brother shuts her up and dismisses her, so even if she wants to talk she almost physically loses the ability. She is also in love with her brother's friend for years and years. And he played with her and her feelings, but she would love to get him back (and be sure he will be back, the self-centered dude).But what we found out on Fixie (which got her name because she can't let go and need to fix things all the time), is that actually she is much more capable than she thinks. And actually, that some people around her, are much less perfect than she thinks. And so, it all starts one day, when she goes out to a coffee shop and the guy in the next table, Seb, asks her to keep an eye on his computer for a second. The ceiling just happen to fall on the coffee shop exactly at that minute, and Fixie saves his laptop, and so he gives her an IOU note. And after the first one, they tend to meet again and again the the IOUs come back again and again.So much is happening, her mother takes vacation and the siblings need to handle the store. Fixie learns about herself, and maybe that Family first is sometimes tough, even very tough, and that she might need to rethink how she says yes all the time, and not speaking up. The meeting with Seb changed a lot, and keeps changing until the end.Loved this book, even with some cheesy parts. Loved how she gained confidence and learned to value herself. Loved how she learned to say no, and how she actually did that with some of these people who thought she was a sucker. 4+ stars....more",Notes are private!,0,2,1,"Sep 03, 2019","Sep 03, 2019","Jul 01, 2019",,Hardcover,view (with text),/book/show/40702156-i-owe-you-one
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Unhoneymooners        (Unhoneymooners, #1)","Lauren, Christina*",,,,432        pp,3.92,"834,596","May 14, 2019","May 14, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read one book by Christina Lauren before, the book Roomies. It was fun, entertaining and witty, even if not very realistic. This one was a little biI read one book by Christina Lauren before, the book Roomies. It was fun, entertaining and witty, even if not very realistic. This one was a little bit less than the other one, but she does have a good touch of being light and funny, and create romantic situations that are a bit different than usual.So we have the wedding of the perfect couple, Aimee the good looking and just perfect in every way, and Dane the handsome, confident groom. Olive is her unlucky clumsy sister that blames the world and her luck on everything. And last we have Ethan, the groom's brother, who is arrogant and full of himself and also tends to dislike Olive. Olive doesn't even have a job, a romantic life or any friends.Well, everything changes when everyone in the wedding get sick because of the seafood, except of course our favorite Olive and Ethan. These two are going to take the honeymoon trip of the newly married couple to Hawaii. Therefore, the un-honeymooners. So they will need to find a way to at least not hate each other (at least on the plane where they have to sit together, and you can guess that also later).I will let you read from here, but I had a bunch of places that I wasn't happy with the way that the characters behaved. A bunch of them were just nasty towards olive, including her own sister, and that was a bit too much even if the point is later to resolve it and be funny.Overall, 3 stars. Not the best by Lauren, but still entertaining. ...more",Notes are private!,0,4,1,"Nov 05, 2019","Nov 05, 2019","Jun 18, 2019",,Paperback,view (with text),/book/show/42201431-the-unhoneymooners
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mother-in-Law,"Hepworth, Sally*",,,,347        pp,3.98,"166,604","Jan 29, 2019","Apr 23, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It The book is a nice mystery with light suspense. It dances between past and present, and between Diana, the mother in law, the cold, calculate womanIt The book is a nice mystery with light suspense. It dances between past and present, and between Diana, the mother in law, the cold, calculate woman, who does not love no one (and no one loves her), and Lucy, the daughter in law, that from day one felt rejected by Diana.During the story we get to know more people and more layers in this story. We get to know Ollie, Lucy's husband, Nettie, his sister, Tom, their father and also Patrick, Nettie's husband, the son in law. Each one has something in their lives worth for the reader to know, and there are a few more characters, and more details buried in the past of Lucy and Diana. I really wouldn't say it is a mystery book though, much more of a contemporary fiction. It is actually quite refreshing to have most of the book not around the mystery itself. One book that outdid this technique is Ordinary Grace by William Kent Krueger, which was really outstanding. I am really not a fan any more of the macho detective stories that Robert Galbraith (or J.K) publish every once in a while. I grew out of this genre years ago.Overall, 4 stars are deserved here. Hepworth shows the complexity of relationships, of family ties, and the power of past traumas on all of us....more",Notes are private!,0,12,1,"Aug 13, 2019","Aug 13, 2019","Jun 18, 2019",,Kindle Edition,view (with text),/book/show/46251368-the-mother-in-law
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Searching for Sylvie Lee,"Kwok, Jean*",0062834304,9780062834300,0062834304,336        pp,3.65,"37,671","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2019",,Hardcover,view,/book/show/41716679-searching-for-sylvie-lee
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Grace of Kings        (The Dandelion Dynasty, #1)","Liu, Ken*",1481424270,9781481424271,1481424270,640        pp,3.78,"21,161","Apr 07, 2015","Apr 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2019",,Hardcover,view,/book/show/18952341-the-grace-of-kings
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Celestine Prophecy        (Celestine Prophecy, #1)","Redfield, James",,,,247        pp,3.71,"114,301",1993,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2019",,Paperback,view,/book/show/13103.The_Celestine_Prophecy
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,100 Tricks to Appear Smart in Meetings: How to Get By Without Even Trying,"Cooper, Sarah*",1449476058,9781449476052,1449476058,176        pp,3.92,"2,025","Oct 04, 2016","Oct 04, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2019",,Paperback,view,/book/show/29431093-100-tricks-to-appear-smart-in-meetings
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be Successful without Hurting Men's Feelings: Non-threatening Leadership Strategies for Women,"Cooper, Sarah*",1449476074,9781449476076,1449476074,216        pp,4.19,"2,965","Sep 06, 2018","Oct 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2019",,Paperback,view,/book/show/39296119-how-to-be-successful-without-hurting-men-s-feelings
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying for Help: The Shocking True Story of a Damaged Girl with a Dark Past,"Watson, Casey",0007436580,9780007436583,0007436580,304        pp,4.17,"2,259",2012,"Feb 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2019",,Paperback,view,/book/show/13230186-crying-for-help
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Breaking the Silence: Two Little Boys, Lost and Unloved. One Foster Carer Determined to Make a Difference","Watson, Casey",0007479611,9780007479610,0007479611,304        pp,4.43,"1,088","Jun 06, 2013","Jun 06, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2019",,Paperback,view,/book/show/17211328-breaking-the-silence
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just a Boy: An Inspiring and Heartwarming True Story,"Watson, Casey",000752935X,9780007529353,B00CCUCD1A,90        pp,3.95,"1,186","May 09, 2013","May 09, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2019",,Kindle Edition,view,/book/show/17906054-just-a-boy
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Order of the Hood        (Casey Watson, #3)","Alders, Mark",,,,100        pp,2.75,4,unknown,"Feb 15, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2019",,ebook,view,/book/show/11767785-the-order-of-the-hood
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Prisoners: A Tragic Story of Siblings Trapped in a World of Abuse and Suffering,"Watson, Casey",0007436602,9780007436606,0007436602,304        pp,4.29,"2,741","Jun 07, 2012","Jun 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2019",,Paperback,view,/book/show/13246071-little-prisoners
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Simple Path to Wealth: Your road map to financial independence and a rich, free life","Collins, J L",,,B01H97OQY2,288        pp,4.44,"23,372","Jun 17, 2016","Jun 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2019",,Kindle Edition,view,/book/show/30646587-the-simple-path-to-wealth
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Endymion        (Hyperion Cantos, #3)","Simmons, Dan",0553572946,9780553572940,0553572946,563        pp,4.19,"61,264",1996,"Dec 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2019",,Mass Market Paperback,view,/book/show/3977.Endymion
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fall of Hyperion        (Hyperion Cantos, #2)","Simmons, Dan",0553288202,9780553288209,0553288202,517        pp,4.23,"126,445",Mar 1990,Dec 1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2019",,Mass Market Paperback,view,/book/show/77565.The_Fall_of_Hyperion
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hyperion        (Hyperion Cantos, #1)","Simmons, Dan",0553283685,9780553283686,0553283685,500        pp,4.26,"252,527","May 26, 1989",Mar 1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2019",,Mass Market Paperback,view,/book/show/77566.Hyperion
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Palace Under the Alps, and Over 200 Other Unusual, Unspoiled, and Infrequently Visited Spots in 16 European Countries","Bryson, Bill",0865531447,9780865531444,0865531447,256        pp,3.36,74,"Jan 01, 1985","Jan 01, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2019",,Hardcover,view,/book/show/42886.The_Palace_Under_the_Alps_and_Over_200_Other_Unusual_Unspoiled_and_Infrequently_Visited_Spots_in_16_European_Countries
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witches of Eastwick,"Updike, John",0449912108,9780449912102,0449912108,307        pp,3.23,"17,303",1984,"Aug 27, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2019",,Paperback,view,/book/show/217518.The_Witches_of_Eastwick
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Monsters,"Palahniuk, Chuck*",0393355950,9780393355956,0393355950,304        pp,4.00,"143,527","Sep 17, 1999","May 01, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can appreciate this book, even though it is not my style and I didn't love it. The protagonist is disfigured. She was once a beautiful model, and slI can appreciate this book, even though it is not my style and I didn't love it. The protagonist is disfigured. She was once a beautiful model, and slowly she exposes the reader to what happened to her. In a disorganized way, in a mess, This is a criticism about beauty (the author seem to have criticism towards our modern world like in fight club and consumerism):I was tired of staying a lower life form just because of my looks. Trading on them. Cheating. Never getting anything real accomplished, but getting the attention and recognition anyway. Trapped in a beauty ghetto is how I felt. Stereotyped. Robbed of my motivation. Can you be a brain surgeon and look good? And do you get the right recognition if you are not attractive?For me the story jumped around to much in a way that was hard to follow. But I have to say that fight club was similarly too jumpy for me, so maybe it's something for this author that doesn't suit me well. A ton of strange things are happening, the story is interesting, but overall more strange than any other word can describe.One example, is this scene, where her parents give her a ton of condoms for Christmas: Almost everything in my stocking is condoms, in boxes, in little gold foil coins, in long strips of a hundred with perforations so you can tear them apart. My only other gifts are a rape whistle and a pocket-sized spray canister of Mace. That looks like I'm set for the worst, but I'm afraid to ask if there's more. It a weird book, not in a bad way, but not in a great way. I'll try to read another book from this author, because of his style being different, not sure if it's going to work, but seems like it would be worth a try. A bit more than 3 stars....more",Notes are private!,0,2,1,not set,not set,"Jun 05, 2019",,Paperback,view (with text),/book/show/36236125-invisible-monsters
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mother-in-Law,"Hepworth, Sally*",1250120926,9781250120922,1250120926,340        pp,3.98,"166,604","Jan 29, 2019","Apr 23, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It The book is a nice mystery with light suspense. It dances between past and present, and between Diana, the mother in law, the cold, calculate womanIt The book is a nice mystery with light suspense. It dances between past and present, and between Diana, the mother in law, the cold, calculate woman, who does not love no one (and no one loves her), and Lucy, the daughter in law, that from day one felt rejected by Diana.During the story we get to know more people and more layers in this story. We get to know Ollie, Lucy's husband, Nettie, his sister, Tom, their father and also Patrick, Nettie's husband, the son in law. Each one has something in their lives worth for the reader to know, and there are a few more characters, and more details buried in the past of Lucy and Diana. I really wouldn't say it is a mystery book though, much more of a contemporary fiction. It is actually quite refreshing to have most of the book not around the mystery itself. One book that outdid this technique is Ordinary Grace by William Kent Krueger, which was really outstanding. I am really not a fan any more of the macho detective stories that Robert Galbraith (or J.K) publish every once in a while. I grew out of this genre years ago.Overall, 4 stars are deserved here. Hepworth shows the complexity of relationships, of family ties, and the power of past traumas on all of us....more",Notes are private!,0,7,1,not set,not set,"Jun 03, 2019",,Hardcover,view (with text),/book/show/39863405-the-mother-in-law
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When All Is Said,"Griffin, Anne*",125020058X,9781250200587,125020058X,326        pp,4.02,"41,235","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Hardcover,view,/book/show/39863464-when-all-is-said
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Curse So Dark and Lonely        (Cursebreakers, #1)","Kemmerer, Brigid*",1681195089,9781681195087,1681195089,484        pp,3.98,"158,142","Jan 29, 2019","Jan 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Hardcover,view,/book/show/43204703-a-curse-so-dark-and-lonely
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Lovely Wife,"Downing, Samantha*",,,,390        pp,3.84,"142,563","Mar 26, 2019","Mar 26, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hello. My name is Tobias.Actually, his name is not Tobias and he is not deaf. Our protagonist is married to Millicent. And he is the father of Jenna (Hello. My name is Tobias.Actually, his name is not Tobias and he is not deaf. Our protagonist is married to Millicent. And he is the father of Jenna (13) and Rory (14). And he is completely normal (or not), and he uses the name Tobias only when he wants someone to remember him. My name is not Tobias. I use that name only when I want someone to remember me. In this case, the bartender. I introduced myself and typed out my name when I first walked in and ordered a drink. He will remember me. He will remember that Tobias is the deaf man who left the bar with a woman he just met.Well, as you see he is not the best person on earth. He does have a motive of why he is doing what he's doing. And yes, it is all related to murder. And also many other crimes on the way.For the book. There were too many twists and turns. The first third of the book was perfect, just perfect. When he's telling us about the past, how it all started and the events that led to this day, it was great. But after that part, he's going back to the present, and he's talking about a woman named Lindsey, it drags and drags for a long time. Later on, there are twists and turns on steroids (last 25% of the book or so). Some of them are very predictable, and some of them make no sense to the MO (if you are a true crime person), just for the fun of a bad person is a bad person all the way. The ending was nice, spiced up a bit.Overall, close to 3.5 stars from below. Nice, easy, fun read. ...more",Notes are private!,0,3,1,"Jul 07, 2019","Jul 07, 2019","Jun 03, 2019",,Hardcover,view (with text),/book/show/39796904-my-lovely-wife
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Forest Meets the Stars,"Vanderah, Glendy",154204006X,9781542040068,154204006X,332        pp,4.14,"191,812","Mar 01, 2019","Mar 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Hardcover,view,/book/show/40545956-where-the-forest-meets-the-stars
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Run Away,"Coben, Harlan*",1780894260,9781780894263,1780894260,384        pp,4.06,"68,321","Apr 02, 2019","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Paperback,view,/book/show/44781614-run-away
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Priory of the Orange Tree        (The Roots of Chaos, #1)","Shannon, Samantha*",,,,848        pp,4.20,"201,844","Feb 26, 2019","Feb 26, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was very bored throughout this book. And I couldn't stop thinking on How to Train a Dragon (the whole series of movies) that were all so much more eI was very bored throughout this book. And I couldn't stop thinking on How to Train a Dragon (the whole series of movies) that were all so much more entertaining, fun and making more sense than this very very long book.In the book's world there are East and West that are very different, especially when it comes to dragons. In the West Queen Sabran believes her bloodline is keeping the mother of all Dragons from returning and therefore she has to give birth to an heir or else The Nameless One will rise. In the East the people want to become Dragonriders, to protect the world and keep the Nameless One away. It especially made sense to compare it to HTTAD because of the different approach to dragons in the different queendoms/kingdoms. I did like that the book had female strong characters, but that was kind of it. The plot itself was so dragging, that the book could be cut in half and just improve that way.I am not a big fan of fantasy, unless it is done very well. And this is a genre that is very hard to get right. It is super easy to get sloppy and hope that your readers will suspend enough disbelief (which I am really not the person for). One that I loved lately was My Lady Jane by Cynthia Hand, that was done in a master's hand and I enjoyed it immensely. 2 stars for a book that is trying, but cannot be compared to Game of Thrones in any way....more",Notes are private!,0,11,1,"Aug 14, 2019","Aug 14, 2019","Jun 03, 2019",,ebook,view (with text),/book/show/29774026-the-priory-of-the-orange-tree
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Come Up,"Thomas, Angie*",,,0062498568,464        pp,4.27,"96,094","Feb 05, 2019","Feb 05, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I will start by saying that I didn't like The Hate U Give by Angie Thomas. I didn't like it because it didn't make any sense, but I also didn't like iI will start by saying that I didn't like The Hate U Give by Angie Thomas. I didn't like it because it didn't make any sense, but I also didn't like it because it tried so hard to sound black. And it tried so hard to get the characters in rage, and take it all on everyone around them. This book is actually much worse. And I would claim that I have no plan to read any more books from Angie Thomas.Sixteen-year-old Bri wants to be one of the greatest rappers of all time. As usual in Thomas's case the protagonist comes from a low-income colored family, and she and her family are around gangs. Her father was murdered, and he was a famous rapper. People make assumptions about her just because of the color of her skin and where she comes from. She writes a rap song that ends up going viral after a racial bag search that turns into violence.To start Bri is an awful person, she treats everyone so badly. Her family, her friends, everyone she ever to be seem talking to. She was a true brat, and not a person that I think anyone can like. Even if she feels that the whole world is against here, which seems like how Thomas's characters tend to feel.So, in addition to this character there was a lot more on this book, that made me feel it's not my thing. The writing style was mediocre, the plot non-exist, the characters were flat and in the one case she had one dimension of complete disrespect.1 star. I just can't give it more (or less technically). I wonder how it got all of these 5 stars....more",Notes are private!,1,1,1,"Sep 05, 2019","Sep 05, 2019","Jun 03, 2019",,Hardcover,view (with text),/book/show/35887567-on-the-come-up
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Huntress,"Quinn, Kate*",0062740385,9780062740380,,576        pp,4.30,"164,652","Feb 26, 2019","Feb 26, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought the the previous book, The Alice Network was boring. This one is a few times over more boring. And yes, I am supposed to be loving this typeI thought the the previous book, The Alice Network was boring. This one is a few times over more boring. And yes, I am supposed to be loving this type of books, about brave women, that risk their lives and put all of them into a fight. But I just can't get over all the million tiny details, and the plot that is going no where. And no spy that is hiding behind some identity or lesbian romance is changing a bit of me sitting there and just hoping that this super crazy boredom will be over.Nina Markova is the Russion pilot that joins the Night Witches. She curses like a sailor and has a romantic affair with another woman pilot. Jordan McBride is a young woman, whose father is marrying a widow that clearly comes from Europe and hides some past (with some Nazi symbol she sees) and now calls herself Anneliese.I really tried to go through with this book. Even when Jordan found out that Anneliese was lying about pretty much everything and they still decided to go like normal. But what drove me crazy was the zero moving pace of this book. You could cut it by half and it would still be too long and boring. It didn't even get to the point that the dialog was not convincing, it was just non-existent for the most part. It also doesn't help that the book has two narrations, and this time I cannot even tell which one was more boring.It could be very interesting, and I wish it was another author or another story about women during wwII. But it is what it is. And 2 stars do not even reflect how much I am happy to get rid of this book, and never again plan to read these long, not interesting books by this author....more",Notes are private!,0,5,1,"Sep 23, 2019","Sep 23, 2019","Jun 03, 2019",,ebook,view (with text),/book/show/38376046-the-huntress
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"King of Scars        (King of Scars, #1)","Bardugo, Leigh*",,,B07C25Z679,527        pp,4.16,"200,724","Jan 29, 2019","Jan 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Kindle Edition,view,/book/show/36307634-king-of-scars
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wicked King        (The Folk of the Air, #2)","Black, Holly*",0316310336,9780316310338,0316310336,336        pp,4.31,"751,547","Jan 08, 2019","Jan 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,ebook,view,/book/show/26032887-the-wicked-king
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Black Leopard, Red Wolf        (The Dark Star Trilogy, #1)","James, Marlon",0735220174,9780735220171,0735220174,620        pp,3.45,"27,928","Feb 05, 2019","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Hardcover,view,/book/show/40524312-black-leopard-red-wolf
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Killer Across the Table,"Douglas, John E.",0062910639,9780062910639,0062910639,340        pp,4.15,"18,676","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Hardcover,view,/book/show/41212802-the-killer-across-the-table
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 7 1/2 Deaths of Evelyn Hardcastle,"Turton, Stuart*",,,,432        pp,3.83,"374,842","Feb 08, 2018","Sep 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Hardcover,view,/book/show/36337550-the-7-1-2-deaths-of-evelyn-hardcastle
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Golem and the Jinni        (The Golem and the Jinni, #1)","Wecker, Helene*",0062110837,9780062110831,0062110837,486        pp,4.13,"123,839","Apr 13, 2013","Apr 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Hardcover,view,/book/show/15819028-the-golem-and-the-jinni
