,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kathy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",0517227851,9780517227855,0517227851,432        pp,4.29,"4,269,050","Jan 28, 1813","Jun 06, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is one of my favorite books. I just love it. I can read it over and over, and I have! It always makes me smile and laugh, and sometimes makes me This is one of my favorite books. I just love it. I can read it over and over, and I have! It always makes me smile and laugh, and sometimes makes me cry. I never get tired of it. I can turn to any page and happily jump in to that world. It's one of my comfort books. Jane Austen is so good at developing characters and making them seem real. After seeing the A&E movie so many times it is hard for me to separate that from the book. As I read the book the scenes from the movie are in my head. It is fun getting the extra insight from the book though, and it is much more portable! Here's a passage from the book that I particularly enjoyed. The dialogue is almost identical to the movie, but I love the added commentary in the narration. Caroline Bingley is talking to Mr. Darcy, who she has her sights set on, about Elizabeth Bennett, who she is jealous of because she knows Mr. Darcy is attracted to her. ""For my own part,"" she rejoined, ""I must confess that I never could see any beauty in her. Her face is too thin; her complexion has no brilliancy; and her features are not at all handsome. Her nose wants character; there is nothing marked in its lines. Her teeth are tolerable, but not out of the common way; and as for her eyes, which have sometimes been called so fine, I never could perceive anything extraordinary in them. They have a sharp, shrewish look, which I do not like at all; and in her air altogether, there is a self-sufficiency without fashion, which is intolerable."" Persuaded as Miss Bingley was that Darcy admired Elizabeth, this was not the best method of recommending herself; but angry people are not always wise; and in seeing him at last look somewhat nettled, she had all the success she expected. He was resolutely silent however; and, from a determination of making him speak, she continued, ""I remember when we first knew her in Hertfordshire how amazed we all were to find that she was a reputed beauty; and I particularly recollect your saying one night, after they had been dining at Netherfield, 'She a beauty!--I should as soon call her mother a wit.' But afterwards she seemed to improve on you, and I believe you thought her rather pretty at one time."" ""Yes,"" replied Darcy, who could contain himself no longer, ""but that was only when I first knew her, for it is many months since I have considered her as one of the handsomest women of my acquaintance."" He then went away, and Miss Bingley was left to all the satisfaction of having forced him to say what gave no one any pain but herself. Overall this is a funny, entertaining, sweet, and romantic book with great characters and lots of clever dialogue and observations. I have read all of Jane Austen's books, except maybe Northanger Abbey (I can't remember), and although I enjoy them all, this is far and away the best! EDITED TO ADD: Just finished another re-read in February 2010. I picked up this mini Gramercy edition at a bookstore last year, which unfortunately is now out of print, and I love the small size. It's a hardback with a ribbon bookmark and it's so cute. I have loved carrying it around with me in my coat pocket or glove box of my car to read whenever I get a few spare minutes. Weird thing about this edition, though, that I don't remember with others is the crazy commas. It seems like there are way, way too many commas in random places. Anyway, love the book just as much or more than ever!...more",Notes are private!,0,0,1,not set,"Feb 11, 2010","Feb 12, 2010",,Hardcover,view (with text),/book/show/837504.Pride_and_Prejudice
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Help,"Stockett, Kathryn*",0399155341,9780399155345,B009CUIY52,464        pp,4.47,"2,764,063","Feb 10, 2009","Jan 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a good book to read right after ""The Age of Innocence"" because there were some interesting comparisons for me that I probably wouldn't have tThis was a good book to read right after ""The Age of Innocence"" because there were some interesting comparisons for me that I probably wouldn't have thought of if I didn't read them so close to each other. ""The Age of Innocence"" is the kind of book I read slowly, enjoying the language and the thoughts and just sort of immersing into that time. ""The Help"" was much more of a modern, quick, plot-driven read, the kind of book that I don't want to put down and I stay up late reading to see what happens. I loved both. It wasn't until late in ""The Help"" that the similarities in the stories occurred to me, though. They are both talking about the small, closed, rich white society where anyone different is an outcast. In ""The Age of Innocence"" it's back in 1800s New York City, rejecting those like Ellen who don't fit their narrow view of behavior and propriety. In ""The Help"" it's in 1960's Mississippi, where black people are treated as not quite people and among white people, those that don't fit their ideas of proper dress, behavior, or thinking are shunned and outcast in much the same way they were in ""The Age of Innocence."" Reading this book, I was reminded of the quote that came up in book club last month by Eleanor Roosevelt: ""Great minds discuss ideas; avereage minds discuss events; small minds discuss people.""After reading ""The Age of Innocence"" I was a little bit sympathetic to Newland Archer, not completely, but I wasn't too harsh on his choices. I think Miss Skeeter is the Newland Archer of ""The Help"" and somehow after reading about how she handled being in a similar position as Newland, (on the inside of this closed group, but feeling the pull of more openness and freedom of thought and behavior), I actually look back at Newland and judge him more harshly now. I see how untrue he was being to himself. He was hiding his true thoughts and feelings from those closest to him and he really was living kind of a fake life, even though he did experience some happiness from it. He never had the courage to really live the way he wanted to. Miss Skeeter eventually accepted the consequences of her different viewpoints and allowed herself to be an outcast rather than bend to the ideas of the group. Later when she imagines the life she could have had, there are good things, but overall she thinks she would have felt frustrated, which I think is how Newland felt in the life he chose.Comparisons aside, I think this was a well-written and interesting book. I enjoyed the characters. I had a hard time putting it down. I felt the author did a pretty good job with the different voices, maybe not quite as good as ""The Poisonwood Bible"" for example, but pretty good. (""The Poisonwood Bible is like the gold standard for me now on using different voices.) It was interesting seeing the different points of view and I liked reading about the different character interactions. The book introduced me to a period of time, attitudes, and part of the country that was interesting for me to learn more about. Overall, just a really great book! Not sure if it's quite a 5-star for me, but it's close. I think I'll put it at 4 and see how it sticks with me and I may edit it to 5....more",Notes are private!,0,0,1,"Jan 31, 2010","Feb 05, 2010","Jan 31, 2010",,Hardcover,view (with text),/book/show/4667024-the-help
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Innocence,"Wharton, Edith",,,,330        pp,3.97,"174,480",Oct 1920,"May 30, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I first read this book about 16 years ago, shortly after getting married. I don't tend to remember books very well after awhile, but I do remember thiI first read this book about 16 years ago, shortly after getting married. I don't tend to remember books very well after awhile, but I do remember this one made an impact on me. The take-home message for me at the time was to appreciate and enjoy my marriage, not to pine after any lost opportunities or could-have-beens. Probably a good message to take away as a new wife. I remembered the contrast between May and Ellen and have thought about that over the years in other books where the characters are choosing between the ""safe and stable"" type character versus the ""dangerous and exciting."" In fact, I thought of it recently when I read ""New Moon"" and decided I needed to read this book again and really remind myself of it. Then it was chosen for book club, luckily, or it probably would have stayed at the back of my mind to read for a long time.This time around I don't know what clear-cut message I would take from it. It's hard for me to say whether Newland ending up choosing right or not. I think if he had decided differently early on (before he got married) that he actually could have ended up having a happy and interesting life, but I don't think the life he ended up with was bad either. So I guess that's the message for me, make the best choices you can and then live with them in the most honorable and dedicated way you can, which is I guess not too different than my first impression. The thing I really took from it this time was just the experience of feeling like part of a time, place, and culture that is so foreign to me. Their ideas and restrictions and customs were so different. I loved the writing, the descriptions of things that made me feel like I was there, part of that different world. I also found the characters so interesting. Newland certainly had his flaws, but I could feel his experiences, his frustrations and dreams, and he felt real to me. It was interesting being in someone else's mind like that and sort of feeling like I could understand him, even if I didn't always agree with him. And that's really why I read, to understand experiences, people, places, and situations beyond my own, and this book did that for me in a beautiful way....more",Notes are private!,0,1,1,not set,"Jan 14, 2010","Jan 23, 2010",,Paperback,view (with text),/book/show/113312.The_Age_of_Innocence
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Possibility of Everything,"Edelman, Hope*",0345506502,9780345506504,,352        pp,3.61,"1,079","Aug 31, 2009","Sep 15, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an interesting book about the author dealing with her 3-year-old daughter's creepy imaginary friend. It definitely had me turning pages. I haThis was an interesting book about the author dealing with her 3-year-old daughter's creepy imaginary friend. It definitely had me turning pages. I had checked it out once before and started it, but didn't really have time to read it at the time, but I kept thinking about getting back to it and when I checked it out again I read it in just a few days. I was really interested in seeing what happened. The author was surprisingly honest with her flaws and actually her husband came out sounding better than her. I found that interesting in her own story that she wouldn't gloss over some of the things that might make her look bad. I was kind of annoyed with her at times, but at the same time I appreciated her honesty. Other than just one part that dragged a little with excessive detail, the book moved really quickly and told a good story. There were some beautiful scenes that made me cry. It was kind of mysterious and strange and I'm not quite sure even what to make of it, but I did enjoy reading it....more",Notes are private!,0,0,1,"Jan 16, 2010","Feb 14, 2010","Jan 16, 2010",,Hardcover,view (with text),/book/show/6539497-the-possibility-of-everything
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Omnivore's Dilemma: A Natural History of Four Meals,"Pollan, Michael*",1594200823,9781594200823,1594200823,450        pp,4.18,"204,119","Apr 11, 2006","Apr 11, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2010",,Hardcover,view,/book/show/3109.The_Omnivore_s_Dilemma
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ender's Game        (Ender's Saga, #1)","Card, Orson Scott",0812513495,9780812513493,0812513495,324        pp,4.31,"1,373,996","Jan 15, 1985","Jan 01, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think this may be the first science fiction book I have read. At least I can't think of another one. But I had heard about it a lot and seen it on sI think this may be the first science fiction book I have read. At least I can't think of another one. But I had heard about it a lot and seen it on some friends' favorite lists, so when I saw it on the library shelf I figured I'd give it a shot. I'm kind of left in the middle on this one, didn't love it, didn't really hate it. There were some interesting situations and I liked Ender, the main character, and some of the other characters. I was left feeling like the story wasn't really finished, but then I guess that's because it's part of a series. Certain things I expected to play out never did, and maybe they do later on in the series, but that bothered me a little. I think something has to be said for the fact that even though I'm not that interested in science fiction or war strategy or violence among children that I managed to get through the whole book. There was enough in the story, characters, and ideas to keep me going, but I don't think there was enough that I'll come back for more of this series....more",Notes are private!,0,0,1,not set,"Dec 16, 2009","Dec 17, 2009",,Paperback,view (with text),/book/show/1055145.Ender_s_Game
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"New Moon        (The Twilight Saga, #2)","Meyer, Stephenie",,,,563        pp,3.59,"1,925,175","Sep 06, 2006","Sep 06, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you are in love with the Twilight series, and I know many people are and I mean no disrespect to your taste or opinions, you may not want to read tIf you are in love with the Twilight series, and I know many people are and I mean no disrespect to your taste or opinions, you may not want to read this . After three failed attempts to start reading this book, I finally read it on the fourth try after the movie came out. I thought I might want to see the movie and I'd rather read the book first. It's things like this that I get hung up on:""I couldn't feel anything but despair until I pulled into the familiar parking lot behind Forks High School and spotted Edward leaning motionlessly against his polished sliver Volvo, like a marble tribute to some forgotten pagan god of beauty."" And a minute later:""We reached Edward then, and he held out his hand for mine. I took it eagerly, forgetting, for a moment, my glum mood. His skin was, as always, smooth, hard, and very cold. He gave my fingers a gentle squeeze. I looked into his liquid topaz eyes, and my heart gave a not-quite-so-gentle squeeze of its own. Hearing the stutter in my heartbeats, he smiled again.""It's just a little much for me, but when the following dialogue happens it made me laugh really hard:""I'd rather die than be with Mike Newton,"" I protested. ""I'd rather die than be with anyone but you."" ""Don't be melodramatic."" Really, Edward? Do you even know Bella? Asking her not to be melodramatic might be stretching it too far. You may just need a new girlfriend.I will say that after I got past the preliminary parts of the book, I really enjoyed it for quite awhile. I was a major fan of Jacob and enjoyed the much more normal and healthy relationship that was developing. I guess the tall, dark, and handsome guy with rough, warm hands and a friendly, sunny disposition is more appealing to me than an ice-cold, hard-as-marble, moody, slightly obsessive vampire. So if I were rating just that section of the book I would probably go with 4 stars. Of course I knew it couldn't last, but I enjoyed it while it did.The rest of it I read just to finish it and see what happened. The climax actually didn't feel much like a climax to me and I was thinking something else big was going to happen and then realized, oh, I guess that was it. After reading it I'm actually in no hurry to see the movie. I'll probably wait for the DVD. I guess there is a little curiosity about where this story goes. Whether it will be enough to entice me to read more of this series remains to be seen I guess. Certainly not any time soon....more",Notes are private!,0,0,1,not set,"Nov 29, 2009","Nov 30, 2009",,Hardcover,view (with text),/book/show/49041.New_Moon
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Puffin's Year,"Zecca, Katherine",089272742X,9780892727421,089272742X,32        pp,4.07,15,"Jun 25, 2007","Feb 20, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I haven't added a children's book for a long time. I usually don't bother, but I fell in love with this one. I have been checking out books about puffI haven't added a children's book for a long time. I usually don't bother, but I fell in love with this one. I have been checking out books about puffins for Noah, mostly because it's a fun word and a pretty bird. I really love the illustrations in this book. They are just beautiful. Plus the writing is simple enough for my 4-year-old to mostly understand, but still interesting to me. This may just be one I have to buy!...more",Notes are private!,0,0,1,not set,"Nov 30, 2009","Nov 30, 2009",,Hardcover,view (with text),/book/show/1232979.A_Puffin_s_Year
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lacuna,"Kingsolver, Barbara",0060852577,9780060852573,0060852577,508        pp,3.81,"69,416","Nov 03, 2009","Nov 03, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2009",,Hardcover,view,/book/show/6433752-the-lacuna
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",0060188731,9780060188733,0060188731,336        pp,3.93,"283,423","May 22, 2001","May 28, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a book I just randomly picked from a display shelf at the library. I enjoyed it right from the beginning. The first paragraph drew me in and IThis is a book I just randomly picked from a display shelf at the library. I enjoyed it right from the beginning. The first paragraph drew me in and I really enjoyed the writing and the characters. The situation was really interesting too. It wasn't anything too heavy or deep, just entertaining and a good story. I was actually interested enough that I had one of my rare nights of staying up until the early hours of the morning to finish it. Unfortunately I was very disappointed in the ending. I don't know exactly how I would have wanted it to end, but I know I wasn't satisfied with the way it did. I don't write books, but I can imagine knowing how to wrap things up would be one of the hardest parts, and in this case I just wasn't happy with how it was handled, but it's hard to knock the book too much when it kept me interested and turning the pages. I also found myself laughing out loud in the middle of dramatic situations. There would be something funny come up that lightened the tension and I enjoyed the humor. So all in all, a pretty good novel for just escaping into for awhile....more",Notes are private!,0,4,1,not set,"Oct 25, 2009","Nov 03, 2009",,Hardcover,view (with text),/book/show/1039414.Bel_Canto
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The History of Love,"Krauss, Nicole",0393328627,9780393328622,0393328627,255        pp,3.92,"135,685","May 17, 2005","May 17, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hmmm, I don't know. I really didn't like this one much. There were parts I really liked, but overall I found it just too confusing and strange. It wasHmmm, I don't know. I really didn't like this one much. There were parts I really liked, but overall I found it just too confusing and strange. It was a book club choice and I wasn't able to make it to book club because I was sick. Maybe discussing it with everyone would have helped me appreciate it more. Sometimes it does. The title ""The History of Love"" comes from a book written by one of the characters and there were excerpts of that book throughout this book, which I just didn't like that much. I actually started over about halfway through after talking to one of my book club friends and getting a little more insight into what was going on, which helped me follow and understand things a little better, but I still ended up confused on a number of things. There was also a twist that really bugged me because it felt really implausible to me and I just didn't like it. I've seen similar twists in other places where I thought it was so cool, because looking back you could see how you might have picked up on it, but that wasn't the case here at all, for me at least. Maybe there were clues that others picked up on, but I don't think I'll be re-reading this one to see. I would hate to put someone totally off from reading this because I know other people that found it really beautiful and there were some parts that I did like, but for the most part I just wasn't that impressed....more",Notes are private!,0,0,1,not set,"Nov 15, 2009","Oct 19, 2009",,Paperback,view (with text),/book/show/3867.The_History_of_Love
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story of Edgar Sawtelle,"Wroblewski, David",0061374229,9780061374227,B005DIGU4O,566        pp,3.64,"98,775","Jun 01, 2008","Jun 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm so glad I went into this book knowing that the plot was based on Shakespeare's Hamlet. For one, I love Hamlet, and for another, when you're dealinI'm so glad I went into this book knowing that the plot was based on Shakespeare's Hamlet. For one, I love Hamlet, and for another, when you're dealing with a Shakespeare tragedy, you kind of know what you're getting into as far as the end of the story, which was helpful here so I wasn't expecting any kind of rosy ending. It meant I was able to just focus on the great storytelling. For anyone familiar with Hamlet, it was pretty easy to see the parallels and I enjoyed that aspect of it, but it was also it's very own story with very different details and much more breadth. It was just a really great story with interesting characters and situations. I stayed involved for all 576 pages....more",Notes are private!,0,0,1,not set,"Sep 20, 2009","Aug 17, 2009",,Hardcover,view (with text),/book/show/2731276-the-story-of-edgar-sawtelle
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Heathens: Hard Times and High Spirits on an Iowa Farm During the Great Depression,"Kalish, Mildred Armstrong",0553804952,9780553804959,0553804952,304        pp,3.72,"6,320","Jan 01, 2007","May 29, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2009",,Hardcover,view,/book/show/771858.Little_Heathens
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poisonwood Bible,"Kingsolver, Barbara",0060786507,9780060786502,0060786507,546        pp,4.10,"743,714","Sep 24, 1998","May 31, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Five stars means ""it was amazing"" and this book was definitely amazing. It was a beautifully written and compelling story. Interesting that after readFive stars means ""it was amazing"" and this book was definitely amazing. It was a beautifully written and compelling story. Interesting that after reading The Guernsey Literary and Potato Peel Pie Society and feeling like there should be more of a distinction between the characters voices, I read this one, which is also told from the point of view of several different characters, but not in letter form as that one was. This author created completely believable characters and different voices and personalities for each one, so that there was no need to go back and remind yourself who was talking because it was obvious. I really enjoyed each character's point of view and the different things they brought to the story.It was a sad and thought-provoking book and also very educational about the history and politics of the Congo (Zaire) and Africa in a way that never got too dry. It wasn't completely depressing, though. There was a lot of beauty and love in there too. So much about this book made me think, and definitely left a lot of unanswered questions for me. How would I cope, coming from my life of comfort and plenty, if I had to live in extreme hunger and danger from the natural world? Why are there so many books where the preacher/religious person is the bad guy? How do you worship creation and ignore the creator? How do you reconcile all the bad things that have been done in the name of religion? Would it really have been better for Africa if they had been left to themselves, or how could things have been different? Obviously their natural resources shouldn't have been exploited and they shouldn't have been taken into slavery and all the evil things that happened, but isn't there something in the middle that could have happened rather than just leaving them in the state they were forever? Isn't there anything good about trying to bring them a higher standard of living and sharing faith and religion? I have a great respect for nature and the environment, but I also don't think an ant's life is as valuable as a human life, or that human sacrifice is acceptable as a form of population control or that treating illnesses with medicine is bad because it upsets the balance of nature. Anyway, I'm rambling, but it sure got a lot of thoughts swirling around in my head and it's definitely a book I want to read again. I didn't really stop and mark passages this time, and I want to read it again just to do that because there was so much beautiful writing and interesting thoughts I want to get back to!...more",Notes are private!,0,1,1,not set,"Aug 17, 2009","Aug 02, 2009",,Hardcover,view (with text),/book/show/7244.The_Poisonwood_Bible
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hound of the Baskervilles        (Sherlock Holmes, #5)","Doyle, Arthur Conan",,,,256        pp,4.13,"345,810","Mar 25, 1902","Jul 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this up at the airport while traveling. I hadn't read any Arthur Conan Doyle before and I loved this one! It had a great, suspenseful story tI picked this up at the airport while traveling. I hadn't read any Arthur Conan Doyle before and I loved this one! It had a great, suspenseful story that really held my interest and I was drawn into the well-described atmosphere. Since I'm slow getting around to ing it, I don't remember anything I was going to say about it other than I thoroughly enjoyed it!...more",Notes are private!,0,0,1,not set,Jul 2009,"Aug 02, 2009",,Mass Market Paperback,view (with text),/book/show/8921.The_Hound_of_the_Baskervilles
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cross Creek,"Rawlings, Marjorie Kinnan",0684818795,9780684818795,0684818795,380        pp,4.06,"2,474",1942,"Mar 20, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2009",,Paperback,view,/book/show/93485.Cross_Creek
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Is God a Mathematician?,"Livio, Mario*",074329405X,9780743294058,074329405X,320        pp,3.85,"1,582",2009,"Jan 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2009",,Hardcover,view,/book/show/3095024-is-god-a-mathematician
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guernsey Literary and Potato Peel Pie Society,"Shaffer, Mary Ann",0385340990,9780385340991,B002WTC8RA,277        pp,4.19,"752,838","Jul 29, 2008","Jul 29, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this book. It was fun learning about the island of Guernsey and what happened there during World War II. The characters were likable I really enjoyed this book. It was fun learning about the island of Guernsey and what happened there during World War II. The characters were likable and the story was interesting. It's written in letters from different characters to each other and my only complaint was that they all sounded like they came from the same person. I couldn't really sense the different personalities from the writing or the way they talked and I kept having to remind myself who was talking and who all the characters were. After awhile I didn't really think about that, though, and just enjoyed the story....more",Notes are private!,0,0,1,not set,Jun 2009,"Mar 10, 2009",,Hardcover,view (with text),/book/show/2728527-the-guernsey-literary-and-potato-peel-pie-society
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone with the Wind,"Mitchell, Margaret",0446365386,9780446365383,0446365386,"1,024        pp",4.31,"1,207,870","Jun 30, 1936","Aug 01, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't know that I ever would have chosen or planned to read this book if it hadn't been picked for book club. I'm not sure why. I guess I thought itI don't know that I ever would have chosen or planned to read this book if it hadn't been picked for book club. I'm not sure why. I guess I thought it would be sort of soap opera-ish and it's so long. Maybe it is soap opera-ish, I don't even know exactly what I mean by that, but I can say that I was hooked from the first page and my interest was held for pretty much the entire 1,000 pages. There were times when I was frustrated or impatient, really wanting to see Scarlett grow up and become a better person. It is interesting to me that the book could center around two characters that are so completely selfish and practically without morals. I was shocked and never really got over Rhett abandoning Scarlett, her 3-year-old son, her teenage slave, her sister-in-law Melanie, who had just given birth (as in within the last day) and was very ill, and her newborn baby in a wagon in the middle of the night to face untold dangers, starvation, enemy soldiers in their path, and possibly no home to arrive at if it had been burned down by the Yankees, as many plantations had. Maybe he was supposed to be noble by joining the Confederate army and maybe he knew that Scarlett was strong and could handle herself, but he couldn't have known what would happen to them, and especially for the fact of Melanie and her baby I just could never forgive him for that. One of the most difficult things to understand with Scarlett was her complete lack of motherly instinct. I was appalled by the following scenes: She rose dizzily to her feet and started walking again. When she came in sight of the house, she saw Wade swinging on the front gate. When he saw her, his face puckered and he began to cry, holding up a grubby bruised finger.""Hurt!"" he sobbed. ""Hurt!""""Hush! Hush! Hush! Or I'll spank you. Go out in the back yard and make mud pies and don't move from there.""""Wade hungwy,"" he sobbed and put the hurt finger in his mouth.I don't care. Go in the back yard. . .and this one:The little boy sobbed, shrinking close to his nurse. ""Make him hush. I can't stand it,"" said Scarlett, taking the horse by the bridle and pulling him to a reluctant start. ""Be a little man, Wade, and stop crying or I will come over there and slap you.""Why had God invented children, she thought savagely as she turned her ankle cruelly on the dark road--useless, crying nuisances they were, always demanding care, always in the way. In her exhaustion there was no room for compassion for the frightened child, trotting by Prissy's side, dragging at her hand and sniffling--only a weariness that she had borne him, only a tired wonder that she had ever married Charles Hamilton.So I think the miracle is, with characters like these, that I loved the book so much. The story was compelling and the writing was amazing. The information about the Civil War and the Southern way of life were fascinating and the bits of history scattered through the book never dragged or got boring. The characters were all so vivid and well described. When I wasn't reading I was thinking about it, thinking about the characters, and wondering what I would do in a situation like war, where your whole world turns upside down and every day is a struggle for survival. Does the end justify the means? It's hard to imagine doing things the way Scarlett did them, but it's also hard to imagine what would have happened to everyone if she hadn't. ...more",Notes are private!,0,3,1,not set,"Mar 21, 2009","Feb 21, 2009",,Paperback,view (with text),/book/show/526493.Gone_with_the_Wind
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Letter of Mary        (Mary Russell and Sherlock Holmes, #3)","King, Laurie R.*",000651085X,9780006510857,000651085X,339        pp,4.00,"20,200",1996,2001,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was disappointed. The first book in the series got 5 stars, second 4 stars, and this one 3 stars bordering on a 2 stars. I sort of enjoyed it while I was disappointed. The first book in the series got 5 stars, second 4 stars, and this one 3 stars bordering on a 2 stars. I sort of enjoyed it while I was reading it, mostly because I expected it to all come together by the end. I kept waiting for some kind of climax but there never seemed to be one. The mystery just sort of solved itself in a weird way with the other suspects just kind of dismissed with not much else to say. I was disappointed that after the last book ended on the anticipation of an exciting event, this one started two years later, after the fact, so we didn't get to even experience that at all. There were a few nice interpersonal scenes, but mostly it was about the mystery, which just wasn't that good. I will probably continue to read the series at some point in hopes that there is improvement, but I'm not feeling in a hurry to now so I'm not sure when I'll get back to it. I'm sad that the quality of the first couldn't be maintained....more",Notes are private!,0,0,1,not set,"Feb 18, 2009","Feb 09, 2009",,Paperback,view (with text),/book/show/93938.A_Letter_of_Mary
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ellen Foster,"Gibbons, Kaye",0375703055,9780375703058,0375703055,126        pp,3.79,"30,992","Jan 21, 1987","May 03, 1990",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've read lots of s of this book that were really positive. All the quotes on the book itself are of course glowing with praise. It was an OprahI've read lots of s of this book that were really positive. All the quotes on the book itself are of course glowing with praise. It was an Oprah's Book Club selection. It got published. A friend chose it for book club. Many people apparently think this is a really amazing book. I'm not exactly sure what I'm missing here. I didn't hate it, but I was just kind of bored and not impressed. The good thing is that it was a very short and easy book to read so I didn't feel like I wasted a lot of time. If you want to read a book about poverty, abuse, and a dysfunctional family in the South with a girl that manages to get through it all successfully, I would highly recommend ""The Glass Castle."" That's good reading. This just seemed overly simplistic and tidy. There were so many details missing. With all the talk about race, it seems strange that I was confused for for a lot of the book about what race the main character even was. I didn't feel like I really got a grasp on any of the characters. I'll be interested to go to book club and get an idea of what I'm missing here, because I seem to be in the minority....more",Notes are private!,0,36,1,not set,"Feb 08, 2009","Feb 06, 2009",,Paperback,view (with text),/book/show/277397.Ellen_Foster
