,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Charlene's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pull of the Stars,"Donoghue, Emma*",1443461792,9781443461795,,304        pp,3.96,"79,456","Jul 21, 2020","Jul 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2020",,ebook,view,/book/show/51824630-the-pull-of-the-stars
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Lost Names,"Harmel, Kristin*",1982131896,9781982131890,1982131896,388        pp,4.43,"198,202","Jul 21, 2020","Jul 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 19, 2020",,Hardcover,view,/book/show/52762903-the-book-of-lost-names
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sea Detective        (Cal McGill, Sea Detective #1)","Douglas-Home, Mark*",1405923563,9781405923569,1405923563,400        pp,3.93,"2,483","May 01, 2011","Nov 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2020",,Paperback,view,/book/show/26193016-the-sea-detective
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Sister's Bones,"Ellwood, Nuala",0241977274,9780241977279,0241977274,400        pp,3.88,"6,099",2016,"Mar 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2020",,Hardcover,view,/book/show/31112190-my-sister-s-bones
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,28 Summers,"Hilderbrand, Elin*",0316420042,9780316420044,0316420042,432        pp,4.20,"199,780","Jun 16, 2020","Jun 16, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 18, 2020",,Hardcover,view,/book/show/52588078-28-summers
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Five Years,"Serle, Rebecca*",1982137444,9781982137441,1982137444,272        pp,3.79,"490,372","Mar 10, 2020","Mar 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2020",,Hardcover,view,/book/show/50093704-in-five-years
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nine Elms        (Kate Marshall, #1)","Bryndza, Robert*",1542005698,9781542005692,B07PJKBZDH,392        pp,4.12,"26,879","Nov 01, 2019","Dec 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2020",,Kindle Edition,view,/book/show/44375176-nine-elms
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The 6th Target        (Women's Murder Club, #6)","Patterson, James*",0316014796,9780316014793,0316014796,390        pp,4.06,"69,009","May 08, 2007","May 08, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There's a shooting on a ferry. This time Claire Washburn, one of the members of the Women's Murder Club, is hit. Our detective Lindsay Boxer definitelThere's a shooting on a ferry. This time Claire Washburn, one of the members of the Women's Murder Club, is hit. Our detective Lindsay Boxer definitely wants hand-on involvement with this one. Kids are disappearing through bizarre kidnappings. This turns out to be much more than just ransom demands and calls for investigating connections with kidnappings in other areas. Lindsay also has some issues going on with her long distance boyfriend Joe. They might get resolved this time. I always enjoy this series since it is set in San Francisco - but not sure I'll head over for a ferry ride any time soon!...more",Notes are private!,0,5,1,"Aug 23, 2020","Aug 25, 2020","Jul 08, 2020",,Hardcover,view (with text),/book/show/13131.The_6th_Target
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nothing Man,"Howard, Catherine Ryan*",1838951067,9781838951061,1838951067,304        pp,4.14,"29,023","Aug 04, 2020","Aug 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2020",,Hardcover,view,/book/show/51045314-the-nothing-man
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vox,"Dalcher, Christina*",0440000785,9780440000785,0440000785,336        pp,3.54,"80,068","Aug 21, 2018","Aug 21, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2020",,Hardcover,view,/book/show/37796866-vox
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bastard Out of Carolina,"Allison, Dorothy",0141391545,9780141391540,0141391545,320        pp,4.13,"44,575",Mar 1992,"Aug 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2020",,Paperback,view,/book/show/15925013-bastard-out-of-carolina
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood on the Tracks        (Sydney Rose Parnell, #1)","Nickless, Barbara*",1503936864,9781503936867,1503936864,386        pp,4.22,"23,652","Oct 01, 2016","Oct 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2020",,Paperback,view,/book/show/29068221-blood-on-the-tracks
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moonflower Murders        (Susan Ryeland, #2)","Horowitz, Anthony*",1443459925,9781443459921,,496        pp,4.05,"49,709","Aug 18, 2020","Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2020",,ebook,view,/book/show/53133594-moonflower-murders
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Master Class,"Dalcher, Christina*",0440000858,9780440000853,,unknown,3.77,"9,628","Apr 21, 2020","Apr 21, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first thought when I started this book was that I was not going to like it – and that was on Page 1! Children – families too - identified and segreMy first thought when I started this book was that I was not going to like it – and that was on Page 1! Children – families too - identified and segregated by their “Q” quotient. If it’s high, you get to ride the silver bus and go to the silver school. Not so high – it’s the green bus for you. And, if you really don’t meet the standard – ride that yellow bus! Parents will do anything to keep their kids off that yellow bus. At least the mothers will. It’s not so good on a marriage if the fathers don’t feel the same way. More than interesting is the story as to how the educational system “progressed” to such a state – our parents Malcolm and Elena did have a hand in that. Their daughters Anne and Frederica – Freddie – are now the unknowing, innocent participants in it. The phrase ""be careful what you wish for"" comes to mind because it doesn't always turn out the way you think.Scary, thought provoking, and page turning. Author’s Notes at the end: “This book is a work of fiction . . . The historical events mentioned in the preceding pages, however, are very real.” ...more",Notes are private!,0,3,1,"Jul 03, 2020","Jul 06, 2020","Jul 03, 2020",,ebook,view (with text),/book/show/39501304-master-class
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Good Turn        (Cormac Reilly, #3)","McTiernan, Dervla*",0751578304,9780751578300,0751578304,400        pp,4.22,"14,914","Feb 24, 2020","Mar 05, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fast paced, fast read. 3.5 rounded to 4 stars. Author has great writing style.",Notes are private!,0,1,1,"May 13, 2022","May 14, 2022","Jun 23, 2020",,Paperback,view (with text),/book/show/45339077-the-good-turn
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Reckoning        (Children's House, #2)","Sigurdardottir, Yrsa",1250136288,9781250136282,1250136288,384        pp,3.96,"6,765","Nov 12, 2015","Feb 12, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I find I am really liking this series. Well translated with a complicated plot. It begins in 2004 when eight year old Vaka goes missing while waiting I find I am really liking this series. Well translated with a complicated plot. It begins in 2004 when eight year old Vaka goes missing while waiting for her dad to pick her up after school. It turns out she has gone to the nearby home of a classmate. Sigrun, to call him – not knowing the classmate’s father is home, drunk, and not anyone you really want to meet. Fast forward to 2016 – a series of bizarre, gruesome killings has begun – but only after Sigrun’s father Jon Jonsson has been released from prison. Police detective Huldar and child psychologist Freyja are once again thrown together. Huldar no longer heads up any investigations having been demoted after the last case he worked on. He’s now been relegated to investigating a letter in a time capsule written by school children in 2006 saying six people will be killed in ten years – listed by initials only. Freyja is no longer held in high esteem either. Her last work with the police department didn’t turn out well. Once we’re brought up to speed as to why Huldar and Freyja are in their current positions doing what they’re doing, the author sucks you into the stories of the time capsule, two families destroyed by Jon Jonsson’s actions – his own and Vaka’s, bizarre killings, children falling through the cracks – no actually they’re intentionally pushed into them, bribing people in high places to look the other way, and then tying everything together so neatly in the end. Once again, Huldar and Freyja make a great team. Huldar has some amazing powers of perception in putting all the clues together. I didn’t give this author enough credit with her first book. She covers a lot of ground, comes up with a complicated plot, complicated people, and forces the reader to think. I think I have a soft spot for books written by Icelandic writers and set in Iceland – having been there a couple of times. I definitely plan on continuing with this series....more",Notes are private!,0,11,1,"Jul 15, 2020","Jul 19, 2020","Jun 23, 2020",,Hardcover,view (with text),/book/show/39863481-the-reckoning
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spanish Flu: A History from Beginning to End,"History, Hourly",,9798643074328,B087SGBWBF,43        pp,4.09,832,unknown,"May 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2020",,Paperback,view,/book/show/53422135-the-spanish-flu
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Th1rt3en        (Eddie Flynn, #4)","Cavanagh, Steve*",1409170667,9781409170662,1409170667,356        pp,4.22,"63,053","Jan 25, 2018","Jan 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2020",,Paperback,view,/book/show/36217425-th1rt3en
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Mercy,"Stevenson, Bryan",,,0812994523,336        pp,4.63,"231,553","Oct 21, 2014","Oct 21, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2020",,Paperback,view,/book/show/20342617-just-mercy
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tea by the Sea,"Hemans, Donna*",1597098531,9781597098533,,232        pp,4.25,227,"Jun 01, 2020","Jun 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2020",,Unknown Binding,view,/book/show/50204060-tea-by-the-sea
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Learning from the Germans: Race and the Memory of Evil,"Neiman, Susan",0374715521,9780374715526,,432        pp,4.22,997,"Aug 27, 2019","Aug 27, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Jun 12, 2020",,ebook,view,/book/show/41940427-learning-from-the-germans
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,328        pp,4.19,"4,597,957","Jun 08, 1949","Jul 01, 1950",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Jun 12, 2020",,Mass Market Paperback,view,/book/show/5470.1984
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange Defeat,"Bloch, Marc",0393319113,9780393319118,0393319113,204        pp,3.96,843,1946,"Jul 17, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2020",,Paperback,view,/book/show/152476.Strange_Defeat
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bone Jar        (Detective Lew Kirby, #1)","Kane, S.W.",1542018889,9781542018883,B07WWV3DDJ,328        pp,3.94,"11,683","Jul 01, 2020","Jul 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2020",,Kindle Edition,view,/book/show/53714160-the-bone-jar
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Sun        (Alexander Vasin #1),"Matthews, Owen",0385543409,9780385543408,0385543409,309        pp,3.94,"1,825","Jul 23, 2019","Jul 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2020",,Hardcover,view,/book/show/42037331-black-sun
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden History of Tulsa,"Gerkin, Steve",162619579X,9781626195790,162619579X,144        pp,3.54,37,"May 18, 2014","May 27, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As a native Tulsan, this title caught my eye at an airport book store so I had to pick it up. I understand these articles originally appeared in This As a native Tulsan, this title caught my eye at an airport book store so I had to pick it up. I understand these articles originally appeared in This Land magazine - not sure of the publication dates. I found many parts of this book to be extremely informative - especially the history in the early 1900s. Oklahoma had just become a state in 1907. I only wish the original publication date in This Land magazine had been included at the end of each chapter. That being said, Tulsa, like many US cities, has an amazing history. I will be looking for more books about it....more",Notes are private!,0,5,1,"Jun 15, 2020","Jun 23, 2020","Jun 10, 2020",,Paperback,view (with text),/book/show/21930027-hidden-history-of-tulsa
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Buried Lies        (Martin Benner, #1)","Ohlsson, Kristina",,,B019CTTUFU,464        pp,3.68,"2,259","Oct 15, 2014","Jun 15, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2020",,Kindle Edition,view,/book/show/31178246-buried-lies
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Time Next Year We'll Be Laughing: A Memoir,"Winspear, Jacqueline*",1641292695,9781641292696,1641292695,312        pp,3.96,"4,703","Nov 10, 2020","Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2020",,Hardcover,view,/book/show/53179303-this-time-next-year-we-ll-be-laughing
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer of Kim Novak,"Nesser, Håkan",,,B07ZQRVX8R,166        pp,3.57,"3,370",1998,"Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Kindle Edition,view,/book/show/53450703-the-summer-of-kim-novak
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest List,"Foley, Lucy",,,B07WG8L7WC,319        pp,3.82,"995,678","Feb 20, 2020","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 31, 2020",,Kindle Edition,view,/book/show/52656911-the-guest-list
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Air Raid Killer        (Max Heller, Dresden Detective, #1)","Goldammer, Frank",1503955664,9781503955660,B07655M72P,302        pp,3.93,"4,875","Sep 23, 2016","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2020",,Kindle Edition,view,/book/show/38198067-the-air-raid-killer
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Extraordinary Life of Sam Hell,"Dugoni, Robert*",1503949001,9781503949003,1503949001,448        pp,4.43,"161,545","Apr 24, 2018","Apr 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2020",,Hardcover,view,/book/show/35995489-the-extraordinary-life-of-sam-hell
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Searcher,"French, Tana*",073522465X,9780735224650,073522465X,451        pp,3.79,"125,649","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2020",,Hardcover,view,/book/show/52661162-the-searcher
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Man,"Harper, Jane*",,,B07FM4HQ9N,352        pp,4.16,"98,516","Oct 23, 2018","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2020",,Kindle Edition,view,/book/show/40969470-the-lost-man
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best of Friends,"Berry, Lucinda*",1542022134,9781542022132,B07Y82N2M3,285        pp,4.02,"81,597","Aug 18, 2020","Aug 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 20, 2020",,Kindle Edition,view,/book/show/52149789-the-best-of-friends
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fractured,"McLaughlin, Billy*",,,B07G9N2Y3C,225        pp,4.53,32,unknown,"Aug 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2020",,Kindle Edition,view,/book/show/41120994-fractured
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Valkyrie: The Women of the Viking World,"Friðriksdóttir, Jóhanna Katrín",1788314778,9781788314770,1788314778,280        pp,4.01,387,"Apr 02, 2020","Apr 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2020",,Hardcover,view,/book/show/50765199-valkyrie
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pale Horseman        (The Saxon Stories, #2)","Cornwell, Bernard*",0061144835,9780061144837,0061144835,349        pp,4.31,"55,539",2006,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Aug 25, 2020","Sep 02, 2020","May 12, 2020",,Paperback,view,/book/show/68528.The_Pale_Horseman
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Influenza: The Story of the Deadliest Pandemic in History,"Barry, John M.",0143036491,9780143036494,0143036491,546        pp,3.98,"40,330","Feb 09, 2004","Oct 04, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2020",,Paperback,view,/book/show/29036.The_Great_Influenza
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Valentine,"Wetmore, Elizabeth*",0062913263,9780062913265,0062913263,320        pp,3.77,"41,427","Mar 31, 2020","Mar 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2020",,Hardcover,view,/book/show/52377380-valentine
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monument: Poems New and Selected,"Trethewey, Natasha",1328508692,9781328508690,,208        pp,4.39,626,"Nov 06, 2018","Nov 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2020",,ebook,view,/book/show/39822215-monument
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Valley Road: Inside the Mind of an American Family,"Kolker, Robert*",038554376X,9780385543767,038554376X,377        pp,4.16,"122,391","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2020",,Hardcover,view,/book/show/50088631-hidden-valley-road
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of October,"Wright, Lawrence*",0525658653,9780525658658,0525658653,374        pp,3.76,"18,788","Apr 28, 2020","Apr 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2020",,Paperback,view,/book/show/52669505-the-end-of-october
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mercies,"Millwood Hargrave, Kiran *",0316529257,9780316529259,0316529257,345        pp,4.01,"43,421","Feb 06, 2020","Feb 11, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Set in the 1600s in a small fishing village in Vardo, Norway – an isolated area located at the northern most easterly tip of Norway directly north of Set in the 1600s in a small fishing village in Vardo, Norway – an isolated area located at the northern most easterly tip of Norway directly north of Russia. Almost all the men are at sea when a freak storm comes up and sinks all the boats killing the men and leaving the women to fend for themselves. This is a time of superstition, a belief in witches, and gender specific roles for women. The women splinter off into different groups - and eventually one group is pitted against the other - those overly zealous religious ones and those who aren't. Then the accusations start.This book is based on actual events. The author does a fantastic job of describing life during this time period. It was physically hard - especially with no men and such religious restrictions. I did not know they even had witch trials in Norway at this time - but now I do....more",Notes are private!,0,7,1,Sep 2020,"Sep 07, 2020","May 07, 2020",,Hardcover,view (with text),/book/show/46138193-the-mercies
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rising Tide: The Great Mississippi Flood of 1927 and How It Changed America,"Barry, John M.",,,B000S1LVUE,547        pp,4.22,"5,489","Apr 09, 1997","Sep 17, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 30, 2020","Aug 11, 2020","May 07, 2020",,Kindle Edition,view,/book/show/6570507-rising-tide
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History","Larson, Erik*",0375708278,9780375708275,0375708278,323        pp,4.04,"63,370","Aug 24, 1999","Jul 11, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2020",,Paperback,view,/book/show/239186.Isaac_s_Storm
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In the Clearing        (Tracy Crosswhite, #3)","Dugoni, Robert*",,,B01E0I8GFI,11        pp,4.28,"55,673","May 17, 2016","May 17, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 16, 2021","Jan 25, 2022","May 05, 2020",,Audible Audio,view,/book/show/33400586-in-the-clearing
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Kingdom        (The Saxon Stories, #1)","Cornwell, Bernard*",0060887184,9780060887186,0060887184,333        pp,4.27,"100,495",2004,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a fast reader and have a tendency to “skim” a little bit, hurrying through those portions that I don’t think I need to read for story continuity.I am a fast reader and have a tendency to “skim” a little bit, hurrying through those portions that I don’t think I need to read for story continuity. But not this book. I have read slowly and savored every word. This book has been on my TBR shelf ever since I started watching the Netflix series by the same name. So I finally read this one to help me remember. Amazing research by this author. Told through the fictional character of Uhtred, but based on Danish forays beginning in 866 AD into the country we now call England. Talk about savage battles! Descriptions are pretty intense. Loved the history of King Alfred and all that was happening during that time period. I will continue with the series....more",Notes are private!,0,6,1,"May 06, 2020","May 12, 2020","May 04, 2020",,Paperback,view (with text),/book/show/68527.The_Last_Kingdom
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pretty Things,"Brown, Janelle*",0525479120,9780525479123,0525479120,496        pp,3.90,"79,053","Apr 21, 2020","Apr 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2020",,Hardcover,view,/book/show/52625942-pretty-things
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Until the Night        (John Cardinal and Lise Delorme Mystery, #6)","Blunt, Giles",0679314350,9780679314356,0679314350,320        pp,3.96,958,"Aug 07, 2012","Aug 07, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Best book in the series. There are two story lines. The first -From the Blue Notebook - concerns a group of research scientists in the Arctic. The secBest book in the series. There are two story lines. The first -From the Blue Notebook - concerns a group of research scientists in the Arctic. The second - two murders with very similar circumstances. Written with chapters alternating between the two, I found the information about the Arctic research station to be fascinating. I could feel the cold! And, I always love a good police procedural. Cardinal and Delorme again march to their own drummer - no matter where the powers that be want them to go. Delorme strikes out on her own pursuing a different investigation, while Cardinal keeps searching until he finds the clue that ties the two murders together plus doing what he can to prevent a third. Great weaving of the two stories together. Again, best book in the series....more",Notes are private!,0,4,1,May 2020,"May 03, 2020","Apr 26, 2020",,Hardcover,view (with text),/book/show/13330540-until-the-night
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kind of Kin,"Askew, Rilla*",0062198793,9780062198792,0062198793,417        pp,3.68,"1,072","Jan 01, 2013","Jan 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2020",,Hardcover,view,/book/show/15700403-kind-of-kin
