,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,kelly powers's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bourne Identity        (Jason Bourne, #1)","Ludlum, Robert",0752864327,9780752864327,0752864327,566        pp,4.05,"432,163","Feb 04, 1980","Mar 24, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/7869.The_Bourne_Identity
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pelican Brief,"Grisham, John*",0385339704,9780385339704,0385339704,400        pp,4.05,"428,816","Feb 15, 1992","Apr 25, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/32499.The_Pelican_Brief
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Black Girl,"Harris, Zakiya Dalila*",1982160136,9781982160135,1982160136,357        pp,3.37,"76,899","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Hardcover,view,/book/show/55711688-the-other-black-girl
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In a Dark, Dark Wood","Ware, Ruth*",1501112333,9781501112331,1501112333,308        pp,3.72,"351,686","Jul 30, 2015","Apr 19, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/27834600-in-a-dark-dark-wood
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Help,"Stockett, Kathryn*",0399155341,9780399155345,B009CUIY52,464        pp,4.47,"2,764,058","Feb 10, 2009","Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Hardcover,view,/book/show/4667024-the-help
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",0142000671,9780142000670,0142000671,107        pp,3.88,"2,546,645","Feb 25, 1937",2002,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/890.Of_Mice_and_Men
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hobbit        (The Lord of the Rings, #0)","Tolkien, J.R.R.",,,,366        pp,4.29,"3,973,255","Sep 21, 1937","Aug 15, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/5907.The_Hobbit
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid’s Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,311        pp,4.14,"2,046,855",1985,Apr 1998,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/38447.The_Handmaid_s_Tale
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fault in Our Stars,"Green, John*",,,,313        pp,4.14,"5,138,367","Jan 10, 2012","Jan 10, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2021",,Hardcover,view,/book/show/11870085-the-fault-in-our-stars
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Twilight        (The Twilight Saga, #1)","Meyer, Stephenie",0316015849,9780316015844,0316015849,498        pp,3.65,"6,576,946","Oct 05, 2005","Sep 06, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/41865.Twilight
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Sorcerer's Stone        (Harry Potter, #1)","Rowling, J.K.",,,0439554934,309        pp,4.47,"10,052,460","Jun 26, 1997","Nov 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2021",,Hardcover,view,/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In the Woods        (Dublin Murder Squad, #1)","French, Tana*",,,,431        pp,3.79,"399,726","May 17, 2007","May 27, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/2459785.In_the_Woods
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cuckoo's Calling        (Cormoran Strike, #1)","Galbraith, Robert",0316206849,9780316206846,0316206849,456        pp,3.89,"581,581","Apr 18, 2013","Apr 30, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2021",,Hardcover,view,/book/show/16160797-the-cuckoo-s-calling
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Angels & Demons        (Robert Langdon, #1)","Brown, Dan*",1416524797,9781416524793,1416524797,736        pp,3.94,"3,158,533",May 2000,"Apr 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/960.Angels_Demons
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Crawdads Sing,"Owens, Delia*",0735219117,9780735219113,,384        pp,4.39,"2,989,271","Aug 14, 2018","Aug 14, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,first book of 2023! really liked this one — both beautiful and heart-wrenching. kya is a character i will not forget.,Notes are private!,0,0,1,"Dec 31, 2022","Jan 04, 2023","Jul 31, 2021",,ebook,view (with text),/book/show/36809135-where-the-crawdads-sing
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl with the Dragon Tattoo        (Millennium, #1)","Larsson, Stieg",0670069019,9780670069019,,480        pp,4.17,"3,182,714",Aug 2005,"Sep 23, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,exactly what you expected from this fast-paced crime fiction — with just a dash of unethical journalism that we’ll go ahead and accept. im way late onexactly what you expected from this fast-paced crime fiction — with just a dash of unethical journalism that we’ll go ahead and accept. im way late on this book highly recommended among moms and teachers when i was probably in kindergarten. enjoyed whole series ...more,Notes are private!,1,0,2,"Jul 31, 2021Jul 31, 2021","Dec 06, 2022Aug 06, 2021","Jul 31, 2021",,Hardcover,view (with text),/book/show/2429135.The_Girl_with_the_Dragon_Tattoo
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Kill a Mockingbird,"Lee, Harper",,,,323        pp,4.26,"6,122,876","Jul 11, 1960","May 23, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/2657.To_Kill_a_Mockingbird
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharp Objects,"Flynn, Gillian*",,,,254        pp,4.02,"1,040,955","Sep 26, 2006","Jul 31, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/18045891-sharp-objects
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Train,"Hawkins, Paula*",1594633665,9781594633669,1594633665,336        pp,3.96,"2,942,708","Jan 13, 2015","Jan 13, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2021",,Hardcover,view,/book/show/22557272-the-girl-on-the-train
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone Girl,"Flynn, Gillian*",,,,415        pp,4.13,"3,090,956","Dec 06, 2012","Apr 22, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/19288043-gone-girl
