,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Gail's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
999,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cutting Season,"Locke, Attica",0061802050,9780061802058,0061802050,384        pp,3.63,"15,713","Sep 11, 2012","Sep 18, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2018",,Hardcover,view,/book/show/13623785-the-cutting-season
1000,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Far from the Tree: Parents, Children, and the Search for Identity","Solomon, Andrew",,,,962        pp,4.26,"21,064","Nov 13, 2012","Nov 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2018",,Hardcover,view,/book/show/13547504-far-from-the-tree
1001,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Asymmetry,"Halliday, Lisa",150116676X,9781501166761,150116676X,277        pp,3.43,"28,430","Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2018",,Hardcover,view,/book/show/35297339-asymmetry
1002,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Vintage,"Mah, Ann*",0062823310,9780062823311,0062823310,374        pp,4.03,"19,300","Jun 19, 2018","Jun 19, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to really love this book. I read an essay the author wrote for TIME magazine in June (coinciding with the anniversary of D-Day) and I was intI wanted to really love this book. I read an essay the author wrote for TIME magazine in June (coinciding with the anniversary of D-Day) and I was intrigued. I’d never heard of épuration sauvage, the wild purge, that followed WWII—a time when women across France were publicly humiliated and wrongfully accused for perceived collaborationist activity with the Nazis. I love books that shed light on forgotten elements of history, so I was like, “Sign me up!”But I ended up giving up on this one. Once it was due back at the library, I returned it half-read.There were a few reasons it frustrated me: 1) Mah utilized too much French. Her characters are French (but not her protagonist, an American visiting the country), so I can understand the decision. But it was done to a gratuitous degree (there would be at least six or seven French words italicized on most pages), and so it became a distraction—especially for someone who doesn’t speak much French. And 2) there was some foreshadowing going on in certain places that felt misplaced or unintended. (In one example, I thought the wife of the cousin the protagonist was staying with was ill and they didn’t want the protagonist to know…maybe that ended up being true, but I think I was wrong). Again, little distractions that maybe only nagged me. I’m glad to see so many others loved it more than I did....more",Notes are private!,0,0,1,"Jul 17, 2018","Jul 25, 2018","Jun 12, 2018",,Hardcover,view (with text),/book/show/36260431-the-lost-vintage
1003,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Animals: Parenthood in the Age of Fear,"Brooks, Kim*",1250089557,9781250089557,1250089557,256        pp,3.90,"3,096","Aug 21, 2018","Aug 21, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2018",,Hardcover,view,/book/show/35343324-small-animals
1004,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump","Pfeiffer, Dan",,,,337        pp,4.17,"7,852","Jun 19, 2018","Jun 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2018",,Hardcover,view,/book/show/38595469-yes-we-still-can
1005,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Thought This Was a Good Idea?: And Other Questions You Should Have Answers to When You Work in the White House,"Mastromonaco, Alyssa",1455588229,9781455588220,1455588229,244        pp,3.92,"20,819","Mar 21, 2017","Mar 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2018",,Hardcover,view,/book/show/31176294-who-thought-this-was-a-good-idea
1006,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Elephants Fly,Nan Fischer*,1335012362,9781335012364,1335012362,400        pp,4.16,"1,121","Sep 04, 2018","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2018",,Hardcover,view,/book/show/37508834-when-elephants-fly
1007,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Place for Us,"Mirza, Fatima Farheen*",1524763551,9781524763558,1524763551,385        pp,4.17,"59,917","Jun 12, 2018","Jun 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2018",,Hardcover,view,/book/show/36840397-a-place-for-us
1008,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Young Jane Young,"Zevin, Gabrielle*",1616208694,9781616208691,1616208694,306        pp,3.80,"30,588","Aug 22, 2017","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2018",,Paperback,view,/book/show/38189187-young-jane-young
1009,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ohio,"Markley, Stephen*",1501174479,9781501174476,1501174479,484        pp,3.87,"13,336","Aug 21, 2018","Aug 21, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2018",,Hardcover,view,/book/show/36373372-ohio
1010,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Our Towns: A 100,000-Mile Journey into the Heart of America","Fallows, James M.",1101871849,9781101871843,1101871849,413        pp,3.61,"1,951","May 08, 2018","May 08, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was really good, and I loved learning new things about the towns and cities the authors visited in their plane (trips that would be awesome This book was really good, and I loved learning new things about the towns and cities the authors visited in their plane (trips that would be awesome to take). But after reading about half of the book, I grew tired of the formulaic set-up. Many of the places started to blend together in my mind. But I’m encouraged by what I read because I hope that the industrial city I call home—Muncie, Indiana—can have a similar kind of renaissance....more",Notes are private!,0,0,1,"Jun 06, 2018","Jun 06, 2018","Jun 06, 2018",,Hardcover,view (with text),/book/show/36741981-our-towns
1011,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Save the Date,"Matson, Morgan*",1481404571,9781481404570,1481404571,417        pp,3.75,"24,635","Jun 05, 2018","Jun 05, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fun, light-hearted YA read with some universal truths about growing up. I came to it because 1) I love Matson's writing and what she contributes to A fun, light-hearted YA read with some universal truths about growing up. I came to it because 1) I love Matson's writing and what she contributes to the genre but also 2) because the book was pitched as ""Father of the Bride meets Sixteen Candles"" (two of my favorite —albeit VERY 'white girl'—film favorites). The surprise with this read was how much, at its heart, it's about a big family coming to terms with the end of their mother's very popular comic strip, ""Grant Central Station."" I absolutely LOVE the charming way Matson wove this medium into this book (including featuring hand-drawn panels of the strip), because, growing up, I was addicted to the funny pages, especially the strip ""Luanne"" (which was about a teenage girl growing up, just as I was)....more",Notes are private!,0,2,1,"Jun 06, 2018","Jun 18, 2018","Jun 06, 2018",,Hardcover,view (with text),/book/show/32333338-save-the-date
1012,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Greatest Love Story Ever Told,"Mullally, Megan",1101986670,9781101986677,1101986670,269        pp,3.65,"24,717","Oct 02, 2018","Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2018",,Hardcover,view,/book/show/38919266-the-greatest-love-story-ever-told
1013,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hey Ladies!: The Story of 8 Best Friends, 1 Year, and Way, Way Too Many Emails","Markowitz, Michelle*",1419729136,9781419729133,1419729136,272        pp,3.09,"7,350","May 01, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2018",,Paperback,view,/book/show/35882844-hey-ladies
1014,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Call Me American,"Iftin, Abdi Nor*",1524732206,9781524732202,B076NRF62P,309        pp,4.53,"4,163","Jun 19, 2018","Jun 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2018",,Kindle Edition,view,/book/show/38918953-call-me-american
1015,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Girls Of Camp Forevermore,"Fu, Kim*",0544098269,9780544098268,0544098269,249        pp,3.22,"5,751","Feb 13, 2018","Feb 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2018",,Hardcover,view,/book/show/33413874-the-lost-girls-of-camp-forevermore
1016,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Will Be My Undoing: Living at the Intersection of Black, Female, and Feminist in (White) America","Jerkins, Morgan*",0062666150,9780062666154,0062666150,258        pp,4.04,"6,682","Jan 30, 2018","Jan 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2018",,Paperback,view,/book/show/35069544-this-will-be-my-undoing
1017,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Still Here: Black Dignity in a World Made for Whiteness,"Brown, Austin Channing",,,,185        pp,4.38,"70,035","May 15, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2018",,Hardcover,view,/book/show/35883430-i-m-still-here
1018,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fed Up: Emotional Labor, Women, and the Way Forward","Hartley, Gemma*",0062855980,9780062855985,0062855980,272        pp,3.71,"3,267","Nov 13, 2018","Nov 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2018",,Hardcover,view,/book/show/38647406-fed-up
1019,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You Think It, I'll Say It","Sittenfeld, Curtis*",1473552621,9781473552623,1473552621,256        pp,3.65,"40,680","Feb 06, 2017","May 03, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read an interview with author Curtis Sittenfeld where she described the women whose stories are the basis of her new book of short stories as “smartI read an interview with author Curtis Sittenfeld where she described the women whose stories are the basis of her new book of short stories as “smart, grouchy, Midwestern women.” And those are exactly the characters you’ll meet if you pick up “You Think It, I’ll Say It.” The beauty of that analogy, however, misses the nuances of these narrators—nuances that the talented Sittenfeld writes just about better than anybody putting out fiction today. Her writing is always a treat to read, and these stories were so well crafted I couldn’t put the book down—which is saying a lot b/c I’m not often one to love short stories. Highly recommend for those who love great character studies and especially for my fellow mom friends hovering around the middle-aged mark (as I am). You’ll find a lot of yourself in these pages, whether you want to admit it or not. (And for those who have read it, let me know your favorite stories: Mine were “Gender Studies” and “Prairie Wife,” which was so brilliant it will go down as one of the greatest things I’ve read all year.) ...more",Notes are private!,0,7,1,"May 20, 2018","May 26, 2018","May 16, 2018",,ebook,view (with text),/book/show/35961720-you-think-it-i-ll-say-it
1020,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything Happens for a Reason: And Other Lies I've Loved,"Bowler, Kate",0399592067,9780399592065,0399592067,178        pp,3.80,"48,379","Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2018",,Hardcover,view,/book/show/35133923-everything-happens-for-a-reason
1021,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Evangelicals: The Struggle to Shape America,"FitzGerald, Frances",1439131333,9781439131336,1439131333,752        pp,4.18,"1,721","Apr 04, 2017","Apr 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2018",,Hardcover,view,/book/show/30753872-the-evangelicals
1022,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why I'm No Longer Talking to White People About Race,"Eddo-Lodge, Reni",140887055X,9781408870556,140887055X,249        pp,4.38,"95,428","Jun 01, 2017","Jun 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2018",,Hardcover,view,/book/show/33606119-why-i-m-no-longer-talking-to-white-people-about-race
1023,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emergency Contact,"Choi, Mary H.K.",1534408967,9781534408968,1534408967,394        pp,3.64,"43,474","Mar 27, 2018","Mar 27, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't think I've seen a prettier cover on a book than the one that graced Mary H.K. Choi's debut novel, ""Emergency Contact."" 😍 This is my first YA rI don't think I've seen a prettier cover on a book than the one that graced Mary H.K. Choi's debut novel, ""Emergency Contact."" 😍 This is my first YA read in awhile, and I was prompted to pick it up when I saw Nicola Yoon and Rainbow Rowell (two of my favorite YA authors) recommend it. I'll be honest and admit for the first 75 pages, I wasn't sure I was cool enough to read this book. 😂 As in, I was unprepared for how zeitgeisty the language would be (and how remarkably old I'd feel while reading it 🙈). But I'm so glad I kept with it, because I fell hard for Penny and Sam, characters that felt so real to me that, by the end of the book, they may as well have been texting in the next room. Highly recommend to anybody who loves the work of the authors mentioned here (Mary has a similar writing style and equally dynamic dialogue among her characters) or who is a sucker for an awkward-meet-cute-turned-complicated-friendship-turned-realistic-21st-century-coupling. ...more",Notes are private!,0,4,1,"May 10, 2018","May 15, 2018","May 10, 2018",,Hardcover,view (with text),/book/show/35297272-emergency-contact
1024,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Artemis,"Weir, Andy*",0553448129,9780553448122,0553448129,305        pp,3.69,"271,015","Nov 14, 2017","Nov 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2018",,Hardcover,view,/book/show/34928122-artemis
1025,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart's Invisible Furies,"Boyne, John*",152476079X,9781524760793,152476079X,592        pp,4.51,"162,339","Feb 09, 2017","Mar 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"SO many people I know encouraged me to read this book since its publication that I did that thing where I sort of put it on a pedestal (and then prompSO many people I know encouraged me to read this book since its publication that I did that thing where I sort of put it on a pedestal (and then promptly kept putting it off). I decided 2020 would be the year I tackle 3 stellar novels that have sat too long on my bookshelf: A Gentleman in Moscow, Heart’s Invisible Furies, and Americanah. (Two down, one to go!) What a narrative ride this book proved to be. It gave me so many insights into what life was like for so many closeted gay men who were forced to hide their sexuality in secret for much of the 20th century. I loved all the characters (even the ones I didn’t much care for) because Boyne created them with such love and attention to detail.Some readers have compared this book to “A Little Life” but I didn’t pick up on that. (If anything, I thought it paralleled a lot of the themes of Rebecca Makkai’s “The Great Believers"".) Maybe it's because of this comparison that I wasn’t prepared for the dark humor that was so abundant throughout this book. As bleak as the subject material could be, there were moments I laughed out loud (Cyril had such a wonderful dry sense of humor, and there were lots of running gags, ie 'adopted son'). But then….oh, but then…I did cry, too. I don’t want to say why (that risks giving away the masterful delivery of the book’s most harrowing scene), but that moment—and much of the story—got to me in a way only the best books can.A few of the main characters, so that I don’t forget their names: Catherine, Cyril, Charles, Maude, Julian, Bastiaan, Alice, Ignaac....more",Notes are private!,0,2,1,"Aug 25, 2020","Sep 04, 2020","May 10, 2018",,Paperback,view (with text),/book/show/34413704-the-heart-s-invisible-furies
1026,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tangerine,"Mangan, Christine*",0062686666,9780062686664,0062686666,309        pp,3.21,"32,129","Mar 27, 2018","Mar 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2018",,Hardcover,view,/book/show/35255712-tangerine
1027,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What If It's Us,"Albertalli, Becky*",0062795244,9780062795243,,448        pp,3.82,"151,303","Oct 09, 2018","Oct 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2018",,ebook,view,/book/show/36260157-what-if-it-s-us
1028,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Kind of Mother,"Alam, Rumaan*",0062667602,9780062667601,0062667602,291        pp,3.07,"7,419","May 08, 2018","May 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2018",,Hardcover,view,/book/show/35959190-that-kind-of-mother
1029,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell Me More: Stories About the 12 Hardest Things I'm Learning to Say,"Corrigan, Kelly*",039958837X,9780399588372,039958837X,240        pp,4.18,"20,317","Jan 09, 2018","Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2018",,Hardcover,view,/book/show/35018200-tell-me-more
1030,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Madam President: An Open Letter to the Women Who Will Run the World,"Palmieri, Jennifer",1538713454,9781538713457,1538713454,179        pp,3.90,"5,258","Mar 27, 2018","Mar 27, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's been a hard week. Politics has me down in the dumps. But in wanting to share my  of Jennifer Palmieri's ""Dear Madam President,"" I felt hopeIt's been a hard week. Politics has me down in the dumps. But in wanting to share my  of Jennifer Palmieri's ""Dear Madam President,"" I felt hopeful again re-reading this quote below from the book. It reminded me of how I optimistic I felt with almost every page of this slim little read—a book that's equal parts memoir about Palmieri's experiences working for Obama and HRC and a story of inspiring positive change. If this excerpt fires you up, then I recommend you give this one a read!""Women haven't plateaued; it is the rules we were playing that are outdated. We are learning to appreciate that with this [political] uncertainty comes an empowering new sense of possibility. I look around at all that women are doing in America today and I'm inspired. Women aren't just running for office in record numbers, they are winning in record numbers, too ... So you see, Madam President, having survived the unprecedented scene in the movie where the world exploded after all, we can now write our own happy ending. From now on, we will decide what is possible for us. This movie ends with women running the world."" ...more",Notes are private!,0,6,1,"Jun 29, 2018",Jul 2018,"Apr 20, 2018",,Hardcover,view (with text),/book/show/36262849-dear-madam-president
1031,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pisces,"Broder, Melissa*",1524761559,9781524761554,1524761559,270        pp,3.30,"29,763","May 01, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2018",,Hardcover,view,/book/show/32871394-the-pisces
1032,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Astonishing Color of After,"Pan, Emily X.R.*",,,,462        pp,4.06,"31,402","Mar 20, 2018","Mar 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2018",,Hardcover,view,/book/show/35604686-the-astonishing-color-of-after
1033,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,New People,"Senna, Danzy",159448709X,9781594487095,159448709X,240        pp,3.24,"6,128","Aug 01, 2017","Jan 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2018",,Hardcover,view,/book/show/33275357-new-people
1034,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Another Country,"Baldwin, James",0141186372,9780141186375,0141186372,426        pp,4.30,"26,738",May 1962,"Oct 26, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2018",,Paperback,view,/book/show/38474.Another_Country
1035,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Screen Time: How Your Family Can Balance Digital Media and Real Life,"Kamenetz, Anya",1610396723,9781610396721,1610396723,288        pp,3.83,652,unknown,"Jan 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2018",,Hardcover,view,/book/show/35099778-the-art-of-screen-time
1036,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oddity,"Cannon, Sarah*",,,,unknown,4.02,259,"Nov 28, 2017","Nov 28, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So proud of my author friend @saille42, whose debut, #Oddity, was my introduction to middle grade fiction. (For those unfamiliar, middle grade is fictSo proud of my author friend @saille42, whose debut, #Oddity, was my introduction to middle grade fiction. (For those unfamiliar, middle grade is fiction written for the 8 to 12 yo set ). I let my 12 yo niece borrow my copy of Sarah’s book (she loved it BTW) and then, to my delight, recently gave it a read myself. It’s the story of fifth grader Ada Roundtree, whose twin sister goes missing in the annual town “sweepstakes” and whose mission it is to find out what happened to her. What I loved most about this book is how WILDLY inventive it is. Ada lives in the town of Oddity (where normal is odd and odd is normal), and with nearly every page of the book came a new, wildly imaginative character to delight in. Sarah, congratulations on fulfilling your dreams of publication. I’m so proud of you and this fantastical page-turner you created! #middlegrade #oddity...more",Notes are private!,0,5,1,"Apr 05, 2018","Apr 18, 2018","Apr 05, 2018",,Hardcover,view (with text),/book/show/29601510-oddity
1037,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in the Window,"Finn, A.J.",0062678418,9780062678416,0062678418,429        pp,3.95,"779,699","Jan 02, 2018","Jan 02, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So here's another take on the whole ""Girl on the Train"" concept: a thriller about a 30-something woman with a drinking problem (good GRIEF the amount So here's another take on the whole ""Girl on the Train"" concept: a thriller about a 30-something woman with a drinking problem (good GRIEF the amount of red wine she consumes) who thinks she sees something (she definitely sees something!) nefarious go down at her neighbors' apartment and whose life spirals out of control (not that it wasn't already!) because of what she's witnessed.This book—the spring pick for my book club—exhausted me. I kept waiting for something big to happen..... a shock to the senses ... a big reveal. Granted, that reveal did come (several, actually) in the final third of the book (the best third). But by then I was so fatigued with the repetitive storyline (given all our protagonist can do all day is watch old movies, think fuzzy thoughts, pop pills, and drink COPIOUS AMOUNTS OF WINE), I cared less about the outcome than the author wanted me to.Also, did I mention that Anna Fox drinks a lot of wine?I mean, A LOT. ...more",Notes are private!,0,7,2,Mar 2018not set,Mar 2018not set,"Apr 05, 2018",,Hardcover,view (with text),/book/show/34848682-the-woman-in-the-window
1038,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"Grann, David*",0385534256,9780385534253,,359        pp,4.15,"340,123","Apr 18, 2017","Apr 18, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An unbelievable look into a time in American history largely forgotten until Grann wrote this book. You will be shocked and saddened (but perhaps not An unbelievable look into a time in American history largely forgotten until Grann wrote this book. You will be shocked and saddened (but perhaps not surprised) to learn the details of this story. It charts the mysterious deaths of America's Osage Indians—many of whom were poisoned, shot or disappeared on the plains of Oklahoma in the 1920s, all in an attempt by white counterparts to claim the Osages' invaluable land rights on property flush with oil.The convergence of this story with the one Grann tells about the rise of the FBI (and the brave Texas Ranger/FBI agent who brought one of the worst perpetrators of the murders to trial) was riveting. My only advice? Try to read this as quickly as you can. I read it throughout my maternity leave (whenever I could hold a 300-plus page book with an infant in my arms!) and my only complaint was that, because the book was flush with names, I kept forgetting major players in the story and would have to flip through previous chapters to remember them. ...more",Notes are private!,0,9,2,Jan 2018not set,Mar 2018not set,"Apr 05, 2018",,ebook,view (with text),/book/show/29496076-killers-of-the-flower-moon
1039,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",1616201347,9781616201340,1616201347,308        pp,3.94,"358,682","Jan 29, 2018","Feb 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Exquisite. Exceptional. A novel that made me think hard in the best way. A novel that, weeks after finishing it, I'm still thinking about. A novel thaExquisite. Exceptional. A novel that made me think hard in the best way. A novel that, weeks after finishing it, I'm still thinking about. A novel that everyone in America should read. A novel that I believe is all the more powerful the less you know about it going in (as I did). A few sentences I loved (of which there were MANY):""I believe our marriage was a fine-spun tapestry, fragile but fixable. We tore it often and mended it, always with a silken thread, lovely but sure to give way.""A LINE I DON'T THINK I'LL EVER FORGET---->""But now all I have is this paper and this raggedy ink pen. It's a ballpoint, but they take away the casing so you just have the nib and this plastic tube of ink. I'm looking at it, thinking, THIS is all I have to be a husband with? But here I am trying."" ...more",Notes are private!,0,6,2,Feb 2018not set,Mar 2018not set,"Apr 04, 2018",,Hardcover,view (with text),/book/show/33590210-an-american-marriage
