,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,piperitapitta's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wyoming,"Gifford, Barry",8832036517,9788832036510,,112        pp,3.52,149,2000,"Apr 16, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5 ***",Notes are private!,0,9,1,May 2023,May 2023,"May 01, 2023",,ebook,view (with text),/book/show/74777523-wyoming
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Camera 207,"Moele, Kgebetli",8888983465,9788888983462,8888983465,259        pp,3.64,89,"Jan 01, 2008","Jul 03, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2023",,Paperback,view,/book/show/144408380-camera-207
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dove finisce Roma,"Soriga, Paola",8806211749,9788806211745,8806211749,140        pp,3.21,96,2012,Mar 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[image]Una piccola storia di Resistenza ambientata nella Roma di fine guerra: gli Americani sono alle porte della città, ma nelle strade e nei quartie[image]Una piccola storia di Resistenza ambientata nella Roma di fine guerra: gli Americani sono alle porte della città, ma nelle strade e nei quartieri si combatte e si muore ancora.A raccontarla è Ida, diciottenne sarda trapiantata a casa della sorella Agnese dall'età di dodici, divenuta all'insaputa di tutti una staffetta partigiana. Roma è quella dei quartieri popolari, delle cave e delle grotte, delle baracche e della marrana, quella in cui in ogni casa potevano nascondersi un antifascista o annidarsi una spia fascista, quella in cui un'amica ebrea, dal nome Micol, poteva sparire da un giorno all'altro insieme alla sua famiglia subito dopo essere stata esclusa dalla scuola pubblica.Ida, Agnese, l'amica Micol: nomi che evocano storie più grandi, una letteratura più alta, ma che testimoniano l'amore di Paola Soriga per la Storia e per le storie.Dove finisce Roma, insieme alla resistenza quotidiana, inizia la Resistenza....more",Notes are private!,0,13,1,"Apr 25, 2023","Apr 28, 2023","Apr 25, 2023",,Paperback,view (with text),/book/show/13514796-dove-finisce-roma
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il fratello del famoso Jack,"Trapido, Barbara",8830592145,,B0BSNXFK78,285        pp,3.88,"4,868","Oct 01, 1982","Feb 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 22, 2023","Apr 30, 2023","Apr 25, 2023",,Kindle Edition,view,/book/show/88566392-il-fratello-del-famoso-jack
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afterparties,"So, Anthony Veasna",,9791280854063,B0B2TF656T,278        pp,3.96,"12,942","Aug 03, 2021","Jan 27, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 16, 2023","Apr 25, 2023","Apr 16, 2023",,Paperback,view,/book/show/123211978-afterparties
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un aereo senza di lei,"Bussi, Michel",8804636076,9788804636076,8804636076,408        pp,3.77,"19,650","May 26, 2021","Feb 11, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Come ho avuto modo di dire a mia sorella e a mio fratello dopo questo GdL familiare*, se avessi letto questo per primo [e non Ninfee Nere, come in reaCome ho avuto modo di dire a mia sorella e a mio fratello dopo questo GdL familiare*, se avessi letto questo per primo [e non Ninfee Nere, come in realtà è stato] sarebbe rimasto figlio unico.*Mio fratello e io abbiamo molto apprezzato NN, mentre mia sorella l'ha odiato. Dopo esserci accapigliati, circa un paio di anni fa abbiamo deciso di leggerne uno insieme: io avevo proposto Il quaderno rosso, mio fratello questo.Al meglio dei tre decideremo chi aveva ragione su Bussi :-)...more",Notes are private!,0,6,1,"Apr 11, 2023","Apr 16, 2023","Apr 11, 2023",,Paperback,view (with text),/book/show/20752238-un-aereo-senza-di-lei
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La carta da parati gialla e altri racconti,"Gilman, Charlotte Perkins",8831456474,9788831456470,8831456474,114        pp,4.07,41,unknown,2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Apr 08, 2023","May 15, 2023","Apr 08, 2023",,Paperback,view,/book/show/58578841-la-carta-da-parati-gialla-e-altri-racconti
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Voci, melodie di donne",AA.VV.,,9791280099228,,142        pp,4.00,2,unknown,"Mar 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 08, 2023",not set,"Apr 08, 2023",,Paperback,view,/book/show/126721306-voci-melodie-di-donne
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Non dire niente: Un caso di omicidio e tradimento nell'Irlanda del Nord,"Keefe, Patrick Radden",8804735465,9788804735465,8804735465,528        pp,4.46,"104,732","Nov 01, 2018","Feb 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Troubles[image]La sensazione è che la storia e la materia dei Troubles siano infinitamente più contorte e aggrovigliate di quella dell’OxyContin e delTroubles[image]La sensazione è che la storia e la materia dei Troubles siano infinitamente più contorte e aggrovigliate di quella dell’OxyContin e della famiglia Sackler, e che proprio a causa della grande quantità di informazioni, avvenimenti, omissioni e menzogne che li hanno caratterizzati e tutt’ora, a distanza di decine di anni, avvolti e relegati al tentativo di mantenerli nell’oscurità, l’enorme lavoro di ricerca svolto a monte da Radden Keefe nella sua riduzione letteraria questa volta finisca per essere non tanto una summa dello stesso, quanto l’apertura di una voragine dalla quale si rischia di essere risucchiati nella spasmodica propria personale ricerca e nel desiderio continuo di approfondimento e, a causa di questo, risultare meno lineare di quanto non sia stata la lettura de L’impero del dolore.La storia di Jean McConville, la vedova madre di dieci figli che fu rapita e uccisa dalla Provisional IRA nel 1972 e il cui corpo fu ritrovato solo nel 2003 sepolto in una spiaggia, che ne è in qualche modo spinta iniziale e filo conduttore, è in realtà lo spunto di partenza per approfondire quelle incredibili e complessedelle sorelle Dolours e Marion Price, quella controversa di Jerry Adams e quelle di tante altre figure protagoniste del periodo del conflitto nord irlandese - da Bobby Sands a Brendan Hughes a Frankie Scappaticci a Denis Donaldson, a quelle di tantissimi altri, altrettanto interessanti, che ora fatico a condensare in queste poche righe, perché davvero tutte meriterebbero un approfondimento a sé (come dimenticare quella dell’archivio orale del Boston College, che doveva custodire e rivelare segreti che altrimenti sarebbero scomparsi con i loro protagonisti, ma solo dopo la loro morte?)- sono comunque talmente coinvolgenti da esercitare l’attrazione di una calamita, e anche se alla fine si resterà per forza confusi dalla enorme quantità di notizie, ribaltamenti di ruoli e fazioni (perché chiunque in Irlanda del Nord poteva essere una spia e chiunque, in fondo, forse lo è stato) il desiderio che resta è senz’altro quello di continuare a leggerne ancora per poter sperare, un giorno, di conoscere la verità, tutta la verità, nient’altro che la verità.Lettura che fa seguito all’ascolto di Troubles di Samuele Sciarrillo, forse il miglior podcast di sempre, che ha stimolato la lettura di molti altri testi, la visione di film e l’ascolto di canzoni che, gli uni uniti alle altre, riescono a raccontare e a restituire la complessità del conflitto nord irlandese e l’impatto avuto sulle vite di moltissime persone e, tutt’ora, su quello di due nazioni....more",Notes are private!,0,20,1,"Apr 05, 2023","Apr 22, 2023","Apr 05, 2023",,Paperback,view (with text),/book/show/57118193-non-dire-niente
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dio salvi il Texas. Viaggio nel futuro dell'America,"Wright, Lawrence*",883191202X,9788831912020,883191202X,300        pp,4.00,"6,415","Apr 17, 2018","Oct 08, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Mar 19, 2023","Mar 28, 2023","Mar 19, 2023",,Paperback,view,/book/show/48582158-dio-salvi-il-texas-viaggio-nel-futuro-dell-america
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jeff Buckley. La sua vera voce: Diari, oggetti, ricordi","Browne, David",8835705495,9788835705499,B09GSBDKBM,0        pp,4.67,3,unknown,"Oct 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Kindle Edition,view,/book/show/81878841-jeff-buckley-la-sua-vera-voce
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cuori affamati,"Yezierska, Anzia",886261733X,9788862617338,886261733X,175        pp,3.77,357,1920,2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,...e mezza.,Notes are private!,0,7,1,"Mar 14, 2023","Mar 18, 2023","Mar 14, 2023",,Paperback,view (with text),/book/show/54674621-cuori-affamati
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il mio traditore,"Chalandon, Sorj",8804591544,9788804591542,8804591544,162        pp,4.08,923,"Jan 09, 2008","Jan 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Mar 07, 2023","Mar 11, 2023","Mar 08, 2023",,Paperback,view,/book/show/11149298-il-mio-traditore
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il gioco sporco. L'uso dei migranti come arma impropria,"Nicolosi, Valerio",8817177113,9788817177115,8817177113,288        pp,4.46,84,unknown,"Jan 17, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,Mar 2023,"Mar 19, 2023","Mar 01, 2023",,Paperback,view,/book/show/91299245-il-gioco-sporco-l-uso-dei-migranti-come-arma-impropria
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lettere a Theo,"Van Gogh, Vincent",8877461926,9788877461926,8877461926,366        pp,4.16,"17,673",1914,1984,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2023,not set,"Mar 01, 2023",,Paperback,view,/book/show/9706265-lettere-a-theo
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Certi sconfinamenti,"Kennedy, Louise",,,B0BBHH65SP,301        pp,4.02,"33,127","Apr 14, 2022","Sep 06, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 26, 2023","Mar 06, 2023","Feb 26, 2023",,Kindle Edition,view,/book/show/75322712-certi-sconfinamenti
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come eravamo Trieste-Salario 1860-1950,AA.VV.,8885488986,9788885488984,8885488986,140        pp,5.00,1,2019,2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cose di casa miaFoto d’epoca, storie e aneddoti del QT del mio cuore.[image]Su tutte quella di Ugo Forno, che a soli dodici anni radunò un piccolo gruCose di casa miaFoto d’epoca, storie e aneddoti del QT del mio cuore.[image]Su tutte quella di Ugo Forno, che a soli dodici anni radunò un piccolo gruppo di amici con i quali andò, armi in pugno, a fermare i tedeschi, in ritirata, che volevano far saltare un ponte ferroviario sull’Aniene: morì colpito da un colpo di mortaio. Era il 5 giugno 1944.[image]Vabbè, poi ci sarebbe anche Pietro Gentilini, che era cugino della mia bisnonna, e quello è un dolce orgoglio di famiglia.[image]...more",Notes are private!,0,11,1,"Feb 19, 2023","Feb 25, 2023","Feb 19, 2023",,Paperback,view (with text),/book/show/104819627-come-eravamo-trieste-salario-1860-1950
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vado a vedere se di là è meglio,"Cataluccio, Francesco M.",8838924740,9788838924743,8838924740,424        pp,4.06,31,2010,"Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 19, 2023",not set,"Feb 19, 2023",,Paperback,view,/book/show/9652259-vado-a-vedere-se-di-l-meglio
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il ghetto di Varsavia: diario        (1939-1944),"Berg, Mary",8806196359,9788806196356,8806196359,289        pp,4.19,741,"Jan 01, 1991",2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2023",,Paperback,view,/book/show/9652287-il-ghetto-di-varsavia
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il pianista: Varsavia 1939-1945. La straordinaria storia di un sopravvissuto,"Szpilman, Wladyslaw",8867621823,9788867621828,8867621823,239        pp,4.24,"77,519",1946,"Apr 09, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2023",,Paperback,view,/book/show/58569586-il-pianista
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Con Hanka,"Le Goff, Jacques",8842092045,9788842092049,8842092045,168        pp,3.80,5,"Nov 06, 2008","Feb 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2023",,Paperback,view,/book/show/10263663-con-hanka
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Qualcosa di nuovo sotto il sole,"Kleeman, Alexandra*",8894833836,9788894833836,8894833836,357        pp,3.32,"2,927","Aug 03, 2021","Oct 19, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 14, 2023","Feb 25, 2023","Feb 14, 2023",,Paperback,view,/book/show/63052112-qualcosa-di-nuovo-sotto-il-sole
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il viaggio delle bottiglie vuote,"Abdolah, Kader",8870910962,9788870910964,8870910962,180        pp,3.32,"1,207",1997,Apr 2001,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Il clima interiore[image]C'è molta tenerezza in questo breve romanzo a sfondo autobiografico di Kader Abdolah, la stessa tenerezza che prova il lettorIl clima interiore[image]C'è molta tenerezza in questo breve romanzo a sfondo autobiografico di Kader Abdolah, la stessa tenerezza che prova il lettore nei confronti del suo comprensibile spaesamento - geografico, climatico, relazionale, emotivo - ma ci sono anche sentimenti molto forti di dignità e nobiltà, di rispetto per se stesso e per la sua provenienza, quelli che l'autore, costretto ad abbandonare l'Iran a causa del nuovo regime fondamentalista nel 1985, rifugiandosi prima in Turchia e successivamente accolto come rifugiato politico nei Paesi Bassi, riesce a trasmettere con le sue osservazioni acute e spesso ironiche, con le parole che riesce a pronunciare mentre tenta di imparare la nuova lingua per farsi comprendere dai vicini con i quali tenta di intraprendere una relazione amicale, ma anche con i pensieri e i ragionamenti silenziosi che affida al personaggio di Bolfazl (suo alter ego) mentre osserva un mondo diverso da quello da cui proviene e con il quale è deciso a confrontarsi per entrare a farne parte.Delicato e poetico (ma quella di Abdolah è una poetica tangibile, perché fatta delle cose della vita) mentre osserva dalla finestra o dal giardino, il pruno o il canto degli uccelli, mentre lavora in fabbrica o in archivio, dove inizia a scrivere (da autodidatta) in quella lingua straniera così diversa dal farsi che Abdolah adotterà per la scrittura dei suoi libri a partire proprio da questo, lentamente Bolfazl comincia ad acclimatarsi a temperature umane molto lontane dalle sue, a comprenderne sfumature e silenzi, ad avvertire di nuovo battere il suo cuore persiano e a non sentirsi più come quel gallo in metallo arrugginito che, sul tetto della casa del vicino, solitario girava in balia dei venti....more",Notes are private!,0,12,1,"Feb 10, 2023","Feb 11, 2023","Feb 10, 2023",,Paperback,view (with text),/book/show/17256534-il-viaggio-delle-bottiglie-vuote
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Via verso la notte,"Allen, Edward",8862618468,9788862618465,,316        pp,3.92,25,Jan 1989,2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Le mille luci di New York[image]Scritto da dio e a suo modo anche interessante nel tratteggiare l’esperienza di un giovane di estrazione borghese che,Le mille luci di New York[image]Scritto da dio e a suo modo anche interessante nel tratteggiare l’esperienza di un giovane di estrazione borghese che, per scelte non del tutto comprensibili, anziché continuare gli studi all’università lascia tutto e finisce per lavorare a New York sulla Quattordicesima strada, nel distretto dove i grossisti lavorano, confezionano e smistano le carni per tutta la metropoli, in un mattatoio e persino, senza essere ebreo, in una macelleria kosher.Ma non sa tagliare la carne, e questo è l’impedimento che gli precluderà la possibilità di integrarsi in ambiente nel quale, pur non essendo il suo, finisce per gravitare ed essere attratto, e dal quale osservare le mille luci di una città in cui i rapporti umani sono in decadenza e nella quale si muove, da Manhattan al Bronx, sulla sua Volkswagen gialla o su uno dei furgoni usati per le consegne ai locali e ai ristoranti, come una scheggia impazzita.Altissima capacità descrittiva e di osservazione, anche se alla fine temo che di questo romanzo conserverò pochi ricordi. O forse ricorderò uno degli ultimi capitoli, quello agghiacciante sul suo lavoro al mattatoio. Sconsigliatissimo a vegetariani e vegani, ma anche a chi si impressiona facilmente.Tre e mezzo, via (dalla notte, dalla Quattordicesima, dai macelli, da New York; e l’eco del famoso monologo di Edward Norton, chissà perché, inizia a risuonarmi nella testa)....more",Notes are private!,0,11,1,"Feb 07, 2023","Feb 18, 2023","Feb 07, 2023",,Paperback,view (with text),/book/show/76311963-via-verso-la-notte
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il dolce domani,"Banks, Russell",8806149903,9788806149901,8806149903,245        pp,3.86,"9,612",1991,1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The Sweet HereafterPronta per il film.[image]The Sweet HereafterPronta per il film.[image]...more,Notes are private!,0,9,1,"Feb 03, 2023","Feb 06, 2023","Feb 04, 2023",,Paperback,view (with text),/book/show/17793220-il-dolce-domani
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Friends, amanti e la Cosa Terribile","Perry, Matthew",8893956373,9788893956376,B0BLCFD5CQ,290        pp,3.90,"250,281","Nov 01, 2022","Nov 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I demoni[image]L’avevo iniziato “prima”, poi lasciato lì per molto tempo perché non ero riuscita a entrare in sintonia con il tono della narrazione, pI demoni[image]L’avevo iniziato “prima”, poi lasciato lì per molto tempo perché non ero riuscita a entrare in sintonia con il tono della narrazione, poi ripreso e finito “dopo”.È pieno di demoni, ma anche di “Friends” (e di incontri sbagliati al momento giusto e di incontri giusti nei momenti sbagliati), di amici veri e di showbiz; e di donne più o meno famose, più o meno amat… no, l’amore è il nodo, il grumo intorno a cui ruota, forse, tutta la vita di Matthew Perry; e c’è tanto dolore, troppo, insostenibile, ma anche tanta voglia di vivere, di amare e di essere amato (e di saperlo fare, accidenti), e a leggerlo “dopo” fa parecchio male.Non ci si aspetti, leggendolo, un’opera letteraria, è un libro che sceglie di usare il tono dell’attore che, sul palcoscenico, si rivolge al suo pubblico, a tratti cronologicamente un po’ confuso e con qualche ripetizione di troppo (mi dicono anche con qualche problema di traduzione, ma io, forse anche a causa della lettura così diluita nel tempo e frammentata, non l’ho colto) che avrebbe avuto bisogno di un buon editing, ma sincero, questo sicuramente sì, viste anche alcune pessime battute (due su Keanu Reeves e l’altra su Robert Duvall) e qualche stoccata riservata ad alcune delle donne con le quali si è accompagnato (rese tutt’altro che irriconoscibili anche quando i loro nomi sono assenti).Sembrava potesse esserci stato un lieto fine, per quanto la strada delle dipendenze resti sempre in salita e ci si consideri sempre sopravvissuti e mai guariti, ma il suo tragico epilogo a poco meno di un anno dalla pubblicazione di questo memoir, ci racconta quanto sia difficile uscirne vivi.Ciao Matty, ciao Chandler....more",Notes are private!,0,16,1,Feb 2023,"Nov 17, 2023","Feb 01, 2023",,Kindle Edition,view (with text),/book/show/63247106-friends-amanti-e-la-cosa-terribile
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,16 ottobre 1943,"Debenedetti, Giacomo",880617309X,9788806173098,880617309X,82        pp,3.84,387,1945,2001,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[image]Per la prima volta non l'ho letto con i miei occhi, ma l'ho ascoltato letto da Moni Ovadia: non amo gli audiobook (niente in contrario, ma per [image]Per la prima volta non l'ho letto con i miei occhi, ma l'ho ascoltato letto da Moni Ovadia: non amo gli audiobook (niente in contrario, ma per me - inteso come ""per la mia persona"" e non come ""secondo me"" - sono un'esperienza del tutto diversa dalla lettura e non mi piace sostituire l'ascolto alla lettura e a tutte quelle sensazioni che leggere mi regala) e ultimamente non mi piace nemmeno troppo Moni Ovadia (non tanto lui come interprete teatrale, quanto alcune sue posizioni): ma, appunto, la sua voce, la sua intonazione, il suo essere ebreo (unitamente alla brevità del testo) mi hanno convinta a tentare l'esperimento, che oserei definire riuscito: la tragicità e la partecipazione che si respirano nelle tre puntate registrate per Ad alta Voce (e quindi disponibili su RaiPlaySound) aggiungono sicuramente valore al testo stesso e al tempo stesso non lo invadono, non lo alterano, regalando all'ascoltatore la sensazione di avere ascoltato un narratore onnisciente o forse, ancor più, la voce dell'autore. Continuo con la lettura, però, perché alla fine la parola scritta mi aiuta a sedimentare le cose e a comprenderne meglio il valore letterario. Su quello del saggio e del documento, invece, non ci sono dubbi. Poi, mi sembra di aver capito che la versione libro (lo sto leggendo in ebook, per cui lo scoprirò andando avanti) si componga anche di altri elementi, della lettura dei quali non mi vorrei privare.Magistrali la prefazione e la postfazione di Alberto Moravia....more",Notes are private!,0,14,1,"Jan 30, 2023","Feb 07, 2023","Jan 31, 2023",,Paperback,view (with text),/book/show/9669265-16-ottobre-1943
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Villa del seminario,"Naspini, Sacha",8833576051,9788833575667,B0BN9D938C,202        pp,3.83,175,unknown,"Jan 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La Storia che si fa romanzo[image]Sacha Naspini racconta una storia vera, misconosciuta, di casa sua: quella della Villa del Seminario estivo di RoccaLa Storia che si fa romanzo[image]Sacha Naspini racconta una storia vera, misconosciuta, di casa sua: quella della Villa del Seminario estivo di Roccatederighi che la curia affittò ""dietro invito motivato"" al governo per farne la sede di un campo di concentramento ebraico: l'unico immobile in Europa affittato ai nazi fascisti.Per noi, che lo abbiamo tanto amato in un'epoca successiva, attraverso gli occhi e le azioni, che seguono una progressiva presa di coscienza (dettata anche dal cuore) del ciabattino René, è un ritorno a Le Case. Del malcontento, anche allora.Per me, un'altra lettura nei ""Giorni della Memoria 2023"".Qui nel breve racconto dello stesso autore:https://www.rainews.it/tgr/toscana/vi......more",Notes are private!,0,28,1,"Jan 29, 2023","Feb 03, 2023","Jan 29, 2023",,Paperback,view (with text),/book/show/75351586-villa-del-seminario
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come non perdersi in un bicchiere d'acqua,"Cruz, Angie",8828209607,9788828209607,8828209607,192        pp,3.90,"23,666","Sep 13, 2022","Oct 14, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tre e mezza, in verità, ho sicuramente preferito la lettura di Dominicana, della stessa autrice, ma anche questo offre spunti interessanti per conosceTre e mezza, in verità, ho sicuramente preferito la lettura di Dominicana, della stessa autrice, ma anche questo offre spunti interessanti per conoscere e riflettere sulle minoranze che compongono la società staunitense (newyorchese, in questo caso): anche questa è America, questi sono gli USA oggi....more",Notes are private!,0,11,1,"Jan 26, 2023","Jan 28, 2023","Jan 26, 2023",,Paperback,view (with text),/book/show/63011607-come-non-perdersi-in-un-bicchiere-d-acqua
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nessuno ne parla,"Lockwood, Patricia*",8804746394,9788804746393,8804746394,168        pp,3.56,"47,892","Feb 16, 2021","Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 23, 2023","Jan 28, 2023","Jan 23, 2023",,Hardcover,view,/book/show/60677227-nessuno-ne-parla
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giornate tranquille,"Doron, Lizzie",8880573608,9788880573609,8880573608,169        pp,3.86,97,"Jul 18, 2005","Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Jan 23, 2023","Jan 29, 2023","Jan 23, 2023",,Paperback,view,/book/show/9652135-giornate-tranquille
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oltre il fiume,"Moehringer, J.R.",8856641739,9788856641738,8856641739,93        pp,3.49,83,"Oct 21, 2014","Oct 21, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"J.R. Moehringer, il premio Pulitzer autore di Open (Andre Agassi).J.R. Moehringer, lil premio Pulitzer autore di Spare (principe Henry).Bene, queste cJ.R. Moehringer, il premio Pulitzer autore di Open (Andre Agassi).J.R. Moehringer, lil premio Pulitzer autore di Spare (principe Henry).Bene, queste cento pagine sono quelle con cui J.R. Moehringer ha vinto il Pulitzer per l’articolo giornalistico nel 2000, il reportage, pubblicato sul Los Angeles Times, che racconta della comunità nera di Gee’s Bend, Alabama, e dell’imminente arrivo di un traghetto che li ricollegherà (e connetterà) al resto del mondo, di una comunità che ha continuato a vivere in quella che fu la piantagione che li vide schiavi isolandoli di fatto, a causa della particolare connotazione geografiche, dal resto degli USA.[image](Artelia Bendolph nella foto di Arthur Rothstein, scattata insieme ad altre nel 1937 su incarico della Farm Security Administration (FSA) per testimoniare la povertà in cui versavano i discendenti degli schiavi).Come i cerchi di cui è fatta Mary Lee, di cui Moehringer racconta nelle sue pagine, idealmente chiudo il mio cerchio di letture dedicate al razzismo, alla discriminazione, alla schiavitù negli Stati Uniti: è una chiusura momentanea in realtà, perché c’è ancora molto (e molto vorrei ancora) da leggere.Qui il testo originale dell'articolo....more",Notes are private!,0,12,1,"Jan 21, 2023","Jan 21, 2023","Jan 21, 2023",,Hardcover,view (with text),/book/show/23560707-oltre-il-fiume
