,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,BookOfCinz's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Undiscovered Country - Essays,"Bagoo, Andre*",1845234634,9781845234638,1845234634,196        pp,4.17,30,2020,"Sep 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Undiscovered Country is a love letter to Trinidad and Tobago and every poetry lover out there… I took my time to read this book and write this re The Undiscovered Country is a love letter to Trinidad and Tobago and every poetry lover out there… I took my time to read this book and write this  because I wanted to give justice to the brilliance that is this collection of essays. With  The Undiscovered Country  we got a peek inside the brilliant mind of Andre Bagoo, and if I am being honest, I did not want to leave. In this collection of essays Bagoo questions whether Trinidad and Tobago actually gained independence, how are we still to this day struggling as a country and what independence can actually look like. In his introduction Bagoo quips that these essays are meant to  castigate and praise. They aim to provoke, add fuel to the fire of augmentation..  and he achieved just that. There were some essays that really got under my skin and stayed there, others that hand me going “WOW, I did not know this!” and the rest that left me in wonder and awe of how Bagoo’s brain works. I loved the essays that talked about Caribbean authors we are familiar with including V.S. Naipaul and Derek Walcott- did yall know they were enemies? I could not get enough of hearing about Naipaul and his layered relationship with his home country. It is clear that he did his research and left it up to us to decide our views on Naipaul. Other essays that really captured my attention includes,  Double  a local staple in Trinidad and Tobago- while I don’t eat it, it was impactful getting a look into how this creation came to be.  Plato’s Cave  and  Free Colony  did a deep dive into the coup, T&T laws and how outdated they are. I think if you are interested in law and how laws don’t change, even after independence, these two essays will offer a lot.  Soca which is the heartbeat of T&T and one of my favorite musical genres is explored through the 2019 giant hits “Savannah Grass” and “Famalaylay”.  You Can See Venezuela From Trinidad  is another essay that slaps timely and differently, Bagoo shows how the history and cultural of these two countries dates back to over 200 years. I absolutely enjoyed this essay. I really enjoyed this collection and I think I would enjoy it a lot more if I was a lover of poets and poetry. At times some of the essays went over my head as I could not relate to the writer’s appreciate of these poets. I also think if you are a Trini this book will hold a deeper space in your heart. A great collection of well researched and sharply written essays that leave you questioning a lot of how the world is around you....more",Notes are private!,0,22,1,"Aug 15, 2020","Aug 21, 2020","Jun 23, 2020",,Paperback,view (with text),/book/show/54238226-the-undiscovered-country---essays
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wondrous and Tragic Life of Ivan and Ivana,"Condé, Maryse",,,B0821VYK53,192        pp,3.51,375,"May 24, 2017","May 05, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Wondrous and Tragic Life of Ivan and Ivana  was the first book I have read by Maryse Condé and I was not disappointed… what an epic read! The boo The Wondrous and Tragic Life of Ivan and Ivana  was the first book I have read by Maryse Condé and I was not disappointed… what an epic read! The book opens with the birth of twins Ivan and Ivana on the French Caribbean Island of Guadeloupe. Born into a single parent family to their mother Simone who adores them, they often heard about their father who is a famous musician who currently lives in Mali. Simone works hard to provide for her twins who are living in Guadeloupe under hard time. In their teenage and young adult life Ivan ends up being imprisoned at least twice in Guadeloupe. Ivana works hard and won a scholarship to attend a police academy in Paris. It is during that time that Simone finally gets word from their father who sent a plane ticket for Ivan and Ivana to come and live with him in Mali. Once they arrive in Mali, Ivana and Ivan must now navigate an entirely foreign world, one where they live on a compound with a father, they do not have a relationship with. Ivana starts volunteering at an orphanage and Ivan joins the local military. They are not as close as they once was and with the compound watching, they try to not be as close as they were in Guadeloupe. It is during Ivan’s time in Mali he switches religion to Muslim and become somewhat radicalize. He goes on his first “mission” and was successful but at a major cost. Upon leaving Mali the twins settle in Paris where Ivan works odd jobs to make ends meet. Ivana starts attending the police academy. The twin no longer has a lot in common but their attraction to each other remains. Ivan finds himself in the company of radicals and ends up going on a fatal mission. The above is just a brief overview of the wondrous and tragic life of the twins. I am blown away by the writing in this book. I did not know what to expect of Maryse Conde’s writing but I was in for a great surprise and I loved every minute of it. I loved how Conde wove different characters into the fabric of this book. She does a great job of introducing characters, some who are central and others who are just passing through. Conde tackles colorism, poverty, colonialism, racism, terrorism, incest, migration, immigration in contemporary Guadeloupe, Paris and Mali. You get a vibrant look into the life of these two characters and you feel for their impending demise. Overall, this was such a WELL done book. I finished it two days ago and I am STILLL thinking about it. It is not every day I pick up a book that explores a Caribbean Man road into terrorism. WELL DONE. MUST READ!...more",Notes are private!,0,17,1,"Jun 21, 2020","Jun 24, 2020","Jun 21, 2020",,Kindle Edition,view (with text),/book/show/53329196-the-wondrous-and-tragic-life-of-ivan-and-ivana
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Questions for Ada,"Umebinyuo, Ijeoma*",,,B013MAIRA4,202        pp,4.34,"1,750","Aug 07, 2015","Aug 07, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One day your bones will get weary of men who refuse to worship the God in youOn that day, you will either slit your soulor gather your spirit leaving One day your bones will get weary of men who refuse to worship the God in youOn that day, you will either slit your soulor gather your spirit leaving any man who never called youHoly What a stellar collection of poerty that discusses womanhood, immigration, racism, and love. I am blown away by this collection, the words really do stick with you. ...more",Notes are private!,0,17,1,"Feb 26, 2024","Feb 29, 2024","Jun 17, 2020",,Kindle Edition,view (with text),/book/show/26141400-questions-for-ada
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manchester Happened,"Makumbi, Jennifer Nansubuga",1786077760,9781786077769,1786077760,320        pp,3.99,"1,030","May 23, 2019","Jul 02, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How do I put into words how this collection of stories made me feel? This book absolutely stole my heart and its now one of my all time favourite bookHow do I put into words how this collection of stories made me feel? This book absolutely stole my heart and its now one of my all time favourite books. WOW. In Jennifer Makumbi’s collection of stories, Manchester Happened  we meet Ugandans who journey to England, specifically Manchester to make a life for themselves. The collection is separated into two sections, the first journeys with those who decided to leave and the second section takes us on a trip back with the characters who decided to visit Uganda after spending a significant amount of time in the UK. While we all know that everyone’s immigration story is different, Jennifer Makumbi was able to give the readers a diverse and nuance look with these twelve stories. Of twelve stories, my standouts where: Our Allies the ColoniesManchester Happened Something Inside So Strong Malik’s Door My Brother, BwemageThe Aftertaste of SuccessLet’s Tell This Story Properly Yes, yes, I know I basically listed out the entire table of contents but that is just how much I really enjoyed this collection. I really do enjoy stories that tells of the experience of those who leave their country, for whatever reason, to go a try and make a better life elsewhere. Makumbi treated their experience with compassion and vulnerability and that is why I felt so hard for this collection. Makumbi even included the point of view of a dog who got kidnapped from Uganda and was brought to Manchester- yes! That happened. Themes of immigration, identity, racism, colonialism, colourism, fitting in, displacement, sadness, regret and shame are explored and done in a very layered way. I really appreciated that the author did not tell a one-dimensional story but something that really moved and stayed with you, after finishing the story. I particularly loved how realistic the depiction of the characters were. Makumbi’s ability to write about how people perceive the UK and having that perception blown to pieces when they arrive really did it for me. I honestly could go on and on about this collection, but I highly recommend you read it yourself. Trust me when I say, you will not be disappointed....more",Notes are private!,0,75,2,"May 03, 2021Nov 12, 2020","May 23, 2021Nov 16, 2020","Jun 17, 2020",,Paperback,view (with text),/book/show/54819813-manchester-happened
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One of the Good Ones,"Moulite, Maika*",133514580X,9781335145802,133514580X,384        pp,4.14,"4,431","Jan 05, 2021","Jan 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"THE HATE U GIVE meets GET OUT perfectly captures this book…. And more!  The book seeks to answer, who is one of the “good” ones and what exactly make THE HATE U GIVE meets GET OUT perfectly captures this book…. And more!  The book seeks to answer, who is one of the “good” ones and what exactly makes them a “good” one. Why are some considered good and others considered bad? As the blurb said, “Isn’t being human enough?” In  One Of The Good Ones  we meet three sisters, Kezi, Happi and Genny. Kezi Smith is Social Activist with a strong YouTube following. On her channel she talks history and advocate for Black Lives. Off YouTube she has perfect grades and is on track to attending a great University. While she’s got everything going for her, her sister Happi cannot seem to stand her and while she’s got a very public life, she’s got a secret she doesn’t want anyone finding out. In an effort to take her activism offline Kezi attends her very first social justice rally, ends up getting arrested and killed under mysterious circumstances.Kezi’s death ends up being a catalyst for “change”, she is made into someone as a martyr and everyone once again is holding up Kezi as one of the good ones who did not need to die. With her death everyone is an activist who all of sudden sees the need for change. Kezi’s sister Happi is annoyed by this but does not know exactly what to do, especially seeing that they didn’t have a great relationship and on their last interaction Happi told her sister to leave her alone. A few months after the death of Kezi, Genny, the oldest sister thought it would be a great idea to go on a road trip that Kezi was planning. Before her death Kezi, using The Negro Motorist Green Book as a guide planned an entire trip to see places that were haven for black people back in the day. While on this road trip Genny and Happi, along with Dwight and Ximena ends up learning way more than they bargained for. When I finished this book I had to go right to bed because my mind was blown. I had to sleep off the bookish hangover and I recommend you do the same once you finish this book. There is a whole lot going on in this book, and when I say whole lot, I mean it, you’ve got: GriefUnlawful killing of a Black girlRegrets Social ActivistBlack History Generation sins and cursesChristianity Coming out with Christian parents Unrealistic expectation Identity ThrillerSisterhoodFriendship How to be an ally Yes, a lot is happening, but it all comes together expectably and surprisingly well. I love how the Moulite sisters came together and wrote a stellar sophomore novel that highlights so many necessary topics that we need to keep reading about. As with their debut novel which was rich with history, in this book we get a deep look behind how The Negro Motorist Green Book guide came about and why there was a need for it. How Maika and Maritza are able to seamlessly teach us through their writing is something that I always admire. I learned about Black Cowboys, Sundown Towns and what they are and Claudette Colvin. I think what stood out most for me was how the story of Claudette Colvin tied into what it means to be a “Good one”. You will learn once you pick up this book. While I don’t have a sister, I get the feeling that they wrote sisterhood and family really well. I really enjoyed how they wrote relationships, history and how grief differs for everyone else. I also loved that there was a major twist that I did not see coming. There were a few things that didn’t work for me, I felt the writing was very heavy handed in driving the point of “one of the good ones” home. At one point I wanted to scream… “I GET IT!” but maybe it is a reminder for people who don’t get it. I also felt that the end wrapped up a bit too quickly, seriously too quickly and more time could have been spend fleshing it out. I also felt some plot points were very predictable. I received an arc so the family tree was not included but I see the finished version will have so that will help people like me who would not be able to keep track. Overall, I can see a lot of persons reading this book and falling in love with it. I hope they won’t forget the message the author wants to drive home. Definitely add this to your watch list! ...more",Notes are private!,0,48,1,"Oct 12, 2020","Oct 16, 2020","Jun 16, 2020",,Hardcover,view (with text),/book/show/46189861-one-of-the-good-ones
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Love a Jamaican,"Arthurs, Alexia*",,9781524799212,,256        pp,3.86,"3,447","Jul 24, 2018","Jul 24, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An All Time Favorite Read! I read  How to Love A Jamaican  by Alexia Arthurs back in 2018 and I decided to give it a re-read for Read Caribbean month An All Time Favorite Read! I read  How to Love A Jamaican  by Alexia Arthurs back in 2018 and I decided to give it a re-read for Read Caribbean month happening in June. There is a special sense of feeling you get when you open a book and see that it is dedicated to you… a Jamaican and that feeling stays with you! In re-reading this book, I laughed out loud on numerous occasions, I shed a tear, I nodded my head in agreement, and I was absolutely overwhelmed by a feeling of homesickness. It is not every day you open a book and you see yourself, your family, how you grew up being recounted on the page and for that I’ll be forever grateful to Alexia Arthurs.  How to Love A Jamaican  is collection of 11 short stories that perfectly captures Jamaican, Jamaican life, culture, history and a bit of folklore in a truly electrifying way. There are some stories that sticks with you, that gets under your skin and doesn’t leave you, that is how you know the writing is amazing…. Or it could be that I am a Jamaican and I am biased… but I don’t think that is it. As someone who grew up in rural Jamaica, there are so many of the stories that ring true in how they felt, in the characterization and the use of old sayings. A lot of the characters in this collection reminds me of people I’ve met or grew up with. There is a distinct feeling you get reading this book and I don't know how to explain that feeling unless you are a Jamaican, related to a Jamaican, from Jamaican heritage or loved a Jamaican. I could gush and go on and on about this collection. It is a book I hold dear, a book I cannot stop talking about- two years later, a book I always recommend, a book that remains close to my heart. Please read.  Review in 2018  I finally finished How To Love A Jamaican and I am thoroughly pleased with this debut novel. I have to admit I can be a bit biased when I read books written by Jamaicans about Jamaicans, but even with my Jamaican googles off this book is absolutely a must-read. I am so impressed with Alexia Arthur’s writing, she perfectly captures the various nuances of the Jamaican culture and its people. If you are looking for a solid collection of short stories that’s diverse and much as it is real. I would list my favorite stories in this book but I would basically be re-writing the content page (lol).A must read and absolute favorite of mine!...more",Notes are private!,0,34,2,"Oct 2022Jun 14, 2020","Oct 20, 2022Jun 16, 2020","Jun 14, 2020",,ebook,view (with text),/book/show/35395301-how-to-love-a-jamaican
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Punching the Air,"Zoboi, Ibi*",0062996487,9780062996480,0062996487,400        pp,4.42,"21,463","Sep 01, 2020","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"But there’s no future in these four walls four walls boxing me in boxing me in so I punch the air  The authors of  Punching the Air  Ibi Zoboi and Yu But there’s no future in these four walls four walls boxing me in boxing me in so I punch the air  The authors of  Punching the Air  Ibi Zoboi and Yusef Salaam says this book is  “the power of art, faith and transcendence un the most debilitating circumstances. It is out hope that all readers will experience the journey of a boy who finds himself in a heated moment where one wrong move threatens his future and how he uses art to express his truth, THE TRUTH.” What a beautiful, heart-wrenching, infuriating but hopeful journey. The story is about a teenage Alam who went against his gut instinct ended up in a situation where he made one wrong move that changed the course of his entire life. While this is not the story about Yusef Salaam, a prison abolitionist and one of the Exonerated Five, it does draw on some things that he experienced when he was wrongfully imprisoned. I was a bit worried when I saw that the entire book was told in verses because it can be either a hit or miss for me. I cannot begin to tell you how each of these verse punches you in the gut again and leave you feeling helpless about the injustice faced by Alaam and real-life imprisoned people. The writing was raw, layered, beautiful, honest, angering, hopeful, hopeless and so many other different emotions. Please read this work of art. ...more",Notes are private!,0,26,1,"Sep 17, 2020","Sep 18, 2020","Jun 12, 2020",,Hardcover,view (with text),/book/show/49151299-punching-the-air
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Life Gives You Mangos,"Getten, Kereen*",059317397X,9780593173978,059317397X,208        pp,3.96,"3,034","Oct 20, 2020","Oct 20, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A delightful, beyond beautiful and intoxicating read!  I am generally not a middle school book reader but when I read the blurb, saw the gorgeous cov A delightful, beyond beautiful and intoxicating read!  I am generally not a middle school book reader but when I read the blurb, saw the gorgeous cover and the title was enough to send me reading Kereen Getten’s debut novel. Set in a seaside community in Jamaica  When Life Gives You Mangoes  is the story of twelve-year-old Clara and how she is spending her summer holidays. Clara lives with her mother and father in the community of Sycamore where no one leaves and no one new visits. Everyone in Sycamore knows each other, they all grew up together and are community in every sense of the word. Clara is ready for summer, to eat all the mangoes, to spend time with her best friend and cousin Gaynah and maybe win a game of pick leave. Lately Clara finds Gaynah have been very mean to her, while she tries to not take it on, she cannot help but feel hurt by her friend’s treatment. For a community where nothing new happens, the entire community is abuzz with the arrival of new visitors from the UK. Gaynah tells Clara all about the new visitors, but Clara isn’t interested in making any new friends. While Clara is excited for summer, she cannot help but feel left out as she cannot remember what happened last summer. Clara cannot remember what happened last summer and why she is not able to go into water without being overcome by fear. Her parents won’t fill her in, her best friend teases her for her memory loss… maybe this summer will be different, maybe she will remember…. I absolutely enjoyed this very delightful book. I enjoyed being in Clara’s world and going on her numerous adventures. Getten writing transported me to a simpler time where I would spend my summer holidays outside in the country. It felt very nostalgic and innocent and I wanted more. What I loved: I love that the book was told from Clara’s perspective, it brought to life her inner thinking and personality. I loved how perceptive Clara was in talking us on this journey. I was BLOWN away by the twist at the end. I felt the author did a great job of having more than one thing to keep us interested to the very end. The twist at the end was the absolute best!I really enjoyed how the author wrote about a positive, functioning family unit. I find I don’t read a lot about a family who sticks by and believe their child. I loved how the parents were portrayed as loving, patient and kind. There are the themes of community, religion, friendship, grief, father-daughter relationship, family and trauma that I felt were aptly explored and explored in an authentic way. I liked that that there was a bit of mystery and freshness to the overall plot. I cannot stress enough how much I enjoyed this book. Getten was able to pack a lot in just 217 pages without it feeling packed. The writing was fresh, layered, and very authentic. Clara is a character I know I will not forget anytime soon. If you are looking for a delightful read, this is your pick! Please please go read this book!Thanks Pushkin Press for this ARC. ...more",Notes are private!,0,36,1,"Aug 06, 2020","Aug 10, 2020","Jun 10, 2020",,Hardcover,view (with text),/book/show/51342422-when-life-gives-you-mangos
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Decolonial Daughter: Letters from a Black Woman to her European Son,"Brown, Lesley-Ann*",1912248107,9781912248100,B074YMTPB2,231        pp,4.10,73,unknown,"May 15, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whether we talk about Trinidad, Denmark, the United States- there is a constant unwillingness to examine history and to truly understand how we ended Whether we talk about Trinidad, Denmark, the United States- there is a constant unwillingness to examine history and to truly understand how we ended up here and how we could create a different path forward.  Lesley-Ann Brown writes that  unlearning is a tenet of decoloniality which is why she wrote this book for her biracial son so that he can have the knowledge of who came before him and a narrative he can use to navigate his life. Lesley-Ann Brown was born in Brooklyn, spent some of her formative years in Trinidad and Tobago and is currently living in Denmark. She is well traveled, a poet, activist, writer and also worked in publishing,  Decolonial Daughter, Letters from a Black Woman to Her European Son  is her debut non-fiction book. In this book she sets out to show how colonialism impacted her history, heritage, the world and how we are all still reeling from the effects. This book is well written, well researched and deeply moving in certain areas when Brown talks about her childhood trauma, growing up with an abusive father, being sent to Trinidad for an incident she should have been protected from and the nuanced look into her prison visit to her brother. There are certain parts in this book that will leave you feeling heavy and like you cannot breathe because of a lot what Brown experiences I am sure will resonate with you. A lot is covered in this book from Colonialism, Racism, Colourism, Classism, Religion, Abuse, Immigration, Microaggression, Depression, Mental Health, Motherhood, Systematic Racism, Generational Wealth, Policing of Women’s Bodies Privilege and Whiteness. Yes- I know, that is a mouth full but Brown was able to address these issued in a very nuanced and current way. She gives us information to help us learn more about our shared history, for us to better understand why we are still in 2020 having to “fight” racism.  Science says we carry within us the experience of fourteen generation  so you can image why writing a book like this to her son will help in the unlearning process. I loved how Brown walked us through her family history, how she was met with opposition or silence when she asked about the past. I think a lot of people feel shame or some are not sure of their heritage but seeing someone go through and dig into her family’s history really empowered me to do the same. I could go on and on about this book but I know this was a deeply personal read for me and I implore you to give this a read and experience it for yourself. I recommend this for anyone with children, or anyone looking to learn more about colonialism and it’s impact on the world today. MUST READ!...more",Notes are private!,0,14,1,"Jun 09, 2020","Jun 12, 2020","Jun 09, 2020",,Kindle Edition,view (with text),/book/show/38914864-decolonial-daughter
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fear of Stones and Other Stories,"Miller, Kei*",1405066377,9781405066372,1405066377,158        pp,4.04,46,"Jul 31, 2006","Jul 31, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kei Miller is storyteller and I will never get tired of reading what he writes.  The book's title is in some ways a reference to Lorna Goodison quot  Kei Miller is storyteller and I will never get tired of reading what he writes.  The book's title is in some ways a reference to Lorna Goodison quote that says,  "" And we think of our children and the stones upon their future and we want these to move .  Fear of Stones  is a collection twelve short stories all set in Jamaica and explores major themes that are known in Miller’s work including sexuality, folklore, spiritualism, religion, love, community what it means to be an outcast in society. As with all of Miller’s story you finish each shaking your head, laughing, learning something new or being utterly gutted and this collection remained on brand. I rated each story and I think only one scored three stars and that is a testament to Miller’s unique way of showcasing Jamaica and Jamaicans in the most realistic way.  Walking on the Tiger Road  was such a great story to open the collection. We meet a son whose been living away from his mother for over 10 years, the mother whose been praying for his son’s return for a decade only for his return to lead to his demise. Miller, through his writing makes you question society and how you were taught to view the world. Some of my standouts in this collection were:  Government Cows  a laugh out loud story where a man writes to the newspaper editor to let her know she is a bitch for never publishing her stories and because of her a lot of people came to ruin.  Love in the Time Of Fat  explores trauma and depression in a way I have never read about before in a Caribbean context  Read out Sundays  Miller took us to church and showed us the duplicity that happens…but we know this and I also feel like this is a horse Miller loves beating but…. I enjoyed this story.  Shoes for the Dead  Is a story about a Mortician who constantly gets requests from family members to not put shoes on the foot of their dead for fear of their dead walking and haunting them. Superstition was at the core of this story and I wanted more!Honestly, I can go on and on, but you all know I am a big fan of Kei Miller and his work. This book was not even on my radar but I am so happy I heard about it and it was available in my local library. PLEASE READ! ...more",Notes are private!,0,9,1,"Jul 12, 2020","Jul 14, 2020","Jun 08, 2020",,Paperback,view (with text),/book/show/1515139.Fear_of_Stones_and_Other_Stories
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,With the Fire on High,"Acevedo, Elizabeth*",,,B079WW2QKM,395        pp,4.18,"84,699","May 07, 2019","May 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a delicious read! I want more!  In  With The Fire On High  we meet teenager Emoni Santigao who is in her last year of high school doing her best What a delicious read! I want more!  In  With The Fire On High  we meet teenager Emoni Santigao who is in her last year of high school doing her best to graduate and not become a statistics. Emoni got pregnant during her freshman year, she is a great mother to her young daughter Emma, who she affectionately calls Babygirl. Emoni lives in Philly with her Abuela. Her Abuela assumed responsibility of her after the death of her mother and her father decided to move back to his island home of Puerto Rico. Emoni must now navigate being a mother, granddaughter, student, provider, friend and budding chef. The decked is stacked against Emoni, but she is no stranger to impossible situations, she works hard and with a little luck, we are all cheering, hoping life comes together for her and Babygirl. I am absolutely ADORED this book. Elizabeth Acevedo does a superb job of taking us inside the world of a teenage mother who is desperately trying to hold everything together. My heart broke for Emoni in so many ways, but in the end I found myself cheering and praying it will all come together for the most deserving character I have read about in a while. I loved that the book stayed true to the name and had the running culinary theme. Even though I am not a chef, and the only thing that’s in my fridge is a bottle of prosecco and kale I still felt insanely hungry reading this book. There are so many great themes explored in this book, one was of the grandmother- granddaughter relationship- true to its Caribbean heritage, the book did a phenomenal job of exploring this theme. I loved Abuela was looking to find love, even in her old age, that for me was so realistic and heart-warming to read. I also loved reading about young love and watching Emoni fall in love, what a piece of sweetness. Overall, a well written, truly beautiful novel. ...more",Notes are private!,0,36,1,"Jul 02, 2020","Jul 07, 2020","Jun 07, 2020",,Kindle Edition,view (with text),/book/show/42357635-with-the-fire-on-high
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poet X,"Acevedo, Elizabeth*",,,B0727TNBDH,368        pp,4.39,"127,371","Mar 06, 2018","Mar 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“The unfolding of your words gives light; it gives understanding to the simple.”—Psalm 119:130 In  Poet X  we meet Xiomara Batista, she lives with he “The unfolding of your words gives light; it gives understanding to the simple.”—Psalm 119:130 In  Poet X  we meet Xiomara Batista, she lives with her twin brother, her father who is present but still absent and her very strict, deeply devout Catholic Mother. Xiomara is constantly being told how to navigate her world from a very young age, how she should act and the space she should play in. Xiomara has a lot to say, about love, being a teenager, living with a strict mother, friendship, what it’s like to have an older Twin brother she must protect, her beliefs and life. Xiomara tries to understand her life through poetry, she writes to understand the world. She discovers an outlet when her teacher invites her to poetry club. She does not take her up on the offer until things go left with her first crush ad love interest- Aman who is in her bio partner. Xiomara decides to give Slam Poetry a chance when she feels what it is like to perform her truth. I absolutely adored this book! What a well written, beautiful, and engaging novel. I think Elizabeth Acevedo did a spectacular job of writing from a YA perspective. It was believable, real, tender, beautiful and heart-warming, I felt for Xiomara and I believed in her love for Aman. I particularly loved how Acevedo addressed mother-daughter relationships, young love, sibling relationships and how young girls are taught at an early age to police their bodies, this quote really shook me  And I think about all the things we could be if we were never told our bodies were not built for them  I also loved the friendship in this book, I wish there was more of that because I felt that was so tender, real and truly genuine,  Maybe, the only thing that has to make sense about being somebody’s friend is that you help them be their best self on any given day. That you give them a home when they don’t want to be in their own.  Beautiful right?!!!What a really captivating read! I highly recommend reading this!...more",Notes are private!,0,29,1,"Jun 11, 2020","Jun 14, 2020","Jun 07, 2020",,Kindle Edition,view (with text),/book/show/33294200-the-poet-x
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monday's Not Coming,"Jackson, Tiffany D.*",,,B07119FDVL,432        pp,4.25,"51,538","May 22, 2018","May 22, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mondays are the best days! Like, aren’t you excited about the start of a new week? It’s like a new chapter in a book.  In  Monday’s Not Coming  we me Mondays are the best days! Like, aren’t you excited about the start of a new week? It’s like a new chapter in a book.  In  Monday’s Not Coming  we meet Claudia on her way back to DC after spending summer vacation with her Grandmother. After saying hello to her mother her next ask is to go visit her best friend Monday Charles who she hasn’t seen since she left for her summer vacation. Monday is Claudia’s only and best friends, they are inseparable, which is why Claudia could not understand why Monday didn’t write to her over the summer vacation. With school starting the next day Claudia prepares to meet her friend Monday who LOVES school- except Monday does not show up to school for an entire week… then a month… then a whole year… . Claudia is beside herself; no one will look into Monday’s disappearance, no one will take her serious that her best friend is missing. Claudia is barely coping trying to finish her final year all while trying to find her missing friend. This is my first book by Tiffany D. Jackson and I am kicking myself for taking so long to read something by this author. I decided to go with this book because of the title, also I absolutely LOVE Mondays, the freshness of a new week, the start of something new. I could not stop smiling when I saw that’s exactly how Monday feels about Mondays. ow for the book, what a well written, thrilling and utterly addictive read. I could not put this book down and I was BLOWN away by the twist that I did not see coming. Jackson did an amazing job of writing a plot that keeps the reader heavily invested. The entire time I was reading I kept thinking (maybe getting frustrated and shouting), “why isn’t anyone listening to Claudia?!!!!”. I loved how the author explored friendship in this book, it was realistic and very reminiscent of my younger friendships. I was taken back to Primary and early high school when I would rush to school early to catch up with me friends. I was utterly enamored with the friendship and how nuanced these two girls were. I also liked how the author showed the two family dynamics of Claudia and Monday- how people can be close and still not know everything about each other because… isn’t that so real .A well written thoroughly deserved read. Jackson did a great job of using her talent to draw awareness to girls who go missing daily. Give this book a read! ...more",Notes are private!,0,13,1,"Jul 10, 2020","Jul 13, 2020","Jun 07, 2020",,Kindle Edition,view (with text),/book/show/36119078-monday-s-not-coming
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone Knows I Am a Haunting,"Ramlochan, Shivanee*",1845233638,9781845233631,1845233638,72        pp,4.50,169,2017,"Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2020",,Paperback,view,/book/show/34872017-everyone-knows-i-am-a-haunting
