,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bandit's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bury the Lede,"Dunn, Gaby*",,,,128        pp,3.37,"1,444","Oct 08, 2019","Oct 08, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There’s a chance I might just not like journalist-based stories. Or maybe it was just this graphic novel failing to wow. Though it begins auspiciouslyThere’s a chance I might just not like journalist-based stories. Or maybe it was just this graphic novel failing to wow. Though it begins auspiciously enough as a murder mystery with femme fatale and all, it quickly turns into an all too familiar story about a young ambitious journalist uncovering city-wide abuse of power and doing whatever it takes to get her story out there, including stepping on and over people around her.Nicely drawn and oh so hip, with almost strategically strong queer and multi-racial representation, but in the end, it was…just ok.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,0,1,"Nov 19, 2022","Nov 19, 2022","Nov 22, 2022",,Paperback,view (with text),/book/show/43199360-bury-the-lede
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dunnie,"Thomas, Keith",,,B0BJBLVCL5,145        pp,3.75,110,unknown,"Oct 31, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"From the director of really decent Cabinet of Curiosities’ Pickman’s Model and a rather abysmal Firefighter remake (and The Vigil – one I haven’t seenFrom the director of really decent Cabinet of Curiosities’ Pickman’s Model and a rather abysmal Firefighter remake (and The Vigil – one I haven’t seen), comes this nightmarish tale or rage personified.Turns out this guy is a multi-media creator, and sure enough, the novella does have a certain cinematic quality to it, in imagery and pacing. But also, it’s fun, and genuinely creepy.A story of a young boy coming face to face with his grandpa’s nightmarish secret over the course of a short but categorically memorable stay at his house.Genre-wise this likely falls into folk. The novella is meant to be the first in series of stories based on English-Scottish folklore. Fun concept, and based on this, might be well executed too. Certainly, a nice quick read for genre fans. Thanks Netgalley....more",Notes are private!,0,2,1,"Nov 17, 2022","Nov 17, 2022","Nov 19, 2022",,Kindle Edition,view (with text),/book/show/63280269-the-dunnie
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Goblins,"Kingfisher, T.",,,B00G9GSEXO,136        pp,4.32,"2,911","Oct 27, 2013","Oct 27, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nine Goblins bills itself as a low brow sort of fantasy, and if that is the case, then apparently, I found my speed in fantasy. I don’t normally care Nine Goblins bills itself as a low brow sort of fantasy, and if that is the case, then apparently, I found my speed in fantasy. I don’t normally care for the genre at all, but if Kingfisher continues writing it, it may be worth a read every time.I was familiar with her work, but the more horrific side of things, Twisted Ones, etc. Meaning also I was familiar with her wonderful sense of humor, which oddly enough works surprisingly well in scary stories and not oddly at all, like a charm here.Who knew goblins are that charming? And elves. And trolls. I mean, just lovely.This is a novella that takes you into the world when people and goblins are at war over territory and it’s a rather amusing war, all things considered. But then nine goblins from an army of goblins get wizarded away behind the enemy lines and must, with assistance of a kindly elf, get back, and all sorts of shenanigans ensue.And yeah, I kinda loved it. Loved the world building, and the denizens of it, loved the jokes, loved the whimsy. This was a read as fun as it was funny. Well done. Recommended.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,4,1,"Nov 17, 2022","Nov 17, 2022","Nov 19, 2022",,Kindle Edition,view (with text),/book/show/18940718-nine-goblins
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liberation Day,"Saunders, George",,,B09SKZ4BJ3,233        pp,4.00,"12,167","Oct 18, 2022","Oct 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If there is a way to like and appreciate an author’s work without outright loving it, then that’s how I am about Saunders’ writing.Which is to say, I If there is a way to like and appreciate an author’s work without outright loving it, then that’s how I am about Saunders’ writing.Which is to say, I have to really be in the right mood for it (not sure I was this time), and I’m not going to like all of it, but it’ll always be worth a read.There’s simply no one who writes like him. So for originally alone he gets top scores. But then he’s also so clever, such a good character writer.This collection of off-beat delights takes on all sorts of subjects from the comically terrifying ghouls in the amusement park to the properly terrifying state of modern democracy to the casual unpleasantness of a workplace and more and it does it with such penance, such inventiveness, such vivid realism mixing with absolute surreal elements, such wryly, morbidly humorous fashion that you can’t help but admire it. Even if you don’t love it.Genre-wise, this is nearly impossible to place – some sort of mix of science fiction, magic realism, regular realism, drama/comedy. It’s weird, quirky, unusual. Smart and challenging in a good way, this is the sort of fiction that’s unlikely appeal to the average low-fruit hanging best-seller devouring audience which, for my money, makes it shine all the brighter. These are stories so smart they sneak up on you, almost more appreciated in retrospect.So yeah, go on, be a literary snob (the best kind of snob to be) and read Saunders. Recommended.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,2,1,"Nov 15, 2022","Nov 15, 2022","Nov 19, 2022",,Kindle Edition,view (with text),/book/show/61033655-liberation-day
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gemini Syndrome,"Lake, Deryn*",,,B076MGZMC1,65        pp,3.92,12,unknown,"Oct 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read Lake’s Wardrobe, which was unremarkable but decent enough to warrant grabbing another freebie. Well, this one certainly wasn’t worth it.Mind yoI read Lake’s Wardrobe, which was unremarkable but decent enough to warrant grabbing another freebie. Well, this one certainly wasn’t worth it.Mind you, it’s still very much unremarkable, but to call it decent would be to stretch the boundaries of that word. It’s decent in a way that it is a coherent story, I suppose, that’s about it. The novella follows a female photographer whose obsession with the mysterious twin boys that show up in her photographs is pretty much overshadowed by her torrid romantic life.From the clutches of a married man into the loving arms of a movie star…yeah, this is basically a romance novel and a fairly basic one (are their others? It isn’t really a genre that invites complexity) at that.The twist when revealed is as twee as the rest of the production. Overall, cheap, cheesy, and not worth reading.But it does have the decency to be very short and read quickly. So that’s another decent thing for this forgettable production....more",Notes are private!,0,1,1,"Nov 14, 2022","Nov 14, 2022","Nov 15, 2022",,Kindle Edition,view (with text),/book/show/36445529-the-gemini-syndrome
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death of a Bookseller,"Farmer, Bernard J.",0712367527,9780712367523,B09VCBPHSY,252        pp,3.53,877,"Jan 01, 1956","Mar 17, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This one had me at Bookseller. Love, love a good bibliomystery. Anything to do with books and people who love them, deal with them, deal in them, etc.This one had me at Bookseller. Love, love a good bibliomystery. Anything to do with books and people who love them, deal with them, deal in them, etc.The drawback was a number of negative or lukewarm s, but turned out, none of that mattered ¬ I found the book to be an utter delight. A classic mystery at its best. A golden oldie that actually deserved its moniker.It begins with a death of a bookseller. And, his friend, a policeman, who refuses to leave the case alone. Even when a suspect is arrested. See, the policeman is an amateur bookdealer himself, someone who was just taking his first steps into the world of first editions and printed word trade, when his guide, his new friend, was murdered, and now he simply can’t let it go until justice is properly served. To this end, on his own time and against his supervisor’s advice, he’ll plunge himself into the murky wheelings and dealings of the booksellers. And yeah, it seems mild, but it can be murder.There’s also a fun supernatural aspect here you don’t usually encounter in this type of fiction, where the murdered bookseller in life speculated and specialized in the occult and may have dabbled in it too. It seems that a lot of readers didn’t care for it, but for me, as a genre fan, it was the cherry on top.Farmer had actually worked as a cop and was a book collector, so he brings his first-hand experiences to really flesh out and detail the world he’s writing about. As a result, the book is vivid, engaging, and a pleasure to read. Plus, his characters are…well, they are really a cast of characters, quirky, off-beat, oddball bunch, plus, a genuinely decent protagonist, a good man, a policeman of good values and good steady manner. Just what one might need to sort through this lot.Nowhere near as dated as some of the older mysteries and lots of fun to play along with. Especially, I’d imagine, for booklovers. well deserving of its crime classic title. Recommended.. Thanks Netgalley.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,1,1,"Nov 14, 2022","Nov 14, 2022","Nov 15, 2022",,Kindle Edition,view (with text),/book/show/60757603-death-of-a-bookseller
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gideon Falls, Vol. 6: The End","Lemire, Jeff",1534320652,9781534320659,B08VKWM4XC,120        pp,3.60,"2,266","Apr 28, 2021","Apr 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gideon Falls is Lemire at his horrific best. It’s as atmospheric, loaded with suspense and excitement and thrilling as you’d ever want in a scary storGideon Falls is Lemire at his horrific best. It’s as atmospheric, loaded with suspense and excitement and thrilling as you’d ever want in a scary story. And as gorgeously rendered as comics go. The thing with my reading of it was that the library only had the first five available for ages, so by the time I found the last volume some of the momentum of the story was, admittedly, regrettably lost. Which is to say that the conclusion, however appropriate and dramatic, underwhelmed ever so slighty. To be honest, confused ever so slightly too, but then the volume provided Lemire’s original script so that helped figure out all the nuances.At any rate, Lemire’s version of the upside down – the nightmarish world on the other side – is well worth checking out. In fact, his vision may be more complex than the original reading suggests. Just check out the supplemental materials in this volume for the multiverse logistics and schematics. It’s really impressive.And that art, those gorgeous double panels, the cubes and slices and Möbius loops of Lemire’s imagined reality are just…wow.Spooky. Freaky. Fun. Avoid barns.All in all, well done. Really well done. Recommended.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,3,1,"Nov 12, 2022","Nov 12, 2022","Nov 15, 2022",,Kindle Edition,view (with text),/book/show/56976788-gideon-falls-vol-6
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The King’s Cartographer,"Alcalay, Jair",,,B09TBDSV8Y,197        pp,3.36,207,unknown,"May 08, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love maps. All things to do with maps. This book had me at cartographer, But then…The best way I can explain this novel is that the author forgot heI love maps. All things to do with maps. This book had me at cartographer, But then…The best way I can explain this novel is that the author forgot he was writing a novel. (Or didn't know how to write one or what constitutes as a novel.)As in he found a subject – and a good one, the marital explorations of Spanish and Portuguese around 1450 to 1550, did his research and started writing. But outside of providing a gossamer-thin plot involving a family of European Jews increasingly unwelcome in Spain and Portugal and looking for places they can live free of persecution and prejudice, this is basically, a work of nonfiction.In endless dialogue free heavily narrated paragraphs, the author lays out fact after fact, biographical, historical, etc. of the naval explorations of the time, those who commissioned it and those who sailed the seven seas.There is no character development, no mood/atmosphere writing, nothing like that, just fact after fact after fact. It’s very difficult to consider this a work of fiction, it certainly did not read like one.Even the language was stilted and factual.And even for a work of nonfiction it was quite dense. Not that exciting either, considering how exciting the subject is.But at least, the research was done. And, considerately, the book was short. Oh well, freebies, you know....more",Notes are private!,0,2,1,"Nov 13, 2022","Nov 13, 2022","Nov 14, 2022",,Kindle Edition,view (with text),/book/show/61052742-the-king-s-cartographer
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Will Rise,"Waggoner, Tim*",,,B09JPF5XZD,256        pp,3.58,114,unknown,"Jul 19, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I kind of seem to remember liking Waggoner’s work back in the day. But tastes change. Optimally, evolve. Mine did. Which reading his work now just…notI kind of seem to remember liking Waggoner’s work back in the day. But tastes change. Optimally, evolve. Mine did. Which reading his work now just…not acceptable.Mind you, it is very much an acquired taste sort of thing and will likely work for some genre fans – it just depends on what you’re looking for, what you’re reading for.If you like your scares deeply steeped in gore, guts, and viscera…then by all means.If you prefer strong writing, sustained psychological suspense, a well-crafted atmosphere, cleverness, good compelling characters, etc…pass this by. Wish I did.Waggoner goes with gore, in favor of all other elements. Severe, baby exploding sort of gore. Which, if you’re not really into it, just comes across as gross and vulgar.And if you are really into it…well, that’s kind of alarming in its own right. But hey, you got company – just look a the other s of this.Anyway…the basic plot here is that the dead are coming back to life and doing terrible things to the living. That’s it. That’s how the book was probably sold. Although you’d hope Flame Tree Press would have a more sophisticated taste.Should one be able to describe a book simply? Well, maybe a book like this.There’s a bunch of characters, each of them introduced as a separate storyline only to have them converge at the end. Waggoner’s character writing isn’t very good. (Neither is his writing in general, though he’s been at it for so long, he can probably churn out schlock like this in his sleep.) The stiltedness and triteness of the first chapters demonstrates this especially. Almost amateurish. And very, very basic. So basic that a racist bigoted and all-around prejudiced character is named Karen.Anyway, he goes for quantity over quality, so you end up with too many characters of low to no engaging factors. And then…guts and gore.Overall, disgusting. And a total waste of time. Thanks Netgalley.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,4,1,not set,not set,"Nov 14, 2022",,Kindle Edition,view (with text),/book/show/60301563-we-will-rise
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lone Women,"LaValle, Victor",,,,282        pp,3.73,"24,688","Mar 28, 2023","Mar 28, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m a fan of Victor LaValle's work. So much so I’d request his new Netgalley ARC without doing research into it, on name recognition alone. And sure eI’m a fan of Victor LaValle's work. So much so I’d request his new Netgalley ARC without doing research into it, on name recognition alone. And sure enough, he doesn’t disappoint. In fact, this might be his best one yet. Not perfect (more on that later), but really, really good.Do I love Westerns? No, not particularly. I’m not even sure this one qualifies, although it is a novel of American West with the place as prominently featured as any character and deadlier than some.Into this windblown and isolated Montana setting, a woman arrives. She plans to homestead, taking advantage of the opportunity offered by the government, and to that end she acquires a small remote property. All she has with her is a large heavy trunk.A trunk that we as the readers watch her leave her parents’ farm with in the stunning first scene. The farm behind her on fire, the bodies of her parents left behind to burn. It’s positively cinematic. But Adelaide is a woman with secrets. All will be revealed in good time, just you wait.In Montana, she finds a patchy community of self-determined resolute wind-beaten womenfolk she proceeds to associate with, however reservedly.But then the trunk is opened and her secret leaps into the world. Danger sighs flash as Adelaide panics. All the while the world around her with the local politics and local powers that be have their own ideas about the land and the people of it…and that’s a different but all too real sort of danger too.Negotiating her traumatic past and her complicated present, Adelaide proceeds. With a marvelously variegated cast of friends she acquires. And as a reader you can’t help but cheer for themThat’s how emotionally engaging this book is; how well written it is, how exciting it is.It really is such a great book; one of the few I read and had it play as vividly as a movie in my mind.But remember that thing about it not being perfect…well (and this might be purely personal), I don’t care for speculative fiction that overpowers itself with messages. Or more like MESSAGES.While I appreciate diversity (race, gender, sexual orientation, etc.) in my reading, LaValle seems to really lay it on heavily here. Yes, the book is very Girl-Powered, with a strong feminist message. Yey. Yes, the book features characters of different races and ethnicities and queerness and all that. Yey.But does it have to be handed quite so heavily? I mean, almost literally the book is divided so that all the good and moral characters are people of color and LGBTQ+ umbrella and all the evil ones are white sisgendered individuals. At least the gender thing isn’t as divisive: there’s a nice pair of female villains to counter all those virtuous ones.But really? LaValle is too good of an author for such unsubtleness.Then, there’s the ending – so fist-pumpingly proud, so pretty-bow-happy, and quaint for a story that dark, it’s almost jarring. But then again…by then you care about the characters so much, you kind of want that sort of resolution, no matter how twee or over-sentimental. In the end and overall, this book was a pleasure to read. And a thrill too. The best of both worlds. Wildly entertaining tale of secrets, redemption, forgiveness. Just call it the Sisterhood of the Traveling Trunks or something. Recommended. Thanks Netgalley.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,11,1,"Nov 09, 2022","Nov 11, 2022","Nov 12, 2022",,Kindle Edition,view (with text),/book/show/61341851-lone-women
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest,"Cline, Emma",0812998634,,B0B96CSYZD,304        pp,3.32,"64,908","May 16, 2023","May 16, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Emma Cline is back, proving that The Girls wasn’t a one off, one of those debuts that strike gold on the first go around. Oh no, Cline is genuinely anEmma Cline is back, proving that The Girls wasn’t a one off, one of those debuts that strike gold on the first go around. Oh no, Cline is genuinely and hugely talented.The way she writes – it has that certain mesmeric quality. Particularly effective with this novel, which is essentially a prolonged trainwreck sequence.You’d think a novel that hinges entirely upon a shoulders of a not-especially likeable protagonist wouldn’t be so compelling and yet…you just can’t look away.Maybe not quite a trainwreck, but the momentum is similar. It’s also kind of like one of those scenes where a character loses their footing and they pinwheel their arms as fast as they can trying to regain it and never quite do. Gravity always wins out.That’s what Alex is doing, pinwheeling for her life. Not much of a life, one made of scrounging, using people, stealing, lying, manipulating, kind of like a perpetual low grade grift to stay afloat. One might make an argument that at twenty-two, she just doesn’t know any different, but then again, she had seen plenty in her short years. Mostly from working as a sort of prostitute/escort in the city, through associating with all manner of characters from upper echelons of society to bottom dregs. Fleeing one of the latter, a dreg that won’t let her go because she stole from him, Alex hitches a ride to high life with a man thirty years her senior and costs in luxury for a while until she screws that up too and gets booted out.Determined to get back into the cushy life the man provided, she decides to stick around and win his affections back at the upcoming party. All she has to do is kill a few days.Which turns out to be a surprisingly killer proposition for someone who’s short on funds, good graces, and ability to not f*ck up.See, that’s sort of Alex’s specialty. Even if she means well, things just spin out when she’s around. And most of the time she’s either too drunk or too high to properly pilot herself.So yeah, not an overwhelmingly sympathetic character and yet…The way Cline writes her, you just can’t look away, as she leaps from frying pan into the fire, over and over, until the inevitable and stunningly rendered conclusion.And underneath all that, there’s a simmering commentary on the wealth divide and class differential and people living in a dizzyingly stratified universe where people like Alex, essentially all service people of the world can easily and unnoticeable fall by the wayside as the elite continues to prosper in pampered unfathomable luxury.What a terrific novel. A striking study of what it's like to be constantly living at someone's whim and mercy. To depend on the kindness and decency of others reluctant or unable to give it. To To reach out (as the cover image) and be slapped away. As literary as you’d ever want, as well written as you can possibly wish for. Recommended. Thanks Netgalley.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,9,1,"Nov 08, 2022","Nov 09, 2022","Nov 12, 2022",,Kindle Edition,view (with text),/book/show/62067054-the-guest
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After Many a Summer,"Powers, Tim",1645241246,9781645241249,1645241246,88        pp,3.81,63,unknown,"Jan 01, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Netgalley allows us to read the future. Some of the future is apparently too distant since I read this book and then realized it isn’t listed anywhereNetgalley allows us to read the future. Some of the future is apparently too distant since I read this book and then realized it isn’t listed anywhere yet, not GR, not Amazon. So I’m saving this  to post for later when the publisher realizes that the best way to drum up publicity is by actually allowing the early readers to have a place to rate and  their books.And the thing is, I didn’t love the book. I didn’t even like it. Time and again, I’ve tried with Tim Powers because he seems to have such wild fun ideas, but their executions have consistently fallen flat with me. And that was very much the case with this read. Is the idea of a talking prophesizing mummified head in a box used as a ransom fun? Of course, it is. Same goes for using Tennyson’s poem based in turn on Greek mythology for inspiration.And yet the story turned out to be a muddled confusing mess that gradually devolved into something that barely held my interest. And so, the best thing to say about this one is that, outside of the original concept, it was a quick read. Magisterial – the word Subterranean Press used to describe it – it a dramatic overkill. Or more like an oversell. Thanks Netgalley....more",Notes are private!,0,2,1,"Oct 10, 2022","Oct 10, 2022","Nov 10, 2022",,Hardcover,view (with text),/book/show/63207030-after-many-a-summer
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Couplets,"Millner, Maggie",0374607958,9780374607951,0374607958,128        pp,3.78,"2,935","Feb 07, 2023","Feb 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Of all the modern poetry I’ve been reading, this was certainly different. Different in a good way.Practically a novel, or at least a short story, toldOf all the modern poetry I’ve been reading, this was certainly different. Different in a good way.Practically a novel, or at least a short story, told (mostly) in couplets with some freestyle poetry prose interjection.The plot of it like the plot of so much good poetry is love. Specifically, a love story. Specifically, a particularly torrid passionate affair between a young woman and her first female lover.It’s about love, but also about gender, sexual orientation, and (mostly) about our expectations from a relationship, from our partners emotionally, physically, mentally.Pretty heavy lifting for a structure as airy as couplets, but the author manages.I’m not really a fan of modern poetry, but this book stood out to me. In quality, in structure, in execution. It rides on a feeling; that desperate maddening feeling of a love that can’t, that won’t stay, and it rides expertly, creating a compelling original read. I can’t say I loved the characters, but then again, the book is too quick of a read to require an engagement on that level. It’s more of an artistic appreciation sort of thing. And it was appreciated. ...more",Notes are private!,0,1,1,"Nov 08, 2022","Nov 09, 2022","Nov 09, 2022",,Hardcover,view (with text),/book/show/60784815-couplets
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five Matchboxes,"Fearn, John Russell",,,B01H2AZHDU,177        pp,3.89,90,"Feb 01, 2008","Jun 13, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve read a few mysteries by this author now and they’ve stood out in quality over the normal fare from that era and certainly over the sort of thing I’ve read a few mysteries by this author now and they’ve stood out in quality over the normal fare from that era and certainly over the sort of thing Lume/Endeavor tends to publish. But then, this book firmly brought the quality back down. Not all the way down, but certainly back to average.It starts off so compellingly, so interestingly, with a trick murder (Fearn seems to have loved those), a seemingly impossible murder. A locked office mystery.The investigation proceeds as expected but then about midway through, it starts getting too convoluted for its own good. And the datedness of the book is more obvious here than in Fearn’s other works, especially when technology or women are discussed.It still works, more or less; conceptually, it is still a fun puzzle to solve, but it’s just ok. A reasonably quick read and decent either way for a freebie....more",Notes are private!,0,1,1,"Nov 07, 2022","Nov 07, 2022","Nov 09, 2022",,Kindle Edition,view (with text),/book/show/30720936-the-five-matchboxes
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls Who Disappeared,"Douglas, Claire*",,,B09XMTLZ1T,400        pp,3.91,"29,984","Sep 15, 2022","Jan 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve been very selective with thrillers lately, because there are just too many of them out there for proper quality control, but this one passed mustI’ve been very selective with thrillers lately, because there are just too many of them out there for proper quality control, but this one passed muster ¬– either because Douglas’ previous book was decent enough or maybe I was just less selective that day.Anyway, sure enough, this was perfectly decent too. I’d even say above that. All the classic genre presets from mostly female cast to the alternating storylines and timelines and prerequisite plot twists in this tale of a podcast-maker who comes to small town and over the course of a few days stirred up enough mud about a two-decade old case of (you guessed it) the girls who disappeared that the bodies start turning up.To no one’s (well, no one who’s ever read a thriller) surprise, someone doesn’t want the truth to be known. Someone has been covering it up all this time and wants it to stay that way.All around entertaining if not vastly original production, elevated by strong compelling writing and nicely sustained element of suspense with even tinges of supernatural to add some color/darkness to the proceedings.The book’s on a longer side but reads quickly enough. Thriller fans ought to enjoy it. Thanks Netgalley.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,2,1,"Nov 06, 2022","Nov 07, 2022","Nov 09, 2022",,Kindle Edition,view (with text),/book/show/60656510-the-girls-who-disappeared
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vox Astra: The Black Box,"Chambers, James*",,,B09R4JGNCW,200        pp,4.26,23,unknown,"Apr 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Giving voice to the stars…or for me reading some science fiction stories from an author I associate with the fun series of cryptozoology novellas, thoGiving voice to the stars…or for me reading some science fiction stories from an author I associate with the fun series of cryptozoology novellas, though I think he may have only actually written one of those, but he seems to be associated with them in some way. Art?Anyway, Chambers can write. Quite nicely. Not just creatures, it seems, but also interstellar adventures.But…yes, there is one…I would prefer it if he stuck to creatures. This is, of course, just one reader’s opinion. A reader, it stands to mention, who is quite particular about their science fiction but loves scary stories and creature features unabashedly.I mean, these stories were fine. Then first one was quite good, but then they all seemed to be if not same or similar then certainly in the same vein. All leaning heavily on some sort of intergalactic war situation. And I do not like military angle in fiction, especially sci-fi (a good WWII story is a different matter), so this collection didn’t quite work for me.Also, because the stories seems so alike, there wasn’t much of a range. When the range did make an appearance – Politicos – it was most welcome. But it also highlighted just how alike the rest of the stories were.There are glimpses throughout the collection of Chambers writing stronger and darker, mor horrific things, and I wish he’d lean into those more.Either way, they went by quickly enough, at 158 pages this collection doesn’t overstay its welcome and is an entertaining read. Just how entertaining will depend on the reader’s individual preferences. Thanks Netgalley....more",Notes are private!,0,1,1,"Nov 04, 2022","Nov 05, 2022","Nov 06, 2022",,Kindle Edition,view (with text),/book/show/60836307-vox-astra
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Expect Me Tomorrow,"Priest, Christopher",,,B09RQNQ19K,325        pp,3.62,223,"Sep 15, 2022","Sep 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s difficult, so very difficult, to explain why you don’t love the book that is so obviously good. I’ll try, anyway.Expect Me Tomorrow is my first rIt’s difficult, so very difficult, to explain why you don’t love the book that is so obviously good. I’ll try, anyway.Expect Me Tomorrow is my first read by the author, though I absolutely loved the cinematic adaptation of his movie Prestige. Granted, some of that love might have had to do with it being about magicians (one of my favorite subjects) and he fact that it was simply a very well-made movie, but still…So, that’s what made me aware of Priest, and when this, his latest novel, came up on Netgalley, featuring more twins and alternative timelines and science, I figured it was time to check him out.Well, ok, I did. Took days to get through – unusual for me. And for a book not much over 300 pages.There’s so much good within these pages, too. Priest has really crammed it with plots and subplots and information. The latter of which might have been the novel’s downfall for me.Downfall’s too dramatic, though; more like a lamentable detractor.There’s a paragraph or two toward the end where one of the characters described the book by another as heavy going and too loaded with detail or something like that, and it’s exactly my opinion of this novel.For all the ingenious interwoven structure of the plot, for all its clever use of utilizing a dramatized version of an old true crime case, for how well it alternates between historical and futuristic fiction, for all of its prescient timely message about the climate…it is so freaking heavy going, dense, and minutely detailed that it’s kind of a slog to read.The climate message particularly is very heavy-handed here. In both timelines. The first protagonist is a climatologist from late 1800s/early 1900s; the second is a police consultant enhanced by experimental technology who gets involve in analyzing and creating a climate report.The trick (well, one of them) is that the latter is a descendant of the former, and through his new tech device he traces his relative in time and contacts him.The irony is that climatologist of yore wasn’t paid much attention to because the science was too new and too experimental, and in 2050, similar reports are ignored or dismissed as alarmist, because people are simply too stupid and self-involved to understand and appreciate them.Priest, though, pays attention. It’s obvious that a tremendous amount of research went into writing this novel, but that is also responsible for all the times it seemingly turns from fiction into a climate change documentary.Mind you, I’m all for it. This is a significant hugely important subject, and it should be taught, discussed, etc. but…maybe not to this extent in a fictional novel?It’s frustrating, really, because the novel is otherwise so well composed and written. Priest is obviously a very talented author and storyteller, and this novel of yesterday and tomorrow demonstrates it amply. But it weighs itself down with an anchor as heavy as it is well-meaning.So didn’t’ quite work for me. User mileage may vary. Thanks Netgalley.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,4,1,"Nov 03, 2022","Nov 06, 2022","Nov 06, 2022",,Kindle Edition,view (with text),/book/show/62604221-expect-me-tomorrow
