,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,DeEtte's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speak,"Anderson, Laurie Halse*",014131088X,9780141310886,014131088X,202        pp,4.05,"592,420","Oct 22, 1999","Apr 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So so hearbreaking and darkly humorous at the same time. I absolutely loved Melinda's voice, even when she wasn't speaking. So so hearbreaking and darkly humorous at the same time. I absolutely loved Melinda's voice, even when she wasn't speaking. ...more",Notes are private!,0,0,1,not set,"Jun 21, 2011","May 23, 2011",,Paperback,view (with text),/book/show/439288.Speak
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Listen,"Dessen, Sarah*",0670061050,9780670061051,0670061050,371        pp,4.05,"246,872","Apr 06, 2006","Apr 06, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars.Very similar to ""Speak"" by Laurie Halse Anderson. I didn't enjoy the ""voice"" of the main character as much in this, but I was totally in lov3.5 stars.Very similar to ""Speak"" by Laurie Halse Anderson. I didn't enjoy the ""voice"" of the main character as much in this, but I was totally in love with Owen. All in all, very enjoyable. Great vacation read....more",Notes are private!,0,0,1,not set,"Jun 25, 2011","May 23, 2011",,Hardcover,view (with text),/book/show/51738.Just_Listen
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perks of Being a Wallflower,"Chbosky, Stephen",,,,213        pp,4.23,"1,793,362","Feb 01, 1999",Feb 1999,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 16, 2011","May 23, 2011",,Paperback,view,/book/show/22628.The_Perks_of_Being_a_Wallflower
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Linen Queen,"Falvey, Patricia*",1599952009,9781599952000,1599952009,320        pp,3.83,"1,294","Mar 02, 2011","Mar 02, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not nearly as informative or historically interesting as ""The Yellow House"" but still a good yarn. Man, Ireland is really depressing...Not nearly as informative or historically interesting as ""The Yellow House"" but still a good yarn. Man, Ireland is really depressing......more",Notes are private!,0,0,1,not set,"May 31, 2011","May 22, 2011",,Hardcover,view (with text),/book/show/9199521-the-linen-queen
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Death Cure        (The Maze Runner, #3)","Dashner, James*",0385738773,9780385738774,0385738773,325        pp,3.78,"448,961","Oct 11, 2011","Oct 11, 2011",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ugh...bloody awful.,Notes are private!,0,0,1,"Feb 06, 2012","Feb 08, 2012","May 19, 2011",,Hardcover,view (with text),/book/show/7864437-the-death-cure
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Behemoth        (Leviathan, #2)","Westerfeld, Scott*",1416971750,9781416971757,1416971750,481        pp,4.17,"39,971","Jan 01, 2010","Oct 05, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I seriously love this series. It is just a perfect mix of history, sci-fi, action, steampunk with a dash of romance! The characters are great. The ploI seriously love this series. It is just a perfect mix of history, sci-fi, action, steampunk with a dash of romance! The characters are great. The plot is compelling. The background is fantastic. The artwork is amazing!! If you a have a tween-aged child (especially boys), make them read these books!!...more",Notes are private!,0,0,1,not set,"May 25, 2011","May 17, 2011",,Hardcover,view (with text),/book/show/7826116-behemoth
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Leviathan        (Leviathan, #1)","Westerfeld, Scott*",1416971734,9781416971733,1416971734,448        pp,3.92,"92,133","Oct 06, 2009","Oct 06, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Seriously so much fun!! I loved every second of it. My 11-year old son and I were attempting to read it at the same time, which lead to more than one Seriously so much fun!! I loved every second of it. My 11-year old son and I were attempting to read it at the same time, which lead to more than one disagreement as to who's ""turn"" it was with the book. I can't wait for the next one....more",Notes are private!,0,0,1,not set,"May 17, 2011","May 17, 2011",,Hardcover,view (with text),/book/show/6050678-leviathan
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Yellow House,"Falvey, Patricia*",1599952017,9781599952017,1599952017,337        pp,3.84,"7,698","Jan 28, 2010","Feb 15, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My  is somewhat swayed because I have a slight obsession with all things Ireland. This book takes place at the beginning of the Irish RevolutionMy  is somewhat swayed because I have a slight obsession with all things Ireland. This book takes place at the beginning of the Irish Revolution and forming of the IRA. I found all of the history to be so fascinating. Very well-researched and really good at painting both sides of the picture, which was nice. Very solid historical fiction. BUT I wasn't totally in love with the characters or plot of the book. I thought it started out strong and realistic, but the ending was a bit ""tied up in a nice bow"" for me. And I don't have anything against happy endings, I just felt like it was a little too easy here. Still, I'm glad I read it, I felt like I learned a lot....more",Notes are private!,0,0,1,"May 18, 2011","May 20, 2011","May 11, 2011",,Hardcover,view (with text),/book/show/6521868-the-yellow-house
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Clockwork Prince        (The Infernal Devices, #2)","Clare, Cassandra*",1416975888,9781416975885,1416975888,498        pp,4.43,"552,094","Dec 06, 2011","Dec 06, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Solid 3.5 stars. I think I actually liked this better than the first one. Even with the horribly cliche love triangle, I found it very entertaining anSolid 3.5 stars. I think I actually liked this better than the first one. Even with the horribly cliche love triangle, I found it very entertaining and not too annoying. I am looking forward to the next one....more",Notes are private!,0,0,1,"Jun 06, 2012","Jun 09, 2012","May 11, 2011",,Hardcover,view (with text),/book/show/10025305-clockwork-prince
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pandemonium        (Delirium, #2)","Oliver, Lauren*",006197806X,9780061978067,006197806X,375        pp,4.03,"239,159","Feb 28, 2012","Feb 28, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not as good as the first one. Ugh...I hate love triangles.,Notes are private!,0,0,1,"Mar 09, 2012","Mar 10, 2012","May 02, 2011",,Hardcover,view (with text),/book/show/9593911-pandemonium
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Scorch Trials        (The Maze Runner, #2)","Dashner, James*",0385738757,9780385738750,0385738757,362        pp,3.90,"581,093","Oct 12, 2010","Oct 12, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not nearly as compelling as the first book in the series. Seems like Dashner was in a bit of a hurry, as the writing isn't as strong. I felt a little Not nearly as compelling as the first book in the series. Seems like Dashner was in a bit of a hurry, as the writing isn't as strong. I felt a little like I did as I tried to watch the 3rd season of ""Lost""...so many new questions, but no answers. It starts to get too complicated and bogged down. I would've liked, at least, partial resolutions to some of the questions. Also, the cliffhanger endings are a bit over the top. All that being said, the story definetely seems to be going somewhere and I want to know where that is. So I'll keep reading....more",Notes are private!,0,0,1,not set,"May 12, 2011","May 02, 2011",,Hardcover,view (with text),/book/show/7631105-the-scorch-trials
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Delirium        (Delirium, #1)","Oliver, Lauren*",0061726826,9780061726828,0061726826,441        pp,3.95,"466,328","Feb 03, 2011","Feb 03, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Closer to 3.5 stars.It reminded me a lot of the Pretties/Uglies/Special series, but I liked the premise A LOT more. Love is a disease!! Super interestCloser to 3.5 stars.It reminded me a lot of the Pretties/Uglies/Special series, but I liked the premise A LOT more. Love is a disease!! Super interesting and she provides a lot of very valid points to the argument that love is, in fact, a virus that is infecting and destroying society. I loved the chapter headings, which were excerpts from the fictional scientific and religious journals in the novel. Of course you have your typical YA romance, sprinkled with nonsense, although I was pleased that we didn't have to deal with a love triangle. They're getting tedious. All in all, I really enjoyed the book and look forward to the sequel....more",Notes are private!,0,0,1,"Apr 08, 2011","Apr 10, 2011","Apr 08, 2011",,Hardcover,view (with text),/book/show/7686667-delirium
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dashwood Sisters Tell All        (Adventures with Jane Austen and her Legacy, #3)","Pattillo, Beth*",0824948742,9780824948740,0824948742,260        pp,3.52,"1,303","Mar 25, 2011","Apr 01, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 28, 2012","Apr 07, 2011",,Paperback,view,/book/show/9946123-the-dashwood-sisters-tell-all
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Desires of the Dead        (The Body Finder, #2)","Derting, Kimberly*",0061779849,9780061779848,0061779849,355        pp,4.06,"23,299","Feb 15, 2011","Feb 15, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maybe closer to 2.5 stars.Not very good, I was pretty much annoyed with the main character throughout the entire book. She makes stupid choices and haMaybe closer to 2.5 stars.Not very good, I was pretty much annoyed with the main character throughout the entire book. She makes stupid choices and has completely irrational reactions to everything that happens to her. I don't know how her long-suffering boyfriend can stand her. I thought the plot was really easy to figure out. The only interesting aspect was the addition of the FBI agent and her team of ""talented"" people. Looks like the next book might get really interesting, so I'll probably read it to see where it goes....more",Notes are private!,0,0,1,not set,"May 22, 2011","Apr 03, 2011",,Hardcover,view (with text),/book/show/7827221-desires-of-the-dead
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Poison Diaries        (The Poison Diaries, #1)","Wood, Maryrose*",0061802360,9780061802362,0061802360,278        pp,3.35,"3,883","Jul 20, 2010","Jul 20, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really wanted to love this, having absolutely adored Maryrose Wood's Icorrigible Children book last year. But it didn't live up...I was really likinI really wanted to love this, having absolutely adored Maryrose Wood's Icorrigible Children book last year. But it didn't live up...I was really liking the story up until the end, when it completely lost me. The characters weren't very well fleshed out (which is my big pet peeve in books), but they were likeable. It has a lot of potential. I will say I really really enjoy Ms. Wood's writing style and that kept me going at the end when I was wavering. I'll probably read the next book....more",Notes are private!,0,1,1,not set,"Mar 23, 2011","Mar 25, 2011",,Hardcover,view (with text),/book/show/7022166-the-poison-diaries
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before I Fall,"Oliver, Lauren*",0061726818,9780061726811,0061726818,470        pp,3.89,"337,393","Feb 14, 2010","Oct 25, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5 starsPretty predictable YA fiction. Kinda cliche, but not horribly written. I was definetely compelled to see where the story was going.",Notes are private!,0,0,1,"Mar 21, 2011","Mar 22, 2011","Mar 21, 2011",,Paperback,view (with text),/book/show/6482837-before-i-fall
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dark and Hollow Places        (The Forest of Hands and Teeth, #3)","Ryan, Carrie*",0385738595,9780385738590,0385738595,384        pp,4.02,"22,729","Mar 22, 2011","Mar 22, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked the main character in this book more than either of the main characters in the previous two. I thought this was a good ending to the series. LI liked the main character in this book more than either of the main characters in the previous two. I thought this was a good ending to the series. Love story felt a tad forced, but you gotta have it, right? All in all, an enjoyable series....more",Notes are private!,0,0,1,not set,"May 02, 2011","Mar 03, 2011",,Hardcover,view (with text),/book/show/8535273-the-dark-and-hollow-places
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thousand Autumns of Jacob de Zoet,"Mitchell, David",1400065453,9781400065455,1400065453,479        pp,4.02,"64,195","May 13, 2010","Jun 29, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Probably 3.5Beautifully written, incredibly detailed & realistic, well researched...but not really sure what the intention of the book was. Plus it waProbably 3.5Beautifully written, incredibly detailed & realistic, well researched...but not really sure what the intention of the book was. Plus it was kind of a downer....more",Notes are private!,0,0,1,not set,"Mar 21, 2011","Mar 01, 2011",,Hardcover,view (with text),/book/show/7141642-the-thousand-autumns-of-jacob-de-zoet
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Discovery of Witches        (All Souls, #1)","Harkness, Deborah*",0670022411,9780670022410,,579        pp,4.02,"491,028","Feb 08, 2011",Feb 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such a great book! A wonderful mix of love story, history, science, politics and mystery. Throw in witches, vampires and daemons and you've got an almSuch a great book! A wonderful mix of love story, history, science, politics and mystery. Throw in witches, vampires and daemons and you've got an almost perfect book! I will admit that the love story, in and of itself, was a bit too Twilight-esque for me at moments but there's SO much more going on in the plot that it's not really a big deal. I loved every twist and turn. I thought the ending was fantastic and I will be itching to read the next one!!...more",Notes are private!,0,0,1,not set,"May 10, 2011","Mar 01, 2011",,Hardcover,view (with text),/book/show/8667848-a-discovery-of-witches
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maze Runner        (The Maze Runner, #1)","Dashner, James*",0385737947,9780385737944,0385737947,384        pp,4.05,"1,528,021","Oct 06, 2009","Oct 06, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really good fun. Kept me on my toes, loved the cliffhanger/twisty ending. Can't wait to read the next one!Really good fun. Kept me on my toes, loved the cliffhanger/twisty ending. Can't wait to read the next one!...more",Notes are private!,0,0,1,not set,"Apr 30, 2011","Mar 01, 2011",,Hardcover,view (with text),/book/show/6186357-the-maze-runner
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Matched        (Matched, #1)","Condie, Ally*",0525423648,9780525423645,0525423648,369        pp,3.63,"779,229","Nov 30, 2010","Jan 01, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Probably 2.5 stars. Didn't hate it, but didn't particularly like it either.Very hard to ..my main beef is that there doesn't seem to be one origProbably 2.5 stars. Didn't hate it, but didn't particularly like it either.Very hard to ..my main beef is that there doesn't seem to be one original thought in the entire book. Every element from the job selection to the family dynamics to the matching to the love triangle to the erasing of history to the corrupt government was so cliche. It's all torn from the pages of ""1984"", ""The Giver"", ""Hunger Games"" and ""Fahrenheit 451"". I actually found some sections painful in their similarities. I probably could've forgiven a lot of that if it had been better written, but it wasn't.Now, I will say that I do find the story compelling. I want to know what happens next. I loved the power of the poetry and the effect it had on Cassia and Ky. And I will admit there were a few moments of absolute loveliness and emotion. They were just so few and far between.......more",Notes are private!,0,0,1,not set,"Feb 17, 2011","Feb 17, 2011",,Hardcover,view (with text),/book/show/7735333-matched
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chains        (Seeds of America, #1)","Anderson, Laurie Halse*",1416905855,9781416905851,1416905855,316        pp,4.10,"55,973","Oct 21, 2008","Oct 21, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 10, 2012","Feb 11, 2012","Feb 03, 2011",,Hardcover,view,/book/show/3002300-chains
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beastly        (Beastly, #1)","Flinn, Alex*",0060874163,9780060874162,0060874163,336        pp,3.82,"176,396","Oct 02, 2007","Oct 02, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Probably 2.5 stars....this is SUPER ya fiction. very juvenile and kinda shallow, even when it's trying to be deep. i didn't hate it, but i definitely Probably 2.5 stars....this is SUPER ya fiction. very juvenile and kinda shallow, even when it's trying to be deep. i didn't hate it, but i definitely didn't love it either. but it kept me interested enough to finish it pretty quickly. good for a mindless summer read for sure....more",Notes are private!,0,0,1,"Jan 27, 2011","Jan 30, 2011","Jan 27, 2011",,Hardcover,view (with text),/book/show/544891.Beastly
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pawn of Prophecy        (The Belgariad, #1)","Eddings, David",,,B0038AUYN2,332        pp,4.16,"105,942","Mar 12, 1982","Feb 23, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 06, 2011","Jan 08, 2011","Jan 06, 2011",,Kindle Edition,view,/book/show/9859535-pawn-of-prophecy
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Gate        (Mither Mages, #1)","Card, Orson Scott",0765326574,9780765326577,0765326574,379        pp,3.82,"29,046","Jan 04, 2011","Jan 04, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Definetely not one of my favorite Orson Scott Card books, but it was still good fun. Much more light-hearted than his normal novel, definetely reads lDefinetely not one of my favorite Orson Scott Card books, but it was still good fun. Much more light-hearted than his normal novel, definetely reads like a YA. I'll continue the series....more",Notes are private!,0,0,1,not set,"Jan 23, 2011","Jan 06, 2011",,Hardcover,view (with text),/book/show/9265891-the-lost-gate
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Poison Study        (Study, #1)","Snyder, Maria V.*",0778324338,9780778324331,0778324338,427        pp,4.10,"165,624","Sep 27, 2005","Feb 20, 2007",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can say, in all honesty, this was one of the worst-written books I've ever read.I can say, in all honesty, this was one of the worst-written books I've ever read....more",Notes are private!,0,0,1,not set,"Mar 27, 2011","Jan 03, 2011",,Paperback,view (with text),/book/show/60510.Poison_Study
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wise Man’s Fear        (The Kingkiller Chronicle, #2)","Rothfuss, Patrick*",0756404738,9780756404734,0756404738,994        pp,4.55,"556,290","Mar 01, 2011","Mar 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoy his writing. Story is very interesting. But even after two (really long) books, I feel like he's just barely skimmed the surface of theI really enjoy his writing. Story is very interesting. But even after two (really long) books, I feel like he's just barely skimmed the surface of the plotline. That being said, I'll keep coming back for more until it gets tedious....more",Notes are private!,0,0,1,not set,"Apr 08, 2011","Jan 03, 2011",,Hardcover,view (with text),/book/show/1215032.The_Wise_Man_s_Fear
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What-the-Dickens: The Story of a Rogue Tooth Fairy,"Maguire, Gregory",0763629618,9780763629618,0763629618,295        pp,3.36,"7,407","Sep 11, 2007","Sep 11, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I just couldn't bring myself to care about any of the characters...I just couldn't bring myself to care about any of the characters......more,Notes are private!,0,0,1,not set,"Jan 14, 2011","Jan 03, 2011",,Hardcover,view (with text),/book/show/350500.What_the_Dickens
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Away        (The Line, #2)","Hall, Teri*",0803735022,9780803735026,0803735022,234        pp,3.72,"2,095","Sep 01, 2011","Sep 15, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 21, 2012","Jan 03, 2011",,Hardcover,view,/book/show/7732360-away
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Name of the Wind        (The Kingkiller Chronicle, #1)","Rothfuss, Patrick*",075640407X,9780756404079,075640407X,662        pp,4.52,"961,379","Mar 27, 2007",Apr 2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Solid fantasy book. Admittedly, the first 100-150 pages were less than captivating. It took me awhile to really get into the story. I didn't dislike iSolid fantasy book. Admittedly, the first 100-150 pages were less than captivating. It took me awhile to really get into the story. I didn't dislike it, I just wasn't rushing to pick my book back up. By midway through, I was completely hooked and have suffered loss of sleep in an effort to finish it (always a good sign).It's beautifully written and the character development is deep. This book was basically an appetizer to get you ready for the main course. There is SO MUCH story left to be told, and I'm really looking forward to the next book....more",Notes are private!,0,0,1,"Dec 07, 2010","Dec 14, 2010","Dec 07, 2010",,Hardcover,view (with text),/book/show/186074.The_Name_of_the_Wind
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Towers of Midnight        (The Wheel of Time, #13)","Jordan, Robert",0765325942,9780765325945,0765325942,863        pp,4.47,"158,069","Nov 02, 2010","Nov 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More happened in this book than in the last 6 books combined. It's awesome. So many things that need to be tied up, I can't wait for the last book!!!More happened in this book than in the last 6 books combined. It's awesome. So many things that need to be tied up, I can't wait for the last book!!!...more",Notes are private!,0,0,1,not set,"Dec 31, 2010","Nov 23, 2010",,Hardcover,view (with text),/book/show/8253920-towers-of-midnight
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Red Pyramid        (The Kane Chronicles, #1)","Riordan, Rick*",1423113381,9781423113386,1423113381,528        pp,4.10,"395,737","May 04, 2010","May 04, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Connor said I just ""had to read it""...how can I ignore that?Cute, but very formulaic if you've read the Percy Jackson series. It's just about perfect Connor said I just ""had to read it""...how can I ignore that?Cute, but very formulaic if you've read the Percy Jackson series. It's just about perfect for young boys. Good clean family read....more",Notes are private!,0,0,1,"Nov 23, 2010",Dec 2010,"Nov 23, 2010",,Hardcover,view (with text),/book/show/7090447-the-red-pyramid
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Power of Six        (Lorien Legacies, #2)","Lore, Pittacus",0061974552,9780061974557,0061974552,406        pp,4.15,"136,836","Aug 23, 2011","Aug 23, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lots more action than the first one, but somehow not as compelling. Still a good fun read. I'll definitely continue the series.Lots more action than the first one, but somehow not as compelling. Still a good fun read. I'll definitely continue the series....more",Notes are private!,0,0,1,"May 25, 2012","Jun 04, 2012","Nov 05, 2010",,Hardcover,view (with text),/book/show/8659601-the-power-of-six
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Russian Winter,"Kalotay, Daphne*",0061962163,9780061962165,0061962163,459        pp,3.74,"10,083",2010,"Sep 07, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More like 3.5 stars.The story was very compelling and interesting. I liked the back and forth between past and present. Definetely gave me a differentMore like 3.5 stars.The story was very compelling and interesting. I liked the back and forth between past and present. Definetely gave me a different prespective of USSR during the 1950's. However I thought the modern love connection was a bit forced. I felt like the ending was a bit rushed and there were definetely some loose strings that didn't get tied. But all in all, I highly enjoyed the book!...more",Notes are private!,0,0,1,not set,"Jan 26, 2011","Nov 04, 2010",,Hardcover,view (with text),/book/show/7864535-russian-winter
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ella Enchanted        (Ella Enchanted, #1)","Levine, Gail Carson*",0590920685,9780590920681,0590920685,240        pp,4.01,"412,789","Apr 25, 1997","Sep 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 21, 2010","Nov 03, 2010",,Paperback,view,/book/show/24337.Ella_Enchanted
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Midnight in Austenland        (Austenland, #2)","Hale, Shannon*",1608196259,9781608196258,1608196259,277        pp,3.53,"19,037","Jan 06, 2012","Jan 31, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 18, 2012","Sep 22, 2012","Nov 03, 2010",,Hardcover,view,/book/show/11445880-midnight-in-austenland
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Line        (The Line, #1)","Hall, Teri*",0803734662,9780803734661,0803734662,219        pp,3.45,"7,094","Feb 26, 2010","Jan 01, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hmmm....2.5 stars.....hmmmm. Will probably read the next book, although this didn't really thrill me. I guess it was a nice mindless read. Why not.Hmmm....2.5 stars.....hmmmm. Will probably read the next book, although this didn't really thrill me. I guess it was a nice mindless read. Why not....more",Notes are private!,0,0,1,not set,"Jan 02, 2011","Oct 28, 2010",,Hardcover,view (with text),/book/show/6494966-the-line
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Incarceron        (Incarceron, #1)","Fisher, Catherine",0803733968,9780803733961,0803733968,442        pp,3.64,"60,922","May 03, 2007","Jan 26, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just finished the first chapter....I am HOOKED!I was COMPLETELY loving it until about 2/3 of the way through. Awesome concept, really cool descriptionJust finished the first chapter....I am HOOKED!I was COMPLETELY loving it until about 2/3 of the way through. Awesome concept, really cool descriptions, definetely something new and different. But it really got muddled further on...the ending was, at best, anti-climactic. I'd give it 3.5 stars and I will keep reading the series, although I can't say that I'm super excited at this point in time....more",Notes are private!,0,0,1,not set,"Nov 11, 2010","Oct 28, 2010",,Hardcover,view (with text),/book/show/6727322-incarceron
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Tiger in the Well        (Sally Lockhart, #3)","Pullman, Philip",0679826718,9780679826712,0679826718,416        pp,3.92,"13,077","Oct 01, 1990","Feb 18, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Definetely the best of the trilogy...but you have to read the first two to really get the background. A much more mature story involving more grown-upDefinetely the best of the trilogy...but you have to read the first two to really get the background. A much more mature story involving more grown-up themes and issues (not in the physically intimate sense, just in the living in the real world sense). Be prepared my conservative friends...takes a fairly pro-socialist/anti-capitalist point of view. I didn't find it too offensive and I'm pretty rightwing. Just wanted to put that out there....more",Notes are private!,0,0,1,not set,"Oct 27, 2010","Oct 27, 2010",,Mass Market Paperback,view (with text),/book/show/210918.The_Tiger_in_the_Well
